COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
C0C1;Aranguren;92;89.2;84.0;66.9;72.9;77.1;79.3;78.9;76.6;77.4;78.9;76.5;82.5;78.3
C061;Arboleda;329;89.6;97.2;77.1;;83.7;;;85.7;85.3;83.1;74.3;74.6;
C032;Areta;122;83.3;85.0;67.4;74.0;78.9;80.5;79.5;78.9;77.3;80.3;78.3;85.0;79.0
C002;Arteaga;19;83.5;85.3;68.4;76.3;82.3;83.6;84.4;83.8;84.3;84.1;79.5;82.6;81.5
C0C2;Balmaseda;178;86.8;87.0;71.4;76.7;81.0;82.9;81.9;79.0;80.8;83.1;81.0;84.0;81.3
C069;Bermeo;106;82.1;84.2;69.1;78.0;88.4;92.3;94.7;92.1;90.7;85.9;76.5;78.1;84.4
C0B6;Berna;95;92.9;92.3;;76.1;85.2;86.2;86.1;86.3;84.2;86.4;83.9;91.3;
C0BE;Berriatua;25;;;;;83.8;85.4;86.5;86.3;86.4;86.5;80.6;84.5;
C065;Cerroja;677;87.7;95.4;77.0;75.9;86.7;88.3;91.2;84.9;82.4;82.3;78.0;70.9;83.4
C003;Derio;30;83.5;79.3;62.7;69.3;79.0;80.9;82.8;81.7;81.2;80.1;73.0;78.0;77.6
C039;Deusto;3;80.1;83.6;63.4;73.7;84.3;87.2;87.9;83.8;82.2;80.8;72.0;73.5;79.4
C075;Eitzaga;270;87.4;89.1;74.0;76.9;86.8;88.1;87.9;86.3;83.3;85.5;80.6;86.0;84.3
C074;Elorrio;167;89.1;89.0;72.7;74.5;84.4;85.6;85.7;84.9;83.1;86.3;80.7;87.6;83.6
C009;Galdakao;30;82.8;83.1;64.7;70.2;78.2;78.9;78.0;76.3;75.3;77.0;74.2;77.7;76.4
C038;Galindo;5;75.4;77.0;60.5;69.6;78.0;81.1;81.1;78.8;80.3;;;70.8;
C033;Igorre;150;86.4;87.3;68.7;71.8;82.3;83.4;82.7;80.6;77.6;79.5;;;
C0BD;Iruzubieta;110;88.3;87.1;74.0;77.7;84.1;85.2;86.2;85.4;84.8;86.2;82.7;86.2;84.0
C036;Iurreta;180;97.5;85.0;69.3;71.9;82.0;82.6;82.2;79.8;76.9;70.3;74.1;83.9;79.6
C045;La Garbea;717;97.0;;91.7;85.6;93.2;96.5;96.4;90.0;86.9;88.9;92.5;84.0;
C0B7;Mañaria;168;84.6;84.6;68.2;72.3;81.5;82.2;82.9;81.6;79.6;80.6;73.9;81.9;79.5
C019;Matxitxako;433;85.4;87.4;75.7;77.1;88.0;90.9;94.2;88.5;87.3;86.4;76.4;78.5;84.7
C057;Mungia;22;55.7;46.8;59.3;66.6;80.2;83.9;85.9;84.8;84.9;82.8;75.2;80.1;73.8
C063;Muxika;16;86.1;87.7;69.9;76.5;82.2;83.4;83.7;83.3;83.1;84.1;78.9;83.0;81.8
C046;Oiz;980;;93.9;83.6;79.2;89.2;88.0;92.4;87.7;82.2;86.8;82.1;75.7;
C0BA;Oleta;14;85.2;86.2;71.4;78.9;84.4;86.4;86.6;86.5;85.8;86.0;83.7;84.8;83.8
C059;Ordunte;300;84.0;97.5;76.8;73.1;78.8;80.2;80.2;77.2;78.0;78.2;76.0;75.9;79.7
C072;Orduña;934;88.2;94.2;82.1;80.7;88.6;88.0;91.0;85.4;81.3;85.5;85.8;82.6;86.1
C0B4;Orozko;200;89.1;89.3;74.1;77.3;84.9;86.1;85.2;84.0;;83.7;80.1;82.3;
C054;Otxandio;556;90.9;90.1;77.6;78.8;87.4;86.5;86.6;;;;81.6;86.7;
C042;Punta Galea;61;76.3;77.6;64.8;73.2;82.8;84.5;86.9;84.2;84.5;84.7;75.0;75.0;79.1
C0B9;Sangroniz;10;83.6;86.6;69.0;77.2;85.0;85.9;86.3;84.5;84.5;85.4;79.6;81.0;82.4
C0C3;Sodupe;56;88.8;87.4;69.8;75.0;81.5;83.4;81.6;80.0;79.4;83.5;80.8;89.6;81.7
C066;Untzueta;764;88.1;94.4;79.5;79.2;89.8;90.4;93.0;87.5;82.1;84.9;81.1;77.9;85.7
C022;Urkiola;709;93.4;94.4;82.4;81.4;91.6;91.1;93.1;89.3;87.4;90.1;87.3;90.0;89.3
C0B3;Urkizu;75;88.5;92.1;71.9;73.9;82.2;87.0;88.0;82.7;79.8;82.1;77.2;83.2;82.4
C037;Venta Alta;162;84.7;89.4;69.4;75.4;86.5;82.5;82.0;80.1;78.4;78.3;72.4;74.3;79.4
C0E5;Agauntza;180;;85.5;70.8;71.8;82.9;82.0;83.0;82.3;80.1;83.5;78.7;87.5;
C0DB;Aitzu;312;89.2;86.9;73.3;74.7;83.4;82.6;82.8;81.6;80.1;84.8;80.0;88.0;82.3
C0D3;Aixola;320;88.3;87.9;71.7;75.6;84.9;86.2;86.7;86.5;84.9;86.3;80.8;85.9;83.8
C0DD;Aizarnazabal;25;82.0;84.9;67.7;73.8;85.5;86.7;88.1;87.6;87.2;87.2;77.5;79.9;82.3
C0E9;Alegia;90;96.1;92.6;78.6;81.1;88.8;89.0;88.4;87.3;86.2;90.8;90.9;96.2;88.8
C078;Altzola;17;87.2;86.4;71.6;74.9;83.2;84.0;85.1;84.5;82.9;83.9;79.0;84.8;82.3
C052;Ameraun;285;84.8;82.5;67.7;70.1;83.6;85.7;86.1;85.3;82.8;82.1;74.4;82.9;80.7
C0E1;Amundarain;111;91.4;91.6;72.1;74.6;88.7;84.9;;;;;;;
C077;Andoain;52;92.6;91.9;75.8;78.0;90.1;92.5;91.8;90.8;89.5;90.3;84.2;91.3;88.2
C080;Añarbe;184;94.5;93.7;80.6;81.6;92.8;91.0;89.8;89.1;90.6;90.2;84.8;92.1;89.2
C0E8;Araxes;141;;88.7;72.0;76.4;85.7;86.7;85.5;84.4;83.2;86.6;84.9;91.1;
C023;Arrasate;318;84.2;84.6;70.3;71.6;80.8;81.0;80.9;78.1;75.5;79.0;75.6;78.2;78.3
C084;Behobia;5;;;65.8;69.8;81.2;84.2;82.4;80.5;79.0;81.7;75.8;78.9;
C0EA;Belauntza;105;93.3;89.0;72.9;77.4;86.0;87.4;86.0;86.1;84.4;88.5;87.1;93.3;86.0
C026;Berastegi;379;88.2;88.0;72.3;74.0;;;;;;;;;
C058;Bidania;592;85.5;88.5;74.1;74.5;87.1;86.6;;;;;;;
C0F0;Ereñozu;25;92.0;91.0;73.8;79.5;89.6;91.6;90.8;90.8;91.2;92.1;87.6;93.3;88.6
C0F1;Eskas;650;85.2;88.1;76.3;75.6;90.4;88.9;90.9;88.6;83.5;86.8;77.8;77.7;84.1
C0E7;Estanda;195;92.0;90.0;73.2;74.8;84.2;83.3;82.6;81.4;78.0;83.9;81.5;91.3;83.0
C018;Higer;43;77.5;78.2;65.7;70.9;82.2;83.1;81.9;79.3;;;;;
C0DC;Ibai Eder;90;94.6;93.4;78.4;81.9;91.0;91.0;91.8;90.7;89.4;90.5;86.4;93.2;89.4
C071;Jaizkibel;545;86.9;89.9;77.1;76.8;90.9;91.1;96.1;91.2;85.4;86.9;75.1;77.4;85.4
C0EC;Lasarte;18;85.5;86.5;68.6;72.5;85.2;86.4;85.7;84.5;84.2;85.4;75.3;80.2;81.7
C0DE;Matxinbenta;250;92.3;90.7;75.4;78.0;88.0;88.3;89.4;88.9;86.3;88.1;81.9;92.6;86.6
C017;Miramon;113;89.2;91.7;74.0;77.3;92.6;93.9;92.6;92.9;91.4;90.7;81.7;86.0;87.8
C0F4;Oiartzun;53;84.2;84.2;67.7;72.1;82.3;83.7;83.3;82.1;81.0;82.5;77.6;83.9;80.4
C0D1;Oñati;195;92.0;90.3;73.7;75.9;82.7;82.4;81.9;81.2;79.1;83.6;81.1;89.6;82.8
C043;Ordizia;243;99.2;99.2;80.9;77.0;90.8;92.1;93.5;90.7;85.8;87.9;82.9;93.5;89.5
C0D2;San Prudentzio;175;90.2;88.9;73.7;75.6;81.4;80.7;79.5;78.7;77.3;83.1;81.7;87.6;81.5
C007;Santa Clara;48;;;;75.5;84.3;86.4;86.6;85.2;;;;;
C0D0;Urkulu;340;85.7;86.0;71.4;74.4;83.6;;83.8;82.2;79.9;82.1;74.6;80.7;
C064;Zarautz;80;78.3;80.9;65.5;73.3;85.3;87.1;86.8;84.0;82.3;81.9;70.6;75.8;79.3
C028;Zegama;520;82.9;85.3;71.7;73.3;85.3;84.4;;;79.6;83.3;76.2;78.5;
C029;Zizurkil;149;85.3;86.6;69.1;74.5;87.1;89.2;89.1;87.5;85.2;85.3;75.2;81.5;83.0
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
;;;;HUMEDAD MEDIA DIARIA (%);;;;;;;;;;;
