COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
C031;Moreda;490;95.4;73.1;70.2;70.2;78.1;83.2;65.5;71.3;56.2;65.2;77.0;103.7;103.7
C041;Navarrete;689;91.1;81.4;95.4;96.5;80.3;77.8;52.2;67.3;58.3;66.2;91.8;109.4;109.4
C060;Páganos;577;113.8;95.8;72.4;68.8;82.8;67.3;88.6;67.3;86.0;64.4;85.0;101.5;113.8
C021;Roitegi;980;92.9;91.8;99.7;86.4;92.9;80.6;88.6;63.0;69.8;74.5;92.9;108.7;108.7
C030;Salvatierra;589;76.7;74.9;73.4;65.5;70.9;61.2;58.7;48.6;55.8;65.2;74.5;82.8;82.8
C051;Saratxo;230;56.9;79.2;77.8;64.4;65.2;74.5;62.6;60.5;52.6;60.8;82.1;94.3;94.3
C00B;Tobillas;700;69.5;77.8;93.6;72.0;79.9;76.7;52.9;63.7;64.8;70.2;85.0;91.1;93.6
C020;Trebiño;546;71.6;81.0;83.5;86.4;89.6;67.0;71.3;55.4;56.9;83.2;88.2;97.2;97.2
C070;Zaldiaran;980;100.1;94.7;110.9;100.8;94.3;95.0;91.4;71.3;79.9;97.2;107.6;119.9;119.9
C050;Zambrana;470;78.5;121.7;82.8;81.7;75.2;67.7;87.8;52.9;69.8;68.8;77.8;97.2;121.7
C061;Arboleda;329;83.2;111.2;99.4;86.4;77.0;87.1;76.7;81.0;88.6;103.7;105.5;117.7;117.7
C032;Areta;122;67.0;71.6;63.7;51.5;42.8;56.2;82.4;45.4;52.9;49.0;60.8;67.0;82.4
C002;Arteaga;19;95.0;71.6;67.0;58.3;46.1;57.2;61.9;38.9;49.0;52.6;100.8;117.7;117.7
C069;Bermeo;106;115.9;87.8;84.6;69.1;71.6;131.4;65.2;62.6;79.9;76.0;117.7;119.2;131.4
C065;Cerroja;677;142.9;110.5;126.7;105.1;106.9;109.1;72.7;;;88.9;154.4;152.3;154.4
C003;Derio;30;79.2;68.0;80.3;67.0;60.1;59.8;48.2;48.2;54.0;50.0;87.5;92.2;92.2
C039;Deusto;3;103.0;83.5;86.4;71.6;72.7;82.1;56.2;64.8;75.6;70.9;95.0;99.7;103.0
C075;Eitzaga;270;89.6;65.2;68.0;70.6;50.4;55.1;68.8;42.8;50.8;51.8;95.4;88.6;95.4
C038;Galindo;5;86.4;89.3;83.9;65.5;69.8;31.3;52.2;59.0;73.8;78.1;86.8;89.6;89.6
C033;Igorre;150;76.3;75.2;97.9;;;;;;56.9;69.1;88.6;76.3;97.9
C036;Iurreta;180;92.9;79.2;101.2;75.6;65.2;66.6;63.4;59.8;67.7;70.6;96.1;95.4;101.2
C045;La Garbea;717;117.7;104.4;109.1;99.4;87.8;94.7;73.1;79.9;85.3;95.8;132.5;149.0;149.0
C019;Matxitxako;433;134.3;119.5;86.0;92.9;101.2;99.4;102.6;93.2;106.9;110.5;168.8;160.6;168.8
C057;Mungia;22;91.1;85.7;81.4;64.1;56.9;67.7;49.0;59.4;66.6;60.8;118.8;104.4;118.8
C046;Oiz;980;132.5;116.3;112.7;100.8;94.0;88.9;95.4;73.1;96.1;86.8;142.9;146.2;146.2
C059;Ordunte;300;123.8;78.5;91.8;87.5;90.0;74.2;54.0;62.6;61.9;65.9;109.4;132.5;132.5
C072;Orduña;934;99.7;111.2;117.4;110.9;109.8;113.8;109.8;92.5;112.3;104.0;124.6;169.6;169.6
C0B4;Orozko;200;49.3;47.9;48.6;69.5;38.2;50.8;41.8;43.9;49.0;45.4;56.2;68.0;69.5
C054;Otxandio;556;74.2;63.0;55.8;51.1;53.3;41.8;43.2;50.0;43.2;47.2;70.9;70.6;74.2
C042;Punta Galea;61;116.6;117.7;108.0;87.5;90.0;146.9;74.5;94.0;88.2;93.2;127.4;130.7;146.9
C0C3;Sodupe;56;65.5;47.5;72.7;51.8;46.4;67.3;59.0;53.3;51.8;53.6;63.7;72.0;72.7
C066;Untzueta;764;119.9;117.0;117.0;86.8;90.4;93.6;117.4;75.2;83.9;105.8;110.2;133.2;133.2
C022;Urkiola;709;100.4;107.6;82.8;73.8;63.4;61.2;54.0;56.5;64.1;59.4;71.3;81.0;107.6
C037;Venta Alta;162;;94.0;97.9;77.0;69.5;86.0;47.5;56.5;68.8;73.4;105.8;96.5;105.8
C023;Arrasate;318;95.4;90.0;84.6;84.6;67.7;61.2;60.1;62.6;56.5;77.4;90.4;90.7;95.4
C026;Berastegi;379;78.5;70.6;74.9;73.8;52.9;57.2;54.4;38.2;65.9;76.3;82.8;96.5;96.5
C058;Bidania;592;98.3;100.8;83.2;77.8;63.0;70.2;61.9;49.7;61.9;85.7;104.0;100.1;104.0
C018;Higer;43;122.0;87.8;88.6;85.7;75.2;79.2;84.6;60.1;82.1;91.1;119.5;113.4;122.0
C071;Jaizkibel;545;121.3;97.2;104.8;91.1;;;77.8;86.0;85.3;84.2;;137.2;137.2
C0EC;Lasarte;18;73.4;67.0;61.9;70.9;50.4;47.5;50.4;43.2;64.8;59.4;74.9;80.6;80.6
C017;Miramon;113;101.2;88.6;67.3;90.7;61.2;59.0;52.9;50.8;52.9;60.1;104.8;111.6;111.6
C043;Ordizia;243;73.8;71.3;100.8;74.2;68.8;75.6;75.6;53.3;54.4;78.5;97.2;99.4;100.8
C007;Santa Clara;48;135.0;106.9;75.6;90.4;85.3;85.7;85.3;61.9;79.2;76.3;129.2;140.4;140.4
C064;Zarautz;80;113.4;108.7;93.6;87.8;79.9;78.5;61.9;65.2;68.4;70.9;106.9;105.8;113.4
C028;Zegama;520;96.5;83.5;84.6;76.7;76.3;70.9;80.6;73.1;72.4;91.4;103.0;93.6;103.0
C029;Zizurkil;149;92.2;94.0;85.7;94.0;68.4;65.9;45.7;50.4;68.0;73.1;107.3;99.4;107.3
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
;;;;;VELOCIDAD DE LA RACHA MÁXIMA (km/h);;;;;;;;;;
