code,year,month,humedad_media_diaria
C0DE,2017,7,87.9
C0DE,2017,8,89.1
C0DE,2017,9,91.8
C0DE,2017,10,89.6
C0DE,2017,11,90.6
C0DE,2017,12,93.3
C017,2017,1,83.7
C017,2017,2,76.7
C017,2017,3,76.5
C017,2017,4,76.9
C017,2017,5,80.1
C017,2017,6,87.8
C017,2017,7,89.1
C017,2017,8,88.0
C017,2017,9,90.7
C017,2017,10,89.7
C017,2017,11,85.7
C017,2017,12,89.6
C0F4,2017,1,77.3
C0F4,2017,2,70.7
C0F4,2017,3,70.2
C0F4,2017,4,68.2
C0F4,2017,5,70.4
C0F4,2017,6,78.2
C0F4,2017,7,79.7
C0F4,2017,8,79.7
C0F4,2017,9,84.3
C0F4,2017,10,85.0
C0F4,2017,11,82.8
C0F4,2017,12,85.2
C0D1,2017,1,85.7
C0D1,2017,2,79.8
C0D1,2017,3,77.7
C0D1,2017,4,74.7
C0D1,2017,5,74.4
C0D1,2017,6,82.0
C0D1,2017,7,79.6
C0D1,2017,8,79.3
C0D1,2017,9,84.4
C0D1,2017,10,84.8
C0D1,2017,11,87.0
C0D1,2017,12,92.0
C043,2017,1,87.4
C043,2017,2,81.1
C043,2017,3,78.8
C043,2017,4,76.9
C043,2017,5,77.4
C043,2017,6,86.0
C043,2017,7,84.4
C043,2017,8,84.0
C043,2017,9,88.5
C043,2017,10,86.8
C043,2017,11,85.6
C043,2017,12,99.3
C0D2,2017,1,85.9
C0D2,2017,2,79.4
C0D2,2017,3,76.1
C0D2,2017,4,72.7
C0D2,2017,5,71.3
C0D2,2017,6,78.1
C0D2,2017,7,75.0
C0D2,2017,8,75.2
C0D2,2017,9,81.5
C0D2,2017,10,82.2
C0D2,2017,11,87.5
C0D2,2017,12,90.4
C007,2017,1,74.6
C007,2017,2,71.4
C007,2017,3,74.3
C007,2017,4,74.0
C007,2017,5,77.5
C007,2017,6,84.8
C007,2017,7,88.0
C007,2017,8,88.3
C007,2017,9,91.1
C0D0,2017,1,84.5
C0D0,2017,2,76.1
C0D0,2017,3,73.2
C0D0,2017,4,73.1
C0D0,2017,5,71.9
C0D0,2017,6,81.8
C0D0,2017,7,79.9
C0D0,2017,8,79.1
C0D0,2017,9,86.2
C0D0,2017,10,82.0
C0D0,2017,11,84.0
C0D0,2017,12,85.9
C064,2017,1,75.1
C064,2017,2,72.0
C064,2017,3,72.8
C064,2017,4,72.9
C064,2017,5,76.5
C064,2017,6,82.6
C064,2017,7,83.3
C064,2017,8,80.6
C064,2017,9,80.3
C064,2017,10,80.6
C064,2017,11,73.4
C064,2017,12,77.8
C028,2017,1,80.4
C028,2017,2,77.9
C028,2017,3,75.7
C028,2017,4,71.8
C028,2017,5,71.6
C028,2017,6,83.5
C028,2017,7,83.0
C028,2017,8,81.6
C028,2017,9,81.7
C028,2017,10,74.8
C028,2017,11,76.5
C028,2017,12,82.8
C029,2017,1,83.5
C029,2017,2,76.7
C029,2017,3,74.9
C029,2017,4,74.8
C029,2017,5,76.7
C029,2017,6,85.0
C029,2017,7,84.6
C029,2017,8,84.5
C029,2017,9,86.9
C029,2017,10,85.6
C029,2017,11,84.1
C029,2017,12,86.6
C076,2018,1,90.3
C076,2018,2,89.5
C076,2018,3,78.5
C076,2018,4,79.2
C076,2018,5,86.1
C076,2018,6,82.7
C076,2018,7,82.1
C076,2018,8,78.9
C076,2018,9,79.0
C076,2018,10,84.4
C076,2018,11,82.8
C076,2018,12,87.3
C0A4,2018,1,87.3
C0A4,2018,2,86.1
C0A4,2018,3,75.1
C0A4,2018,4,75.3
C0A4,2018,5,81.6
C0A4,2018,6,79.2
C0A4,2018,7,77.5
C0A4,2018,8,74.0
C0A4,2018,9,77.0
C0A4,2018,10,81.2
C0A4,2018,11,81.8
C0A4,2018,12,85.9
C056,2018,1,91.7
C056,2018,2,90.4
C056,2018,3,78.3
C056,2018,4,72.9
C056,2018,5,81.4
C056,2018,6,78.7
C056,2018,7,78.3
C056,2018,8,74.2
C056,2018,9,74.7
C056,2018,10,80.8
C056,2018,11,80.1
C056,2018,12,85.9
C035,2018,1,89.8
C035,2018,2,91.2
C035,2018,3,76.7
C035,2018,4,77.7
C035,2018,5,85.6
C035,2018,6,85.1
C035,2018,7,86.1
C035,2018,8,83.0
C035,2018,9,80.3
C035,2018,10,85.8
C035,2018,11,83.6
C035,2018,12,86.5
C0A3,2018,1,89.0
C0A3,2018,2,86.4
C0A3,2018,3,78.6
C0A3,2018,4,77.9
C0A3,2018,5,82.1
C0A3,2018,6,80.3
C0A3,2018,7,79.4
C0A3,2018,8,76.4
C0A3,2018,9,79.8
C0A3,2018,10,85.6
C0A3,2018,11,91.9
C0A3,2018,12,91.4
C016,2018,1,89.6
C016,2018,2,89.9
C016,2018,3,76.2
C016,2018,4,77.2
C016,2018,5,85.9
C025,2018,1,89.6
C025,2018,2,92.1
C025,2018,3,79.7
C025,2018,4,80.5
C025,2018,5,90.7
C025,2018,6,90.2
C025,2018,7,91.5
C025,2018,8,85.0
C025,2018,9,82.1
C025,2018,10,86.2
C025,2018,11,86.0
C025,2018,12,88.1
C0A2,2018,1,94.8
C0A2,2018,2,92.3
C0A2,2018,3,81.6
C0A2,2018,4,77.8
C0A2,2018,5,90.8
C0A2,2018,6,82.3
C0A2,2018,7,83.1
C0A2,2018,8,79.9
C0A2,2018,9,75.4
C0A2,2018,10,80.4
C0A2,2018,11,82.3
C0A2,2018,12,88.2
C034,2018,1,86.0
C034,2018,2,84.9
C034,2018,3,73.0
C034,2018,4,81.1
C034,2018,5,81.9
C034,2018,6,81.2
C034,2018,7,79.4
C034,2018,8,73.4
C034,2018,9,74.8
C034,2018,10,81.3
C034,2018,11,84.4
C034,2018,12,89.6
C0AA,2018,1,93.3
C0AA,2018,2,89.9
C0AA,2018,3,80.8
C0AA,2018,4,82.0
C0AA,2018,5,88.8
C0AA,2018,6,87.2
C0AA,2018,7,86.8
C0AA,2018,8,83.2
C0AA,2018,9,82.3
C0AA,2018,10,87.3
C0AA,2018,11,89.8
C0AA,2018,12,94.9
C067,2018,1,88.1
C067,2018,2,87.4
C067,2018,3,69.9
C067,2018,4,73.9
C067,2018,5,79.0
C067,2018,6,80.2
C067,2018,7,78.4
C067,2018,8,76.7
C067,2018,9,74.1
C067,2018,10,77.9
C067,2018,11,75.4
C067,2018,12,82.2
C040,2018,1,84.1
C040,2018,2,84.2
C040,2018,3,72.3
C040,2018,4,73.1
C040,2018,5,81.6
C040,2018,6,80.2
C040,2018,7,83.1
C040,2018,8,80.0
C040,2018,9,80.6
C040,2018,10,83.9
C040,2018,11,82.1
C040,2018,12,86.2
C044,2018,1,94.9
C044,2018,2,93.0
C044,2018,3,82.7
C044,2018,4,83.5
C044,2018,5,88.8
C044,2018,6,88.2
C044,2018,7,89.3
C044,2018,8,86.9
C044,2018,9,86.1
C044,2018,10,90.4
C044,2018,11,90.3
C044,2018,12,91.9
C048,2018,1,89.8
C048,2018,2,95.0
C048,2018,3,88.1
C048,2018,4,81.8
C048,2018,5,87.0
C048,2018,6,80.6
C048,2018,7,86.6
C048,2018,8,82.7
C048,2018,9,79.8
C048,2018,10,88.6
C048,2018,11,88.4
C048,2018,12,82.0
C068,2018,1,88.2
C068,2018,2,84.1
C068,2018,3,75.0
C068,2018,4,72.4
C068,2018,5,82.2
C068,2018,6,80.0
C068,2018,7,78.7
C068,2018,8,75.8
C068,2018,9,73.0
C068,2018,10,78.6
C068,2018,11,77.8
C068,2018,12,83.8
C024,2018,1,90.9
C024,2018,2,91.6
C024,2018,3,84.6
C024,2018,4,79.7
C024,2018,5,87.4
C024,2018,6,84.2
C024,2018,7,83.6
C024,2018,8,80.1
C024,2018,9,77.7
C024,2018,10,85.9
C024,2018,11,88.9
C024,2018,12,87.9
C00A,2018,1,88.0
C00A,2018,2,82.7
C00A,2018,3,77.9
C00A,2018,4,79.6
C00A,2018,5,80.6
C00A,2018,6,78.0
C00A,2018,7,74.0
C00A,2018,8,67.8
C00A,2018,9,75.1
C00A,2018,10,84.1
C00A,2018,11,92.2
C00A,2018,12,86.7
C047,2018,1,95.2
C047,2018,2,97.5
C047,2018,3,93.6
C047,2018,4,85.1
C047,2018,5,90.2
C047,2018,6,82.7
C047,2018,7,86.9
C047,2018,8,83.7
C047,2018,9,83.9
C047,2018,10,99.7
C047,2018,11,93.5
C047,2018,12,82.1
C031,2018,1,83.3
C031,2018,2,81.5
C031,2018,3,71.4
C031,2018,4,73.5
C031,2018,5,68.6
C031,2018,6,67.2
C031,2018,7,66.9
C031,2018,8,61.1
C031,2018,9,65.4
C031,2018,10,70.0
C031,2018,11,77.8
C031,2018,12,75.3
C041,2018,1,92.4
C041,2018,2,91.2
C041,2018,3,81.7
C041,2018,4,82.3
C041,2018,5,86.8
C041,2018,6,83.6
C041,2018,7,82.0
C041,2018,8,79.0
C041,2018,9,80.3
C041,2018,10,87.0
C041,2018,11,91.5
C041,2018,12,92.6
C055,2018,1,89.9
C055,2018,2,85.2
C055,2018,3,75.3
C055,2018,4,74.8
C055,2018,5,82.3
C055,2018,6,81.3
C055,2018,7,81.2
C055,2018,8,77.6
C055,2018,9,77.3
C055,2018,10,81.8
C055,2018,11,82.1
C055,2018,12,86.3
C060,2018,1,78.6
C060,2018,2,74.8
C060,2018,3,68.2
C060,2018,4,70.6
C060,2018,5,69.7
C060,2018,6,68.9
C060,2018,7,70.6
C060,2018,8,63.7
C060,2018,9,69.4
C060,2018,10,73.4
C060,2018,11,80.2
C060,2018,12,78.7
C0A1,2018,1,85.1
C0A1,2018,2,85.0
C0A1,2018,3,74.0
C0A1,2018,4,76.2
C0A1,2018,5,82.9
C0A1,2018,6,81.5
C0A1,2018,7,79.3
C0A1,2018,8,77.0
C0A1,2018,9,78.2
C0A1,2018,10,82.2
C0A1,2018,11,80.5
C0A1,2018,12,84.5
C021,2018,1,92.7
C021,2018,2,93.6
C021,2018,3,86.6
C021,2018,4,83.8
C021,2018,5,91.0
C021,2018,6,86.7
C021,2018,7,85.3
C021,2018,8,80.6
C021,2018,9,78.2
C021,2018,10,87.0
C030,2018,1,88.5
C030,2018,2,85.6
C030,2018,3,74.8
C030,2018,4,73.4
C030,2018,5,83.0
C030,2018,6,79.8
C030,2018,7,78.4
C030,2018,8,73.9
C030,2018,9,72.7
C030,2018,10,78.7
C030,2018,11,79.9
C030,2018,12,86.8
C051,2018,1,79.5
C051,2018,2,80.9
C051,2018,3,64.0
C051,2018,4,69.5
C051,2018,5,77.6
C051,2018,6,78.7
C051,2018,7,78.4
C051,2018,8,76.5
C051,2018,9,73.7
C051,2018,10,76.9
C051,2018,11,72.7
C051,2018,12,76.5
C0A0,2018,1,93.0
C0A0,2018,2,91.6
C0A0,2018,3,80.6
C0A0,2018,4,78.2
C0A0,2018,5,84.6
C0A0,2018,6,84.8
C0A0,2018,7,83.7
C0A0,2018,8,81.3
C0A0,2018,9,79.9
C0A0,2018,10,87.1
C0A0,2018,11,87.8
C0A0,2018,12,90.3
C049,2018,1,86.4
C049,2018,2,83.7
C049,2018,3,72.3
C049,2018,4,74.8
C049,2018,5,78.3
C049,2018,6,76.2
C049,2018,7,74.4
C049,2018,8,70.4
C049,2018,9,71.6
C049,2018,10,78.1
C049,2018,11,80.1
C049,2018,12,85.6
C00B,2018,1,83.9
C00B,2018,2,86.0
C00B,2018,3,73.4
C00B,2018,4,78.2
C00B,2018,5,81.3
C00B,2018,6,79.3
C00B,2018,7,80.3
C00B,2018,8,75.3
C00B,2018,9,75.3
C00B,2018,10,80.6
C00B,2018,11,81.8
C00B,2018,12,83.5
C020,2018,1,82.5
C020,2018,2,81.9
C020,2018,3,73.4
C020,2018,4,75.8
C020,2018,5,81.0
C020,2018,6,79.8
C020,2018,7,77.6
C020,2018,8,72.5
C020,2018,9,75.3
C020,2018,10,80.5
C020,2018,11,81.5
C020,2018,12,85.5
C070,2018,1,92.7
C070,2018,3,73.5
C070,2018,4,70.1
C070,2018,5,78.8
C070,2018,6,83.0
C070,2018,7,85.8
C070,2018,8,82.0
C070,2018,9,79.9
C070,2018,10,85.3
C070,2018,11,85.5
C070,2018,12,82.8
C050,2018,1,81.9
C050,2018,2,82.2
C050,2018,3,70.2
C050,2018,4,77.9
C050,2018,5,76.0
C050,2018,6,74.6
C050,2018,7,72.2
C050,2018,8,66.3
C050,2018,9,71.4
C050,2018,10,76.1
C050,2018,11,80.5
C050,2018,12,84.4
C0B1,2018,1,84.8
C0B1,2018,2,85.4
C0B1,2018,3,66.0
C0B1,2018,4,75.0
C0B1,2018,5,83.3
C0B1,2018,6,85.3
C0B1,2018,7,85.7
C0B1,2018,8,83.9
C0B1,2018,9,84.5
C0B1,2018,10,84.3
C0B1,2018,11,78.0
C0B1,2018,12,81.5
C079,2018,1,95.3
C079,2018,2,99.0
C079,2018,3,94.1
C079,2018,4,71.2
C079,2018,5,78.8
C079,2018,6,81.0
C079,2018,7,80.9
C079,2018,8,79.9
C079,2018,9,78.8
C079,2018,10,81.0
C079,2018,11,77.0
C079,2018,12,84.8
C0C1,2018,1,89.2
C0C1,2018,2,84.0
C0C1,2018,3,66.9
C0C1,2018,4,72.9
C0C1,2018,5,77.1
C0C1,2018,6,79.3
C0C1,2018,7,78.9
C0C1,2018,8,76.6
C0C1,2018,9,77.4
C0C1,2018,10,78.9
C0C1,2018,11,76.5
C0C1,2018,12,82.5
C061,2018,1,89.6
C061,2018,2,97.2
C061,2018,3,77.1
C061,2018,5,83.7
C061,2018,8,85.7
C061,2018,9,85.3
C061,2018,10,83.1
C061,2018,11,74.3
C061,2018,12,74.6
C032,2018,1,83.3
C032,2018,2,85.0
C032,2018,3,67.4
C032,2018,4,74.0
C032,2018,5,78.9
C032,2018,6,80.5
C032,2018,7,79.5
C032,2018,8,78.9
C032,2018,9,77.3
C032,2018,10,80.3
C032,2018,11,78.3
C032,2018,12,85.0
C002,2018,1,83.5
C002,2018,2,85.3
C002,2018,3,68.4
C002,2018,4,76.3
C002,2018,5,82.3
C002,2018,6,83.6
C002,2018,7,84.4
C002,2018,8,83.8
C002,2018,9,84.3
C002,2018,10,84.1
C002,2018,11,79.5
C002,2018,12,82.6
C0C2,2018,1,86.8
C0C2,2018,2,87.0
C0C2,2018,3,71.4
C0C2,2018,4,76.7
C0C2,2018,5,81.0
C0C2,2018,6,82.9
C0C2,2018,7,81.9
C0C2,2018,8,79.0
C0C2,2018,9,80.8
C0C2,2018,10,83.1
C0C2,2018,11,81.0
C0C2,2018,12,84.0
C069,2018,1,82.1
C069,2018,2,84.2
C069,2018,3,69.1
C069,2018,4,78.0
C069,2018,5,88.4
C069,2018,6,92.3
C069,2018,7,94.7
C069,2018,8,92.1
C069,2018,9,90.7
C069,2018,10,85.9
C069,2018,11,76.5
C069,2018,12,78.1
C0B6,2018,1,92.9
C0B6,2018,2,92.3
C0B6,2018,4,76.1
C0B6,2018,5,85.2
C0B6,2018,6,86.2
C0B6,2018,7,86.1
C0B6,2018,8,86.3
C0B6,2018,9,84.2
C0B6,2018,10,86.4
C0B6,2018,11,83.9
C0B6,2018,12,91.3
C0BE,2018,5,83.8
C0BE,2018,6,85.4
C0BE,2018,7,86.5
C0BE,2018,8,86.3
C0BE,2018,9,86.4
C0BE,2018,10,86.5
C0BE,2018,11,80.6
C0BE,2018,12,84.5
C065,2018,1,87.7
C065,2018,2,95.4
C065,2018,3,77.0
C065,2018,4,75.9
C065,2018,5,86.7
C065,2018,6,88.3
C065,2018,7,91.2
C065,2018,8,84.9
C065,2018,9,82.4
C065,2018,10,82.3
C065,2018,11,78.0
C065,2018,12,70.9
C003,2018,1,83.5
C003,2018,2,79.3
C003,2018,3,62.7
C003,2018,4,69.3
C003,2018,5,79.0
C003,2018,6,80.9
C003,2018,7,82.8
C003,2018,8,81.7
C003,2018,9,81.2
C003,2018,10,80.1
C003,2018,11,73.0
C003,2018,12,78.0
C039,2018,1,80.1
C039,2018,2,83.6
C039,2018,3,63.4
C039,2018,4,73.7
C039,2018,5,84.3
C039,2018,6,87.2
C039,2018,7,87.9
C039,2018,8,83.8
C039,2018,9,82.2
C039,2018,10,80.8
C039,2018,11,72.0
C039,2018,12,73.5
C075,2018,1,87.4
C075,2018,2,89.1
C075,2018,3,74.0
C075,2018,4,76.9
C075,2018,5,86.8
C075,2018,6,88.1
C075,2018,7,87.9
C075,2018,8,86.3
C075,2018,9,83.3
C075,2018,10,85.5
C075,2018,11,80.6
C075,2018,12,86.0
C074,2018,1,89.1
C074,2018,2,89.0
C074,2018,3,72.7
C074,2018,4,74.5
C074,2018,5,84.4
C074,2018,6,85.6
C074,2018,7,85.7
C074,2018,8,84.9
C074,2018,9,83.1
C074,2018,10,86.3
C074,2018,11,80.7
C074,2018,12,87.6
C009,2018,1,82.8
C009,2018,2,83.1
C009,2018,3,64.7
C009,2018,4,70.2
C009,2018,5,78.2
C009,2018,6,78.9
C009,2018,7,78.0
C009,2018,8,76.3
C009,2018,9,75.3
C009,2018,10,77.0
C009,2018,11,74.2
C009,2018,12,77.7
C038,2018,1,75.4
C038,2018,2,77.0
C038,2018,3,60.5
C038,2018,4,69.6
C038,2018,5,78.0
C038,2018,6,81.1
C038,2018,7,81.1
C038,2018,8,78.8
C038,2018,9,80.3
C038,2018,12,70.8
C033,2018,1,86.4
C033,2018,2,87.3
C033,2018,3,68.7
C033,2018,4,71.8
C033,2018,5,82.3
C033,2018,6,83.4
C033,2018,7,82.7
C033,2018,8,80.6
C033,2018,9,77.6
C033,2018,10,79.5
C0BD,2018,1,88.3
C0BD,2018,2,87.1
C0BD,2018,3,74.0
C0BD,2018,4,77.7
C0BD,2018,5,84.1
C0BD,2018,6,85.2
C0BD,2018,7,86.2
C0BD,2018,8,85.4
C0BD,2018,9,84.8
C0BD,2018,10,86.2
C0BD,2018,11,82.7
C0BD,2018,12,86.2
C036,2018,1,97.5
C036,2018,2,85.0
C036,2018,3,69.3
C036,2018,4,71.9
C036,2018,5,82.0
C036,2018,6,82.6
C036,2018,7,82.2
C036,2018,8,79.8
C036,2018,9,76.9
C036,2018,10,70.3
C036,2018,11,74.1
C036,2018,12,83.9
C045,2018,1,97.0
C045,2018,3,91.7
C045,2018,4,85.6
C045,2018,5,93.2
C045,2018,6,96.5
C045,2018,7,96.4
C045,2018,8,90.0
C045,2018,9,86.9
C045,2018,10,88.9
C045,2018,11,92.5
C045,2018,12,84.0
C0B7,2018,1,84.6
C0B7,2018,2,84.6
C0B7,2018,3,68.2
C0B7,2018,4,72.3
C0B7,2018,5,81.5
C0B7,2018,6,82.2
C0B7,2018,7,82.9
C0B7,2018,8,81.6
C0B7,2018,9,79.6
C0B7,2018,10,80.6
C0B7,2018,11,73.9
C0B7,2018,12,81.9
C019,2018,1,85.4
C019,2018,2,87.4
C019,2018,3,75.7
C019,2018,4,77.1
C019,2018,5,88.0
C019,2018,6,90.9
C019,2018,7,94.2
C019,2018,8,88.5
C019,2018,9,87.3
C019,2018,10,86.4
C019,2018,11,76.4
C019,2018,12,78.5
C057,2018,1,55.7
C057,2018,2,46.8
C057,2018,3,59.3
C057,2018,4,66.6
C057,2018,5,80.2
C057,2018,6,83.9
C057,2018,7,85.9
C057,2018,8,84.8
C057,2018,9,84.9
C057,2018,10,82.8
C057,2018,11,75.2
C057,2018,12,80.1
C063,2018,1,86.1
C063,2018,2,87.7
C063,2018,3,69.9
C063,2018,4,76.5
C063,2018,5,82.2
C063,2018,6,83.4
C063,2018,7,83.7
C063,2018,8,83.3
C063,2018,9,83.1
C063,2018,10,84.1
C063,2018,11,78.9
C063,2018,12,83.0
C046,2018,2,93.9
C046,2018,3,83.6
C046,2018,4,79.2
C046,2018,5,89.2
C046,2018,6,88.0
C046,2018,7,92.4
C046,2018,8,87.7
C046,2018,9,82.2
C046,2018,10,86.8
C046,2018,11,82.1
C046,2018,12,75.7
C0BA,2018,1,85.2
C0BA,2018,2,86.2
C0BA,2018,3,71.4
C0BA,2018,4,78.9
C0BA,2018,5,84.4
C0BA,2018,6,86.4
C0BA,2018,7,86.6
C0BA,2018,8,86.5
C0BA,2018,9,85.8
C0BA,2018,10,86.0
C0BA,2018,11,83.7
C0BA,2018,12,84.8
C059,2018,1,84.0
C059,2018,2,97.5
C059,2018,3,76.8
C059,2018,4,73.1
C059,2018,5,78.8
C059,2018,6,80.2
C059,2018,7,80.2
C059,2018,8,77.2
C059,2018,9,78.0
C059,2018,10,78.2
C059,2018,11,76.0
C059,2018,12,75.9
C072,2018,1,88.2
C072,2018,2,94.2
C072,2018,3,82.1
C072,2018,4,80.7
C072,2018,5,88.6
C072,2018,6,88.0
C072,2018,7,91.0
C072,2018,8,85.4
C072,2018,9,81.3
C072,2018,10,85.5
C072,2018,11,85.8
C072,2018,12,82.6
C0B4,2018,1,89.1
C0B4,2018,2,89.3
C0B4,2018,3,74.1
C0B4,2018,4,77.3
C0B4,2018,5,84.9
C0B4,2018,6,86.1
C0B4,2018,7,85.2
C0B4,2018,8,84.0
C0B4,2018,10,83.7
C0B4,2018,11,80.1
C0B4,2018,12,82.3
C054,2018,1,90.9
C054,2018,2,90.1
C054,2018,3,77.6
C054,2018,4,78.8
C054,2018,5,87.4
C054,2018,6,86.5
C054,2018,7,86.6
C054,2018,11,81.6
C054,2018,12,86.7
C042,2018,1,76.3
C042,2018,2,77.6
C042,2018,3,64.8
C042,2018,4,73.2
C042,2018,5,82.8
C042,2018,6,84.5
C042,2018,7,86.9
C042,2018,8,84.2
C042,2018,9,84.5
C042,2018,10,84.7
C042,2018,11,75.0
C042,2018,12,75.0
C0B9,2018,1,83.6
C0B9,2018,2,86.6
C0B9,2018,3,69.0
C0B9,2018,4,77.2
C0B9,2018,5,85.0
C0B9,2018,6,85.9
C0B9,2018,7,86.3
C0B9,2018,8,84.5
C0B9,2018,9,84.5
C0B9,2018,10,85.4
C0B9,2018,11,79.6
C0B9,2018,12,81.0
C0C3,2018,1,88.8
C0C3,2018,2,87.4
C0C3,2018,3,69.8
C0C3,2018,4,75.0
C0C3,2018,5,81.5
C0C3,2018,6,83.4
C0C3,2018,7,81.6
C0C3,2018,8,80.0
C0C3,2018,9,79.4
C0C3,2018,10,83.5
C0C3,2018,11,80.8
C0C3,2018,12,89.6
C066,2018,1,88.1
C066,2018,2,94.4
C066,2018,3,79.5
C066,2018,4,79.2
C066,2018,5,89.8
C066,2018,6,90.4
C066,2018,7,93.0
C066,2018,8,87.5
C066,2018,9,82.1
C066,2018,10,84.9
C066,2018,11,81.1
C066,2018,12,77.9
C022,2018,1,93.4
C022,2018,2,94.4
C022,2018,3,82.4
C022,2018,4,81.4
C022,2018,5,91.6
C022,2018,6,91.1
C022,2018,7,93.1
C022,2018,8,89.3
C022,2018,9,87.4
C022,2018,10,90.1
C022,2018,11,87.3
C022,2018,12,90.0
C0B3,2018,1,88.5
C0B3,2018,2,92.1
C0B3,2018,3,71.9
C0B3,2018,4,73.9
C0B3,2018,5,82.2
C0B3,2018,6,87.0
C0B3,2018,7,88.0
C0B3,2018,8,82.7
C0B3,2018,9,79.8
C0B3,2018,10,82.1
C0B3,2018,11,77.2
C0B3,2018,12,83.2
C037,2018,1,84.7
C037,2018,2,89.4
C037,2018,3,69.4
C037,2018,4,75.4
C037,2018,5,86.5
C037,2018,6,82.5
C037,2018,7,82.0
C037,2018,8,80.1
C037,2018,9,78.4
C037,2018,10,78.3
C037,2018,11,72.4
C037,2018,12,74.3
C0E5,2018,2,85.5
C0E5,2018,3,70.8
C0E5,2018,4,71.8
C0E5,2018,5,82.9
C0E5,2018,6,82.0
C0E5,2018,7,83.0
C0E5,2018,8,82.3
C0E5,2018,9,80.1
C0E5,2018,10,83.5
C0E5,2018,11,78.7
C0E5,2018,12,87.5
C0DB,2018,1,89.2
C0DB,2018,2,86.9
C0DB,2018,3,73.3
C0DB,2018,4,74.7
C0DB,2018,5,83.4
C0DB,2018,6,82.6
C0DB,2018,7,82.8
C0DB,2018,8,81.6
C0DB,2018,9,80.1
C0DB,2018,10,84.8
C0DB,2018,11,80.0
C0DB,2018,12,88.0
C0D3,2018,1,88.3
C0D3,2018,2,87.9
C0D3,2018,3,71.7
C0D3,2018,4,75.6
C0D3,2018,5,84.9
C0D3,2018,6,86.2
C0D3,2018,7,86.7
C0D3,2018,8,86.5
C0D3,2018,9,84.9
C0D3,2018,10,86.3
C0D3,2018,11,80.8
C0D3,2018,12,85.9
C0DD,2018,1,82.0
C0DD,2018,2,84.9
C0DD,2018,3,67.7
C0DD,2018,4,73.8
C0DD,2018,5,85.5
C0DD,2018,6,86.7
C0DD,2018,7,88.1
C0DD,2018,8,87.6
C0DD,2018,9,87.2
C0DD,2018,10,87.2
C0DD,2018,11,77.5
C0DD,2018,12,79.9
C0E9,2018,1,96.1
C0E9,2018,2,92.6
C0E9,2018,3,78.6
C0E9,2018,4,81.1
C0E9,2018,5,88.8
C0E9,2018,6,89.0
C0E9,2018,7,88.4
C0E9,2018,8,87.3
C0E9,2018,9,86.2
C0E9,2018,10,90.8
C0E9,2018,11,90.9
C0E9,2018,12,96.2
C078,2018,1,87.2
C078,2018,2,86.4
C078,2018,3,71.6
C078,2018,4,74.9
C078,2018,5,83.2
C078,2018,6,84.0
C078,2018,7,85.1
C078,2018,8,84.5
C078,2018,9,82.9
C078,2018,10,83.9
C078,2018,11,79.0
C078,2018,12,84.8
C052,2018,1,84.8
C052,2018,2,82.5
C052,2018,3,67.7
C052,2018,4,70.1
C052,2018,5,83.6
C052,2018,6,85.7
C052,2018,7,86.1
C052,2018,8,85.3
C052,2018,9,82.8
C052,2018,10,82.1
C052,2018,11,74.4
C052,2018,12,82.9
C0E1,2018,1,91.4
C0E1,2018,2,91.6
C0E1,2018,3,72.1
C0E1,2018,4,74.6
C0E1,2018,5,88.7
C0E1,2018,6,84.9
C077,2018,1,92.6
C077,2018,2,91.9
C077,2018,3,75.8
C077,2018,4,78.0
C077,2018,5,90.1
C077,2018,6,92.5
C077,2018,7,91.8
C077,2018,8,90.8
C077,2018,9,89.5
C077,2018,10,90.3
C077,2018,11,84.2
C077,2018,12,91.3
C080,2018,1,94.5
C080,2018,2,93.7
C080,2018,3,80.6
C080,2018,4,81.6
C080,2018,5,92.8
C080,2018,6,91.0
C080,2018,7,89.8
C080,2018,8,89.1
C080,2018,9,90.6
C080,2018,10,90.2
C080,2018,11,84.8
C080,2018,12,92.1
C0E8,2018,2,88.7
C0E8,2018,3,72.0
C0E8,2018,4,76.4
C0E8,2018,5,85.7
C0E8,2018,6,86.7
C0E8,2018,7,85.5
C0E8,2018,8,84.4
C0E8,2018,9,83.2
C0E8,2018,10,86.6
C0E8,2018,11,84.9
C0E8,2018,12,91.1
C023,2018,1,84.2
C023,2018,2,84.6
C023,2018,3,70.3
C023,2018,4,71.6
C023,2018,5,80.8
C023,2018,6,81.0
C023,2018,7,80.9
C023,2018,8,78.1
C023,2018,9,75.5
C023,2018,10,79.0
C023,2018,11,75.6
C023,2018,12,78.2
C084,2018,3,65.8
C084,2018,4,69.8
C084,2018,5,81.2
C084,2018,6,84.2
C084,2018,7,82.4
C084,2018,8,80.5
C084,2018,9,79.0
C084,2018,10,81.7
C084,2018,11,75.8
C084,2018,12,78.9
C0EA,2018,1,93.3
C0EA,2018,2,89.0
C0EA,2018,3,72.9
C0EA,2018,4,77.4
C0EA,2018,5,86.0
C0EA,2018,6,87.4
C0EA,2018,7,86.0
C0EA,2018,8,86.1
C0EA,2018,9,84.4
C0EA,2018,10,88.5
C0EA,2018,11,87.1
C0EA,2018,12,93.3
C026,2018,1,88.2
C026,2018,2,88.0
C026,2018,3,72.3
C026,2018,4,74.0
C058,2018,1,85.5
C058,2018,2,88.5
C058,2018,3,74.1
C058,2018,4,74.5
C058,2018,5,87.1
C058,2018,6,86.6
C0F0,2018,1,92.0
