code,year,month,precipitacion_acumulada
C035,2017,10,36.4
C035,2017,11,138.2
C035,2017,12,229
C016,2017,1,113.9
C016,2017,2,54.5
C016,2017,3,41.5
C016,2017,4,25.3
C016,2017,5,57.1
C016,2017,6,92.2
C016,2017,7,18.7
C016,2017,8,15.7
C016,2017,9,23.2
C016,2017,10,28.3
C016,2017,11,74.5
C016,2017,12,121.2
C034,2017,1,64.1
C034,2017,2,59.8
C034,2017,3,32.4
C034,2017,4,21
C034,2017,5,75.7
C034,2017,6,67.6
C034,2017,7,3.9
C034,2017,8,27.8
C034,2017,9,8.3
C034,2017,10,16.7
C034,2017,11,50.1
C034,2017,12,106.6
C0AA,2017,1,133.3
C0AA,2017,2,66.4
C0AA,2017,3,64.2
C0AA,2017,4,28.5
C0AA,2017,5,44.4
C0AA,2017,6,89.1
C0AA,2017,7,17.4
C0AA,2017,8,18.3
C0AA,2017,9,13.8
C0AA,2017,10,20
C0AA,2017,11,92
C0AA,2017,12,119.9
C067,2017,1,185
C067,2017,2,67
C067,2017,3,85.4
C067,2017,4,49.8
C067,2017,5,76.6
C067,2017,6,89.7
C067,2017,7,52.5
C067,2017,8,41.5
C067,2017,9,67.5
C067,2017,10,15.1
C067,2017,11,161
C067,2017,12,222.5
C044,2017,1,334.7
C044,2017,2,81.2
C044,2017,3,58.4
C044,2017,4,50.9
C044,2017,5,78.2
C044,2017,6,73.4
C044,2017,7,22.1
C044,2017,8,25.5
C044,2017,9,40.1
C044,2017,10,32
C044,2017,11,204.8
C044,2017,12,228
C048,2017,1,85
C048,2017,2,54.9
C048,2017,3,36.6
C048,2017,4,25.7
C048,2017,5,62.8
C048,2017,6,89
C048,2017,7,36.6
C048,2017,8,44
C048,2017,9,12.8
C048,2017,10,34.1
C048,2017,11,58.7
C048,2017,12,107
C068,2017,1,189.4
C068,2017,2,114.3
C068,2017,3,107.3
C068,2017,4,44.7
C068,2017,5,47.7
C068,2017,6,109.8
C068,2017,7,26.6
C068,2017,8,50.8
C068,2017,9,33.9
C068,2017,10,45.1
C068,2017,11,133.2
C068,2017,12,257.7
C024,2017,1,150.9
C024,2017,2,117.7
C024,2017,3,76.3
C024,2017,4,42.2
C024,2017,5,64.3
C024,2017,6,120.4
C024,2017,7,19.4
C024,2017,8,46.1
C024,2017,9,53.9
C024,2017,10,46.6
C024,2017,11,118.7
C024,2017,12,236.8
C0A0,2017,1,72.2
C0A0,2017,2,86.8
C0A0,2017,3,53.5
C0A0,2017,4,19.5
C0A0,2017,5,69.6
C0A0,2017,6,91.2
C0A0,2017,7,24.9
C0A0,2017,8,20.7
C0A0,2017,9,9.6
C0A0,2017,10,35.1
C0A0,2017,11,39.8
C0A0,2017,12,112.3
C047,2017,1,128.2
C047,2017,2,64.7
C047,2017,3,40.5
C047,2017,4,33.9
C047,2017,5,53.7
C047,2017,6,91.5
C047,2017,7,45.4
C047,2017,8,55.7
C047,2017,9,37.3
C047,2017,10,32.7
C047,2017,11,100.7
C047,2017,12,125.9
C031,2017,1,25.1
C031,2017,2,40.8
C031,2017,3,25.2
C031,2017,4,4.6
C031,2017,5,47.1
C031,2017,6,53.3
C031,2017,7,75.2
C031,2017,8,18.5
C031,2017,9,5.1
C031,2017,10,17.8
C031,2017,11,30.6
C031,2017,12,47.3
C041,2017,1,83.4
C041,2017,2,68.8
C041,2017,3,43.1
C041,2017,4,26
C041,2017,5,49.9
C041,2017,6,86.5
C041,2017,7,19.4
C041,2017,8,31.1
C041,2017,9,13.5
C041,2017,10,29.5
C041,2017,11,64.1
C041,2017,12,112.3
C055,2017,1,160.8
C055,2017,2,66.8
C055,2017,3,73.3
C055,2017,4,32.7
C055,2017,5,54.4
C055,2017,6,98.7
C055,2017,7,13.7
C055,2017,8,18.9
C055,2017,9,28.1
C055,2017,10,22.6
C055,2017,11,104.6
C055,2017,12,172.8
C060,2017,1,68.3
C060,2017,2,33.5
C060,2017,3,35.7
C060,2017,4,11.6
C060,2017,5,32.4
C060,2017,6,72.9
C060,2017,7,34.3
C060,2017,8,26
C060,2017,9,2.8
C060,2017,10,20.1
C060,2017,11,27.8
C060,2017,12,48.4
C030,2017,1,116
C030,2017,2,94.4
C030,2017,3,70.1
C030,2017,4,24.8
C030,2017,5,40.6
C030,2017,6,119.3
C030,2017,7,17.9
C030,2017,8,52.6
C030,2017,9,24.9
C030,2017,10,27.5
C030,2017,11,72.7
C030,2017,12,156.7
C051,2017,1,134.9
C051,2017,2,53.4
C051,2017,3,54.5
C051,2017,4,43.9
C051,2017,5,63.4
C051,2017,6,94.8
C051,2017,7,22.9
C051,2017,8,26.8
C051,2017,9,32.7
C051,2017,10,17.6
C051,2017,11,102.7
C051,2017,12,187.7
C0A0,2017,1,266
C0A0,2017,2,82.8
C0A0,2017,3,95
C0A0,2017,4,48.4
C0A0,2017,5,101.8
C0A0,2017,6,85.5
C0A0,2017,7,20.1
C0A0,2017,8,26.6
C0A0,2017,9,52.1
C0A0,2017,10,35.8
C0A0,2017,11,169.7
C0A0,2017,12,265.3
C049,2017,1,102.9
C049,2017,2,38.7
C049,2017,3,41.5
C049,2017,4,21.6
C049,2017,5,60.2
C049,2017,6,79.3
C049,2017,7,5.2
C049,2017,8,19.6
C049,2017,9,8.1
C049,2017,10,26.9
C049,2017,11,84.8
C049,2017,12,75.1
C00B,2017,4,28.7
C00B,2017,5,72.9
C00B,2017,6,68.3
C00B,2017,7,7.4
C00B,2017,8,21.4
C00B,2017,9,18.2
C00B,2017,10,23.7
C00B,2017,11,89.1
C00B,2017,12,138.4
C020,2017,1,50.8
C020,2017,2,47.1
C020,2017,3,50.4
C020,2017,4,19
C020,2017,5,50.4
C020,2017,6,62.1
C020,2017,7,9.1
C020,2017,8,22.4
C020,2017,9,10
C020,2017,10,26
C020,2017,11,36.4
C020,2017,12,90.7
C070,2017,1,70.2
C070,2017,2,31.6
C070,2017,3,27.7
C070,2017,4,21.6
C070,2017,5,45.8
C070,2017,6,70
C070,2017,7,12.1
C070,2017,8,21.4
C070,2017,9,20.7
C070,2017,10,35.4
C070,2017,11,45.7
C070,2017,12,106.5
C050,2017,1,27.4
C050,2017,2,34
C050,2017,3,23.4
C050,2017,4,11.9
C050,2017,5,51.5
C050,2017,6,50
C050,2017,7,17.1
C050,2017,8,20.6
C050,2017,9,6
C050,2017,10,23.2
C050,2017,11,32.4
C050,2017,12,72.2
C0B1,2017,1,216.9
C0B1,2017,2,76.9
C0B1,2017,3,111.5
C0B1,2017,4,76.6
C0B1,2017,5,71
C0B1,2017,6,68.7
C0B1,2017,7,60.9
C0B1,2017,8,65.1
C0B1,2017,9,85.8
C0B1,2017,10,29.3
C0B1,2017,11,250.8
C0B1,2017,12,273.5
C079,2017,1,188.2
C079,2017,2,112
C079,2017,3,101.6
C079,2017,4,78.3
C079,2017,5,66.2
C079,2017,6,73.9
C079,2017,7,70.4
C079,2017,8,55.2
C079,2017,9,115.1
C079,2017,10,18
C079,2017,11,193.4
C079,2017,12,327.2
C0C1,2017,1,157.5
C0C1,2017,2,71
C0C1,2017,3,75.3
C0C1,2017,4,48.6
C0C1,2017,5,84.4
C0C1,2017,6,74.1
C0C1,2017,7,21.2
C0C1,2017,8,47.5
C0C1,2017,9,67.3
C0C1,2017,10,17.7
C0C1,2017,11,159.8
C0C1,2017,12,249.1
C061,2017,1,191.6
C061,2017,2,80.4
C061,2017,3,107.1
C061,2017,4,86.3
C061,2017,5,84.2
C061,2017,6,78.7
C061,2017,7,48.7
C061,2017,8,73.2
C061,2017,9,109.6
C061,2017,10,30.7
C061,2017,11,233.5
C061,2017,12,254.6
C032,2017,1,190.4
C032,2017,2,67.1
C032,2017,3,82.5
C032,2017,4,59.9
C032,2017,5,74.4
C032,2017,6,79.9
C032,2017,7,50.3
C032,2017,8,45.9
C032,2017,9,61.7
C032,2017,10,23.1
C032,2017,11,178.7
C032,2017,12,245
C002,2017,1,135.6
C002,2017,2,91.5
C002,2017,3,122.9
C002,2017,4,72.2
C002,2017,5,49.5
C002,2017,6,57.1
C002,2017,7,44.9
C002,2017,8,101.2
C002,2017,9,125
C002,2017,10,32.1
C002,2017,11,158.5
C002,2017,12,275.9
C0C2,2017,1,169.3
C0C2,2017,2,88.4
C0C2,2017,3,68.9
C0C2,2017,4,60.1
C0C2,2017,5,71.7
C0C2,2017,6,80.3
C0C2,2017,7,37
C0C2,2017,8,34.6
C0C2,2017,9,70.6
C0C2,2017,10,15.7
C0C2,2017,11,161.1
C0C2,2017,12,293.3
C069,2017,1,138.2
C069,2017,2,92.2
C069,2017,3,133.3
C069,2017,4,72.3
C069,2017,5,72.2
C069,2017,6,71.6
C069,2017,7,55.3
C069,2017,8,101.4
C069,2017,9,219
C069,2017,10,32.7
C069,2017,11,173
C069,2017,12,291.3
C0B6,2017,1,227.6
C0B6,2017,2,121.8
C0B6,2017,3,126.3
C0B6,2017,4,81.5
C0B6,2017,5,89
C0B6,2017,6,79
C0B6,2017,7,55.3
C0B6,2017,8,46
C0B6,2017,9,96.3
C0B6,2017,10,23.1
C0B6,2017,11,193.5
C0B6,2017,12,306.1
C0BE,2017,1,227.8
C0BE,2017,2,85.4
C0BE,2017,3,120.6
C0BE,2017,4,68.9
C0BE,2017,5,91.3
C0BE,2017,6,64.1
C0BE,2017,7,46.9
C0BE,2017,8,95.3
C0BE,2017,9,122.1
C0BE,2017,10,56.5
C0BE,2017,11,192.3
C0BE,2017,12,273.2
C065,2017,1,284.5
C065,2017,2,82.6
C065,2017,3,74.1
C065,2017,4,64.5
C065,2017,5,75.6
C065,2017,6,60.5
C065,2017,7,39
C065,2017,8,46.6
C065,2017,9,120.1
C065,2017,10,19.6
C065,2017,11,204.5
C065,2017,12,271.2
C003,2017,1,222.4
C003,2017,2,99.7
C003,2017,3,136.7
C003,2017,4,75.5
C003,2017,5,68.8
C003,2017,6,73.2
C003,2017,7,73.9
C003,2017,8,70.1
C003,2017,9,151.2
C003,2017,10,28
C003,2017,11,197.5
C003,2017,12,286.7
C039,2017,1,176
C039,2017,2,78.8
C039,2017,3,99.5
C039,2017,4,60
C039,2017,5,53
C039,2017,6,66.7
C039,2017,7,34.2
C039,2017,8,56.8
C039,2017,9,73.6
C039,2017,10,16.6
C039,2017,11,197.6
C039,2017,12,241.8
C075,2017,1,224
C075,2017,2,121.8
C075,2017,3,141.9
C075,2017,4,67.7
C075,2017,5,90.1
C075,2017,6,75.1
C075,2017,7,53.4
C075,2017,8,46.3
C075,2017,9,84.2
C075,2017,10,49.4
C075,2017,11,189
C075,2017,12,312.7
C074,2017,1,206.1
C074,2017,2,109.1
C074,2017,3,93
C074,2017,4,72.5
C074,2017,5,79.9
C074,2017,6,86.5
C074,2017,7,60.9
C074,2017,8,48.3
C074,2017,9,85.9
C074,2017,10,30.8
C074,2017,11,154.8
C074,2017,12,268.5
C009,2017,8,61.7
C009,2017,9,95.9
C009,2017,10,28.4
C009,2017,11,214.2
C009,2017,12,312.2
C038,2017,1,147.2
C038,2017,2,94.6
C038,2017,3,110.6
C038,2017,4,36.8
C038,2017,5,58
C038,2017,6,87.4
C038,2017,7,41.9
C038,2017,8,64.1
C038,2017,9,94.3
C038,2017,10,23
C038,2017,11,216.1
C038,2017,12,254.7
C033,2017,1,259.6
C033,2017,2,78.5
C033,2017,3,111.4
C033,2017,4,91.5
C033,2017,5,80.9
C033,2017,6,69.7
C033,2017,7,69.6
C033,2017,8,45.1
C033,2017,9,91.4
C033,2017,10,32.8
C033,2017,11,207.6
C033,2017,12,265.2
C0BD,2017,1,244.4
C0BD,2017,2,131.8
C0BD,2017,3,142.4
C0BD,2017,4,75.1
C0BD,2017,5,93.8
C0BD,2017,6,71
C0BD,2017,7,55.3
C0BD,2017,8,72.1
C0BD,2017,9,121.6
C0BD,2017,10,41.7
C0BD,2017,11,220
C0BD,2017,12,384.4
C036,2017,1,244.2
C036,2017,2,105.5
C036,2017,3,110.2
C036,2017,4,55.9
C036,2017,5,85.4
C036,2017,6,59.4
C036,2017,7,67.1
C036,2017,8,56.6
C036,2017,9,94.5
C036,2017,10,19.3
C036,2017,11,163.4
C036,2017,12,290.9
C045,2017,1,174.4
C045,2017,2,63.4
C045,2017,3,69.5
C045,2017,4,59.4
C045,2017,5,64.6
C045,2017,6,96
C045,2017,7,46.3
C045,2017,8,38.4
C045,2017,9,102.2
C045,2017,10,24.3
C045,2017,11,141.8
C045,2017,12,291.8
C0B7,2017,1,228.6
C0B7,2017,2,119.6
C0B7,2017,3,101
C0B7,2017,4,75.5
C0B7,2017,5,88.4
C0B7,2017,6,76.9
C0B7,2017,7,59.5
C0B7,2017,8,62.4
C0B7,2017,9,102.2
C0B7,2017,10,21.8
C0B7,2017,11,186.4
C0B7,2017,12,290.6
C019,2017,1,83.8
C019,2017,2,71.5
C019,2017,3,132.5
C019,2017,4,60.4
C019,2017,5,79.5
C019,2017,6,82.4
C019,2017,7,69.3
C019,2017,8,112.8
C019,2017,9,233.5
C019,2017,10,39.9
C019,2017,11,153.8
C019,2017,12,215.2
C057,2017,1,155.5
C057,2017,2,86.1
C057,2017,3,135.9
C057,2017,4,59.4
C057,2017,5,59.7
C057,2017,6,62.2
C057,2017,7,40.5
C057,2017,8,57.3
C057,2017,9,180.3
C057,2017,10,32
C057,2017,11,200.5
C057,2017,12,290.6
C063,2017,1,198.8
C063,2017,2,99.5
C063,2017,3,121.8
C063,2017,4,73.2
C063,2017,5,77.9
C063,2017,6,56.3
C063,2017,7,51.3
C063,2017,8,61.2
C063,2017,9,120.4
C063,2017,10,24
C063,2017,11,178.8
C063,2017,12,314.2
C046,2017,1,162.3
C046,2017,2,50.9
C046,2017,3,74.1
C046,2017,4,47
C046,2017,5,94.9
C046,2017,6,77.4
C046,2017,7,65.6
C046,2017,8,95.6
C046,2017,9,108.2
C046,2017,10,56.4
C046,2017,11,157.4
C046,2017,12,185.5
C0BA,2017,1,161.2
C0BA,2017,2,99
C0BA,2017,3,114.5
C0BA,2017,4,63
C0BA,2017,5,84.9
C0BA,2017,6,62.9
C0BA,2017,7,46.1
C0BA,2017,8,104.2
C0BA,2017,9,130
C0BA,2017,10,53.2
C0BA,2017,11,175.8
C0BA,2017,12,263.9
C059,2017,1,193.6
C059,2017,2,79.3
C059,2017,3,66.2
C059,2017,4,52.9
C059,2017,5,65.8
C059,2017,6,88.9
C059,2017,7,38
C059,2017,8,44.6
C059,2017,9,69.6
C059,2017,10,14.9
C059,2017,11,212
C059,2017,12,310.4
C072,2017,1,206
C072,2017,2,57.7
C072,2017,3,48.5
C072,2017,4,56.5
C072,2017,5,90.2
C072,2017,6,106.5
C072,2017,7,52.5
C072,2017,8,49.7
C072,2017,9,55
C072,2017,10,38.9
C072,2017,11,138.8
C072,2017,12,177.7
C0B4,2017,1,180.5
C0B4,2017,2,74.7
C0B4,2017,3,78.4
C0B4,2017,4,56.2
C0B4,2017,5,86.6
C0B4,2017,6,92.2
C0B4,2017,7,45.7
C0B4,2017,8,38.8
C0B4,2017,9,54.9
C0B4,2017,10,22.9
C0B4,2017,11,164.2
C0B4,2017,12,237.8
C054,2017,1,292.5
C054,2017,2,103.7
C054,2017,3,88.7
C054,2017,4,75.4
C054,2017,5,72.6
C054,2017,6,71.4
C054,2017,7,39.9
C054,2017,8,41.7
C054,2017,9,81.4
C054,2017,10,34.5
C054,2017,11,222
C054,2017,12,251.4
C042,2017,1,94.4
C042,2017,2,69.5
C042,2017,3,62
C042,2017,4,41.7
C042,2017,5,71.4
C042,2017,6,63.9
C042,2017,7,28.8
C042,2017,8,64.6
C042,2017,9,115.6
C042,2017,10,22.8
C042,2017,11,201.7
C042,2017,12,220.9
C0B9,2017,1,184.2
C0B9,2017,2,79.9
C0B9,2017,3,117.3
C0B9,2017,4,68.4
C0B9,2017,5,64.7
C0B9,2017,6,80.2
C0B9,2017,7,49.5
C0B9,2017,8,68.9
C0B9,2017,9,98.9
C0B9,2017,10,30.1
C0B9,2017,11,241
C0B9,2017,12,277.4
C0C3,2017,1,233.6
C0C3,2017,2,73
C0C3,2017,3,97
C0C3,2017,4,56.4
C0C3,2017,5,59.4
C0C3,2017,6,68.5
C0C3,2017,7,51.9
C0C3,2017,8,52
C0C3,2017,9,79
C0C3,2017,10,18.6
C0C3,2017,11,197.3
C0C3,2017,12,280.6
C022,2017,1,254.6
C022,2017,2,113.2
C022,2017,3,97.5
C022,2017,4,82.7
C022,2017,5,87.3
C022,2017,6,120.4
C022,2017,7,68.9
C022,2017,8,74.5
C022,2017,9,120.1
C022,2017,10,32.1
C022,2017,11,206.4
C022,2017,12,293.4
C0B3,2017,1,227.1
C0B3,2017,2,85.1
C0B3,2017,3,111.5
C0B3,2017,4,89.3
C0B3,2017,5,72.4
C0B3,2017,6,80.4
C0B3,2017,7,58.4
C0B3,2017,8,56.2
C0B3,2017,9,100.9
C0B3,2017,10,26.9
C0B3,2017,11,198.2
C0B3,2017,12,274.9
C037,2017,1,259.2
C037,2017,2,79.6
C037,2017,3,120.5
C037,2017,4,83.7
C037,2017,5,94.7
C037,2017,6,78.7
C037,2017,7,62.8
C037,2017,8,68
C037,2017,9,99.5
C037,2017,10,31.3
C037,2017,11,232.1
C037,2017,12,251
C0E5,2017,1,186
C0E5,2017,2,86.1
C0E5,2017,3,80
C0E5,2017,4,47.8
C0E5,2017,5,56.5
C0E5,2017,6,133.8
C0E5,2017,7,36.9
C0E5,2017,8,86.6
C0E5,2017,9,59.3
C0E5,2017,10,39.8
C0E5,2017,11,122.8
C0E5,2017,12,177.6
C0DB,2017,1,275.2
C0DB,2017,2,125.8
C0DB,2017,3,130.4
C0DB,2017,4,74.9
C0DB,2017,5,70.6
C0DB,2017,6,69
C0DB,2017,7,59.3
C0DB,2017,8,74.8
C0DB,2017,9,75.7
C0DB,2017,10,46.8
C0DB,2017,11,196.8
C0DB,2017,12,278.6
C0D3,2017,1,193.5
C0D3,2017,2,115.7
C0D3,2017,3,129.1
C0D3,2017,4,69.3
C0D3,2017,5,85.7
C0D3,2017,6,75.6
C0D3,2017,7,58.9
C0D3,2017,8,63.4
C0D3,2017,9,104.9
C0D3,2017,10,52.5
C0D3,2017,11,177.1
C0D3,2017,12,283.4
C0DD,2017,1,207.5
C0DD,2017,2,99.6
C0DD,2017,3,139.4
C0DD,2017,4,81.9
C0DD,2017,5,85.6
C0DD,2017,6,74.2
C0DD,2017,7,53.7
C0DD,2017,8,126.6
C0DD,2017,9,127.8
C0DD,2017,10,46.4
C0DD,2017,11,206
C0DD,2017,12,274.9
C0E9,2017,1,295.8
C0E9,2017,2,94.6
C0E9,2017,3,116.4
C0E9,2017,4,55.4
C0E9,2017,5,48.8
C0E9,2017,6,73.6
C0E9,2017,7,44.2
C0E9,2017,8,81.8
C0E9,2017,9,81.2
C0E9,2017,10,61.9
C0E9,2017,11,214.3
C0E9,2017,12,256.5
C078,2017,1,300.4
C078,2017,2,108.3
C078,2017,3,169.5
C078,2017,4,71.1
C078,2017,5,83.5
C078,2017,6,63
C078,2017,7,55.1
C078,2017,8,100.5
C078,2017,9,120.5
C078,2017,10,59
C078,2017,11,211.2
C078,2017,12,285.9
C052,2017,1,398.1
C052,2017,2,137.1
C052,2017,3,219.5
C052,2017,4,93.8
C052,2017,5,81.5
C052,2017,6,116.1
C052,2017,7,83.5
C052,2017,8,122.6
C052,2017,9,155.9
C052,2017,10,58.5
C052,2017,11,364.7
C052,2017,12,373.5
C0E1,2017,1,200
C0E1,2017,2,87.4
C0E1,2017,3,87.7
C0E1,2017,4,46.4
C0E1,2017,5,52.5
C0E1,2017,6,114.7
C0E1,2017,7,31.4
C0E1,2017,8,90
C0E1,2017,9,52.5
C0E1,2017,10,44.1
C0E1,2017,11,143.5
C0E1,2017,12,205.9
C077,2017,1,294.1
C077,2017,2,93.3
C077,2017,3,184.4
C077,2017,4,76.7
C077,2017,5,63.5
C077,2017,6,85.9
C077,2017,7,52.9
C077,2017,8,111.6
C077,2017,9,118.2
C077,2017,10,72.7
C077,2017,11,332.4
C077,2017,12,291.8
C080,2017,1,365.4
C080,2017,2,147.1
C080,2017,3,262.8
C080,2017,4,114.5
C080,2017,5,91.7
C080,2017,6,131.3
C080,2017,7,104.3
C080,2017,8,150.2
C080,2017,9,215.1
C080,2017,10,81.1
C080,2017,11,336.4
C080,2017,12,323.9
C0E8,2017,1,330.9
C0E8,2017,2,116.9
C0E8,2017,3,153.2
C0E8,2017,4,63.3
C0E8,2017,5,50.3
C0E8,2017,6,89.4
C0E8,2017,7,41
C0E8,2017,8,107.2
C0E8,2017,9,108
C0E8,2017,10,72
C0E8,2017,11,273.6
C0E8,2017,12,248.5
C023,2017,1,297.2
C023,2017,2,145.2
C023,2017,3,131.5
C023,2017,4,79.7
C023,2017,5,57
C023,2017,6,78.1
C023,2017,7,36.2
C023,2017,8,36.7
C023,2017,9,62.6
C023,2017,10,38.7
C023,2017,11,170
C023,2017,12,275.3
C084,2017,1,139.4
C084,2017,2,107.6
C084,2017,3,130.7
C084,2017,4,75.7
C084,2017,5,76.8
C084,2017,6,105.1
C084,2017,7,52.2
C084,2017,8,115.5
C084,2017,9,236.1
C084,2017,10,51
C084,2017,11,278.1
C084,2017,12,227.8
C0EA,2017,1,306.1
C0EA,2017,2,112.6
C0EA,2017,3,164.8
C0EA,2017,4,83.5
C0EA,2017,5,53
C0EA,2017,6,100.7
C0EA,2017,7,54.5
C0EA,2017,8,101.7
C0EA,2017,9,107.4
C0EA,2017,10,90.5
C0EA,2017,11,291.4
C0EA,2017,12,271.7
C026,2017,1,455.5
C026,2017,2,131.6
C026,2017,3,205.5
C026,2017,4,84.5
C026,2017,5,69.5
C026,2017,6,113.4
C026,2017,7,82.8
C026,2017,8,119.4
C026,2017,9,142.4
C026,2017,10,86
C026,2017,11,386.6
C026,2017,12,340.3
C058,2017,1,418.8
C058,2017,2,105.8
C058,2017,3,199.3
C058,2017,4,71.4
C058,2017,5,64.5
C058,2017,6,98.9
C058,2017,7,62.4
C058,2017,8,119.7
C058,2017,9,131.1
C058,2017,10,107.4
C058,2017,11,336.3
C058,2017,12,299.7
C0F0,2017,1,246.9
C0F0,2017,2,96.3
C0F0,2017,3,176.6
C0F0,2017,4,90.1
C0F0,2017,5,95.1
C0F0,2017,6,126.3
C0F0,2017,7,73.3
C0F0,2017,8,185
C0F0,2017,9,146.6
C0F0,2017,10,70.5
C0F0,2017,11,293.7
C0F0,2017,12,271.2
C0F1,2017,10,64.5
C0F1,2017,11,403
C0F1,2017,12,419.9
C0E7,2017,1,239.7
C0E7,2017,2,91.3
C0E7,2017,3,104.8
C0E7,2017,4,41.7
C0E7,2017,5,58.5
C0E7,2017,6,80.5
C0E7,2017,7,37
C0E7,2017,8,84.9
C0E7,2017,9,46.9
C0E7,2017,10,31.8
C0E7,2017,11,150
C0E7,2017,12,238.5
C0DC,2017,1,356.4
C0DC,2017,2,95.2
C0DC,2017,3,146
C0DC,2017,4,74.2
C0DC,2017,5,62.1
C0DC,2017,6,72.3
C0DC,2017,7,41.8
C0DC,2017,8,96.3
C0DC,2017,9,91.6
C0DC,2017,10,44.3
C0DC,2017,11,235.6
C0DC,2017,12,291.8
C0EC,2017,1,230.6
C0EC,2017,2,92.6
C0EC,2017,3,156.8
C0EC,2017,4,79.4
C0EC,2017,5,70.5
C0EC,2017,6,71.8
C0EC,2017,7,64.6
C0EC,2017,8,150.8
C0EC,2017,9,121.6
C0EC,2017,10,63.8
C0EC,2017,11,267.9
C0EC,2017,12,258.5
C0DE,2017,1,270.7
C0DE,2017,2,97.2
C0DE,2017,3,149.1
C0DE,2017,4,61.7
C0DE,2017,5,63.6
C0DE,2017,6,92
C0DE,2017,7,65.7
C0DE,2017,8,84.5
C0DE,2017,9,81.1
C0DE,2017,10,37.5
C0DE,2017,11,188.3
C0DE,2017,12,271.5
C017,2017,1,164.1
C017,2017,2,104.8
C017,2017,3,150
C017,2017,4,63
C017,2017,5,74.3
C017,2017,6,137.4
C017,2017,7,64.9
C017,2017,8,115.9
C017,2017,9,154.1
C017,2017,10,74.4
C017,2017,11,270.6
C017,2017,12,248.1
C0F4,2017,1,185.7
C0F4,2017,2,99
C0F4,2017,3,153.1
C0F4,2017,4,79.3
C0F4,2017,5,87.6
C0F4,2017,6,94.7
C0F4,2017,7,66.4
C0F4,2017,8,141.5
C0F4,2017,9,177.2
C0F4,2017,10,58.6
C0F4,2017,11,237.4
C0F4,2017,12,255.8
C0D1,2017,1,204.3
C0D1,2017,2,101.3
C0D1,2017,3,107.8
C0D1,2017,4,58.7
C0D1,2017,5,58.3
C0D1,2017,6,76.4
C0D1,2017,7,38.4
C0D1,2017,8,34.7
C0D1,2017,9,52.5
C0D1,2017,10,40
C0D1,2017,11,154.1
C0D1,2017,12,242.6
C043,2017,1,244.3
C043,2017,2,94.3
C043,2017,3,88.2
C043,2017,4,45.8
C043,2017,5,51.6
C043,2017,6,88.5
C043,2017,7,48.9
C043,2017,8,92.5
C043,2017,9,51
C043,2017,10,42.4
C043,2017,11,154.6
C043,2017,12,229.3
C0D2,2017,1,205.9
C0D2,2017,2,111.9
C0D2,2017,3,105.6
C0D2,2017,4,68.2
C0D2,2017,5,57.5
C0D2,2017,6,65.9
C0D2,2017,7,40.8
C0D2,2017,8,39.8
C0D2,2017,9,61.8
C0D2,2017,10,39.8
C0D2,2017,11,173.1
C0D2,2017,12,263.3
C0D0,2017,1,189.5
C0D0,2017,2,98.7
C0D0,2017,3,118.5
C0D0,2017,4,54.7
C0D0,2017,5,62.7
C0D0,2017,6,104.5
C0D0,2017,7,73.4
C0D0,2017,8,45.5
C0D0,2017,9,54.5
C0D0,2017,10,35.4
C0D0,2017,11,130.8
C0D0,2017,12,218.8
C064,2017,1,93.9
C064,2017,2,62.6
C064,2017,3,105.9
C064,2017,4,51.9
C064,2017,5,64.3
C064,2017,6,64.8
C064,2017,7,39.9
C064,2017,8,105.1
C064,2017,9,102.5
C064,2017,10,63.6
C064,2017,11,198.9
C064,2017,12,233.5
C028,2017,1,229.5
C028,2017,2,153.6
C028,2017,3,113.2
C028,2017,4,73
C028,2017,5,66.7
C028,2017,6,130.2
C028,2017,7,42.1
C028,2017,8,61.8
C028,2017,9,36.6
C028,2017,10,40.7
C028,2017,11,150.2
C028,2017,12,233.8
C029,2017,1,305.7
C029,2017,2,106
C029,2017,3,146.4
C029,2017,4,75.5
C029,2017,5,66.9
C029,2017,6,76.9
C029,2017,7,48.3
C029,2017,8,122.1
C029,2017,9,110.7
C029,2017,10,73.4
C029,2017,11,281.7
C029,2017,12,244.8
C076,2018,1,140.3
C076,2018,2,96.5
C076,2018,3,96.3
C076,2018,4,123.6
C076,2018,5,53.2
C076,2018,6,40.6
C076,2018,7,66.7
C076,2018,8,2.5
C076,2018,9,10.7
C076,2018,10,93
C076,2018,11,69.9
C076,2018,12,21
C056,2018,1,122.5
C056,2018,2,71.8
C056,2018,3,86.3
C056,2018,4,104.4
C056,2018,5,76.2
C056,2018,6,44.1
C056,2018,7,48.4
C056,2018,8,0.8
C056,2018,9,12.1
C056,2018,10,77.6
C056,2018,11,67
C056,2018,12,34.7
C035,2018,1,194.2
C035,2018,2,257.4
C035,2018,3,122.6
C035,2018,4,181.5
C035,2018,5,92.9
C035,2018,6,41.8
C035,2018,7,80.2
C035,2018,8,10.6
C035,2018,9,6.1
C035,2018,10,171.7
C035,2018,11,80.3
C035,2018,12,37.7
C016,2018,1,125.2
C016,2018,2,78.9
C016,2018,3,100.7
C016,2018,4,113.3
C016,2018,5,65.7
C016,2018,6,55.9
C016,2018,7,82.1
C016,2018,8,5
C016,2018,9,26.9
C016,2018,10,78.5
C016,2018,11,62.6
C016,2018,12,21.2
C034,2018,1,92.4
C034,2018,2,64.5
C034,2018,3,68.7
C034,2018,4,89.2
C034,2018,5,88.1
