code,year,month,temp_media
C0E7,2017,12,6.5
C018,2017,1,7.7
C018,2017,2,12.0
C018,2017,3,13.1
C018,2017,4,13.4
C018,2017,5,17.0
C018,2017,6,19.9
C018,2017,7,20.5
C018,2017,8,21.0
C018,2017,9,18.2
C018,2017,10,17.3
C018,2017,11,12.4
C018,2017,12,9.9
C0DC,2017,1,6.1
C0DC,2017,2,10.9
C0DC,2017,3,12.7
C0DC,2017,4,13.5
C0DC,2017,5,18.4
C0DC,2017,6,20.8
C0DC,2017,7,21.5
C0DC,2017,8,21.4
C0DC,2017,9,17.8
C0DC,2017,10,16.7
C0DC,2017,11,10.6
C0DC,2017,12,8.3
C071,2017,1,5.4
C071,2017,2,9.6
C071,2017,3,10.8
C071,2017,4,11.3
C071,2017,5,16.0
C071,2017,6,18.1
C071,2017,7,18.3
C071,2017,8,18.8
C071,2017,9,15.7
C071,2017,10,15.2
C071,2017,11,9.4
C071,2017,12,6.3
C0EC,2017,1,5.9
C0EC,2017,2,10.6
C0EC,2017,3,12.0
C0EC,2017,4,12.1
C0EC,2017,5,16.8
C0EC,2017,6,19.4
C0EC,2017,7,19.8
C0EC,2017,8,19.9
C0EC,2017,9,16.6
C0EC,2017,10,15.9
C0EC,2017,11,10.4
C0EC,2017,12,8.1
C0DE,2017,1,5.8
C0DE,2017,2,10.6
C0DE,2017,3,12.3
C0DE,2017,4,12.7
C0DE,2017,5,17.8
C0DE,2017,6,20.3
C0DE,2017,7,20.8
C0DE,2017,8,20.5
C0DE,2017,9,14.8
C0DE,2017,10,13.7
C0DE,2017,11,7.7
C0DE,2017,12,5.8
C017,2017,1,6.3
C017,2017,2,10.9
C017,2017,3,12.4
C017,2017,4,12.7
C017,2017,5,16.8
C017,2017,6,19.5
C017,2017,7,19.9
C017,2017,8,20.2
C017,2017,9,17.0
C017,2017,10,16.5
C017,2017,11,10.8
C017,2017,12,8.3
C0F4,2017,1,5.6
C0F4,2017,2,10.6
C0F4,2017,3,12.3
C0F4,2017,4,12.8
C0F4,2017,5,17.2
C0F4,2017,6,19.8
C0F4,2017,7,20.4
C0F4,2017,8,20.4
C0F4,2017,9,16.9
C0F4,2017,10,15.9
C0F4,2017,11,10.2
C0F4,2017,12,8.2
C0D1,2017,1,4.4
C0D1,2017,2,9.2
C0D1,2017,3,11.0
C0D1,2017,4,11.6
C0D1,2017,5,16.8
C0D1,2017,6,19.3
C0D1,2017,7,20.0
C0D1,2017,8,19.9
C0D1,2017,9,16.2
C0D1,2017,10,15.3
C0D1,2017,11,8.3
C0D1,2017,12,6.7
C043,2017,1,5.4
C043,2017,2,10.2
C043,2017,3,11.9
C043,2017,4,12.7
C043,2017,5,17.8
C043,2017,6,20.0
C043,2017,7,20.6
C043,2017,8,20.8
C043,2017,9,17.0
C043,2017,10,16.6
C043,2017,11,9.2
C043,2017,12,6.5
C0D2,2017,1,5.2
C0D2,2017,2,10.0
C0D2,2017,3,11.8
C0D2,2017,4,12.5
C0D2,2017,5,17.8
C0D2,2017,6,20.3
C0D2,2017,7,20.3
C0D2,2017,8,20.0
C0D2,2017,9,16.2
C0D2,2017,10,15.0
C0D2,2017,11,8.5
C0D2,2017,12,6.7
C007,2017,1,7.1
C007,2017,2,11.3
C007,2017,3,12.4
C007,2017,4,12.6
C007,2017,5,16.5
C007,2017,6,19.4
C007,2017,7,19.9
C007,2017,8,20.4
C007,2017,9,17.6
C007,2017,10,16.9
C007,2017,11,12.0
C007,2017,12,9.4
C0D0,2017,1,3.9
C0D0,2017,2,9.0
C0D0,2017,3,10.7
C0D0,2017,4,11.1
C0D0,2017,5,16.2
C0D0,2017,6,18.5
C0D0,2017,7,19.1
C0D0,2017,8,19.2
C0D0,2017,9,15.1
C0D0,2017,10,14.2
C0D0,2017,11,8.3
C0D0,2017,12,6.3
C064,2017,1,7.4
C064,2017,2,11.3
C064,2017,3,12.4
C064,2017,4,12.6
C064,2017,5,16.6
C064,2017,6,19.2
C064,2017,7,19.6
C064,2017,8,20.2
C064,2017,9,17.5
C064,2017,10,16.8
C064,2017,11,11.9
C064,2017,12,9.2
C028,2017,1,4.8
C028,2017,2,9.2
C028,2017,3,10.9
C028,2017,4,11.8
C028,2017,5,17.0
C028,2017,6,19.0
C028,2017,7,19.4
C028,2017,8,19.7
C028,2017,9,15.4
C028,2017,10,15.0
C028,2017,11,8.7
C028,2017,12,5.9
C029,2017,1,6.0
C029,2017,2,10.9
C029,2017,3,12.5
C029,2017,4,12.8
C029,2017,5,17.4
C029,2017,6,19.8
C029,2017,7,20.3
C029,2017,8,20.4
C029,2017,9,17.1
C029,2017,10,16.6
C029,2017,11,10.5
C029,2017,12,8.1
C076,2018,1,5.4
C076,2018,2,3.5
C076,2018,3,7.3
C076,2018,4,11.4
C076,2018,5,12.3
C076,2018,6,17.2
C076,2018,7,20.0
C076,2018,8,19.6
C076,2018,9,18.3
C076,2018,10,11.8
C076,2018,11,8.8
C076,2018,12,6.4
C0A4,2018,1,5.0
C0A4,2018,2,3.1
C0A4,2018,3,6.6
C0A4,2018,4,10.7
C0A4,2018,5,11.7
C0A4,2018,6,16.3
C0A4,2018,7,19.3
C0A4,2018,8,19.0
C0A4,2018,9,17.4
C0A4,2018,10,11.4
C0A4,2018,11,8.6
C0A4,2018,12,5.8
C056,2018,1,5.4
C056,2018,2,3.1
C056,2018,3,6.8
C056,2018,4,11.6
C056,2018,5,11.9
C056,2018,6,16.7
C056,2018,7,19.5
C056,2018,8,19.2
C056,2018,9,18.2
C056,2018,10,11.9
C056,2018,11,9.1
C056,2018,12,6.5
C035,2018,1,5.1
C035,2018,2,2.3
C035,2018,3,6.4
C035,2018,4,10.5
C035,2018,5,11.2
C035,2018,6,15.5
C035,2018,7,18.1
C035,2018,8,17.7
C035,2018,9,17.0
C035,2018,10,10.9
C035,2018,11,8.3
C035,2018,12,6.1
C0A3,2018,1,4.8
C0A3,2018,2,2.6
C0A3,2018,3,5.9
C0A3,2018,4,10.0
C0A3,2018,5,11.6
C0A3,2018,6,16.1
C0A3,2018,7,19.6
C0A3,2018,8,19.5
C0A3,2018,9,17.6
C0A3,2018,10,11.2
C0A3,2018,11,7.7
C0A3,2018,12,6.1
C016,2018,1,5.6
C016,2018,2,3.4
C016,2018,3,7.0
C016,2018,4,11.3
C016,2018,5,12.0
C016,2018,6,16.5
C016,2018,7,19.3
C016,2018,8,18.9
C016,2018,9,17.9
C016,2018,10,11.9
C016,2018,11,9.0
C016,2018,12,6.7
C025,2018,1,5.2
C025,2018,2,2.0
C025,2018,3,5.8
C025,2018,4,10.0
C025,2018,5,10.6
C025,2018,6,15.0
C025,2018,7,17.5
C025,2018,8,17.6
C025,2018,9,16.9
C025,2018,10,10.8
C025,2018,11,8.1
C025,2018,12,7.0
C0A2,2018,1,4.6
C0A2,2018,2,2.4
C0A2,2018,3,6.2
C0A2,2018,4,10.5
C0A2,2018,5,11.0
C0A2,2018,6,15.8
C0A2,2018,7,18.7
C0A2,2018,8,18.5
C0A2,2018,9,17.9
C0A2,2018,10,11.7
C0A2,2018,11,9.0
C0A2,2018,12,6.3
C034,2018,1,6.0
C034,2018,2,4.1
C034,2018,3,7.5
C034,2018,4,10.8
C034,2018,5,12.4
C034,2018,6,17.0
C034,2018,7,20.1
C034,2018,8,19.8
C034,2018,9,18.4
C034,2018,10,11.9
C034,2018,11,8.9
C034,2018,12,6.1
C0AA,2018,1,5.0
C0AA,2018,2,3.1
C0AA,2018,3,6.7
C0AA,2018,4,10.8
C0AA,2018,5,11.6
C0AA,2018,6,16.4
C0AA,2018,7,19.3
C0AA,2018,8,18.9
C0AA,2018,9,17.9
C0AA,2018,10,11.7
C0AA,2018,11,8.9
C0AA,2018,12,6.4
C067,2018,1,8.1
C067,2018,2,5.7
C067,2018,3,10.2
C067,2018,4,14.0
C067,2018,5,14.2
C067,2018,6,18.2
C067,2018,7,21.1
C067,2018,8,20.6
C067,2018,9,19.8
C067,2018,10,14.0
C067,2018,11,11.6
C067,2018,12,8.7
C040,2018,1,7.6
C040,2018,2,5.1
C040,2018,3,8.5
C040,2018,4,12.6
C040,2018,5,13.3
C040,2018,6,17.5
C040,2018,7,20.6
C040,2018,8,21.0
C040,2018,9,19.4
C040,2018,10,13.4
C040,2018,11,10.5
C040,2018,12,9.1
C044,2018,1,4.5
C044,2018,2,2.1
C044,2018,3,5.6
C044,2018,4,9.5
C044,2018,5,10.5
C044,2018,6,14.7
C044,2018,7,17.6
C044,2018,8,17.2
C044,2018,9,16.1
C044,2018,10,10.4
C044,2018,11,7.5
C044,2018,12,5.8
C048,2018,1,3.7
C048,2018,2,0.2
C048,2018,3,3.4
C048,2018,4,8.4
C048,2018,5,9.9
C048,2018,6,14.7
C048,2018,7,17.5
C048,2018,8,17.6
C048,2018,9,16.7
C048,2018,10,9.8
C048,2018,11,6.4
C048,2018,12,6.7
C068,2018,1,5.3
C068,2018,2,3.0
C068,2018,3,6.9
C068,2018,4,11.2
C068,2018,5,11.8
C068,2018,6,16.5
C068,2018,7,19.5
C068,2018,8,19.2
C068,2018,9,18.4
C068,2018,10,12.1
C068,2018,11,9.4
C068,2018,12,6.9
C024,2018,1,2.9
C024,2018,2,-0.1
C024,2018,3,3.3
C024,2018,4,8.0
C024,2018,5,9.3
C024,2018,6,14.1
C024,2018,7,17.0
C024,2018,8,17.0
C024,2018,9,15.7
C024,2018,10,9.2
C024,2018,11,6.1
C024,2018,12,4.6
C00A,2018,1,5.8
C00A,2018,2,3.8
C00A,2018,3,6.8
C00A,2018,4,10.8
C00A,2018,5,12.9
C00A,2018,6,17.6
C00A,2018,7,20.9
C00A,2018,8,21.0
C00A,2018,9,19.2
C00A,2018,10,12.6
C00A,2018,11,8.6
C00A,2018,12,7.2
C047,2018,1,3.4
C047,2018,2,0.0
C047,2018,3,2.8
C047,2018,4,7.7
C047,2018,5,9.2
C047,2018,6,14.4
C047,2018,7,17.1
C047,2018,8,17.2
C047,2018,9,16.1
C047,2018,10,9.6
C047,2018,11,6.0
C047,2018,12,6.5
C031,2018,1,7.6
C031,2018,2,5.3
C031,2018,3,8.6
C031,2018,4,12.7
C031,2018,5,14.9
C031,2018,6,19.6
C031,2018,7,22.7
C031,2018,8,23.0
C031,2018,9,21.0
C031,2018,10,14.2
C031,2018,11,10.1
C031,2018,12,8.9
C041,2018,1,4.7
C041,2018,2,2.6
C041,2018,3,5.9
C041,2018,4,10.0
C041,2018,5,11.7
C041,2018,6,16.3
C041,2018,7,19.3
C041,2018,8,19.1
C041,2018,9,17.5
C041,2018,10,11.1
C041,2018,11,7.8
C041,2018,12,6.1
C055,2018,1,4.5
C055,2018,2,2.7
C055,2018,3,6.4
C055,2018,4,10.5
C055,2018,5,11.6
C055,2018,6,16.1
C055,2018,7,18.7
C055,2018,8,17.7
C055,2018,9,17.0
C055,2018,10,11.2
C055,2018,11,8.2
C055,2018,12,5.3
C060,2018,1,6.0
C060,2018,2,3.8
C060,2018,3,7.1
C060,2018,4,11.3
C060,2018,5,13.5
C060,2018,6,18.1
C060,2018,7,20.9
C060,2018,8,21.1
C060,2018,9,19.1
C060,2018,10,12.3
C060,2018,11,8.4
C060,2018,12,6.3
C0A1,2018,1,4.6
C0A1,2018,2,2.5
C0A1,2018,3,6.1
C0A1,2018,4,9.9
C0A1,2018,5,10.8
C0A1,2018,6,15.2
C0A1,2018,7,18.4
C0A1,2018,8,17.7
C0A1,2018,9,16.4
C0A1,2018,10,10.2
C0A1,2018,11,7.9
C0A1,2018,12,5.9
C021,2018,1,3.7
C021,2018,2,0.6
C021,2018,3,3.9
C021,2018,4,8.4
C021,2018,5,9.9
C021,2018,6,14.6
C021,2018,7,17.5
C021,2018,8,17.7
C021,2018,9,16.4
C021,2018,10,9.9
C021,2018,11,6.7
C021,2018,12,5.7
C030,2018,1,4.8
C030,2018,2,2.8
C030,2018,3,6.6
C030,2018,4,11.0
C030,2018,5,11.6
C030,2018,6,16.5
C030,2018,7,19.4
C030,2018,8,19.2
C030,2018,9,18.2
C030,2018,10,11.9
C030,2018,11,9.0
C030,2018,12,6.2
C051,2018,1,8.4
C051,2018,2,5.7
C051,2018,3,10.1
C051,2018,4,13.7
C051,2018,5,14.1
C051,2018,6,18.4
C051,2018,7,21.1
C051,2018,8,20.6
C051,2018,9,19.8
C051,2018,10,14.2
C051,2018,11,11.9
C051,2018,12,9.5
C0A0,2018,1,4.3
C0A0,2018,2,1.8
C0A0,2018,3,5.8
C0A0,2018,4,10.2
C0A0,2018,5,11.0
C0A0,2018,6,15.3
C0A0,2018,7,18.0
C0A0,2018,8,17.5
C0A0,2018,9,16.4
C0A0,2018,10,10.1
C0A0,2018,11,7.5
C0A0,2018,12,5.2
C049,2018,1,4.9
C049,2018,2,3.2
C049,2018,3,6.9
C049,2018,4,10.7
C049,2018,5,12.0
C049,2018,6,16.7
C049,2018,7,19.8
C049,2018,8,19.5
C049,2018,9,18.2
C049,2018,10,11.5
C049,2018,11,8.5
C049,2018,12,5.7
C00B,2018,1,5.2
C00B,2018,2,2.5
C00B,2018,3,6.2
C00B,2018,4,9.8
C00B,2018,5,11.1
C00B,2018,6,15.8
C00B,2018,7,18.5
C00B,2018,8,18.3
C00B,2018,9,17.0
C00B,2018,10,10.9
C00B,2018,11,7.9
C00B,2018,12,6.3
C020,2018,1,5.2
C020,2018,2,3.1
C020,2018,3,6.6
C020,2018,4,10.6
C020,2018,5,11.9
C020,2018,6,16.5
C020,2018,7,19.6
C020,2018,8,19.3
C020,2018,9,17.8
C020,2018,10,11.4
C020,2018,11,8.6
C020,2018,12,6.1
C070,2018,1,3.6
C070,2018,2,0.5
C070,2018,3,4.4
C070,2018,4,8.9
C070,2018,5,10.1
C070,2018,6,14.8
C070,2018,7,17.4
C070,2018,8,17.4
C070,2018,9,16.6
C070,2018,10,10.2
C070,2018,11,7.0
C070,2018,12,6.4
C050,2018,1,6.5
C050,2018,2,4.8
C050,2018,3,8.2
C050,2018,4,11.7
C050,2018,5,13.3
C050,2018,6,18.3
C050,2018,7,21.4
C050,2018,8,21.2
C050,2018,9,19.5
C050,2018,10,13.1
C050,2018,11,9.8
C050,2018,12,7.6
C0B1,2018,1,9.0
C0B1,2018,2,6.1
C0B1,2018,3,10.5
C0B1,2018,4,13.6
C0B1,2018,5,14.0
C0B1,2018,6,17.9
C0B1,2018,7,20.8
C0B1,2018,8,20.2
C0B1,2018,9,19.1
C0B1,2018,10,13.9
C0B1,2018,11,12.0
C0B1,2018,12,10.1
C079,2018,1,8.4
C079,2018,2,5.5
C079,2018,3,10.2
C079,2018,4,13.6
C079,2018,5,13.9
C079,2018,6,18.0
C079,2018,7,21.0
C079,2018,8,20.3
C079,2018,9,19.2
C079,2018,10,13.9
C079,2018,11,11.4
C079,2018,12,9.0
C0C1,2018,1,8.6
C0C1,2018,2,7.0
C0C1,2018,3,10.8
C0C1,2018,4,14.1
C0C1,2018,5,15.0
C0C1,2018,6,19.0
C0C1,2018,7,21.7
C0C1,2018,8,21.3
C0C1,2018,9,20.2
C0C1,2018,10,14.8
C0C1,2018,11,12.4
C0C1,2018,12,9.8
C061,2018,1,9.0
C061,2018,2,5.7
C061,2018,3,9.5
C061,2018,4,13.2
C061,2018,5,13.0
C061,2018,6,16.9
C061,2018,7,19.8
C061,2018,8,20.0
C061,2018,9,19.1
C061,2018,10,14.3
C061,2018,11,12.4
C061,2018,12,11.5
C032,2018,1,7.9
C032,2018,2,5.4
C032,2018,3,10.0
C032,2018,4,13.4
C032,2018,5,14.2
C032,2018,6,18.2
C032,2018,7,21.2
C032,2018,8,20.5
C032,2018,9,19.5
C032,2018,10,13.8
C032,2018,11,11.4
C032,2018,12,8.7
C002,2018,1,9.8
C002,2018,2,6.5
C002,2018,3,11.1
C002,2018,4,13.9
C002,2018,5,14.6
C002,2018,6,18.4
C002,2018,7,21.4
C002,2018,8,20.8
C002,2018,9,19.5
C002,2018,10,14.5
C002,2018,11,12.2
C002,2018,12,10.7
C0C2,2018,1,7.7
C0C2,2018,2,5.3
C0C2,2018,3,9.5
C0C2,2018,4,12.7
C0C2,2018,5,13.5
C0C2,2018,6,17.6
C0C2,2018,7,20.3
C0C2,2018,8,19.8
C0C2,2018,9,18.6
C0C2,2018,10,13.1
C0C2,2018,11,10.5
C0C2,2018,12,8.4
C069,2018,1,11.0
C069,2018,2,7.7
C069,2018,3,11.4
C069,2018,4,14.4
C069,2018,5,14.9
C069,2018,6,18.6
C069,2018,7,21.6
C069,2018,8,21.1
C069,2018,9,20.1
C069,2018,10,15.5
C069,2018,11,13.2
C069,2018,12,12.6
C0B6,2018,1,7.7
C0B6,2018,2,5.1
C0B6,2018,3,9.6
C0B6,2018,4,13.4
C0B6,2018,5,13.8
C0B6,2018,6,17.8
C0B6,2018,7,20.8
C0B6,2018,8,19.9
C0B6,2018,9,18.9
C0B6,2018,10,13.5
C0B6,2018,11,10.9
C0B6,2018,12,8.3
C0BE,2018,1,9.5
C0BE,2018,2,6.4
C0BE,2018,3,10.6
C0BE,2018,4,14.0
C0BE,2018,5,14.6
C0BE,2018,6,18.4
C0BE,2018,7,21.6
C0BE,2018,8,21.0
C0BE,2018,9,19.9
C0BE,2018,10,14.8
C0BE,2018,11,12.7
C0BE,2018,12,11.2
C065,2018,1,6.8
C065,2018,2,2.1
C065,2018,3,6.3
C065,2018,4,10.6
C065,2018,5,11.2
C065,2018,6,15.3
C065,2018,7,17.6
C065,2018,8,18.2
C065,2018,9,17.5
C065,2018,10,12.0
C065,2018,11,9.4
C065,2018,12,9.7
C003,2018,1,9.8
C003,2018,2,6.4
C003,2018,3,10.9
C003,2018,4,14.3
C003,2018,5,14.5
C003,2018,6,18.5
C003,2018,7,21.5
C003,2018,8,21.0
C003,2018,9,19.8
C003,2018,10,14.7
C003,2018,11,12.8
C003,2018,12,10.7
C039,2018,1,9.9
C039,2018,2,6.9
C039,2018,3,11.2
C039,2018,4,14.4
C039,2018,5,14.6
C039,2018,6,18.8
C039,2018,7,21.8
C039,2018,8,21.6
C039,2018,9,20.6
C039,2018,10,15.5
C039,2018,11,13.1
C039,2018,12,11.4
C075,2018,1,8.4
C075,2018,2,5.5
C075,2018,3,9.5
C075,2018,4,13.3
C075,2018,5,13.7
C075,2018,6,17.7
C075,2018,7,20.8
C075,2018,8,20.4
C075,2018,9,19.7
C075,2018,10,14.0
C075,2018,11,11.4
C075,2018,12,9.6
C074,2018,1,8.6
C074,2018,2,5.9
C074,2018,3,10.5
C074,2018,4,14.5
C074,2018,5,14.7
C074,2018,6,18.8
C074,2018,7,21.7
C074,2018,8,21.0
C074,2018,9,19.9
C074,2018,10,14.2
C074,2018,11,12.0
C074,2018,12,9.6
C009,2018,1,9.7
C009,2018,2,6.8
C009,2018,3,11.5
C009,2018,4,14.8
C009,2018,5,15.1
C009,2018,6,19.1
C009,2018,7,22.1
C009,2018,8,21.6
C009,2018,9,20.6
C009,2018,10,15.2
C009,2018,11,12.7
C009,2018,12,11.0
C038,2018,1,10.7
C038,2018,2,7.7
C038,2018,3,12.0
C038,2018,4,15.0
C038,2018,5,15.3
C038,2018,6,19.1
C038,2018,7,22.1
C038,2018,8,21.7
C038,2018,9,20.7
C038,2018,10,15.7
C038,2018,11,13.9
C038,2018,12,12.6
C033,2018,1,8.5
C033,2018,2,5.5
C033,2018,3,10.2
C033,2018,4,14.1
C033,2018,5,14.0
C033,2018,6,18.1
C033,2018,7,21.0
C033,2018,8,20.4
C033,2018,9,19.7
C033,2018,10,14.3
C033,2018,11,12.3
C033,2018,12,10.2
C0BD,2018,1,8.0
C0BD,2018,2,5.3
C0BD,2018,3,9.4
C0BD,2018,4,13.0
C0BD,2018,5,13.6
C0BD,2018,6,17.4
C0BD,2018,7,20.3
C0BD,2018,8,19.6
C0BD,2018,9,18.4
C0BD,2018,10,13.1
C0BD,2018,11,10.5
C0BD,2018,12,9.1
C036,2018,1,8.3
C036,2018,2,5.6
C036,2018,3,10.1
C036,2018,4,14.3
C036,2018,5,14.4
C036,2018,6,18.5
C036,2018,7,21.8
C036,2018,8,21.4
C036,2018,9,20.6
C036,2018,10,16.7
C036,2018,11,12.1
C036,2018,12,9.6
C045,2018,1,6.1
C045,2018,2,2.7
C045,2018,3,6.1
C045,2018,4,10.4
C045,2018,5,11.4
C045,2018,6,15.3
C045,2018,7,17.9
C045,2018,8,18.3
C045,2018,9,17.6
C045,2018,10,11.7
C045,2018,11,8.8
C045,2018,12,8.7
C0B7,2018,1,8.1
C0B7,2018,2,5.5
C0B7,2018,3,9.8
C0B7,2018,4,13.6
C0B7,2018,5,13.8
C0B7,2018,6,18.0
C0B7,2018,7,20.8
C0B7,2018,8,20.2
C0B7,2018,9,19.2
C0B7,2018,10,13.9
C0B7,2018,11,11.9
C0B7,2018,12,9.3
C019,2018,1,8.2
C019,2018,2,4.9
C019,2018,3,8.3
C019,2018,4,12.2
C019,2018,5,12.4
C019,2018,6,16.0
C019,2018,7,18.6
C019,2018,8,18.9
C019,2018,9,18.1
C019,2018,10,13.4
C019,2018,11,11.1
C019,2018,12,10.3
C057,2018,1,10.3
C057,2018,2,7.1
C057,2018,3,11.6
C057,2018,4,14.5
C057,2018,5,14.8
C057,2018,6,18.5
C057,2018,7,21.6
C057,2018,8,21.0
C057,2018,9,19.9
C057,2018,10,14.9
C057,2018,11,13.0
C057,2018,12,11.2
C063,2018,1,9.1
C063,2018,2,6.1
C063,2018,3,10.8
C063,2018,4,13.8
C063,2018,5,14.4
C063,2018,6,18.3
C063,2018,7,21.3
C063,2018,8,20.5
C063,2018,9,19.2
C063,2018,10,14.0
C063,2018,11,11.7
C063,2018,12,9.9
C046,2018,2,0.2
C046,2018,3,3.3
C046,2018,4,8.1
C046,2018,5,8.7
C046,2018,6,13.0
C046,2018,7,15.4
C046,2018,8,15.7
C046,2018,9,15.1
C046,2018,10,9.4
C046,2018,11,6.7
C046,2018,12,7.6
C0BA,2018,1,10.1
C0BA,2018,2,7.0
C0BA,2018,3,11.1
C0BA,2018,4,13.9
C0BA,2018,5,14.5
C0BA,2018,6,18.2
C0BA,2018,7,21.3
C0BA,2018,8,20.6
C0BA,2018,9,19.6
C0BA,2018,10,14.7
C0BA,2018,11,12.2
C0BA,2018,12,11.0
C059,2018,1,7.5
C059,2018,2,4.7
C059,2018,3,8.4
C059,2018,4,12.0
C059,2018,5,13.0
C059,2018,6,17.1
C059,2018,7,19.7
C059,2018,8,19.5
C059,2018,9,18.6
C059,2018,10,13.2
C059,2018,11,10.7
C059,2018,12,9.3
C072,2018,1,4.3
C072,2018,2,0.9
C072,2018,3,4.3
C072,2018,4,8.7
C072,2018,5,9.7
C072,2018,6,13.9
C072,2018,7,16.4
C072,2018,8,16.7
C072,2018,9,16.1
C072,2018,10,10.1
C072,2018,11,6.9
C072,2018,12,6.6
C0B4,2018,1,7.9
C0B4,2018,2,5.3
C0B4,2018,3,9.6
C0B4,2018,4,13.4
C0B4,2018,5,13.8
C0B4,2018,6,17.8
C0B4,2018,7,20.6
C0B4,2018,8,20.0
C0B4,2018,9,19.4
C0B4,2018,10,13.5
C0B4,2018,11,11.2
C0B4,2018,12,9.3
C054,2018,1,5.4
C054,2018,2,2.9
C054,2018,3,6.8
C054,2018,4,10.7
C054,2018,5,11.4
C054,2018,6,15.7
C054,2018,7,18.7
C054,2018,8,18.0
C054,2018,9,17.0
C054,2018,10,11.3
C054,2018,11,8.7
C054,2018,12,6.6
C042,2018,1,11.0
C042,2018,2,7.8
C042,2018,3,11.5
C042,2018,4,14.2
C042,2018,5,14.5
C042,2018,6,18.2
C042,2018,7,21.2
C042,2018,8,20.9
C042,2018,9,19.8
C042,2018,10,15.4
C042,2018,11,13.7
C042,2018,12,12.5
C0B9,2018,1,9.4
C0B9,2018,2,6.4
C0B9,2018,3,10.8
C0B9,2018,4,13.8
C0B9,2018,5,14.2
C0B9,2018,6,18.0
C0B9,2018,7,21.1
C0B9,2018,8,20.4
C0B9,2018,9,19.1
C0B9,2018,10,14.0
C0B9,2018,11,12.0
C0B9,2018,12,10.4
C0C3,2018,1,8.4
C0C3,2018,2,6.0
C0C3,2018,3,10.5
C0C3,2018,4,13.8
C0C3,2018,5,14.3
C0C3,2018,6,18.3
C0C3,2018,7,21.2
C0C3,2018,8,20.6
C0C3,2018,9,19.6
C0C3,2018,10,14.1
C0C3,2018,11,11.6
C0C3,2018,12,8.9
C066,2018,1,5.9
C066,2018,2,2.3
C066,2018,3,5.9
C066,2018,4,10.3
C066,2018,5,10.9
C066,2018,6,15.1
C066,2018,7,17.7
C066,2018,8,17.9
C066,2018,9,17.4
C066,2018,10,11.6
C066,2018,11,8.8
C066,2018,12,8.5
C022,2018,1,4.4
C022,2018,2,1.5
C022,2018,3,5.2
C022,2018,4,9.4
C022,2018,5,10.0
C022,2018,6,14.3
C022,2018,7,17.0
C022,2018,8,17.0
C022,2018,9,16.0
C022,2018,10,10.4
C022,2018,11,7.6
C022,2018,12,6.6
C0B3,2018,1,8.2
C0B3,2018,2,5.4
C0B3,2018,3,10.1
C0B3,2018,4,13.8
C0B3,2018,5,14.0
C0B3,2018,6,18.0
C0B3,2018,7,21.0
C0B3,2018,8,20.3
C0B3,2018,9,19.4
C0B3,2018,10,14.0
C0B3,2018,11,11.7
C0B3,2018,12,9.3
C037,2018,1,8.9
C037,2018,2,5.8
C037,2018,3,10.2
C037,2018,4,13.5
C037,2018,5,13.8
C037,2018,6,18.1
C037,2018,7,21.3
C037,2018,8,20.9
C037,2018,9,19.9
C037,2018,10,14.7
C0E5,2018,1,7.5
C0E5,2018,2,4.8
C0E5,2018,3,9.3
C0E5,2018,4,13.4
C0E5,2018,5,13.5
C0E5,2018,6,17.9
C0E5,2018,7,20.8
C0E5,2018,8,20.2
C0E5,2018,9,19.2
C0E5,2018,10,13.7
C0E5,2018,11,11.2
C0E5,2018,12,8.5
C0DB,2018,1,6.5
C0DB,2018,2,3.8
C0DB,2018,3,8.0
C0DB,2018,4,12.0
C0DB,2018,5,12.6
C0DB,2018,6,17.1
C0DB,2018,7,19.9
C0DB,2018,8,19.2
C0DB,2018,9,18.0
C0DB,2018,10,12.1
C0DB,2018,11,9.6
C0DB,2018,12,7.0
C0D3,2018,1,6.9
C0D3,2018,2,4.0
C0D3,2018,3,8.5
C0D3,2018,4,12.0
C0D3,2018,5,12.3
C0D3,2018,6,16.3
C0D3,2018,7,19.1
C0D3,2018,8,18.4
C0D3,2018,9,17.4
C0D3,2018,10,12.2
C0D3,2018,11,9.9
C0D3,2018,12,8.1
C0DD,2018,1,9.0
C0DD,2018,2,5.9
C0DD,2018,3,10.4
C0DD,2018,4,13.7
C0DD,2018,5,13.7
C0DD,2018,6,17.5
C0DD,2018,7,20.4
C0DD,2018,8,19.7
C0DD,2018,9,18.4
C0DD,2018,10,13.5
C0DD,2018,11,11.8
C0DD,2018,12,10.5
C0E9,2018,1,7.8
C0E9,2018,2,5.7
C0E9,2018,3,10.1
C0E9,2018,4,13.9
C0E9,2018,5,14.5
C0E9,2018,6,18.8
C0E9,2018,7,21.8
C0E9,2018,8,21.3
C0E9,2018,9,20.3
C0E9,2018,10,14.3
C0E9,2018,11,10.8
C0E9,2018,12,8.5
C078,2018,1,8.7
C078,2018,2,5.9
C078,2018,3,10.3
C078,2018,4,13.7
C078,2018,5,13.9
C078,2018,6,17.8
C078,2018,7,20.8
C078,2018,8,20.2
C078,2018,9,19.3
C078,2018,10,14.1
C078,2018,11,11.8
C078,2018,12,9.7
C052,2018,1,7.0
C052,2018,2,4.2
C052,2018,3,8.6
C052,2018,4,12.7
C052,2018,5,12.6
C052,2018,6,16.6
C052,2018,7,19.6
C052,2018,8,19.1
C052,2018,9,18.1
C052,2018,10,13.2
C052,2018,11,11.1
C052,2018,12,8.8
C0E1,2018,1,7.5
