code,year,month,helada_dias
C047,2018,6,0
C047,2018,7,0
C047,2018,8,0
C047,2018,9,0
C047,2018,10,4
C047,2018,11,0
C047,2018,12,0
C031,2018,1,1
C031,2018,2,7
C031,2018,3,0
C031,2018,4,0
C031,2018,5,0
C031,2018,6,0
C031,2018,7,0
C031,2018,8,0
C031,2018,9,0
C031,2018,10,0
C031,2018,11,0
C031,2018,12,0
C041,2018,1,15
C041,2018,2,17
C041,2018,3,7
C041,2018,4,1
C041,2018,5,2
C041,2018,6,0
C041,2018,7,0
C041,2018,8,0
C041,2018,9,0
C041,2018,10,2
C041,2018,11,5
C041,2018,12,13
C055,2018,1,13
C055,2018,2,17
C055,2018,3,7
C055,2018,4,2
C055,2018,5,1
C055,2018,6,0
C055,2018,7,0
C055,2018,8,0
C055,2018,9,0
C055,2018,10,2
C055,2018,11,3
C055,2018,12,16
C060,2018,1,7
C060,2018,2,14
C060,2018,3,2
C060,2018,4,0
C060,2018,5,0
C060,2018,6,0
C060,2018,7,0
C060,2018,8,0
C060,2018,9,0
C060,2018,10,0
C060,2018,11,0
C060,2018,12,6
C0A1,2018,1,15
C0A1,2018,2,15
C0A1,2018,3,7
C0A1,2018,4,1
C0A1,2018,5,2
C0A1,2018,6,0
C0A1,2018,7,0
C0A1,2018,8,0
C0A1,2018,9,0
C0A1,2018,10,3
C0A1,2018,11,7
C0A1,2018,12,12
C021,2018,1,15
C021,2018,2,20
C021,2018,3,10
C021,2018,4,3
C021,2018,5,1
C021,2018,6,0
C021,2018,7,0
C021,2018,8,0
C021,2018,9,0
C021,2018,10,4
C021,2018,11,2
C021,2018,12,10
C030,2018,1,14
C030,2018,2,16
C030,2018,3,6
C030,2018,4,3
C030,2018,5,1
C030,2018,6,0
C030,2018,7,0
C030,2018,8,0
C030,2018,9,0
C030,2018,10,2
C030,2018,11,1
C030,2018,12,12
C051,2018,1,3
C051,2018,2,10
C051,2018,3,2
C051,2018,4,0
C051,2018,5,0
C051,2018,6,0
C051,2018,7,0
C051,2018,8,0
C051,2018,9,0
C051,2018,10,0
C051,2018,11,0
C051,2018,12,2
C0A0,2018,1,17
C0A0,2018,2,16
C0A0,2018,3,11
C0A0,2018,4,1
C0A0,2018,5,0
C0A0,2018,6,0
C0A0,2018,7,0
C0A0,2018,8,0
C0A0,2018,9,0
C0A0,2018,10,2
C0A0,2018,11,2
C0A0,2018,12,12
C049,2018,1,14
C049,2018,2,14
C049,2018,3,6
C049,2018,4,1
C049,2018,5,2
C049,2018,6,0
C049,2018,7,0
C049,2018,8,0
C049,2018,9,0
C049,2018,10,2
C049,2018,11,3
C049,2018,12,12
C00B,2018,1,12
C00B,2018,2,16
C00B,2018,3,8
C00B,2018,4,1
C00B,2018,5,3
C00B,2018,6,0
C00B,2018,7,0
C00B,2018,8,0
C00B,2018,9,0
C00B,2018,10,2
C00B,2018,11,3
C00B,2018,12,8
C020,2018,1,12
C020,2018,2,15
C020,2018,3,6
C020,2018,4,2
C020,2018,5,2
C020,2018,6,0
C020,2018,7,0
C020,2018,8,0
C020,2018,9,0
C020,2018,10,2
C020,2018,11,2
C020,2018,12,14
C070,2018,1,11
C070,2018,2,20
C070,2018,3,9
C070,2018,4,3
C070,2018,5,0
C070,2018,6,0
C070,2018,7,0
C070,2018,8,0
C070,2018,9,0
C070,2018,10,2
C070,2018,11,0
C070,2018,12,1
C050,2018,1,5
C050,2018,2,11
C050,2018,3,2
C050,2018,4,0
C050,2018,5,0
C050,2018,6,0
C050,2018,7,0
C050,2018,8,0
C050,2018,9,0
C050,2018,10,0
C050,2018,11,1
C050,2018,12,3
C0B1,2018,1,0
C0B1,2018,2,5
C0B1,2018,3,0
C0B1,2018,4,0
C0B1,2018,5,0
C0B1,2018,6,0
C0B1,2018,7,0
C0B1,2018,8,0
C0B1,2018,9,0
C0B1,2018,10,0
C0B1,2018,11,0
C0B1,2018,12,0
C079,2018,1,1
C079,2018,2,7
C079,2018,3,0
C079,2018,4,0
C079,2018,5,0
C079,2018,6,0
C079,2018,7,0
C079,2018,8,0
C079,2018,9,0
C079,2018,10,0
C079,2018,11,0
C079,2018,12,1
C0C1,2018,1,1
C0C1,2018,2,2
C0C1,2018,3,0
C0C1,2018,4,0
C0C1,2018,5,0
C0C1,2018,6,0
C0C1,2018,7,0
C0C1,2018,8,0
C0C1,2018,9,0
C0C1,2018,10,0
C0C1,2018,11,0
C0C1,2018,12,0
C061,2018,1,0
C061,2018,2,5
C061,2018,3,0
C061,2018,4,0
C061,2018,5,0
C061,2018,6,0
C061,2018,7,0
C061,2018,8,0
C061,2018,9,0
C061,2018,10,0
C061,2018,11,0
C061,2018,12,0
C032,2018,1,3
C032,2018,2,10
C032,2018,3,1
C032,2018,4,0
C032,2018,5,0
C032,2018,6,0
C032,2018,7,0
C032,2018,8,0
C032,2018,9,0
C032,2018,10,0
C032,2018,11,0
C032,2018,12,1
C002,2018,1,0
C002,2018,2,8
C002,2018,3,0
C002,2018,4,0
C002,2018,5,0
C002,2018,6,0
C002,2018,7,0
C002,2018,8,0
C002,2018,9,0
C002,2018,10,0
C002,2018,11,0
C002,2018,12,0
C0C2,2018,1,5
C0C2,2018,2,9
C0C2,2018,3,2
C0C2,2018,4,0
C0C2,2018,5,0
C0C2,2018,6,0
C0C2,2018,7,0
C0C2,2018,8,0
C0C2,2018,9,0
C0C2,2018,10,0
C0C2,2018,11,1
C0C2,2018,12,6
C069,2018,1,0
C069,2018,2,2
C069,2018,3,0
C069,2018,4,0
C069,2018,5,0
C069,2018,6,0
C069,2018,7,0
C069,2018,8,0
C069,2018,9,0
C069,2018,10,0
C069,2018,11,0
C069,2018,12,0
C0B6,2018,1,3
C0B6,2018,2,13
C0B6,2018,3,3
C0B6,2018,4,0
C0B6,2018,5,0
C0B6,2018,6,0
C0B6,2018,7,0
C0B6,2018,8,0
C0B6,2018,9,0
C0B6,2018,10,0
C0B6,2018,11,0
C0B6,2018,12,1
C0BE,2018,1,0
C0BE,2018,2,3
C0BE,2018,3,0
C0BE,2018,4,0
C0BE,2018,5,0
C0BE,2018,6,0
C0BE,2018,7,0
C0BE,2018,8,0
C0BE,2018,9,0
C0BE,2018,10,0
C0BE,2018,11,0
C0BE,2018,12,0
C065,2018,1,1
C065,2018,2,17
C065,2018,3,3
C065,2018,4,0
C065,2018,5,0
C065,2018,6,0
C065,2018,7,0
C065,2018,8,0
C065,2018,9,0
C065,2018,10,1
C065,2018,11,0
C065,2018,12,0
C003,2018,1,0
C003,2018,2,8
C003,2018,3,0
C003,2018,4,0
C003,2018,5,0
C003,2018,6,0
C003,2018,7,0
C003,2018,8,0
C003,2018,9,0
C003,2018,10,0
C003,2018,11,0
C003,2018,12,0
C039,2018,1,0
C039,2018,2,2
C039,2018,3,0
C039,2018,4,0
C039,2018,5,0
C039,2018,6,0
C039,2018,7,0
C039,2018,8,0
C039,2018,9,0
C039,2018,10,0
C039,2018,11,0
C039,2018,12,0
C075,2018,1,0
C075,2018,2,10
C075,2018,3,1
C075,2018,4,0
C075,2018,5,0
C075,2018,6,0
C075,2018,7,0
C075,2018,8,0
C075,2018,9,0
C075,2018,10,0
C075,2018,11,0
C075,2018,12,0
C074,2018,1,0
C074,2018,2,8
C074,2018,3,0
C074,2018,4,0
C074,2018,5,0
C074,2018,6,0
C074,2018,7,0
C074,2018,8,0
C074,2018,9,0
C074,2018,10,0
C074,2018,11,0
C074,2018,12,0
C009,2018,1,0
C009,2018,2,3
C009,2018,3,0
C009,2018,4,0
C009,2018,5,0
C009,2018,6,0
C009,2018,7,0
C009,2018,8,0
C009,2018,9,0
C009,2018,10,0
C009,2018,11,0
C009,2018,12,0
C038,2018,1,0
C038,2018,2,2
C038,2018,3,0
C038,2018,4,0
C038,2018,5,0
C038,2018,6,0
C038,2018,7,0
C038,2018,8,0
C038,2018,9,0
C038,2018,10,0
C038,2018,11,0
C038,2018,12,0
C033,2018,1,1
C033,2018,2,9
C033,2018,3,0
C033,2018,4,0
C033,2018,5,0
C033,2018,6,0
C033,2018,7,0
C033,2018,8,0
C033,2018,9,0
C033,2018,10,0
C033,2018,11,0
C033,2018,12,0
C0BD,2018,1,0
C0BD,2018,2,10
C0BD,2018,3,2
C0BD,2018,4,0
C0BD,2018,5,0
C0BD,2018,6,0
C0BD,2018,7,0
C0BD,2018,8,0
C0BD,2018,9,0
C0BD,2018,10,0
C0BD,2018,11,0
C0BD,2018,12,0
C036,2018,1,0
C036,2018,2,9
C036,2018,3,0
C036,2018,4,0
C036,2018,5,0
C036,2018,6,0
C036,2018,7,0
C036,2018,8,0
C036,2018,9,0
C036,2018,10,0
C036,2018,11,0
C036,2018,12,1
C045,2018,1,0
C045,2018,2,15
C045,2018,3,2
C045,2018,4,0
C045,2018,5,0
C045,2018,6,0
C045,2018,7,0
C045,2018,8,0
C045,2018,9,0
C045,2018,10,0
C045,2018,11,0
C045,2018,12,0
C0B7,2018,1,0
C0B7,2018,2,10
C0B7,2018,3,1
C0B7,2018,4,0
C0B7,2018,5,0
C0B7,2018,6,0
C0B7,2018,7,0
C0B7,2018,8,0
C0B7,2018,9,0
C0B7,2018,10,0
C0B7,2018,11,0
C0B7,2018,12,1
C019,2018,1,0
C019,2018,2,4
C019,2018,3,0
C019,2018,4,0
C019,2018,5,0
C019,2018,6,0
C019,2018,7,0
C019,2018,8,0
C019,2018,9,0
C019,2018,10,0
C019,2018,11,0
C019,2018,12,0
C057,2018,1,0
C057,2018,2,6
C057,2018,3,0
C057,2018,4,0
C057,2018,5,0
C057,2018,6,0
C057,2018,7,0
C057,2018,8,0
C057,2018,9,0
C057,2018,10,0
C057,2018,11,0
C057,2018,12,0
C063,2018,1,2
C063,2018,2,8
C063,2018,3,2
C063,2018,4,0
C063,2018,5,0
C063,2018,6,0
C063,2018,7,0
C063,2018,8,0
C063,2018,9,0
C063,2018,10,0
C063,2018,11,0
C063,2018,12,3
C046,2018,2,21
C046,2018,3,15
C046,2018,4,1
C046,2018,5,0
C046,2018,6,0
C046,2018,7,0
C046,2018,8,0
C046,2018,9,0
C046,2018,10,3
C046,2018,11,1
C046,2018,12,0
C0BA,2018,1,0
C0BA,2018,2,4
C0BA,2018,3,0
C0BA,2018,4,0
C0BA,2018,5,0
C0BA,2018,6,0
C0BA,2018,7,0
C0BA,2018,8,0
C0BA,2018,9,0
C0BA,2018,10,0
C0BA,2018,11,0
C0BA,2018,12,0
C059,2018,1,2
C059,2018,2,12
C059,2018,3,1
C059,2018,4,0
C059,2018,5,0
C059,2018,6,0
C059,2018,7,0
C059,2018,8,0
C059,2018,9,0
C059,2018,10,0
C059,2018,11,0
C059,2018,12,2
C072,2018,1,9
C072,2018,2,20
C072,2018,3,12
C072,2018,4,1
C072,2018,5,0
C072,2018,6,0
C072,2018,7,0
C072,2018,8,0
C072,2018,9,0
C072,2018,10,4
C072,2018,11,1
C072,2018,12,2
C0B4,2018,1,0
C0B4,2018,2,8
C0B4,2018,3,0
C0B4,2018,4,0
C0B4,2018,5,0
C0B4,2018,6,0
C0B4,2018,7,0
C0B4,2018,8,0
C0B4,2018,9,0
C0B4,2018,10,0
C0B4,2018,11,0
C0B4,2018,12,1
C054,2018,1,12
C054,2018,2,14
C054,2018,3,7
C054,2018,4,1
C054,2018,5,0
C054,2018,6,0
C054,2018,7,0
C054,2018,8,0
C054,2018,9,0
C054,2018,10,1
C054,2018,11,2
C054,2018,12,10
C042,2018,1,0
C042,2018,2,2
C042,2018,3,0
C042,2018,4,0
C042,2018,5,0
C042,2018,6,0
C042,2018,7,0
C042,2018,8,0
C042,2018,9,0
C042,2018,10,0
C042,2018,11,0
C042,2018,12,0
C0B9,2018,1,1
C0B9,2018,2,9
C0B9,2018,3,0
C0B9,2018,4,0
C0B9,2018,5,0
C0B9,2018,6,0
C0B9,2018,7,0
C0B9,2018,8,0
C0B9,2018,9,0
C0B9,2018,10,0
C0B9,2018,11,0
C0B9,2018,12,1
C0C3,2018,1,0
C0C3,2018,2,6
C0C3,2018,3,0
C0C3,2018,4,0
C0C3,2018,5,0
C0C3,2018,6,0
C0C3,2018,7,0
C0C3,2018,8,0
C0C3,2018,9,0
C0C3,2018,10,0
C0C3,2018,11,0
C0C3,2018,12,1
C066,2018,1,1
C066,2018,2,17
C066,2018,3,3
C066,2018,4,0
C066,2018,5,0
C066,2018,6,0
C066,2018,7,0
C066,2018,8,0
C066,2018,9,0
C066,2018,10,0
C066,2018,11,0
C066,2018,12,0
C022,2018,1,13
C022,2018,2,19
C022,2018,3,10
C022,2018,4,1
C022,2018,5,0
C022,2018,6,0
C022,2018,7,0
C022,2018,8,0
C022,2018,9,0
C022,2018,10,3
C022,2018,11,1
C022,2018,12,3
C0B3,2018,1,1
C0B3,2018,2,8
C0B3,2018,3,1
C0B3,2018,4,0
C0B3,2018,5,0
C0B3,2018,6,0
C0B3,2018,7,0
C0B3,2018,8,0
C0B3,2018,9,0
C0B3,2018,10,0
C0B3,2018,11,0
C0B3,2018,12,1
C037,2018,1,0
C037,2018,2,9
C037,2018,3,0
C037,2018,4,0
C037,2018,5,0
C037,2018,6,0
C037,2018,7,0
C037,2018,8,0
C037,2018,9,0
C037,2018,10,0
C0E5,2018,1,2
C0E5,2018,2,9
C0E5,2018,3,2
C0E5,2018,4,0
C0E5,2018,5,0
C0E5,2018,6,0
C0E5,2018,7,0
C0E5,2018,8,0
C0E5,2018,9,0
C0E5,2018,10,0
C0E5,2018,11,0
C0E5,2018,12,1
C0DB,2018,1,6
C0DB,2018,2,14
C0DB,2018,3,5
C0DB,2018,4,0
C0DB,2018,5,0
C0DB,2018,6,0
C0DB,2018,7,0
C0DB,2018,8,0
C0DB,2018,9,0
C0DB,2018,10,1
C0DB,2018,11,1
C0DB,2018,12,3
C0D3,2018,1,2
C0D3,2018,2,13
C0D3,2018,3,2
C0D3,2018,4,0
C0D3,2018,5,0
C0D3,2018,6,0
C0D3,2018,7,0
C0D3,2018,8,0
C0D3,2018,9,0
C0D3,2018,10,0
C0D3,2018,11,0
C0D3,2018,12,2
C0DD,2018,1,0
C0DD,2018,2,8
C0DD,2018,3,0
C0DD,2018,4,0
C0DD,2018,5,0
C0DD,2018,6,0
C0DD,2018,7,0
C0DD,2018,8,0
C0DD,2018,9,0
C0DD,2018,10,0
C0DD,2018,11,0
C0DD,2018,12,0
C0E9,2018,1,1
C0E9,2018,2,7
C0E9,2018,3,1
C0E9,2018,4,0
C0E9,2018,5,0
C0E9,2018,6,0
C0E9,2018,7,0
C0E9,2018,8,0
C0E9,2018,9,0
C0E9,2018,10,0
C0E9,2018,11,0
C0E9,2018,12,0
C078,2018,1,0
C078,2018,2,3
C078,2018,3,1
C078,2018,4,0
C078,2018,5,0
C078,2018,6,0
C078,2018,7,0
C078,2018,8,0
C078,2018,9,0
C078,2018,10,0
C078,2018,11,0
C078,2018,12,0
C052,2018,1,4
C052,2018,2,10
C052,2018,3,2
C052,2018,4,0
C052,2018,5,0
C052,2018,6,0
C052,2018,7,0
C052,2018,8,0
C052,2018,9,0
C052,2018,10,0
C052,2018,11,0
C052,2018,12,1
C0E1,2018,1,2
C0E1,2018,2,10
C0E1,2018,3,2
C0E1,2018,4,0
C0E1,2018,5,0
C0E1,2018,6,0
C0E1,2018,7,0
C0E1,2018,8,0
C0E1,2018,9,0
C0E1,2018,10,0
C0E1,2018,11,0
C0E1,2018,12,1
C077,2018,1,1
C077,2018,2,10
C077,2018,3,1
C077,2018,4,0
C077,2018,5,0
C077,2018,6,0
C077,2018,7,0
C077,2018,8,0
C077,2018,9,0
C077,2018,10,0
C077,2018,11,0
C077,2018,12,0
C080,2018,1,3
C080,2018,2,11
C080,2018,3,3
C080,2018,4,0
C080,2018,5,0
C080,2018,6,0
C080,2018,7,0
C080,2018,8,0
C080,2018,9,0
C080,2018,10,0
C080,2018,11,0
C080,2018,12,0
C0E8,2018,1,2
C0E8,2018,2,9
C0E8,2018,3,1
C0E8,2018,4,0
C0E8,2018,5,0
C0E8,2018,6,0
C0E8,2018,7,0
C0E8,2018,8,0
C0E8,2018,9,0
C0E8,2018,10,0
C0E8,2018,11,0
C0E8,2018,12,0
C023,2018,1,8
C023,2018,2,16
C023,2018,3,4
C023,2018,4,0
C023,2018,5,0
C023,2018,6,0
C023,2018,7,0
C023,2018,8,0
C023,2018,9,0
C023,2018,10,0
C023,2018,11,0
C023,2018,12,1
C084,2018,1,0
C084,2018,2,6
C084,2018,3,0
C084,2018,4,0
C084,2018,5,0
C084,2018,6,0
C084,2018,7,0
C084,2018,8,0
C084,2018,9,0
C084,2018,10,0
C084,2018,11,0
C084,2018,12,0
C0EA,2018,1,2
C0EA,2018,2,9
C0EA,2018,3,1
C0EA,2018,4,0
C0EA,2018,5,0
C0EA,2018,6,0
C0EA,2018,7,0
C0EA,2018,8,0
C0EA,2018,9,0
C0EA,2018,10,0
C0EA,2018,11,0
C0EA,2018,12,0
C026,2018,1,9
C026,2018,2,13
C026,2018,3,2
C026,2018,4,0
C026,2018,5,0
C026,2018,6,0
C026,2018,7,0
C026,2018,8,0
C026,2018,9,0
C026,2018,10,0
C026,2018,11,1
C026,2018,12,4
C058,2018,1,1
C058,2018,2,18
C058,2018,3,2
C058,2018,4,0
C058,2018,5,0
C058,2018,6,0
C058,2018,7,0
C058,2018,8,0
C058,2018,9,0
C058,2018,10,2
C058,2018,11,0
C0F0,2018,1,0
C0F0,2018,2,7
C0F0,2018,3,0
C0F0,2018,4,0
C0F0,2018,5,0
C0F0,2018,6,0
C0F0,2018,7,0
C0F0,2018,8,0
C0F0,2018,9,0
C0F0,2018,10,0
C0F0,2018,11,0
C0F0,2018,12,0
C0F1,2018,1,1
C0F1,2018,2,19
C0F1,2018,3,4
C0F1,2018,4,0
C0F1,2018,5,0
C0F1,2018,6,0
C0F1,2018,7,0
C0F1,2018,8,0
C0F1,2018,9,0
C0F1,2018,10,2
C0F1,2018,11,0
C0F1,2018,12,1
C0E7,2018,1,2
C0E7,2018,2,9
C0E7,2018,3,2
C0E7,2018,4,0
C0E7,2018,5,0
C0E7,2018,6,0
C0E7,2018,7,0
C0E7,2018,8,0
C0E7,2018,9,0
C0E7,2018,10,0
C0E7,2018,11,0
C0E7,2018,12,0
C018,2018,1,0
C018,2018,2,2
C018,2018,3,0
C018,2018,4,0
C018,2018,5,0
C018,2018,6,0
C018,2018,7,0
C018,2018,8,0
C0DC,2018,1,0
C0DC,2018,2,5
C0DC,2018,3,0
C0DC,2018,4,0
C0DC,2018,5,0
C0DC,2018,6,0
C0DC,2018,7,0
C0DC,2018,8,0
C0DC,2018,9,0
C0DC,2018,10,0
C0DC,2018,11,0
C0DC,2018,12,0
C071,2018,1,1
C071,2018,2,9
C071,2018,3,2
C071,2018,4,0
C071,2018,5,0
C071,2018,6,0
C071,2018,7,0
C071,2018,8,0
C071,2018,9,0
C071,2018,10,0
C071,2018,11,0
C071,2018,12,0
C0EC,2018,1,0
C0EC,2018,2,5
C0EC,2018,3,0
C0EC,2018,4,0
C0EC,2018,5,0
C0EC,2018,6,0
C0EC,2018,7,0
C0EC,2018,8,0
C0EC,2018,9,0
C0EC,2018,10,0
C0EC,2018,11,0
C0EC,2018,12,0
C0DE,2018,1,4
C0DE,2018,2,10
C0DE,2018,3,2
C0DE,2018,4,0
C0DE,2018,5,0
C0DE,2018,6,0
C0DE,2018,7,0
C0DE,2018,8,0
C0DE,2018,9,0
C0DE,2018,10,0
C0DE,2018,11,0
C0DE,2018,12,1
C017,2018,1,0
C017,2018,2,6
C017,2018,3,0
C017,2018,4,0
C017,2018,5,0
C017,2018,6,0
C017,2018,7,0
C017,2018,8,0
C017,2018,9,0
C017,2018,10,0
C017,2018,11,0
C017,2018,12,0
C0F4,2018,1,0
C0F4,2018,2,8
C0F4,2018,3,0
C0F4,2018,4,0
C0F4,2018,5,0
C0F4,2018,6,0
C0F4,2018,7,0
C0F4,2018,8,0
C0F4,2018,9,0
C0F4,2018,10,0
C0F4,2018,11,0
C0F4,2018,12,0
C0D1,2018,1,2
C0D1,2018,2,8
C0D1,2018,3,2
C0D1,2018,4,0
C0D1,2018,5,0
C0D1,2018,6,0
C0D1,2018,7,0
C0D1,2018,8,0
C0D1,2018,9,0
C0D1,2018,10,0
C0D1,2018,11,0
C0D1,2018,12,1
C043,2018,1,2
C043,2018,2,9
C043,2018,3,2
C043,2018,4,0
C043,2018,5,0
C043,2018,6,0
C043,2018,7,0
C043,2018,8,0
C043,2018,9,0
C043,2018,10,0
C043,2018,11,0
C043,2018,12,0
C0D2,2018,1,2
C0D2,2018,2,8
C0D2,2018,3,2
C0D2,2018,4,0
C0D2,2018,5,0
C0D2,2018,6,0
C0D2,2018,7,0
C0D2,2018,8,0
C0D2,2018,9,0
C0D2,2018,10,0
C0D2,2018,11,0
C0D2,2018,12,1
C007,2018,1,0
C007,2018,2,2
C007,2018,3,0
C007,2018,4,0
C007,2018,5,0
C007,2018,6,0
C007,2018,7,0
C007,2018,8,0
C0D0,2018,1,3
C0D0,2018,2,10
C0D0,2018,3,2
C0D0,2018,4,0
C0D0,2018,5,0
C0D0,2018,6,0
C0D0,2018,7,0
C0D0,2018,8,0
C0D0,2018,9,0
C0D0,2018,10,0
C0D0,2018,11,0
C0D0,2018,12,1
C064,2018,1,0
C064,2018,2,2
C064,2018,3,0
C064,2018,4,0
C064,2018,5,0
C064,2018,6,0
C064,2018,7,0
C064,2018,8,0
C064,2018,9,0
C064,2018,10,0
C064,2018,11,0
C064,2018,12,0
C028,2018,1,0
C028,2018,2,12
C028,2018,3,2
C028,2018,4,0
C028,2018,5,0
C028,2018,6,0
C028,2018,7,0
C028,2018,8,0
C028,2018,9,0
C028,2018,10,0
C028,2018,11,0
C028,2018,12,1
C029,2018,1,0
C029,2018,2,6
C029,2018,3,0
C029,2018,4,0
C029,2018,5,0
C029,2018,6,0
C029,2018,7,0
C029,2018,8,0
C029,2018,9,0
C029,2018,10,0
C029,2018,11,0
C029,2018,12,0
C076,2019,1,12
C076,2019,2,18
C076,2019,3,10
C076,2019,4,2
C076,2019,5,2
C076,2019,6,0
C076,2019,7,0
C076,2019,8,0
C076,2019,9,0
C076,2019,10,0
C076,2019,11,2
C076,2019,12,12
C0A4,2019,1,12
C0A4,2019,2,18
C0A4,2019,3,17
C0A4,2019,4,3
C0A4,2019,5,5
C0A4,2019,6,0
C0A4,2019,7,0
C0A4,2019,8,0
C0A4,2019,9,0
C0A4,2019,10,0
C0A4,2019,11,2
C0A4,2019,12,15
C056,2019,1,11
C056,2019,2,11
C056,2019,3,8
C056,2019,4,1
C056,2019,5,2
C056,2019,6,0
C056,2019,7,0
C056,2019,8,0
C056,2019,9,0
C056,2019,10,0
C056,2019,11,1
C056,2019,12,9
C035,2019,1,13
C035,2019,2,12
C035,2019,3,10
C035,2019,4,5
C035,2019,5,3
C035,2019,6,0
C035,2019,7,0
C035,2019,8,0
C035,2019,9,0
C035,2019,10,0
C035,2019,11,4
C035,2019,12,12
C0A3,2019,1,13
C0A3,2019,2,18
C0A3,2019,3,14
C0A3,2019,4,2
C0A3,2019,5,2
C0A3,2019,6,0
C0A3,2019,7,0
C0A3,2019,8,0
C0A3,2019,9,0
C0A3,2019,10,0
C0A3,2019,11,4
C0A3,2019,12,9
C016,2019,1,10
C016,2019,2,13
C016,2019,3,6
C016,2019,4,1
C016,2019,5,1
C016,2019,6,0
C016,2019,7,0
C016,2019,8,0
C016,2019,9,0
C016,2019,10,0
C016,2019,11,1
C016,2019,12,8
C025,2019,1,9
C025,2019,2,7
C025,2019,3,1
C025,2019,4,3
C025,2019,5,2
C025,2019,6,0
C025,2019,7,0
C025,2019,8,0
C025,2019,9,0
C025,2019,10,0
C025,2019,11,3
C025,2019,12,6
C0A2,2019,1,15
C0A2,2019,2,12
C0A2,2019,3,12
C0A2,2019,4,3
C0A2,2019,5,1
C0A2,2019,6,0
C0A2,2019,7,0
C0A2,2019,8,0
C0A2,2019,9,0
C0A2,2019,10,0
C0A2,2019,11,1
C0A2,2019,12,11
C034,2019,1,11
C034,2019,2,19
C034,2019,3,12
C034,2019,4,3
C034,2019,5,1
C034,2019,6,0
C034,2019,7,0
C034,2019,8,0
C034,2019,9,0
C034,2019,10,0
C034,2019,11,4
C034,2019,12,12
C0AA,2019,2,0
C0AA,2019,3,11
C0AA,2019,4,3
C0AA,2019,5,4
C0AA,2019,6,0
C0AA,2019,7,0
C0AA,2019,8,0
C0AA,2019,9,0
C0AA,2019,10,0
C0AA,2019,11,1
C0AA,2019,12,10
C067,2019,1,5
C067,2019,2,1
C067,2019,3,0
C067,2019,4,1
C067,2019,5,0
C067,2019,6,0
C067,2019,7,0
C067,2019,8,0
C067,2019,9,0
C067,2019,10,0
C067,2019,11,0
C067,2019,12,3
C040,2019,1,3
C040,2019,2,1
C040,2019,3,0
C040,2019,4,0
C040,2019,5,0
C040,2019,6,0
C040,2019,7,0
C040,2019,8,0
C040,2019,9,0
C040,2019,10,0
C040,2019,11,0
C040,2019,12,6
C044,2019,1,12
C044,2019,2,10
C044,2019,3,3
C044,2019,4,3
C044,2019,5,2
C044,2019,6,0
C044,2019,7,0
C044,2019,8,0
C044,2019,9,0
C044,2019,10,0
C044,2019,11,3
C044,2019,12,11
C048,2019,1,18
C048,2019,2,5
C048,2019,3,6
C048,2019,4,4
C048,2019,5,1
C048,2019,6,0
C048,2019,7,0
C048,2019,8,0
C048,2019,9,0
C048,2019,10,0
C048,2019,11,7
C048,2019,12,2
C068,2019,1,8
C068,2019,2,7
C068,2019,3,8
C068,2019,4,1
C068,2019,5,1
C068,2019,6,0
C068,2019,7,0
C068,2019,8,0
C068,2019,9,0
C068,2019,10,0
C068,2019,11,0
C068,2019,12,10
C024,2019,1,27
C024,2019,2,15
C024,2019,3,18
C024,2019,4,9
C024,2019,5,6
C024,2019,6,1
C024,2019,7,0
C024,2019,8,0
C024,2019,9,0
C024,2019,10,1
C024,2019,11,9
C024,2019,12,15
C00A,2019,1,7
C00A,2019,2,14
C00A,2019,3,9
C00A,2019,4,2
C00A,2019,5,1
C00A,2019,6,0
C00A,2019,7,0
C00A,2019,8,0
C00A,2019,9,0
C00A,2019,10,0
C00A,2019,11,2
C00A,2019,12,11
C047,2019,1,16
C047,2019,2,4
C047,2019,3,2
C047,2019,4,4
C047,2019,5,1
C047,2019,6,0
C047,2019,7,0
C047,2019,8,0
C047,2019,9,0
C047,2019,10,0
C047,2019,11,8
C047,2019,12,2
C031,2019,1,0
C031,2019,2,0
C031,2019,3,0
C031,2019,4,0
C031,2019,5,0
C031,2019,6,0
C031,2019,7,0
C031,2019,8,0
C031,2019,9,0
C031,2019,10,0
C031,2019,11,0
C031,2019,12,3
C041,2019,1,14
C041,2019,2,19
C041,2019,3,14
C041,2019,4,4
C041,2019,5,4
C041,2019,6,0
C041,2019,7,0
C041,2019,8,0
C041,2019,9,0
C041,2019,10,0
C041,2019,11,3
C041,2019,12,14
C055,2019,1,15
C055,2019,2,19
C055,2019,3,12
C055,2019,4,3
C055,2019,5,2
C055,2019,6,0
C055,2019,7,0
C055,2019,8,0
C055,2019,9,0
C055,2019,10,0
C055,2019,11,5
C055,2019,12,13
C060,2019,1,10
C060,2019,2,9
C060,2019,3,1
C060,2019,4,2
C060,2019,5,1
C060,2019,6,0
C060,2019,7,0
C060,2019,8,0
C060,2019,9,0
C060,2019,10,0
C060,2019,11,1
C060,2019,12,6
C0A1,2019,1,11
C0A1,2019,2,22
C0A1,2019,3,13
C0A1,2019,4,5
C0A1,2019,5,5
C0A1,2019,6,0
C0A1,2019,7,0
C0A1,2019,8,0
C0A1,2019,9,0
C0A1,2019,10,1
C0A1,2019,11,2
C0A1,2019,12,13
C021,2019,1,15
C021,2019,2,13
C021,2019,3,4
C021,2019,4,4
C021,2019,5,3
