code,year,month,irradiacion_media_diaria
C019,2018,9,14.8
C019,2018,10,8.7
C019,2018,11,6.2
C019,2018,12,4.0
C057,2018,1,4.0
C057,2018,2,5.9
C057,2018,3,10.8
C057,2018,4,14.1
C057,2018,5,15.6
C057,2018,6,17.7
C057,2018,7,18.4
C057,2018,8,18.5
C057,2018,9,15.4
C057,2018,10,9.3
C057,2018,11,5.9
C057,2018,12,4.2
G059,2018,1,4.5
G059,2018,2,6.2
G059,2018,3,10.9
G059,2018,4,14.5
G059,2018,5,16.7
G059,2018,6,18.6
G059,2018,7,19.4
G059,2018,8,19.3
G059,2018,9,16.3
G059,2018,10,9.5
G059,2018,11,6.3
G059,2018,12,4.6
C054,2018,1,4.1
C054,2018,2,6.1
C054,2018,3,10.6
C054,2018,4,13.5
C054,2018,5,14.1
C054,2018,6,18.0
C054,2018,7,18.7
C054,2018,8,18.7
C054,2018,9,15.6
C054,2018,10,9.1
C054,2018,11,6.1
C054,2018,12,4.3
C022,2018,1,4.1
C022,2018,2,5.7
C022,2018,3,9.3
C022,2018,4,12.9
C022,2018,5,13.2
C022,2018,6,15.6
C022,2018,7,16.4
C022,2018,8,17.8
C022,2018,9,15.5
C022,2018,10,8.7
C022,2018,11,5.9
C022,2018,12,4.4
C037,2018,1,4.3
C037,2018,2,5.9
C037,2018,3,10.7
C037,2018,4,13.3
C037,2018,5,16.6
C037,2018,6,17.7
C037,2018,7,18.0
C037,2018,8,18.3
C037,2018,9,15.4
C037,2018,10,9.0
C037,2018,11,6.1
C037,2018,12,4.5
C023,2018,1,4.1
C023,2018,2,5.8
C023,2018,3,10.5
C023,2018,4,13.0
C023,2018,5,13.6
C023,2018,6,17.0
C023,2018,7,18.0
C023,2018,8,18.3
C023,2018,9,15.5
C023,2018,10,9.3
C023,2018,11,6.3
C023,2018,12,4.8
C058,2018,1,4.2
C058,2018,2,6.0
C058,2018,3,10.0
C058,2018,4,13.8
C058,2018,5,13.7
C058,2018,6,16.8
C058,2018,7,18.3
C058,2018,8,18.4
C058,2018,9,16.1
C058,2018,10,9.2
C058,2018,11,5.9
C058,2018,12,4.5
C018,2018,6,16.5
C018,2018,7,21.8
C018,2018,8,19.4
C018,2018,9,16.3
C018,2018,10,9.3
C018,2018,11,5.6
C018,2018,12,4.0
C0DC,2018,1,3.7
C0DC,2018,2,5.8
C0DC,2018,3,10.2
C0DC,2018,4,13.8
C0DC,2018,5,14.7
C0DC,2018,6,16.6
C0DC,2018,7,19.0
C0DC,2018,8,17.0
C0DC,2018,9,15.4
C0DC,2018,10,8.6
C0DC,2018,11,5.1
C0DC,2018,12,3.5
C0EC,2018,1,4.0
C0EC,2018,2,5.8
C0EC,2018,3,9.6
C0EC,2018,4,12.5
C0EC,2018,5,13.7
C0EC,2018,6,15.5
C0EC,2018,7,17.7
C0EC,2018,8,17.0
C0EC,2018,9,14.5
C0EC,2018,10,8.2
C0EC,2018,11,5.6
C0EC,2018,12,3.8
C043,2018,1,3.9
C043,2018,2,6.0
C043,2018,3,10.4
C043,2018,4,13.8
C043,2018,5,13.8
C043,2018,6,16.5
C043,2018,7,18.5
C043,2018,8,18.0
C043,2018,9,15.6
C043,2018,10,9.1
C043,2018,11,5.7
C043,2018,12,4.3
C007,2018,1,4.3
C007,2018,2,5.9
C007,2018,3,10.4
C007,2018,4,13.1
C007,2018,5,15.6
C007,2018,6,17.9
C007,2018,7,20.5
C007,2018,8,18.9
C007,2018,9,16.1
C007,2018,10,8.9
C007,2018,11,5.8
C007,2018,12,4.2
C029,2018,1,4.1
C029,2018,2,6.0
C029,2018,3,10.1
C029,2018,4,13.3
C029,2018,5,14.0
C029,2018,6,15.3
C029,2018,7,16.8
C029,2018,8,16.9
C029,2018,9,15.0
C029,2018,10,8.7
C029,2018,11,6.0
C029,2018,12,4.2
C035,2019,1,4.0
C035,2019,2,11.5
C035,2019,3,14.7
C035,2019,4,16.7
C035,2019,5,19.1
C035,2019,6,23.3
C035,2019,7,21.7
C035,2019,8,20.7
C035,2019,9,15.6
C035,2019,10,10.0
C035,2019,11,4.4
C035,2019,12,4.4
C016,2019,1,4.4
C016,2019,2,11.3
C016,2019,3,15.4
C016,2019,4,15.9
C016,2019,5,19.5
C016,2019,6,24.4
C016,2019,7,22.2
C016,2019,8,21.4
C016,2019,9,15.7
C016,2019,10,10.0
C016,2019,11,4.6
C016,2019,12,4.2
C0AA,2019,1,4.5
C0AA,2019,2,11.0
C0AA,2019,3,15.3
C0AA,2019,4,16.2
C0AA,2019,5,19.2
C0AA,2019,6,24.4
C0AA,2019,7,22.6
C0AA,2019,8,21.5
C0AA,2019,9,15.7
C0AA,2019,10,10.3
C0AA,2019,11,4.6
C0AA,2019,12,4.7
C040,2019,1,4.6
C040,2019,2,11.5
C040,2019,3,15.7
C040,2019,4,16.5
C040,2019,5,19.8
C040,2019,6,24.2
C040,2019,7,22.1
C040,2019,8,21.1
C040,2019,9,16.0
C040,2019,10,10.6
C040,2019,11,5.0
C040,2019,12,4.6
C048,2019,1,3.9
C048,2019,2,11.3
C048,2019,3,14.5
C048,2019,4,15.6
C048,2019,5,18.0
C048,2019,6,23.1
C048,2019,7,21.2
C048,2019,8,20.3
C048,2019,9,15.3
C048,2019,10,10.2
C048,2019,11,4.1
C048,2019,12,4.8
C024,2019,1,4.0
C024,2019,2,12.0
C024,2019,3,14.7
C024,2019,4,16.2
C024,2019,5,18.3
C024,2019,6,25.1
C024,2019,7,24.5
C00A,2019,1,4.3
C00A,2019,2,11.7
C00A,2019,3,15.6
C00A,2019,4,16.8
C00A,2019,5,19.5
C00A,2019,6,25.4
C00A,2019,7,23.6
C00A,2019,8,22.4
C00A,2019,9,16.9
C00A,2019,10,10.2
C00A,2019,11,4.6
C00A,2019,12,4.5
C031,2019,1,5.0
C031,2019,2,11.9
C031,2019,3,16.4
C031,2019,4,17.5
C031,2019,5,21.3
C031,2019,6,26.3
C031,2019,7,24.4
C031,2019,8,23.3
C031,2019,9,17.6
C031,2019,10,11.0
C031,2019,11,5.6
C031,2019,12,4.7
C041,2019,1,3.7
C041,2019,2,11.9
C041,2019,3,16.7
C041,2019,4,17.6
C041,2019,5,21.5
C041,2019,6,26.7
C041,2019,7,25.5
C041,2019,8,22.5
C041,2019,9,17.4
C041,2019,10,9.8
C041,2019,11,5.1
C041,2019,12,5.1
C060,2019,1,5.4
C060,2019,2,12.2
C060,2019,3,16.6
C060,2019,4,17.8
C060,2019,5,20.4
C060,2019,6,24.7
C060,2019,7,23.7
C060,2019,8,22.4
C060,2019,9,17.0
C060,2019,10,11.4
C060,2019,11,5.4
C060,2019,12,4.8
C030,2019,1,4.5
C030,2019,2,11.6
C030,2019,3,15.2
C030,2019,4,16.4
C030,2019,5,19.1
C030,2019,6,23.4
C030,2019,7,22.7
C030,2019,8,21.1
C030,2019,9,16.2
C030,2019,10,10.3
C030,2019,11,4.3
C030,2019,12,4.7
C051,2019,1,4.0
C051,2019,2,11.0
C051,2019,3,14.4
C051,2019,4,16.1
C051,2019,5,19.0
C051,2019,6,21.2
C051,2019,7,18.7
C051,2019,8,13.4
C00B,2019,1,3.9
C00B,2019,2,10.8
C00B,2019,3,15.0
C00B,2019,4,15.8
C00B,2019,5,20.2
C00B,2019,6,22.7
C00B,2019,7,20.7
C00B,2019,8,19.9
C00B,2019,9,14.8
C00B,2019,10,9.9
C00B,2019,11,4.5
C00B,2019,12,3.8
C020,2019,1,4.0
C020,2019,2,10.8
C020,2019,3,14.8
C020,2019,4,15.5
C020,2019,5,18.9
C020,2019,6,24.1
C020,2019,7,22.1
C020,2019,8,20.8
C020,2019,9,15.6
C020,2019,10,11.1
C020,2019,11,5.0
C020,2019,12,4.5
C050,2019,1,4.5
C050,2019,2,11.4
C050,2019,3,15.8
C050,2019,4,16.4
C050,2019,5,20.2
C050,2019,6,24.6
C050,2019,7,22.2
C050,2019,8,21.3
C050,2019,9,15.7
C050,2019,10,10.8
C050,2019,11,5.1
C050,2019,12,3.9
C002,2019,1,4.0
C002,2019,2,10.0
C002,2019,3,14.5
C002,2019,4,15.4
C002,2019,5,19.4
C002,2019,6,20.5
C002,2019,7,19.2
C002,2019,8,17.4
C002,2019,9,15.5
C002,2019,10,9.2
C002,2019,11,4.1
C002,2019,12,4.5
C069,2019,1,3.7
C069,2019,2,10.5
C069,2019,3,14.6
C069,2019,4,16.1
C069,2019,5,19.8
C069,2019,6,21.1
C069,2019,7,19.1
C069,2019,8,17.8
C069,2019,9,15.6
C069,2019,10,9.1
C069,2019,11,4.0
C069,2019,12,4.1
C065,2019,1,3.9
C065,2019,2,11.0
C065,2019,3,15.1
C065,2019,4,15.9
C065,2019,5,18.8
C065,2019,6,19.4
C065,2019,7,19.0
C065,2019,8,16.9
C065,2019,9,14.9
C065,2019,10,9.6
C065,2019,11,4.3
C065,2019,12,4.8
C003,2019,1,3.6
C003,2019,2,10.4
C003,2019,3,13.9
C003,2019,4,14.7
C003,2019,5,18.7
C003,2019,6,18.5
C003,2019,7,18.6
C003,2019,8,16.8
C003,2019,9,14.3
C003,2019,10,9.0
C003,2019,11,1.7
C003,2019,12,0.9
C039,2019,1,3.9
C039,2019,2,10.7
C039,2019,3,14.6
C039,2019,4,15.7
C039,2019,5,19.6
C039,2019,6,18.9
C039,2019,7,19.7
C039,2019,8,17.5
C039,2019,9,15.1
C039,2019,10,9.1
C039,2019,11,4.0
C039,2019,12,4.7
C036,2019,1,4.0
C036,2019,2,10.6
C036,2019,3,14.3
C036,2019,4,15.4
C036,2019,5,18.1
C036,2019,6,21.1
C036,2019,7,19.5
C036,2019,8,17.7
C036,2019,9,15.5
C036,2019,10,9.5
C036,2019,11,4.1
C036,2019,12,4.6
C019,2019,1,3.4
C019,2019,2,10.4
C019,2019,3,14.4
C019,2019,4,14.4
C019,2019,5,17.8
C019,2019,6,19.4
C019,2019,7,18.0
C019,2019,8,16.8
C019,2019,9,14.7
C019,2019,10,8.5
C019,2019,11,3.6
C019,2019,12,4.1
C057,2019,1,3.9
C057,2019,2,10.4
C057,2019,3,14.0
C057,2019,4,15.2
C057,2019,5,19.2
C057,2019,6,19.9
C057,2019,7,18.7
C057,2019,8,17.4
C057,2019,9,15.0
C057,2019,10,9.1
C057,2019,11,3.6
C057,2019,12,4.2
G059,2019,1,4.0
G059,2019,2,10.8
G059,2019,3,15.0
G059,2019,4,16.1
G059,2019,5,18.5
G059,2019,6,21.7
G059,2019,7,20.9
G059,2019,8,19.3
G059,2019,9,14.9
G059,2019,10,9.5
G059,2019,11,4.3
G059,2019,12,4.8
C054,2019,1,3.9
C054,2019,2,11.5
C054,2019,3,14.1
C054,2019,4,15.4
C054,2019,5,17.3
C054,2019,6,20.6
C054,2019,7,18.7
C054,2019,8,17.9
C054,2019,9,15.6
C054,2019,10,9.1
C054,2019,11,3.9
C054,2019,12,4.4
C022,2019,1,3.7
C022,2019,2,10.9
C022,2019,3,13.8
C022,2019,4,14.5
C022,2019,5,17.2
C022,2019,6,20.5
C022,2019,7,18.8
C022,2019,8,17.4
C022,2019,9,14.4
C022,2019,10,9.3
C022,2019,11,3.8
C022,2019,12,4.4
C037,2019,1,3.9
C037,2019,2,10.4
C037,2019,3,14.0
C037,2019,4,15.1
C037,2019,5,19.6
C037,2019,6,20.6
C037,2019,7,19.1
C037,2019,8,17.7
C037,2019,9,14.7
C037,2019,10,9.2
C037,2019,11,4.1
C037,2019,12,4.4
C023,2019,1,4.0
C023,2019,2,10.8
C023,2019,3,14.1
C023,2019,4,14.7
C023,2019,5,17.6
C023,2019,6,20.4
C023,2019,7,19.0
C023,2019,8,17.7
C023,2019,9,15.2
C023,2019,10,9.5
C023,2019,11,4.0
C023,2019,12,4.8
C058,2019,1,3.6
C058,2019,2,11.1
C058,2019,3,13.7
C058,2019,4,15.1
C058,2019,5,18.1
C058,2019,6,21.9
C058,2019,7,18.7
C058,2019,8,18.0
C058,2019,9,15.3
C058,2019,10,9.7
C058,2019,11,3.7
C058,2019,12,4.6
C018,2019,1,4.0
C018,2019,2,10.3
C018,2019,3,14.4
C018,2019,4,15.9
C018,2019,5,20.3
C018,2019,6,21.3
C018,2019,7,19.9
C018,2019,8,18.8
C018,2019,9,16.5
C018,2019,10,9.4
C018,2019,11,4.2
C018,2019,12,4.4
C0DC,2019,1,3.0
C0DC,2019,2,9.4
C0DC,2019,3,13.5
C0DC,2019,4,14.2
C0DC,2019,5,17.7
C0DC,2019,6,20.6
C0DC,2019,7,18.8
C0DC,2019,8,16.7
C0DC,2019,9,15.0
C0DC,2019,10,9.1
C0DC,2019,11,3.7
C0DC,2019,12,3.7
C0EC,2019,1,3.7
C0EC,2019,2,9.9
C0EC,2019,3,13.4
C0EC,2019,4,14.5
C0EC,2019,5,17.7
C0EC,2019,6,18.7
C0EC,2019,7,16.8
C0EC,2019,8,16.3
C0EC,2019,9,14.1
C0EC,2019,10,8.7
C0EC,2019,11,3.6
C0EC,2019,12,4.1
C043,2019,1,3.7
C043,2019,2,10.2
C043,2019,3,13.8
C043,2019,4,15.1
C043,2019,5,17.9
C043,2019,6,21.0
C043,2019,7,19.3
C043,2019,8,17.4
C043,2019,9,15.0
C043,2019,10,8.9
C043,2019,11,3.9
C043,2019,12,4.3
C007,2019,1,3.8
C007,2019,2,10.9
C007,2019,3,14.5
C007,2019,4,15.0
C007,2019,5,19.0
C007,2019,6,19.9
C007,2019,7,18.8
C007,2019,8,17.1
C007,2019,9,16.2
C007,2019,10,8.4
C007,2019,11,3.7
C007,2019,12,4.3
C029,2019,1,3.9
C029,2019,2,10.3
C029,2019,3,13.2
C029,2019,4,14.7
C029,2019,5,17.1
C029,2019,6,18.5
C029,2019,7,17.3
C029,2019,8,15.9
C029,2019,9,14.6
C029,2019,10,9.1
C029,2019,11,3.9
C029,2019,12,4.3
