COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
C0B6;Berna;95;2.8;2.8;1.2;3.8;4;1.5;5.3;3.5;6.3;2.8;3.6;1.9;6.3
C0BE;Berriatua;25;2.6;1.8;3.4;6.2;2.5;1.4;2.5;2.3;3;3.3;6.5;5.4;6.5
C065;Cerroja;677;2.8;1.6;1.2;7.4;1.5;1.5;3.4;9.4;3.3;2.9;2.3;1.1;9.4
C003;Derio;30;4.9;1.7;2.4;7.3;2;2.1;2.5;4.6;5.8;2.8;6.6;4.8;7.3
C039;Deusto;3;3.3;2.9;2;3;2;0.7;2.6;4.1;3.1;2.8;5.5;4.2;5.5
C075;Eitzaga;270;3.6;1.4;2.5;2.2;1.8;1.9;5.1;3.3;2.8;3.7;5.1;3.2;5.1
C074;Elorrio;167;1.9;1.5;1.5;2.4;2.6;1.5;2.8;3.7;5.1;3.4;4.6;3.4;5.1
C009;Galdakao;30;2.7;1.5;1.9;5.8;2.7;1;2.1;5.9;5.9;2.3;3.5;2.9;5.9
C038;Galindo;5;3.7;3.2;2.9;6.3;1.6;1.3;2.9;1.2;2.4;2.6;4.3;3.5;6.3
C033;Igorre;150;2.4;1.8;1.8;4.3;1.6;1.5;6.7;7.2;8;1.8;4.4;1.7;8.0
C0BD;Iruzubieta;110;2.2;1.3;1.8;3.5;2;2.3;3.5;2.3;3.4;3.8;4;2.1;4.0
C036;Iurreta;180;2.2;1.8;2.7;3.7;2.2;2.3;5.9;2.8;6.9;3.4;5;2.3;6.9
C045;La Garbea;717;2.6;1.4;1.1;2.4;1.4;1.2;2.2;0.9;3.7;1.5;4.3;2.4;4.3
C0B7;Mañaria;168;2.5;2;1.3;4.8;2.8;1.5;6.6;1.7;8.4;4.2;3.9;2.6;8.4
C019;Matxitxako;433;2.7;2.8;2.7;3.1;2;2.2;4.8;2.9;8.5;9.4;3.7;4;9.4
C057;Mungia;22;3.6;1.3;1.8;2.8;3.5;1.4;3.7;7.2;9.5;3.3;2.9;3.6;9.5
C063;Muxika;16;2.8;1.3;1.7;3;1.9;1.2;6.8;5.3;5;3.8;5.1;4.1;6.8
C046;Oiz;980;1.9;0.9;1.5;1.5;3.8;1.1;0.4;2.6;4.2;4.4;4.1;1.4;4.4
C0BA;Oleta;14;2.8;1.6;2.8;3.3;2.2;1.8;7.2;4.5;3.1;2.3;5.6;7.1;7.2
C059;Ordunte;300;1.8;1.3;1.2;4.8;1.2;1.5;1.4;0.8;4.5;1.8;2;1.8;4.8
C072;Orduña;934;1.6;1.1;1.3;7.2;1.3;1;3.2;3.7;4.8;1.4;2.7;0.7;7.2
C0B4;Orozko;200;2;1.6;2.3;8.5;1.1;1.1;5.8;2.7;4.7;2.1;5.5;2.5;8.5
C054;Otxandio;556;2.5;1.7;1.1;3.3;3.9;1.9;13.2;4.8;9.9;3.9;3.3;2.1;13.2
C042;Punta Galea;61;2.6;1.3;1.4;2.3;2.4;0.7;2.3;1.1;1.6;6.1;3.9;3.9;6.1
C0B9;Sangroniz;10;2.9;2.2;3.5;3.6;1.5;0.8;4.7;2.5;4.7;2.4;2.9;3.7;4.7
C0C3;Sodupe;55;3.3;1.9;1.9;3;1.6;0.9;2.9;2.7;6.3;1.7;4.5;2.5;6.3
C022;Urkiola;709;2.8;1.3;1.8;4.7;3.1;1.7;4;4.4;6.7;3.7;4;3.5;6.7
C0B3;Urkizu;75;2.8;1.5;1.9;3.9;1.2;0.8;4.2;4.7;3.6;1.8;3.7;1.7;4.7
C037;Venta Alta;162;3.5;2.2;1.7;4.9;2.1;1.1;4.6;6.3;4;1.9;4.8;2.6;6.3
C0E5;Agauntza;180;1.5;1.8;2.4;4.5;1.1;1.8;7.7;5;2.5;2.3;8.5;1;8.5
C0DB;Aitzu;312;3.7;2.7;1.1;12.3;1.4;1.1;5.1;9.2;5;3.3;2.8;2;12.3
C0D3;Aixola;320;3.3;1.9;3.1;2.9;3.4;1.6;7.3;4.8;5.2;6.1;4.8;5.4;7.3
C0DD;Aizarnazabal;25;3.4;1.3;4.5;5.6;2.1;1.4;3.8;4.2;4.9;12.2;5.7;4.9;12.2
C0E9;Alegia;90;2.3;2;1.8;3.9;1.1;1.2;8.3;9;2.6;5.9;4;1.5;9.0
C078;Altzola;17;2.6;2.3;1.8;4.2;1.9;1.2;3.3;3.2;3.6;2.9;4.9;2.9;4.9
C052;Ameraun;285;3.3;2.3;2.1;6;2.6;2.2;4.2;10.2;4.7;5.1;3.9;1.8;10.2
C0E1;Amundarain;111;1.5;1.2;3.2;6;1.3;2.8;3.4;4.9;2.5;6.2;3.7;1;6.2
C077;Andoain;52;3;2.8;2.5;3.3;2.3;2;6.3;6.1;4.2;2.9;3.8;2.3;6.3
C080;Añarbe;184;4.4;3.2;3.9;8.1;4.1;3.1;4.5;7.7;2.6;6.9;4.6;3.6;8.1
C0E8;Araxes;141;2.8;1.5;1.9;1.9;1.1;1.4;5.3;11.2;3.6;3.3;3;1.4;11.2
C023;Arrasate;318;2.8;1.6;1.2;2.7;3.3;1.4;2.8;5;5.1;3.2;3.8;2.5;5.1
C084;Behobia;5;3.5;1.2;1.5;2.5;3.1;3.5;6.2;5.3;3.3;4.2;5.4;3.3;6.2
C0EA;Belauntza;105;3.4;2.6;2.5;3.2;1.4;2;8.5;8.7;2.9;3.6;3.4;3.3;8.7
C026;Berastegi;379;3.4;2.9;3.9;6;2.6;2;7.3;6.6;3.1;3;2.7;1.4;7.3
C058;Bidania;592;2.5;2.7;1.3;7.1;1.7;1.9;4.2;9.8;3.5;7;3.1;2.3;9.8
C0F0;Ereñozu;25;4.1;2.3;2;4.9;5.7;2.5;4.6;8.5;3.5;4.3;4.3;2.4;8.5
C0F1;Eskas;650;4.9;2.2;2;3.9;5.8;3.3;4.8;12.6;4;5.6;5.5;2.6;12.6
C0E7;Estanda;195;1.6;1.5;2.1;4.3;1.3;1.3;7.8;10.6;3;2.2;3.3;1.3;10.6
C0DC;Ibai Eder;90;3.7;3.6;2.6;4.9;1.2;1.3;2.3;3.8;2.7;3.1;5.8;1.3;5.8
C0EC;Lasarte;18;4.6;4.2;3.7;3.5;2.4;2.4;5.7;6.6;3.3;5.8;5.1;2.2;6.6
C0DE;Matxinbenta;250;3.8;1.9;1.3;4.4;1.2;0.8;4.1;7.3;3.1;6.7;3.5;1.7;7.3
C017;Miramon;113;4.2;2;2.3;4.1;5.9;2;5.4;5.4;4;8;4.4;2.4;8.0
C0F4;Oiartzun;53;4.4;1.9;2.2;3.8;5;3.1;5.7;8.8;5.6;5.7;5.7;2.2;8.8
C0D1;Oñati;195;3;1.3;2.8;7.7;2.5;1;4.5;8.8;2.6;5;3.4;2.2;8.8
C043;Ordizia;243;1.8;1.6;1.4;5.1;1.3;2.1;4.4;6.6;3.8;3.1;4.1;1.4;6.6
C0D2;San Prudentzio;175;2.7;1.3;2.4;3.9;2;0.8;2.3;8.5;3.1;3.6;4.1;1.4;8.5
C0D0;Urkulu;340;4.2;1.6;2.3;13.7;1.4;1.1;11.9;11;2.4;5.9;5.4;1.8;13.7
C064;Zarautz;80;4.6;1;3.2;4.2;2.8;1.3;5;5.6;3.3;6.5;4.7;2.8;6.5
C028;Zegama;520;2.5;1.2;2.3;5.9;1.9;1.2;6.6;4.6;5.9;3.1;7.1;1.9;7.1
C029;Zizurkil;149;2.8;2.3;1.9;2.8;2.1;2.3;7.3;6.8;3.3;3.1;4.3;3.5;7.3
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
;;;;PRECIPITACIÓN MÁXIMA EN 10 MINUTOS (l/m2);;;;;;;;;;;
