COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;SUMA
C063;Muxika;16;21;20;18;13;10;11;8;11;6;10;14;8;150
C046;Oiz;980;19;19;17;15;15;14;13;11;7;10;17;9;166
C0BA;Oleta;14;21;20;20;15;10;11;12;10;6;9;15;7;156
C059;Ordunte;300;18;18;18;14;11;8;6;3;4;10;9;5;124
C072;Orduña;934;16;18;18;13;17;14;13;8;4;10;10;4;145
C0B4;Orozko;200;18;18;18;14;14;13;10;5;2;11;12;6;141
C054;Otxandio;556;19;18;19;13;15;10;11;4;4;12;13;7;145
C042;Punta Galea;61;16;17;17;12;8;12;8;7;3;10;10;5;125
C0B9;Sangroniz;10;19;20;17;13;10;12;8;9;3;10;13;6;140
C0C3;Sodupe;55;20;19;20;12;11;12;8;5;3;10;11;6;137
C022;Urkiola;709;19;20;18;14;16;14;11;8;6;11;14;9;160
C0B3;Urkizu;75;19;20;19;14;13;13;10;10;4;10;13;8;153
C037;Venta Alta;162;21;19;20;14;14;13;8;10;4;9;14;6;152
C0E5;Agauntza;180;17;20;21;13;14;9;10;6;3;11;15;6;145
C0DB;Aitzu;312;16;20;19;12;13;9;11;8;5;11;15;9;148
C0D3;Aixola;320;19;20;19;13;16;14;12;10;6;12;15;8;164
C0DD;Aizarnazabal;25;18;20;19;15;14;14;13;10;6;10;15;5;159
C0E9;Alegia;90;21;20;20;13;15;13;9;6;4;10;13;8;152
C078;Altzola;17;23;20;21;14;12;13;12;10;6;10;16;9;166
C052;Ameraun;285;23;20;20;15;17;16;15;8;5;10;14;10;173
C0E1;Amundarain;111;18;20;21;12;14;8;9;5;5;11;12;7;142
C077;Andoain;52;23;20;20;15;16;18;12;9;4;11;15;7;170
C080;Añarbe;184;23;20;20;11;16;18;14;7;6;9;14;10;168
C0E8;Araxes;141;22;21;19;13;14;16;7;7;5;10;13;8;155
C023;Arrasate;318;19;20;19;12;14;10;8;7;6;9;11;7;142
C084;Behobia;5;21;18;21;12;15;13;14;10;7;9;16;8;164
C0EA;Belauntza;105;22;20;21;14;17;16;11;10;6;11;14;8;170
C026;Berastegi;379;22;20;21;14;18;17;13;8;4;11;14;9;171
C058;Bidania;592;23;20;20;13;17;16;14;11;7;12;15;9;177
C0F0;Ereñozu;25;23;20;17;12;16;17;12;8;6;10;14;7;162
C0F1;Eskas;650;23;20;22;14;18;19;14;10;7;8;16;10;181
C0E7;Estanda;195;19;20;21;13;13;9;10;6;4;10;15;6;146
C0DC;Ibai Eder;90;22;20;19;13;14;13;13;10;5;11;15;7;162
C0EC;Lasarte;18;22;20;18;15;15;11;13;10;6;10;14;8;162
C0DE;Matxinbenta;250;20;20;19;14;14;11;12;8;4;13;15;6;156
C017;Miramon;113;22;20;19;14;14;12;13;7;6;8;14;7;156
C0F4;Oiartzun;53;22;19;18;14;15;15;13;9;5;8;12;7;157
C0D1;Oñati;195;19;20;20;14;13;8;8;8;6;11;15;7;149
C043;Ordizia;243;20;20;21;14;13;9;10;6;3;11;16;6;149
C0D2;San Prudentzio;175;19;20;20;14;12;11;9;9;5;11;13;7;150
C0D0;Urkulu;340;19;20;20;16;13;11;11;8;6;12;15;7;158
C064;Zarautz;80;21;19;18;14;15;12;12;8;7;9;13;6;154
C028;Zegama;520;17;20;22;19;16;11;11;8;4;12;16;5;161
C029;Zizurkil;149;20;20;19;14;16;13;13;8;6;11;14;6;160
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;SUMA
;;;;DÍAS DE PRECIPITACIÓN IGUAL O SUPERIOR A 1 mm;;;;;;;;;;;
