COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
C055;Ozaeta;548;-1.8;2.8;4.3;4.0;9.9;13.2;12.0;11.6;7.5;6.0;1.7;-0.1;5.9
C060;Páganos;577;0.4;3.4;5.0;5.6;11.1;14.8;14.9;14.6;11.2;9.4;4.2;1.8;8.0
C0A1;Pagoeta;705;-3.1;0.0;1.4;0.9;6.9;11.1;11.6;11.0;6.2;4.5;1.3;0.0;4.3
C021;Roitegi;980;-1.8;1.6;2.6;2.8;7.2;11.3;11.7;11.3;8.2;7.1;2.2;-0.2;5.3
C030;Salvatierra;589;-2.3;2.0;3.3;1.9;7.4;12.0;12.4;11.8;8.7;7.0;2.5;-0.3;5.6
C051;Saratxo;230;1.3;5.4;6.4;5.2;11.2;14.7;15.1;14.8;11.4;10.1;5.3;3.5;8.7
C0A0;Sarria;655;-0.4;2.6;4.0;3.7;8.8;12.5;11.3;11.2;8.0;6.0;1.8;0.1;5.8
C049;Subijana;537;-1.5;1.6;2.6;2.2;8.0;12.4;13.2;12.7;8.5;6.4;1.4;0.5;5.7
C00B;Tobillas;700;;;;;7.4;11.0;11.3;11.3;7.6;6.1;1.6;0.6;
C020;Trebiño;578;-1.8;2.3;3.2;2.1;7.6;12.2;12.9;12.5;8.0;6.2;1.8;0.8;5.6
C070;Zaldiaran;980;-0.5;2.4;3.6;4.0;8.6;11.3;12.0;11.8;9.4;9.3;3.5;0.3;6.3
C050;Zambrana;470;-0.5;3.0;4.2;2.4;9.2;13.9;14.5;14.3;9.8;7.5;2.8;2.6;7.0
C0B1;Abusu (La Peña);23;2.5;6.5;7.4;6.9;11.9;15.2;15.7;15.5;12.6;11.5;6.4;5.1;9.8
C079;Amorebieta;65;0.6;5.1;6.4;6.0;11.4;14.9;15.3;15.2;12.1;10.8;5.5;4.2;9.0
C0C1;Aranguren;92;2.9;6.4;7.3;6.8;12.5;15.3;15.6;15.2;12.4;10.6;5.3;4.4;9.6
C061;Arboleda;329;2.9;6.3;7.3;6.5;11.3;14.4;14.6;14.7;12.5;11.7;7.4;5.1;9.6
C032;Areta;122;1.5;4.7;5.6;5.1;10.5;14.1;14.6;14.5;11.2;9.9;4.9;3.8;8.4
C002;Arteaga;19;2.5;6.1;7.2;6.9;11.9;15.8;16.3;16.0;12.6;11.1;6.1;4.9;9.8
C0C2;Balmaseda;178;-0.9;2.4;3.6;2.3;8.3;12.7;13.9;13.8;10.7;8.8;4.1;2.9;6.9
C069;Bermeo;106;5.7;8.5;9.6;9.3;13.2;16.3;17.1;17.2;14.7;14.5;10.0;7.6;12.0
C0B6;Berna;95;0.6;4.3;5.5;4.7;10.4;13.9;14.2;14.1;11.1;10.0;4.8;3.3;8.1
C0BE;Berriatua;25;2.9;6.2;7.6;7.3;12.1;15.6;15.7;15.4;12.5;11.2;6.1;5.2;9.8
C065;Cerroja;677;3.1;5.8;6.9;7.5;11.3;14.1;14.3;14.0;11.5;11.7;6.5;3.6;9.2
C003;Derio;30;1.9;5.6;6.7;6.0;11.5;15.1;15.6;15.7;12.8;11.6;6.1;5.2;9.5
C039;Deusto;3;5.2;8.4;8.7;8.6;13.3;16.4;16.9;17.0;14.3;13.4;8.2;6.2;11.4
C075;Eitzaga;270;2.3;6.0;7.3;7.0;11.8;15.2;15.0;14.6;11.4;10.5;5.5;4.4;9.3
C074;Elorrio;167;1.4;5.3;6.8;6.2;11.6;15.3;15.8;15.7;12.1;10.9;6.0;4.2;9.3
C009;Galdakao;30;;;;;;;;16.4;13.2;12.0;6.8;5.4;
C038;Galindo;5;4.4;8.1;9.2;8.8;13.5;16.4;16.9;17.0;14.3;13.4;8.4;6.4;11.4
C033;Igorre;150;2.0;6.6;8.3;7.1;12.5;15.2;15.1;15.1;11.9;10.8;6.0;4.4;9.6
C0BD;Iruzubieta;110;0.5;3.8;5.4;4.9;10.0;13.8;14.4;14.1;11.0;9.7;4.7;3.4;8.0
C036;Iurreta;180;2.5;6.4;7.8;7.1;12.1;15.2;15.2;15.0;11.9;10.9;6.1;4.2;9.5
C045;La Garbea;717;3.1;5.4;6.3;7.0;11.0;13.4;13.4;13.5;11.3;11.2;6.1;3.1;8.7
C0B7;Mañaria;168;0.8;4.6;6.0;5.2;10.2;14.1;14.9;14.6;11.3;9.9;5.6;4.0;8.4
C019;Matxitxako;433;4.5;7.4;7.9;8.4;11.9;15.0;15.3;15.5;13.2;13.1;8.2;5.4;10.5
C057;Mungia;22;3.1;6.7;7.8;7.2;12.5;16.2;17.1;17.4;14.5;11.6;6.7;5.4;10.5
C063;Muxika;16;2.0;5.6;6.5;5.8;10.9;14.7;15.0;14.5;11.5;9.9;4.8;4.1;8.8
C046;Oiz;980;1.0;3.6;4.6;5.1;9.6;12.1;12.3;12.3;10.1;11.0;4.6;1.9;7.3
C0BA;Oleta;14;2.8;5.9;7.0;6.8;11.6;15.3;15.9;15.8;12.8;11.9;6.7;5.6;9.8
C059;Ordunte;300;0.9;4.2;5.1;4.4;9.8;13.6;14.1;14.0;11.1;9.9;5.0;3.3;8.0
C072;Orduña;934;0.4;2.9;4.1;4.7;9.2;11.7;12.1;12.3;9.9;9.9;4.2;1.1;6.9
C0B4;Orozko;200;1.1;5.0;6.4;5.2;10.5;14.1;14.6;14.6;11.4;10.1;5.7;3.8;8.5
C054;Otxandio;556;-1.6;2.0;3.2;2.4;8.3;12.2;12.4;12.0;8.2;6.7;2.1;1.1;5.8
C042;Punta Galea;61;5.4;9.2;10.3;10.0;14.4;17.3;17.3;17.2;14.9;13.7;9.3;7.3;12.2
C0B9;Sangroniz;10;1.4;5.2;6.2;5.5;10.9;14.6;15.0;14.9;12.1;10.2;5.5;4.7;8.8
C0C3;Sodupe;56;1.5;5.2;6.0;5.6;11.1;15.0;15.5;15.2;12.3;10.7;5.4;4.4;9.0
C066;Untzueta;764;1.5;4.5;6.1;5.7;10.0;12.7;13.2;13.3;11.2;11.2;5.8;2.9;8.2
C022;Urkiola;709;-0.8;2.1;3.4;3.7;7.7;11.2;11.8;11.9;8.9;8.1;3.2;1.3;6.0
C0B3;Urkizu;75;0.7;4.4;5.6;5.2;10.7;14.4;14.8;14.6;11.4;10.1;5.1;3.7;8.4
C037;Venta Alta;162;2.2;6.4;7.2;6.5;11.5;15.0;15.5;15.4;12.2;11.3;6.5;4.7;9.5
C0E5;Agauntza;180;0.6;5.1;6.5;6.1;11.2;15.3;15.5;15.2;11.2;10.2;5.1;3.4;8.8
C0DB;Aitzu;312;-0.9;3.1;4.8;4.1;9.7;13.4;13.8;13.4;9.9;8.9;3.6;2.2;7.2
C0D3;Aixola;320;0.6;4.2;5.4;4.8;10.0;13.5;14.2;14.0;10.8;9.8;4.4;2.8;7.9
C0DD;Aizarnazabal;25;2.1;5.7;7.3;6.6;11.0;15.0;15.6;15.4;11.7;10.8;6.3;4.6;9.3
C0E9;Alegia;90;0.8;4.2;6.2;6.6;11.5;15.6;16.2;16.0;12.6;11.5;5.7;4.2;9.3
C078;Altzola;17;1.6;5.3;6.7;6.7;11.4;15.2;15.8;15.6;12.6;11.5;6.3;4.7;9.4
C052;Ameraun;285;0.5;4.4;6.1;5.1;10.3;14.1;14.4;14.4;10.4;9.9;5.2;3.2;8.2
C0E1;Amundarain;111;-0.3;4.6;5.7;5.1;10.5;14.7;15.1;14.8;10.9;10.0;5.0;3.2;8.3
C077;Andoain;52;1.1;4.9;6.8;6.3;10.9;15.0;15.6;15.3;11.7;10.7;5.7;4.2;9.0
C080;Añarbe;184;-0.1;3.4;5.6;5.1;10.0;14.2;14.8;14.4;10.4;9.7;4.2;3.3;7.9
C0E8;Araxes;141;0.8;4.9;6.6;6.5;11.6;15.7;15.9;15.5;11.6;10.5;5.1;3.8;9.0
C023;Arrasate;318;0.0;4.1;5.4;4.9;10.2;14.1;14.6;14.5;10.8;9.7;4.4;2.9;8.0
C084;Behobia;5;2.2;6.4;8.5;7.9;12.5;16.0;17.9;16.9;13.6;12.7;7.5;5.2;10.6
C0EA;Belauntza;105;1.9;6.0;7.6;7.6;12.7;16.6;16.6;16.2;12.0;10.9;5.2;4.0;9.8
C026;Berastegi;379;-1.7;2.8;4.1;3.4;9.0;13.0;13.2;13.3;9.5;8.5;3.9;1.8;6.7
C058;Bidania;592;0.2;4.8;6.5;6.3;9.9;13.3;13.4;13.5;10.7;10.4;5.2;2.9;8.1
C0F0;Ereñozu;25;1.6;5.4;7.2;6.7;11.4;15.3;16.0;15.6;12.1;11.4;6.0;4.7;9.5
C0F1;Eskas;650;;;;;;;;;;;5.3;2.8;
C0E7;Estanda;195;0.2;4.6;6.3;5.9;11.4;15.4;15.9;15.6;11.9;10.7;5.0;3.5;8.9
C018;Higer;43;4.6;8.8;9.9;10.0;13.7;17.4;17.9;18.1;15.0;14.0;9.2;7.0;12.1
C0DC;Ibai Eder;90;1.8;5.9;7.5;7.3;12.4;16.3;17.0;16.8;13.1;11.9;6.6;4.9;10.1
C071;Jaizkibel;545;3.0;6.8;7.9;8.4;11.7;15.3;15.5;16.1;13.3;12.2;7.1;4.1;10.1
C0EC;Lasarte;18;2.2;6.3;7.9;7.1;11.9;15.4;16.2;16.1;12.9;12.2;6.9;5.2;10.0
C0DE;Matxinbenta;250;2.5;6.3;7.7;7.4;12.6;16.4;16.8;16.7;10.9;9.5;4.4;3.1;9.5
C017;Miramon;113;2.7;6.9;8.4;8.1;12.2;15.9;16.4;16.3;13.0;12.5;7.4;5.4;10.5
C0F4;Oiartzun;53;1.4;5.4;7.5;7.6;12.2;16.1;16.8;16.4;12.8;11.6;6.1;4.6;9.9
C0D1;Oñati;195;0.5;4.1;5.7;5.1;10.7;14.7;15.3;14.8;11.4;10.2;4.7;3.8;8.4
C043;Ordizia;243;1.5;5.7;6.9;6.9;11.8;15.7;16.1;16.1;12.7;12.0;5.4;3.4;9.5
C0D2;San Prudentzio;175;1.5;5.3;6.9;6.5;11.9;15.8;15.7;15.2;11.7;10.2;4.8;3.8;9.1
C007;Santa Clara;48;3.8;7.8;9.3;9.3;13.3;16.8;17.3;17.7;14.4;13.6;8.8;6.6;11.6
C0D0;Urkulu;340;0.4;4.8;5.9;5.3;10.1;14.0;14.2;14.2;10.5;9.6;4.9;3.4;8.1
C064;Zarautz;80;4.5;8.3;9.2;9.3;12.9;16.4;16.7;17.0;14.2;13.7;8.9;6.5;11.5
C028;Zegama;520;1.7;5.8;6.8;7.1;11.4;14.7;14.9;14.9;11.6;11.0;5.8;3.3;9.1
C029;Zizurkil;149;2.4;6.8;8.3;7.8;12.3;16.1;16.3;16.6;13.1;12.4;7.1;5.3;10.4
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
;;;;TEMPERATURA MÍNIMA MEDIA (ºC);;;;;;;;;;;
