COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
;;;;TEMPERATURA MÍNIMA MEDIA (ºC);;;;;;;;;;;
KOD.;ESTAZIOA;kota (m);URT;OTS;MAR;API;MAI;EKA;UZT;ABU;IRA;URR;AZA;ABE;B/B
C009;Galdakao;30;6.4;3.7;7.4;10.6;11.1;15.2;18.3;17.0;15.8;11.1;8.6;7.0;11.0
C038;Galindo;5;7.6;4.8;8.3;11.2;11.8;15.7;18.6;17.6;16.4;12.1;10.5;9.0;12.0
C033;Igorre;150;5.0;2.2;6.3;10.0;9.5;13.8;16.8;15.4;14.1;10.0;8.1;6.2;9.8
C0BD;Iruzubieta;110;4.5;1.9;4.4;8.1;8.8;12.5;15.9;14.8;13.1;8.8;5.7;4.9;8.6
C036;Iurreta;180;5.1;2.4;6.5;10.3;10.4;14.4;17.8;16.7;15.6;12.4;8.1;5.3;10.4
C045;La Garbea;717;3.9;0.6;3.3;7.3;8.4;12.4;15.0;15.0;13.9;8.8;6.3;6.5;8.5
C0B7;Mañaria;168;4.7;2.2;5.9;9.1;9.3;13.2;16.3;14.9;13.6;9.5;7.9;5.4;9.3
C019;Matxitxako;433;6.3;2.7;5.5;9.5;9.9;14.1;16.7;16.6;15.7;11.1;8.7;8.4;10.4
C057;Mungia;22;6.7;3.5;7.1;10.3;10.9;14.5;18.0;16.6;14.8;10.4;8.5;6.4;10.6
C063;Muxika;16;5.2;2.3;5.4;8.8;9.4;13.3;16.7;15.3;13.6;9.0;6.6;4.6;9.2
C046;Oiz;980;;-1.8;0.8;5.2;6.4;10.6;13.0;13.0;12.0;6.9;4.6;5.5;
C0BA;Oleta;14;6.8;3.7;6.1;9.4;10.3;13.9;17.4;16.3;15.0;10.6;8.0;7.1;10.4
C059;Ordunte;300;3.8;1.7;4.5;7.8;8.4;12.7;15.3;14.2;13.2;9.1;7.1;5.2;8.6
C072;Orduña;934;2.0;-1.2;1.3;5.5;6.7;11.1;13.6;13.4;12.6;7.2;4.6;4.1;6.7
C0B4;Orozko;200;4.4;2.3;5.6;9.0;9.2;13.3;16.3;15.1;13.6;9.2;7.4;5.2;9.2
C054;Otxandio;556;1.8;0.1;2.7;5.8;6.8;10.6;14.1;12.2;11.0;7.1;4.5;2.0;6.5
C042;Punta Galea;61;8.3;5.2;8.6;11.2;12.1;16.0;18.9;18.0;16.8;12.6;10.7;9.7;12.3
C0B9;Sangroniz;10;5.5;2.9;6.1;9.3;9.6;13.5;16.7;15.4;13.6;9.4;7.4;5.5;9.6
C0C3;Sodupe;56;4.8;2.8;5.8;9.0;9.6;13.9;16.8;15.4;13.9;9.7;7.1;4.3;9.4
C066;Untzueta;764;3.8;0.3;3.0;7.2;8.1;12.4;14.9;14.6;13.8;8.8;6.4;6.3;8.3
C022;Urkiola;709;1.6;-0.7;2.0;5.9;6.4;10.6;13.6;13.0;11.9;7.1;4.9;3.4;6.6
C0B3;Urkizu;75;4.6;2.0;5.7;9.0;9.2;13.5;16.6;15.3;13.7;9.3;6.9;4.9;9.2
C037;Venta Alta;162;5.5;2.6;6.4;9.5;9.8;14.4;17.8;16.6;15.1;11.0;;;
C0E5;Agauntza;180;4.4;1.6;5.5;8.7;9.4;13.5;16.8;15.6;14.2;9.8;6.9;4.7;9.3
C0DB;Aitzu;312;3.2;0.7;3.8;7.1;7.9;11.8;15.0;13.8;12.2;7.8;5.4;3.0;7.6
C0D3;Aixola;320;3.7;1.1;4.5;7.6;8.1;12.0;14.9;13.9;12.6;8.4;6.2;4.6;8.1
C0DD;Aizarnazabal;25;6.0;2.7;6.3;9.4;9.8;13.4;16.8;15.7;14.2;10.0;7.9;6.7;9.9
C0E9;Alegia;90;5.1;2.5;5.6;8.9;10.2;14.2;17.5;16.5;15.2;10.3;6.9;5.0;9.8
C078;Altzola;17;5.8;3.1;5.8;9.4;10.0;13.9;17.3;16.2;15.0;10.5;7.5;6.1;10.1
C052;Ameraun;285;4.0;1.2;4.9;8.4;8.8;12.4;15.6;14.7;12.9;9.3;7.2;5.0;8.7
C0E1;Amundarain;111;4.2;1.5;5.9;8.6;9.2;13.3;16.8;15.3;14.0;9.7;7.1;4.4;9.2
C077;Andoain;52;5.2;2.5;6.0;9.3;10.0;13.2;17.0;15.7;14.1;10.1;7.4;5.9;9.7
C080;Añarbe;184;4.5;1.8;4.9;8.5;9.6;13.0;16.7;15.7;13.5;9.5;6.2;4.7;9.0
C0E8;Araxes;141;4.7;2.0;5.4;8.5;9.7;13.3;16.5;15.3;13.6;10.0;6.6;4.7;9.2
C023;Arrasate;318;3.7;0.9;4.5;7.9;8.6;12.9;16.0;14.5;13.6;8.9;6.5;4.7;8.6
C084;Behobia;5;6.9;3.3;7.0;10.4;11.2;14.7;18.0;17.1;15.5;10.7;8.1;7.9;10.9
C0EA;Belauntza;105;4.8;2.2;5.9;8.8;10.2;13.9;17.3;16.1;14.6;10.0;6.7;4.8;9.6
C026;Berastegi;379;2.8;0.2;4.4;7.6;8.1;11.8;15.5;14.3;12.3;8.4;6.5;3.2;7.9
C058;Bidania;592;4.1;0.4;3.8;7.7;8.0;12.1;14.8;14.4;13.3;8.8;6.5;;
C0F0;Ereñozu;25;5.9;2.9;6.3;9.4;10.5;13.9;17.4;16.3;14.6;10.5;7.6;6.3;10.1
C0F1;Eskas;650;4.1;0.2;3.4;8.0;8.3;12.4;15.1;14.5;13.4;8.8;6.7;6.2;8.4
C0E7;Estanda;195;4.6;1.8;5.5;8.8;9.9;13.9;17.3;15.9;14.8;9.8;6.9;4.4;9.5
C018;Higer;43;8.4;4.6;8.3;11.7;12.6;16.4;19.7;19.1;;;;;
C0DC;Ibai Eder;90;5.8;3.4;7.1;10.1;11.0;14.9;18.3;16.8;15.5;10.9;7.8;5.9;10.6
C071;Jaizkibel;545;5.3;1.3;4.5;9.0;9.3;13.7;16.4;15.9;14.9;10.2;7.9;7.5;9.7
C0EC;Lasarte;18;6.1;3.1;6.5;10.0;10.7;14.4;17.6;16.6;15.2;10.7;8.3;7.5;10.6
C0DE;Matxinbenta;250;3.9;1.3;4.6;7.9;8.7;12.5;15.8;14.5;13.0;8.8;6.2;4.2;8.5
C017;Miramon;113;6.7;3.3;7.1;10.6;11.1;15.0;18.0;16.8;15.3;11.0;8.7;8.0;11.0
C0F4;Oiartzun;53;6.1;3.3;6.7;10.2;11.3;14.7;18.2;16.9;15.3;10.9;7.6;6.5;10.7
C0D1;Oñati;195;4.4;1.9;5.3;8.2;9.5;13.5;16.7;15.3;14.2;9.3;7.1;4.4;9.2
C043;Ordizia;243;4.4;1.5;5.5;8.8;9.5;13.6;16.7;15.4;14.3;9.6;7.3;4.8;9.3
C0D2;San Prudentzio;175;4.6;2.0;5.2;8.1;9.6;13.7;16.9;15.5;14.4;9.5;7.0;4.9;9.3
C007;Santa Clara;48;8.0;4.5;8.1;11.1;12.0;15.8;19.0;18.3;;;;;
C0D0;Urkulu;340;3.7;1.5;5.0;7.8;8.6;12.5;15.4;14.5;13.2;8.8;7.0;4.7;8.6
C064;Zarautz;80;7.8;4.2;7.7;11.1;11.6;15.4;18.5;17.8;16.6;12.3;9.9;9.5;11.9
C028;Zegama;520;4.5;1.2;4.8;8.4;9.2;13.3;17.0;14.9;14.0;9.3;7.3;6.1;9.2
C029;Zizurkil;149;6.4;3.0;7.1;10.5;10.9;14.5;17.7;16.8;15.5;11.2;9.1;7.6;10.9
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
;;;;TEMPERATURA MÍNIMA MEDIA (ºC);;;;;;;;;;;
