COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
C030;Salvatierra;589;1.8;0.6;1.4;2.9;6.9;9.2;12.2;12.2;11.1;6.4;3.3;0.5;5.7
C051;Saratxo;230;5.5;4.8;5.1;6.6;9.9;12.4;15.0;14.6;13.5;9.2;6.1;4.6;8.9
C0A0;Sarria;655;3.2;2.6;3.4;4.1;8.0;10.8;12.7;12.0;10.9;7.3;4.2;2.2;6.8
C049;Subijana;537;2.5;1.1;2.2;3.2;6.6;10.2;13.5;12.1;10.6;6.3;2.5;1.7;6.0
C020;Trebiño;578;2.1;0.8;1.2;2.4;6.2;9.3;12.5;11.6;10.2;5.4;2.2;0.3;5.4
C070;Zaldiaran;980;4.2;3.3;2.8;3.0;6.5;9.7;12.0;12.8;11.8;8.2;3.7;2.9;6.7
C050;Zambrana;470;4.5;3.0;3.5;4.7;8.0;11.5;14.5;13.4;12.2;7.5;4.0;3.0;7.5
C0B1;Abusu (La Peña);23;5.9;5.2;5.3;6.8;9.9;12.6;15.0;16.0;14.3;10.4;7.2;6.1;9.6
C079;Amorebieta;65;4.7;4.2;4.5;6.2;9.7;12.3;14.6;14.2;13.1;8.7;5.7;4.2;8.5
C0C1;Aranguren;92;6.7;6.5;6.7;8.3;11.2;14.2;16.3;15.8;14.9;10.7;7.4;5.5;10.3
C061;Arboleda;329;7.7;5.8;5.6;7.0;10.7;12.6;14.8;14.9;13.8;10.4;7.7;6.8;9.8
C032;Areta;122;4.9;4.2;4.8;6.4;9.2;12.1;14.2;14.2;13.0;8.7;6.0;4.4;8.5
C002;Arteaga;19;6.9;6.2;6.2;7.7;11.3;13.9;16.0;15.5;14.4;10.1;7.4;6.2;10.2
C0C2;Balmaseda;178;2.9;2.3;2.8;4.0;7.2;10.3;12.0;11.3;10.6;6.0;3.1;1.6;6.2
C069;Bermeo;106;9.3;7.8;7.7;9.4;12.7;14.8;17.3;17.7;16.6;12.8;9.5;9.9;12.1
C0B6;Berna;95;5.0;4.3;4.3;6.0;9.2;11.8;14.1;13.7;12.8;8.5;5.6;4.4;8.3
C0BE;Berriatua;25;7.2;6.4;6.5;7.7;11.4;14.1;16.4;15.7;14.9;10.6;7.8;6.9;10.5
C065;Cerroja;677;6.2;4.1;3.6;6.0;9.5;11.9;14.3;15.0;15.0;12.8;8.4;9.1;9.7
C003;Derio;30;6.2;5.4;5.5;7.0;10.4;12.7;15.0;14.8;14.2;9.8;7.1;5.9;9.5
C039;Deusto;3;9.2;7.9;8.1;9.8;13.5;15.8;18.0;18.3;17.1;13.2;9.6;9.1;12.5
C075;Eitzaga;270;6.4;5.4;5.6;7.5;11.0;13.4;15.8;15.3;14.4;10.4;7.5;6.5;9.9
C074;Elorrio;167;5.8;5.0;5.2;7.1;10.6;13.0;15.6;15.0;13.8;9.5;6.9;5.3;9.4
C038;Galindo;5;8.6;7.4;7.7;9.2;12.8;15.0;16.8;17.1;16.3;12.4;8.9;8.1;11.7
C033;Igorre;150;6.5;5.2;5.5;7.2;10.5;13.0;15.4;15.2;14.0;9.9;7.5;6.2;9.7
C0BD;Iruzubieta;110;4.8;4.2;4.3;5.4;9.2;11.9;14.1;13.6;12.4;8.4;5.6;4.4;8.2
C036;Iurreta;180;6.8;5.7;5.9;8.1;11.5;13.9;16.2;16.1;15.0;10.7;7.8;6.8;10.4
C045;La Garbea;717;5.7;4.3;3.8;6.1;9.7;12.4;14.5;15.3;14.3;11.4;7.0;6.8;9.3
C0B7;Mañaria;168;6.5;5.5;5.7;7.5;10.6;13.0;15.4;14.9;14.0;9.8;6.6;4.5;9.5
C019;Matxitxako;433;7.8;6.0;5.8;7.6;11.1;13.4;16.1;16.6;15.5;12.9;8.4;9.1;10.8
C057;Mungia;22;7.6;6.8;6.9;8.5;12.1;14.3;16.5;16.2;15.1;10.6;7.8;6.6;10.8
C063;Muxika;16;4.9;4.5;4.4;5.6;9.7;12.1;15.1;14.4;13.2;9.5;7.0;5.7;8.8
C046;Oiz;980;3.7;1.8;1.4;3.6;7.2;10.2;12.5;13.5;12.5;9.7;5.0;5.9;7.2
C0BA;Oleta;14;6.9;6.3;6.5;7.5;11.1;13.8;16.2;15.4;14.6;10.5;7.5;6.5;10.2
C059;Ordunte;300;4.8;3.8;4.1;5.5;8.8;11.4;13.6;13.5;12.5;8.5;5.2;4.1;8.0
C072;Orduña;934;3.6;2.4;2.1;4.2;7.9;11.0;13.0;14.0;12.8;9.5;4.9;3.3;7.4
C0B4;Orozko;200;5.4;4.4;4.7;6.2;9.4;12.0;14.1;14.1;13.1;9.1;6.0;5.2;8.6
C054;Otxandio;556;3.0;2.0;2.5;3.6;7.2;9.9;12.8;11.1;10.3;5.6;2.7;2.0;6.0
C042;Punta Galea;61;9.6;8.2;8.5;9.5;13.0;15.3;17.6;17.9;16.7;12.9;10.0;9.2;12.4
C0B9;Sangroniz;10;5.8;5.3;5.4;6.4;9.9;12.5;14.7;14.1;13.3;9.1;6.3;4.8;9.0
C0C3;Sodupe;56;5.2;5.0;5.4;6.9;9.9;12.9;14.9;14.6;13.7;9.6;6.3;4.6;9.1
C066;Untzueta;764;4.4;2.8;2.4;4.9;8.3;11.1;13.3;14.1;13.3;10.3;5.9;5.5;8.0
C022;Urkiola;709;3.9;2.4;1.6;3.2;6.7;9.4;12.1;12.0;10.6;7.2;3.3;2.0;6.2
C0B3;Urkizu;75;4.9;4.4;4.5;6.1;9.6;12.3;14.5;14.3;12.9;8.7;6.1;4.3;8.6
C037;Venta Alta;162;6.8;5.4;5.7;7.4;10.6;13.0;15.2;15.4;14.3;10.1;7.3;6.1;9.8
C0E5;Agauntza;180;5.2;4.5;4.8;7.0;10.3;13.2;15.8;14.8;13.7;9.6;6.2;4.4;9.1
C0DB;Aitzu;312;3.5;2.5;3.0;4.8;8.7;11.3;13.6;12.9;11.8;7.8;4.4;2.6;7.2
C0D3;Aixola;320;5.1;3.8;4.1;5.6;9.1;11.6;13.8;13.6;12.6;8.7;5.5;4.6;8.2
C0DD;Aizarnazabal;25;6.3;5.1;5.1;7.1;10.6;12.9;15.3;14.7;13.7;9.4;6.8;6.0;9.4
C0E9;Alegia;90;5.4;4.9;5.2;7.2;11.1;13.9;15.6;15.1;14.2;10.2;6.4;4.1;9.4
C078;Altzola;17;5.7;5.2;5.4;7.0;10.5;13.1;15.5;14.9;14.0;9.8;7.0;5.7;9.5
C052;Ameraun;285;5.4;4.0;4.0;6.4;9.7;12.1;14.4;13.8;12.7;8.7;6.1;4.3;8.5
C0E1;Amundarain;111;4.5;3.8;4.1;6.3;9.7;12.6;15.0;13.8;13.1;8.8;5.6;2.9;8.3
C077;Andoain;52;5.9;5.0;5.5;8.0;11.0;13.2;15.5;14.8;13.7;9.3;6.6;5.0;9.5
C080;Añarbe;184;4.6;3.8;4.1;5.8;9.7;11.8;14.2;13.5;12.6;8.3;5.1;3.1;8.1
C0E8;Araxes;141;5.0;4.2;4.5;6.7;10.0;12.8;15.3;14.4;13.7;10.8;8.4;5.9;9.3
C023;Arrasate;318;4.5;3.2;3.5;5.4;9.0;11.9;14.5;13.6;12.9;8.6;5.2;4.0;8.0
C084;Behobia;5;7.4;5.9;6.3;8.6;11.9;14.2;16.6;16.3;15.3;11.4;7.7;6.6;10.7
C0EA;Belauntza;105;5.4;4.6;5.2;7.6;11.8;14.9;17.2;16.3;15.2;10.8;7.2;5.2;10.1
C026;Berastegi;379;3.9;2.9;3.0;5.2;8.9;11.7;14.1;13.1;11.9;8.1;5.7;3.1;7.6
C058;Bidania;592;4.7;2.7;2.4;5.1;8.5;11.0;13.6;13.7;12.2;9.2;5.4;5.0;7.8
C0F0;Ereñozu;25;6.7;5.8;5.9;7.7;11.3;13.7;16.1;15.5;14.3;10.1;6.8;5.1;9.9
C0E7;Estanda;195;4.9;4.1;4.7;7.0;10.3;13.4;15.9;14.9;14.0;9.9;5.8;3.9;9.1
C018;Higer;43;10.1;8.0;8.2;10.5;13.5;16.0;18.4;18.4;17.1;13.7;9.7;9.4;12.8
C0DC;Ibai Eder;90;6.2;5.6;6.1;8.0;11.8;14.3;16.9;16.1;15.0;10.8;7.4;5.6;10.3
C071;Jaizkibel;545;6.8;4.9;4.8;7.3;10.4;12.9;15.5;16.1;14.8;12.5;7.7;8.8;10.2
C0EC;Lasarte;18;7.2;5.9;6.1;8.1;11.3;13.9;16.1;15.8;14.9;10.7;7.6;6.9;10.4
C0DE;Matxinbenta;250;6.7;6.0;6.3;8.1;11.6;14.3;16.7;15.9;14.9;11.0;7.9;6.2;10.5
C017;Miramon;113;6.6;5.2;5.5;8.6;11.8;14.2;16.5;16.4;15.0;11.3;8.2;7.5;10.6
C0F4;Oiartzun;53;6.4;5.6;6.3;8.3;11.9;14.5;16.9;16.3;14.9;10.8;7.3;5.1;10.4
C0D1;Oñati;195;4.5;4.1;4.5;6.0;9.6;12.5;15.0;14.0;13.2;8.7;5.3;3.7;8.4
C043;Ordizia;243;5.7;5.0;5.4;7.9;11.3;14.2;16.7;15.8;14.7;10.7;7.1;5.5;10.0
C0D2;San Prudentzio;175;5.5;4.6;5.0;6.4;10.1;13.3;15.8;15.1;14.2;9.9;6.4;4.9;9.3
C007;Santa Clara;48;8.6;7.2;7.4;9.7;13.0;15.2;17.5;17.5;16.3;12.3;9.1;10.4;12.0
C0D0;Urkulu;340;5.2;3.7;4.0;5.8;9.3;12.1;14.5;13.7;12.8;8.7;5.7;3.9;8.3
C064;Zarautz;80;8.6;7.1;7.2;9.5;12.4;14.9;17.2;17.4;16.1;12.3;9.3;9.3;11.8
C028;Zegama;520;5.9;4.4;4.2;6.5;10.1;12.9;15.3;15.5;13.9;10.9;6.9;5.6;9.3
C029;Zizurkil;149;7.6;5.9;6.0;8.6;11.8;14.4;16.6;16.3;15.0;11.3;8.2;7.5;10.7
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
;;;;TEMPERATURA MÍNIMA MEDIA (ºC);;;;;;;;;;;
