COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
C055;Ozaeta;548;-0.5;-0.6;0.8;3.5;4.4;9.4;12.8;12.2;10.4;7.7;3.5;1.0;5.4
C060;Páganos;577;0.9;2.0;3.3;5.4;6.7;12.4;14.9;14.2;11.6;9.4;4.9;3.6;7.4
C0A1;Pagoeta;705;0.0;-1.3;0.2;2.7;3.5;8.1;10.9;11.0;8.7;6.8;4.3;2.0;4.7
C021;Roitegi;980;-0.4;0.8;1.3;2.4;3.8;9.2;11.6;10.9;9.2;7.3;2.9;1.5;5.1
C030;Salvatierra;589;-0.4;0.3;0.7;3.1;3.7;9.0;12.3;12.8;10.0;8.1;4.0;1.4;5.4
C051;Saratxo;230;2.9;3.4;4.1;6.1;7.2;11.2;15.2;14.9;12.7;11.0;6.9;4.5;8.4
C0A0;Sarria;655;-0.1;-0.3;0.6;2.7;4.1;8.3;11.6;11.4;9.0;7.2;3.1;1.2;4.9
C049;Subijana;537;-0.1;-1.2;0.3;3.0;4.7;9.4;13.0;12.7;10.2;7.4;4.0;1.6;5.4
C00B;Tobillas;700;0.0;-0.5;0.6;3.3;4.1;8.7;11.9;11.6;9.3;7.7;4.5;2.2;5.3
C020;Trebiño;578;0.0;-0.5;0.6;3.0;4.0;9.1;12.3;12.1;9.5;7.7;4.5;1.9;5.3
C070;Zaldiaran;980;0.5;3.1;3.2;4.2;5.9;10.4;13.5;13.3;11.2;9.2;3.6;4.0;6.8
C050;Zambrana;470;1.5;0.8;2.5;5.4;6.5;11.3;14.8;;12.0;10.9;7.2;4.9;
C0B1;Abusu (La Peña);23;4.2;4.9;5.8;7.2;8.8;12.6;16.1;15.6;13.6;11.9;8.0;6.1;9.6
C079;Amorebieta;65;3.5;3.2;4.8;6.6;7.8;12.2;15.7;15.1;13.2;11.2;6.6;5.2;8.8
C0C1;Aranguren;92;4.8;3.1;5.0;7.2;8.4;12.9;17.3;17.4;;;;;
C061;Arboleda;329;5.0;7.4;6.9;7.9;9.3;12.4;16.0;15.9;14.2;13.1;;;
C032;Areta;122;3.1;3.1;4.2;6.1;7.3;11.6;15.4;14.9;12.6;10.6;6.6;4.7;8.4
C002;Arteaga;19;4.4;4.3;5.5;7.0;8.1;12.9;16.3;16.1;14.4;12.5;7.8;6.4;9.6
C0C2;Balmaseda;178;2.7;1.6;3.1;5.1;6.1;10.8;14.3;13.9;11.7;9.9;6.4;4.1;7.5
C069;Bermeo;106;6.6;9.3;9.0;9.2;10.7;13.3;17.0;17.2;15.7;13.9;9.2;9.2;11.7
C0B6;Berna;95;3.1;2.9;3.8;5.9;7.0;11.4;14.9;14.8;12.5;10.9;6.7;4.6;8.2
C0BE;Berriatua;25;5.2;5.2;6.0;7.6;9.0;13.3;16.8;16.7;14.6;12.7;8.5;6.9;10.2
C065;Cerroja;677;2.9;6.2;5.3;6.0;7.6;10.9;14.3;14.3;12.8;11.2;5.7;6.5;8.6
C003;Derio;30;3.9;4.5;5.0;7.2;8.3;12.4;15.3;13.7;12.7;11.9;7.8;6.1;9.1
C039;Deusto;3;5.2;7.2;8.3;9.5;11.0;14.4;17.9;17.7;15.9;14.1;9.7;8.4;11.6
C075;Eitzaga;270;3.2;4.1;4.6;6.2;7.2;11.5;14.8;14.6;12.8;11.4;6.6;5.4;8.5
C074;Elorrio;167;3.7;4.3;5.1;7.2;8.2;12.8;16.1;16.1;13.7;12.2;7.7;5.5;9.4
C009;Galdakao;30;4.8;5.3;6.6;8.3;9.6;13.6;17.3;16.8;14.7;12.7;8.3;6.7;10.4
C038;Galindo;5;6.5;7.7;8.6;10.0;11.2;14.6;18.1;17.9;15.9;14.3;9.8;8.3;11.9
C033;Igorre;150;3.6;5.4;5.4;6.8;7.7;11.6;15.6;15.3;13.2;11.6;7.3;5.8;9.1
C0BD;Iruzubieta;110;3.1;2.9;3.9;5.2;6.9;11.9;15.1;14.6;12.5;10.6;6.5;4.9;8.2
C036;Iurreta;180;3.1;5.4;5.4;7.1;8.0;12.3;15.7;15.5;13.4;11.9;7.2;5.7;9.2
C045;La Garbea;717;2.7;5.2;5.1;5.8;7.5;11.1;14.4;14.4;12.7;10.7;5.5;6.2;8.4
C0B7;Mañaria;168;3.4;4.7;4.6;6.4;7.6;11.9;14.6;14.5;12.2;11.0;6.6;4.4;8.5
C019;Matxitxako;433;4.4;8.1;7.3;7.5;9.1;12.4;17.1;17.8;16.3;14.4;9.1;9.6;11.1
C057;Mungia;22;4.5;4.6;5.7;7.7;8.9;13.2;16.8;16.3;14.2;12.4;8.5;6.7;10.0
C063;Muxika;16;3.6;2.5;4.0;5.9;7.0;11.8;15.4;14.8;12.7;11.0;6.9;5.0;8.4
C046;Oiz;980;0.6;4.6;3.7;4.3;5.9;10.2;13.0;13.0;11.4;9.5;3.8;5.0;7.1
C0BA;Oleta;14;5.1;4.7;6.1;7.8;9.2;13.4;16.9;16.7;14.8;12.8;8.7;7.1;10.3
C059;Ordunte;300;2.8;3.4;4.1;5.6;6.8;11.2;14.6;14.6;12.6;11.0;6.5;5.0;8.2
C072;Orduña;934;0.7;2.7;3.2;4.2;6.1;9.7;13.2;13.0;11.2;8.9;3.4;4.0;6.7
C0B4;Orozko;200;2.9;4.0;4.2;6.2;7.1;11.1;14.7;14.4;12.4;10.7;6.8;4.7;8.3
C054;Otxandio;556;0.9;0.1;1.4;3.6;4.6;9.0;12.3;12.6;10.3;8.5;4.8;2.6;5.9
C042;Punta Galea;61;6.6;8.4;8.5;9.5;11.0;14.3;18.1;18.0;16.2;14.4;9.8;8.1;11.9
C0B9;Sangroniz;10;3.8;3.4;4.6;6.7;8.0;12.0;15.7;15.1;12.9;11.4;7.7;5.2;8.9
C0C3;Sodupe;56;3.6;2.9;4.6;6.7;7.9;12.1;16.0;15.6;13.4;11.3;7.4;5.6;8.9
C066;Untzueta;764;2.0;5.4;5.1;5.7;7.3;10.9;14.3;14.3;12.5;10.7;5.2;6.2;8.3
C022;Urkiola;709;1.2;2.3;2.5;3.7;5.6;9.1;12.5;12.4;10.6;8.6;3.7;2.6;6.2
C0B3;Urkizu;75;3.4;3.3;4.6;6.4;7.6;11.7;15.6;15.0;12.9;11.1;7.0;4.7;8.6
C037;Venta Alta;162;;5.6;5.6;6.9;8.2;12.1;15.7;15.5;13.5;12.1;8.0;6.2;
C0E5;Agauntza;180;2.8;3.4;3.9;6.5;7.5;12.0;15.7;15.5;13.0;11.6;6.6;4.8;8.6
C0DB;Aitzu;312;1.7;2.2;2.8;5.0;5.9;10.3;13.6;13.3;11.1;9.0;4.8;3.2;6.9
C0D3;Aixola;320;2.4;3.0;3.6;5.1;6.4;10.6;13.9;13.7;11.7;10.4;5.8;4.6;7.6
C0DD;Aizarnazabal;25;3.8;5.7;5.2;6.8;8.2;12.3;15.7;15.4;13.2;12.0;7.5;6.1;9.3
C0E9;Alegia;90;3.5;3.4;4.4;7.1;8.4;12.9;16.4;16.4;13.9;11.7;6.9;5.3;9.2
C078;Altzola;17;4.2;4.6;5.3;7.2;8.4;12.7;16.0;15.8;14.0;11.9;7.5;6.1;9.5
C052;Ameraun;285;2.5;4.3;4.1;6.1;7.3;11.2;14.6;14.8;12.0;11.1;6.2;4.9;8.3
C0E1;Amundarain;111;2.6;2.6;3.3;6.3;7.0;11.6;15.1;15.0;12.4;11.0;6.4;4.7;8.2
C077;Andoain;52;3.5;4.5;4.9;7.4;8.1;12.3;15.9;15.6;13.1;11.5;7.2;5.7;9.1
C080;Añarbe;184;3.0;4.0;4.5;6.5;7.5;11.7;15.3;14.9;12.0;10.7;6.5;5.0;8.5
C0E8;Araxes;141;3.1;3.2;4.1;6.7;7.7;12.0;15.5;15.5;13.0;11.1;6.6;4.9;8.6
C023;Arrasate;318;2.1;2.9;3.4;5.6;6.5;10.9;14.1;14.2;12.0;10.6;5.9;3.9;7.7
C084;Behobia;5;4.0;6.3;6.7;8.2;9.6;13.5;17.2;16.7;14.6;12.9;8.1;7.3;10.4
C0EA;Belauntza;105;3.3;3.6;4.6;7.1;8.2;12.3;15.8;15.8;13.3;11.3;6.6;4.9;8.9
C026;Berastegi;379;1.3;2.9;2.5;4.8;5.9;10.2;13.8;13.7;11.0;9.7;4.9;2.9;7.0
C058;Bidania;592;1.7;;4.4;4.9;6.3;9.9;13.4;13.3;11.6;10.2;4.9;5.1;
C0F0;Ereñozu;25;4.0;4.6;5.5;7.5;8.8;12.7;16.3;16.0;13.7;12.0;7.6;6.5;9.6
C0F1;Eskas;650;1.3;5.8;5.0;5.6;7.1;10.8;14.4;14.0;12.5;11.0;5.2;6.0;8.2
C0E7;Estanda;195;2.9;3.2;4.0;6.8;7.8;12.5;16.0;16.0;13.3;11.5;6.6;4.9;8.8
C018;Higer;43;;;;;11.6;15.0;19.1;18.6;17.0;15.2;10.3;9.7;
C0DC;Ibai Eder;90;4.2;4.2;5.0;7.2;8.3;12.9;16.4;16.2;13.9;;7.0;5.2;
C071;Jaizkibel;545;2.6;7.5;6.5;6.7;8.3;11.8;15.5;15.3;14.1;12.4;;7.3;
C0EC;Lasarte;18;3.9;6.0;6.1;8.0;9.1;13.0;16.6;16.3;14.0;12.6;7.5;7.1;10.0
C0DE;Matxinbenta;250;2.2;2.9;3.2;5.5;6.6;10.8;14.4;14.3;11.7;10.0;5.6;4.1;7.6
C017;Miramon;113;4.1;7.1;6.6;8.0;9.3;13.2;16.8;16.4;14.4;12.9;7.9;7.3;10.3
C0F4;Oiartzun;53;4.2;4.9;6.1;8.3;9.4;13.8;17.3;16.6;14.3;12.2;7.7;6.5;10.1
C0D1;Oñati;195;3.2;2.4;3.8;6.7;7.6;11.9;15.1;15.1;12.9;10.8;6.5;4.8;8.4
C043;Ordizia;243;2.6;3.9;4.1;6.5;7.4;12.0;15.4;15.3;13.0;11.4;6.4;4.8;8.6
C0D2;San Prudentzio;175;3.2;3.0;4.2;6.6;7.7;12.2;15.4;15.4;13.3;11.2;6.8;5.1;8.7
C007;Santa Clara;48;;;;;;14.4;17.8;17.5;15.5;14.0;9.2;8.7;
C0D0;Urkulu;340;2.5;3.6;3.7;5.7;6.9;11.1;14.2;14.2;12.1;10.6;6.6;4.5;8.0
C064;Zarautz;80;5.4;8.9;8.4;9.1;10.6;13.9;17.6;17.2;15.7;14.3;9.1;8.9;11.6
C028;Zegama;520;2.2;5.7;5.1;6.0;7.6;11.6;14.8;14.4;12.7;11.3;5.8;5.6;8.6
C029;Zizurkil;149;4.2;7.0;6.5;8.2;9.3;13.4;16.9;16.6;14.5;13.4;8.4;7.2;10.5
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
;;;;TEMPERATURA MÍNIMA MEDIA (ºC);;;;;;;;;;;
