COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
C070;Zaldiaran;980;;;;;;44.8;45.1;45.2;47.0;55.5;64.2;55.2;
C050;Zambrana;470;37.0;36.0;54.2;39.6;34.9;34.1;39.8;37.7;36.2;33.3;38.4;32.3;37.8
C061;Arboleda;329;61.7;46.5;70.7;50.5;30.6;27.3;25.3;26.7;28.6;42.3;68.6;57.8;44.7
C032;Areta;122;27.2;28.5;39.9;31.2;28.2;27.5;29.0;28.0;29.7;29.7;30.4;21.7;29.3
C002;Arteaga;19;35.0;33.0;46.1;31.2;28.2;27.0;26.3;28.6;27.0;30.9;29.1;26.7;30.8
C069;Bermeo;106;55.4;51.5;64.8;41.9;33.7;32.8;31.5;32.7;29.4;40.1;48.7;43.6;42.2
C065;Cerroja;677;61.5;50.6;81.4;51.9;34.6;31.5;31.9;34.0;28.6;46.6;67.2;50.5;47.5
C003;Derio;30;33.0;32.8;46.3;34.9;28.8;25.5;27.1;27.4;27.2;32.6;34.7;29.4;31.7
C039;Deusto;3;47.4;41.3;57.3;37.1;31.0;31.0;31.0;32.0;31.7;37.6;48.9;43.5;39.2
C075;Eitzaga;270;33.1;32.4;47.0;32.2;26.5;25.0;25.5;26.2;24.2;29.8;35.8;28.8;30.5
C038;Galindo;5;41.6;37.8;53.7;35.0;30.0;28.7;28.7;30.1;27.4;33.4;44.4;36.9;35.6
C033;Igorre;150;31.4;34.5;50.8;40.6;31.0;27.3;;29.3;31.6;36.0;41.2;31.4;
C036;Iurreta;180;35.4;37.6;54.0;40.4;31.8;31.0;31.8;32.0;32.3;35.9;42.4;29.3;36.2
C045;La Garbea;717;;57.6;80.9;55.0;40.7;35.9;38.2;39.3;37.3;55.7;69.9;63.2;
C019;Matxitxako;433;;65.1;90.1;61.9;40.4;42.0;40.8;43.2;39.9;57.0;77.1;67.9;
C057;Mungia;22;40.5;40.6;53.4;36.7;32.7;29.3;29.7;30.8;28.8;36.0;37.9;29.1;35.5
C046;Oiz;980;;;81.4;63.4;41.9;40.1;41.2;42.8;42.9;59.7;72.7;60.0;
C059;Ordunte;300;49.3;44.3;62.3;40.6;37.0;32.8;37.1;35.1;32.5;40.3;45.4;41.8;41.6
C072;Orduña;934;65.1;57.4;83.7;64.7;44.5;41.6;43.8;42.6;46.2;58.5;74.7;63.7;57.2
C0B4;Orozko;200;28.1;28.0;37.1;30.1;25.9;24.1;26.2;25.8;28.5;27.5;32.3;24.7;28.2
C054;Otxandio;556;28.3;32.4;42.9;32.5;28.0;27.7;28.2;27.9;26.9;29.8;32.0;28.0;30.4
C042;Punta Galea;61;60.1;57.8;78.3;47.4;38.4;37.6;37.0;39.9;35.5;49.1;63.5;49.8;49.5
C0C3;Sodupe;56;27.8;29.6;44.0;34.2;31.8;31.2;31.8;31.9;33.8;31.4;35.0;22.2;32.1
C066;Untzueta;764;60.3;52.3;75.2;56.1;40.9;36.8;40.1;39.4;40.9;50.2;65.3;55.8;51.1
C022;Urkiola;709;41.2;42.9;53.2;42.4;30.2;26.4;24.0;25.8;27.8;37.5;47.8;41.9;36.8
C037;Venta Alta;162;44.8;40.7;58.9;41.1;34.6;31.9;33.0;32.0;32.6;36.2;49.0;43.0;39.8
C023;Arrasate;318;37.9;42.9;54.7;41.0;33.9;33.1;32.1;32.8;33.1;40.6;41.5;32.9;38.0
C026;Berastegi;379;31.3;;;38.5;28.4;28.5;27.1;25.8;27.3;37.1;45.6;31.2;
C058;Bidania;592;40.8;43.9;56.5;42.9;31.8;29.4;29.9;28.1;27.7;41.2;46.4;33.5;37.7
C018;Higer;43;51.2;48.9;62.1;39.6;36.2;36.0;35.4;33.8;30.6;;40.2;41.1;
C071;Jaizkibel;545;60.9;54.9;74.7;57.5;36.3;39.9;38.0;35.8;36.5;47.4;61.5;47.5;49.2
C0EC;Lasarte;18;33.9;31.7;42.7;35.1;22.8;23.0;21.7;21.8;23.0;29.8;40.6;32.4;29.9
C017;Miramon;113;41.8;40.2;55.0;41.0;31.4;29.9;29.8;28.4;27.1;34.9;39.7;36.3;36.3
C043;Ordizia;243;30.3;31.2;50.8;37.6;28.1;30.0;30.5;26.4;27.5;31.9;40.5;24.8;32.5
C007;Santa Clara;48;51.7;53.8;65.3;49.8;36.6;37.1;35.4;33.3;30.2;41.9;49.5;43.0;43.9
C064;Zarautz;80;52.7;54.9;64.5;47.2;34.6;31.6;31.9;31.4;30.4;41.3;50.9;43.1;42.9
C028;Zegama;520;47.9;44.7;62.0;45.7;32.3;30.3;28.8;26.6;29.1;38.2;56.2;49.2;40.9
C029;Zizurkil;149;41.7;38.4;52.6;43.7;28.5;26.7;27.2;26.0;29.6;38.0;46.5;42.9;36.8
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
;;;;MEDIA DE LAS VELOCIDADES MÁXIMAS (km/h);;;;;;;;;;;
