COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
C047;Kapildui;1173;11.6;20.1;20.4;17.4;24.1;34.6;30.7;29.2;23.9;23.3;14.4;16.8;34.6
C031;Moreda;490;15.7;22.7;23.4;24.7;30.6;42.6;38.7;37.3;30.5;27.2;22.4;16.2;42.6
C041;Navarrete;689;13.2;22.2;23.3;21.5;28.4;39.5;36.8;34.6;28.2;27.8;19.3;17.5;39.5
C055;Ozaeta;548;12.2;21.8;22.8;20.8;27.7;38.6;36.9;33.4;28.6;26.8;19.7;16.3;38.6
C060;Páganos;577;14.0;22.0;22.5;23.6;29.1;40.6;37.4;35.6;29.5;27.8;20.3;16.1;40.6
C0A1;Pagoeta;705;12.0;20.2;21.0;19.7;26.3;36.6;34.0;32.9;26.2;25.3;18.4;15.6;36.6
C021;Roitegi;980;11.8;21.1;20.7;18.2;25.2;37.5;34.3;32.4;26.3;25.6;17.3;17.7;37.5
C030;Salvatierra;589;13.0;23.6;23.9;21.9;28.8;38.7;37.9;36.6;29.4;28.3;19.8;16.0;38.7
C051;Saratxo;230;17.4;26.0;26.3;25.3;32.5;39.2;40.0;36.7;31.9;30.4;23.3;21.4;40.0
C0A0;Sarria;655;11.9;22.0;23.5;22.3;28.9;35.8;36.8;34.2;27.4;24.7;19.7;16.6;36.8
C049;Subijana;537;13.8;22.1;23.5;21.6;29.6;39.9;37.7;35.1;28.5;26.8;20.4;16.5;39.9
C00B;Tobillas;700;13.6;21.8;22.5;21.2;29.1;38.0;36.6;33.1;27.9;27.9;19.3;17.4;38.0
C020;Trebiño;578;13.0;21.8;23.0;21.7;29.0;39.3;37.4;34.4;28.6;28.3;19.8;16.8;39.3
C070;Zaldiaran;980;11.1;20.4;21.0;18.5;25.2;36.8;35.1;31.7;26.4;25.8;17.1;16.5;36.8
C050;Zambrana;470;14.8;23.4;25.0;24.2;30.5;41.3;38.9;34.8;31.1;30.4;22.1;19.7;41.3
C0B1;Abusu (La Peña);23;17.7;25.4;26.7;25.7;29.9;38.0;37.7;33.7;29.9;27.5;22.9;21.2;38.0
C079;Amorebieta;65;17.2;26.2;27.2;25.2;28.4;38.5;39.3;34.7;29.9;28.8;23.8;21.6;39.3
C0C1;Aranguren;92;18.1;27.0;27.9;27.5;32.3;41.1;41.1;37.0;;;;;41.1
C061;Arboleda;329;16.1;24.8;25.5;23.4;28.2;39.8;37.7;32.2;30.2;28.9;;;39.8
C032;Areta;122;17.4;27.2;27.8;26.3;31.7;39.8;40.7;36.2;31.4;30.6;24.8;21.4;40.7
C002;Arteaga;19;17.6;27.7;24.6;25.3;26.0;34.4;39.4;33.8;31.3;31.2;24.3;23.2;39.4
C0C2;Balmaseda;178;17.2;24.9;25.9;26.1;30.6;39.4;39.3;35.2;30.7;30.1;22.5;20.3;39.4
C069;Bermeo;106;16.6;26.5;23.3;23.6;22.9;30.4;36.4;33.7;30.3;27.7;23.6;21.7;36.4
C0B6;Berna;95;16.8;26.9;26.8;25.1;31.6;38.4;39.6;34.4;31.0;27.7;24.3;20.8;39.6
C0BE;Berriatua;25;17.5;28.2;24.6;25.6;25.3;33.3;41.9;35.0;32.6;30.0;24.9;23.2;41.9
C065;Cerroja;677;13.0;20.9;21.9;21.7;26.6;33.5;35.0;30.9;25.7;27.2;18.8;20.7;35.0
C003;Derio;30;17.8;27.1;26.5;26.0;30.3;41.0;39.3;35.3;30.8;29.4;24.3;22.3;41.0
C039;Deusto;3;17.7;25.9;24.3;27.1;29.2;39.7;38.7;34.3;31.6;30.3;24.0;22.4;39.7
C075;Eitzaga;270;16.0;28.1;29.8;24.5;30.1;37.7;42.4;37.5;33.7;30.9;23.6;21.8;42.4
C074;Elorrio;167;17.5;26.5;28.8;27.1;30.7;38.5;44.6;34.4;30.0;27.9;23.6;21.5;44.6
C009;Galdakao;30;18.6;26.8;27.8;26.8;30.8;40.4;40.4;36.0;30.5;29.2;23.8;22.3;40.4
C038;Galindo;5;19.0;27.5;25.4;26.4;31.4;41.5;39.4;36.1;32.6;30.8;24.8;23.3;41.5
C033;Igorre;150;17.8;26.9;27.7;25.6;30.4;38.8;40.2;35.3;30.8;30.1;24.2;21.6;40.2
C0BD;Iruzubieta;110;15.9;25.9;26.6;24.1;26.3;34.2;39.5;34.3;30.2;28.1;23.6;21.2;39.5
C036;Iurreta;180;16.4;26.7;26.3;25.1;30.1;38.4;40.1;34.4;30.0;28.5;23.3;21.9;40.1
C045;La Garbea;717;12.5;21.8;22.5;22.4;27.8;33.8;35.6;32.8;26.7;25.8;18.4;20.5;35.6
C0B7;Mañaria;168;16.0;24.6;26.2;24.6;30.5;37.8;39.7;34.2;29.2;27.8;23.5;20.5;39.7
C019;Matxitxako;433;12.5;25.1;24.6;21.8;21.2;33.5;36.0;31.9;29.9;27.8;21.3;21.7;36.0
C057;Mungia;22;17.8;27.2;28.0;24.0;28.6;40.2;39.6;35.7;31.9;30.2;23.7;23.4;40.2
C063;Muxika;16;17.8;27.6;27.3;24.6;27.2;35.8;40.2;34.7;30.6;29.4;24.3;22.4;40.2
C046;Oiz;980;9.8;19.4;19.6;18.1;24.1;31.6;33.0;27.6;22.7;21.7;16.4;17.6;33.0
C0BA;Oleta;14;17.7;28.2;25.1;28.1;26.4;33.5;40.2;35.5;33.2;31.6;25.0;23.6;40.2
C059;Ordunte;300;15.0;24.6;23.4;23.6;29.4;38.0;36.4;33.4;29.6;29.7;21.7;20.2;38.0
C072;Orduña;934;11.0;19.7;20.2;18.9;25.4;32.2;34.3;31.3;25.7;23.0;17.1;16.3;34.3
C0B4;Orozko;200;15.9;26.2;27.7;26.9;30.9;39.7;39.5;35.1;30.7;29.5;22.7;21.8;39.7
C054;Otxandio;556;12.5;22.5;23.4;21.5;28.9;34.5;36.7;32.0;27.4;25.0;20.3;17.4;36.7
C042;Punta Galea;61;16.2;25.2;23.9;24.6;26.8;39.1;36.4;33.6;32.2;30.0;23.4;23.8;39.1
C0B9;Sangroniz;10;18.3;26.2;25.5;26.2;30.6;39.6;38.2;34.6;31.0;28.9;23.2;22.1;39.6
C0C3;Sodupe;56;17.9;26.8;28.4;27.6;30.4;41.1;41.4;38.6;32.4;31.2;24.0;23.4;41.4
C066;Untzueta;764;12.0;21.8;22.2;21.5;27.0;34.4;35.9;31.3;27.5;25.3;18.7;19.4;35.9
C022;Urkiola;709;10.2;21.4;22.3;19.9;25.4;32.5;34.5;30.0;25.8;23.0;18.8;16.3;34.5
C0B3;Urkizu;75;17.5;26.4;27.1;26.0;29.7;39.1;39.4;34.8;30.3;28.5;24.0;21.8;39.4
C037;Venta Alta;162;17.2;26.2;26.6;25.9;29.4;39.2;38.6;34.8;30.8;29.2;23.3;22.4;39.2
C0E5;Agauntza;180;16.1;25.3;25.5;23.3;28.7;36.4;38.6;33.6;29.4;28.0;21.9;19.5;38.6
C0DB;Aitzu;312;14.7;25.1;25.4;22.8;28.2;37.2;37.6;33.5;28.3;26.4;21.1;18.3;37.6
C0D3;Aixola;320;14.8;24.3;25.1;23.7;27.8;35.5;37.8;32.0;28.2;26.1;21.8;19.7;37.8
C0DD;Aizarnazabal;25;17.1;25.4;22.9;23.2;24.9;33.4;39.3;33.5;28.9;26.6;22.4;20.8;39.3
C0E9;Alegia;90;16.3;29.2;29.0;26.5;28.5;39.2;41.9;35.7;31.7;31.3;23.2;20.9;41.9
C078;Altzola;17;16.5;26.4;24.6;25.1;25.8;34.8;40.1;33.8;31.0;29.0;23.4;21.6;40.1
C052;Ameraun;285;15.0;27.4;27.6;24.1;27.8;37.5;37.8;32.5;29.9;28.1;22.3;19.4;37.8
C0E1;Amundarain;111;17.1;26.7;26.8;23.3;28.8;37.0;39.1;33.8;30.4;28.6;23.4;20.5;39.1
C077;Andoain;52;16.6;27.0;26.4;24.8;26.4;35.9;38.0;33.4;30.0;27.6;21.4;20.6;38.0
C080;Añarbe;184;17.2;27.7;27.4;25.3;28.2;36.8;37.2;32.7;29.4;26.8;21.0;20.8;37.2
C0E8;Araxes;141;16.8;25.6;27.4;24.6;28.0;37.8;39.2;33.7;30.3;28.9;22.7;20.8;39.2
C023;Arrasate;318;14.0;26.2;26.4;26.1;29.8;36.3;40.1;35.2;29.8;28.4;22.6;20.2;40.1
C084;Behobia;5;16.0;25.5;24.8;24.8;26.1;35.4;39.3;31.9;31.3;28.7;21.7;21.1;39.3
C0EA;Belauntza;105;17.2;25.8;26.9;24.5;27.8;37.5;39.7;33.7;29.8;29.2;22.9;21.0;39.7
C026;Berastegi;379;14.6;25.7;25.6;22.7;27.4;35.6;37.7;33.7;29.2;26.6;22.7;19.1;37.7
C058;Bidania;592;12.8;;23.2;19.2;24.4;33.2;35.1;29.5;25.3;23.8;18.8;17.4;35.1
C0F0;Ereñozu;25;17.4;24.4;25.5;25.2;26.3;32.3;35.6;30.9;29.2;26.5;21.0;21.4;35.6
C0F1;Eskas;650;12.4;24.9;23.9;21.8;24.8;34.2;34.7;29.7;25.9;24.4;19.4;22.8;34.7
C0E7;Estanda;195;16.7;27.3;26.8;24.0;30.0;37.5;39.8;34.8;31.2;29.9;22.9;20.1;39.8
C018;Higer;43;;;;;23.7;34.1;36.6;32.0;32.1;30.5;24.8;22.3;36.6
C0DC;Ibai Eder;90;18.4;29.9;29.2;25.4;29.1;40.6;42.5;37.2;32.5;29.6;25.1;21.1;42.5
C071;Jaizkibel;545;12.6;24.2;22.8;22.4;23.2;34.4;35.9;30.9;27.6;27.2;20.2;21.4;35.9
C0EC;Lasarte;18;16.8;28.1;25.7;24.8;26.0;35.1;40.8;35.4;30.1;28.9;22.3;21.4;40.8
C0DE;Matxinbenta;250;15.8;24.0;25.1;22.6;27.8;36.0;37.7;32.5;28.2;26.2;21.3;19.4;37.7
C017;Miramon;113;16.6;28.8;24.9;24.8;25.7;34.5;41.1;33.9;30.2;28.7;22.8;21.0;41.1
C0F4;Oiartzun;53;17.6;27.2;25.2;24.7;26.8;35.4;39.7;33.7;31.3;29.5;22.2;22.0;39.7
C0D1;Oñati;195;16.4;24.9;25.9;24.9;30.1;39.1;39.5;34.9;30.1;28.5;23.4;20.4;39.5
C043;Ordizia;243;17.2;27.8;27.4;24.1;29.3;37.1;40.0;34.8;32.0;29.4;22.9;19.6;40.0
C0D2;San Prudentzio;175;15.3;24.9;26.8;25.5;29.8;38.3;40.7;36.0;30.0;28.4;23.4;20.0;40.7
C007;Santa Clara;48;;;;;21.3;32.0;37.7;32.5;30.4;28.1;23.5;22.1;37.7
C0D0;Urkulu;340;14.8;24.5;25.4;23.1;31.1;37.1;38.2;34.0;29.1;26.5;22.2;18.7;38.2
C064;Zarautz;80;17.1;25.8;23.8;23.4;22.0;32.8;38.9;32.8;30.6;28.1;23.8;21.2;38.9
C028;Zegama;520;13.1;23.9;23.1;20.7;27.7;35.1;36.7;32.9;27.4;26.4;22.0;19.0;36.7
C029;Zizurkil;149;17.1;27.8;27.3;23.8;27.4;38.8;40.7;35.2;30.3;28.8;23.0;20.9;40.7
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
;;;;TEMPERATURA MÁXIMA ABSOLUTA (ºC);;;;;;;;;;;
