COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
C047;Kapildui;1173;8.2;15.5;23.7;21.5;28.1;30.4;28.7;30.5;24.9;22.9;16.7;9.8;30.5
C031;Moreda;490;15.7;20.1;28.7;27.3;34.7;38.3;37.2;36.1;31.9;28.6;20.1;17.0;38.3
C041;Navarrete;689;13.8;17.4;25.5;25.1;31.5;34.5;33.9;34.6;28.7;26.0;19.1;14.6;34.6
C055;Ozaeta;548;16.0;19.3;27.6;27.7;33.8;33.8;33.0;34.0;28.1;28.7;18.5;14.6;34.0
C060;Páganos;577;14.5;18.7;26.7;26.1;32.3;35.1;35.0;34.5;30.0;26.8;18.7;14.8;35.1
C0A1;Pagoeta;705;11.5;15.2;23.1;23.8;29.5;32.0;33.7;32.7;26.7;25.6;16.8;13.4;33.7
C021;Roitegi;980;11.4;15.9;22.4;21.5;28.4;31.9;31.8;31.7;26.1;24.0;17.0;11.6;31.9
C030;Salvatierra;589;15.8;18.3;27.1;26.3;32.8;34.7;34.1;35.2;28.7;27.6;19.3;14.6;35.2
C051;Saratxo;230;17.1;21.5;29.5;28.1;35.9;37.3;38.6;37.7;32.0;30.4;21.6;18.9;38.6
C0A0;Sarria;655;14.5;19.4;27.6;26.9;33.9;35.6;33.8;34.5;27.3;26.6;17.7;13.9;35.6
C049;Subijana;537;13.2;18.5;27.3;26.6;33.4;35.3;35.3;35.6;29.7;28.0;18.2;15.4;35.6
C00B;Tobillas;700;;;;25.2;31.8;33.9;34.8;34.8;28.9;27.4;19.4;14.3;34.8
C020;Trebiño;578;14.2;17.4;25.9;25.8;32.3;35.6;34.6;34.7;29.2;27.0;18.6;14.7;35.6
C070;Zaldiaran;980;9.6;14.7;23.1;23.1;28.5;31.4;30.0;31.0;26.1;24.7;15.9;11.2;31.4
C050;Zambrana;470;14.0;19.3;27.9;26.6;33.7;36.9;37.2;36.2;30.9;27.5;19.7;16.5;37.2
C0B1;Abusu (La Peña);23;18.6;19.2;26.4;27.6;35.2;36.7;36.5;35.6;30.2;28.5;21.8;18.7;36.7
C079;Amorebieta;65;19.4;20.2;26.9;28.3;35.2;38.4;37.3;36.8;32.3;30.0;23.0;19.6;38.4
C0C1;Aranguren;92;20.5;23.3;31.5;30.3;37.8;37.7;37.7;38.5;32.0;30.7;23.5;20.4;38.5
C061;Arboleda;329;18.0;19.6;24.6;26.7;32.3;33.8;33.8;34.1;28.8;28.1;21.4;18.8;34.1
C032;Areta;122;17.9;20.2;27.5;28.4;35.5;37.3;36.9;36.9;30.6;29.5;22.2;19.1;37.3
C002;Arteaga;19;21.4;21.5;27.0;29.2;33.5;37.2;35.4;37.2;30.1;30.8;24.3;20.5;37.2
C0C2;Balmaseda;178;18.4;18.6;26.8;27.5;36.0;37.7;38.6;37.6;30.3;29.2;21.4;17.4;38.6
C069;Bermeo;106;19.4;19.6;24.6;26.0;31.0;34.0;34.2;29.1;28.2;29.1;23.0;19.4;34.2
C0B6;Berna;95;18.4;19.8;28.5;28.9;35.3;37.9;36.6;36.5;30.8;29.8;22.4;20.5;37.9
C0BE;Berriatua;25;21.9;21.4;27.1;27.6;31.7;38.6;35.6;37.4;29.4;30.2;23.9;20.0;38.6
C065;Cerroja;677;14.6;16.7;24.2;23.8;31.1;33.4;34.2;32.8;26.5;25.8;18.7;14.2;34.2
C003;Derio;30;19.6;20.8;28.4;27.8;35.3;36.8;38.2;37.3;31.7;30.6;23.4;20.5;38.2
C039;Deusto;3;19.8;20.6;25.3;26.4;34.8;35.6;37.9;36.9;30.0;30.5;23.4;19.7;37.9
C075;Eitzaga;270;21.2;21.8;28.2;29.8;36.6;39.0;36.6;36.2;31.8;29.5;23.1;20.1;39.0
C074;Elorrio;167;18.4;20.7;29.3;29.9;34.8;37.9;37.9;36.9;29.0;28.5;21.5;17.9;37.9
C009;Galdakao;30;;;;;;;;37.9;30.6;29.4;22.5;19.8;37.9
C038;Galindo;5;20.1;20.7;26.2;27.2;34.5;35.5;34.3;37.0;30.1;30.8;23.9;20.4;37.0
C033;Igorre;150;20.0;21.6;29.3;29.4;37.1;37.0;36.7;36.7;30.6;28.9;22.5;19.5;37.1
C0BD;Iruzubieta;110;19.1;20.0;26.6;27.5;33.3;36.8;35.9;35.8;29.0;28.8;22.4;18.8;36.8
C036;Iurreta;180;19.7;20.4;28.8;28.7;35.6;38.7;36.7;37.5;29.9;29.6;22.9;19.0;38.7
C045;La Garbea;717;15.9;17.7;27.3;25.8;32.8;34.0;32.8;32.7;27.6;26.8;17.8;14.3;34.0
C0B7;Mañaria;168;16.8;17.9;27.5;28.5;35.5;38.4;37.0;36.5;29.2;28.5;21.0;17.2;38.4
C019;Matxitxako;433;17.3;18.3;24.2;25.9;29.7;33.0;29.6;33.5;27.1;27.1;22.4;17.2;33.5
C057;Mungia;22;20.6;22.0;29.8;29.5;35.4;38.0;37.4;38.1;32.8;30.5;24.0;20.8;38.1
C063;Muxika;16;21.5;22.1;27.4;29.3;34.5;37.8;35.6;37.6;30.4;30.1;23.8;20.0;37.8
C046;Oiz;980;12.2;16.0;20.9;21.6;27.2;31.4;30.2;30.0;23.6;23.6;16.7;12.2;31.4
C0BA;Oleta;14;21.7;21.1;27.0;25.8;32.5;37.0;36.5;32.4;28.9;30.7;24.8;21.0;37.0
C059;Ordunte;300;15.6;19.5;27.3;26.4;33.1;36.2;35.1;35.7;29.2;29.2;20.8;16.6;36.2
C072;Orduña;934;10.3;16.4;23.3;23.4;29.9;31.0;31.9;32.6;25.2;25.6;15.6;12.5;32.6
C0B4;Orozko;200;16.9;20.0;28.4;28.1;35.2;37.6;37.4;37.2;30.8;29.7;22.1;18.7;37.6
C054;Otxandio;556;15.2;17.8;26.3;25.4;32.3;34.2;33.5;34.2;28.0;27.0;18.5;16.0;34.2
C042;Punta Galea;61;19.4;20.1;26.0;24.9;32.0;32.0;32.1;35.7;29.8;29.6;23.9;19.9;35.7
C0B9;Sangroniz;10;19.4;20.1;27.1;27.7;35.0;36.2;36.7;35.8;29.1;29.4;22.8;18.9;36.7
C0C3;Sodupe;56;18.8;21.3;26.9;29.1;35.4;38.8;37.9;38.5;32.1;31.0;23.8;21.0;38.8
C066;Untzueta;764;12.3;16.6;24.7;24.9;31.8;33.9;32.5;31.8;26.8;26.2;17.5;14.5;33.9
C022;Urkiola;709;12.7;16.2;23.1;23.2;30.3;31.4;31.3;30.0;25.8;25.6;16.4;13.8;31.4
C0B3;Urkizu;75;19.4;19.5;27.7;28.0;34.9;37.1;36.1;36.3;29.5;28.9;22.4;19.6;37.1
C037;Venta Alta;162;17.8;19.8;27.2;27.6;34.6;36.6;36.2;36.1;30.2;29.1;21.6;19.4;36.6
C0E5;Agauntza;180;18.2;18.7;27.0;27.1;34.1;36.2;35.4;34.5;27.4;27.2;20.4;18.2;36.2
C0DB;Aitzu;312;17.7;20.2;28.0;27.0;33.8;36.5;35.2;35.1;28.7;27.9;20.3;18.7;36.5
C0D3;Aixola;320;17.8;18.3;26.3;27.3;33.9;36.0;35.6;35.1;28.0;27.9;20.4;16.3;36.0
C0DD;Aizarnazabal;25;18.7;19.0;24.7;28.6;32.4;36.8;35.4;34.9;26.8;26.0;20.8;18.7;36.8
C0E9;Alegia;90;19.7;20.3;27.8;29.8;37.6;40.2;39.5;38.3;30.4;30.0;24.0;18.8;40.2
C078;Altzola;17;20.1;19.8;25.1;27.9;33.4;37.1;35.7;36.3;29.3;28.7;22.7;19.1;37.1
C052;Ameraun;285;16.9;18.4;25.6;25.8;32.6;34.8;34.6;32.9;27.1;26.4;19.7;17.9;34.8
C0E1;Amundarain;111;18.6;20.1;27.7;27.7;35.0;36.6;36.0;35.6;29.6;28.1;20.8;18.8;36.6
C077;Andoain;52;19.4;20.0;25.8;27.2;34.0;36.9;36.8;34.8;28.0;28.0;22.1;18.8;36.9
C080;Añarbe;184;19.7;19.9;27.4;27.5;34.8;37.2;36.3;33.4;28.4;28.8;22.0;18.6;37.2
C0E8;Araxes;141;19.1;20.0;27.2;28.4;35.3;37.9;37.0;35.9;28.1;27.8;21.2;17.9;37.9
C023;Arrasate;318;19.6;21.2;28.4;27.5;34.6;37.3;36.6;37.8;30.1;30.6;21.4;19.3;37.8
C084;Behobia;5;20.9;20.3;26.5;28.1;33.4;37.5;35.2;37.0;29.6;28.2;22.5;19.7;37.5
C0EA;Belauntza;105;19.9;20.8;28.1;29.1;36.6;38.4;37.4;36.0;28.6;28.3;21.6;18.8;38.4
C026;Berastegi;379;16.4;17.1;25.0;25.1;32.7;35.0;34.4;34.5;28.4;27.4;19.8;17.3;35.0
C058;Bidania;592;15.4;18.3;24.7;24.4;30.2;32.6;32.0;31.2;26.7;24.7;18.4;15.0;32.6
C0F0;Ereñozu;25;18.5;19.2;25.4;26.9;32.8;33.8;34.1;29.0;24.8;27.0;21.9;18.4;34.1
C0F1;Eskas;650;;;;;;;;;;25.3;19.6;15.7;
C0E7;Estanda;195;19.2;20.2;27.7;27.6;35.2;37.1;36.6;36.6;30.8;29.9;21.4;19.0;37.1
C018;Higer;43;18.2;20.2;26.8;24.2;29.1;32.1;37.2;34.3;25.7;28.4;23.4;20.0;37.2
C0DC;Ibai Eder;90;21.6;22.6;29.2;30.3;36.6;40.0;39.3;38.3;31.4;31.0;23.8;21.4;40.0
C071;Jaizkibel;545;18.5;17.5;23.5;25.9;31.7;35.3;33.4;34.3;28.6;26.2;20.0;16.4;35.3
C0EC;Lasarte;18;20.0;19.8;25.8;28.7;34.1;37.8;37.1;36.2;30.0;29.3;22.4;18.9;37.8
C0DE;Matxinbenta;250;19.2;19.5;27.7;28.6;33.6;37.0;37.1;35.5;25.4;26.1;19.9;17.8;37.1
C017;Miramon;113;21.6;20.2;26.0;29.2;33.6;37.5;37.2;37.4;30.3;29.3;23.6;20.1;37.5
C0F4;Oiartzun;53;21.8;20.8;26.0;28.9;33.2;38.2;37.0;36.4;29.8;29.6;23.8;20.6;38.2
C0D1;Oñati;195;18.9;19.0;27.1;27.1;34.7;37.0;36.9;36.2;29.8;29.3;21.2;18.1;37.0
C043;Ordizia;243;19.6;20.7;27.3;28.1;35.0;37.2;36.9;36.5;32.1;29.3;22.4;18.8;37.2
C0D2;San Prudentzio;175;19.4;20.6;28.2;29.2;36.1;39.8;37.4;37.6;30.2;29.2;21.3;18.8;39.8
C007;Santa Clara;48;20.7;20.0;25.3;24.1;29.1;35.1;36.1;35.9;27.3;28.3;23.3;20.3;36.1
C0D0;Urkulu;340;16.9;19.7;27.2;27.8;33.6;36.9;34.7;34.6;29.3;29.6;20.2;16.5;36.9
C064;Zarautz;80;19.7;19.3;25.4;24.0;30.2;36.4;35.6;35.3;27.8;27.6;22.8;19.4;36.4
C028;Zegama;520;15.4;18.8;26.1;26.5;33.8;35.6;34.4;35.7;27.7;26.7;18.2;15.4;35.7
C029;Zizurkil;149;20.5;20.5;27.2;29.0;35.1;39.4;37.9;37.6;30.6;29.4;22.2;19.8;39.4
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
;;;;TEMPERATURA MÁXIMA ABSOLUTA (ºC);;;;;;;;;;;
