northing,easting,zone
"4795164,667","542692,0574",30
"4800563,36","498851,56",30
"4796609,707","544220,048",30
"4795235,201","542989,4699",30
"4798095,084","542810,3885",30
"4795213,938","542987,1003",30
"4797775,833","543676,8081",30
"4795859,852","544210,4875",30
"4795282,924","542909,1275",30
"4793900,76","544257,47",30
4795052,"542959,5",30
"4795425,23","543829,81",30
"4782813,541","531895,4367",30
"4779657,745","534338,985",30
"4781032,197","534381,9302",30
"4782206,61","532822,8559",30
"4779519,549","533492,2313",30
"4779854,458","534481,8085",30
"4782820,588","531893,4012",30
"4782817,951","531894,039",30
"4781419,847","534818,9485",30
"4781239,55","534619,277",30
"4781352,547","532500,293",30
"4780407,493","534171,3845",30
"4781096,046","534508,436",30
"4781041,145","532861,0538",30
"4779267,377","534519,0548",30
"4780526,413","535286,5819",30
"4779441,538","535901,7222",30
"4780356,421","535187,6103",30
"4780495,404","534397,8962",30
"4780027,311","534410,9454",30
"4781573,366","533090,1972",30
"4779978,91","534393,3859",30
"4779400,622","535696,2473",30
"4779713,86","534371,5821",30
"4781353,882","532499,9509",30
"4782195,46","532914,9202",30
"4778316,296","535329,4036",30
"4780019,742","536221,9554",30
"4779816,048","535050,5824",30
"4779812,406","535056,112",30
"4782133,289","533599,1316",30
"4782246,706","533765,1648",30
"4779854,186","533942,8999",30
"4781257,614","534682,9978",30
"4780032,55","535592,4705",30
"4781278,458","532808,1657",30
"4781238,532","532653,8078",30
"4780279,342","534326,3871",30
"4779791,322","534382,4507",30
4784514,"492250,63",30
"4778948,464","534631,6281",30
"4779923,228","534327,4199",30
"4780768,866","534324,7902",30
"4779519,438","533097,3899",30
"4781091,414","534513,6914",30
"4782191,98","533744,3765",30
"4778634,86","534967,0949",30
"4780444,584","534410,362",30
"4779781,268","533245,4809",30
,,30
"4778647,611","535257,2185",30
"4779489,498","533439,65",30
"4802380,527","531802,6069",30
"4778614,529","535015,1758",30
"4778674,573","534995,2405",30
"4779313,031","534299,4243",30
"4779420,73","534401,1468",30
"4779828,748","533271,1865",30
,,30
"4780744,855","534402,0856",30
"4779553,563","534372,0389",30
"4787353,104","510580,6081",30
"4787006,447","511779,8648",30
"4786872,411","513013,0797",30
"4786286,743","511834,959",30
,,30
"4780300,624","534242,9958",30
"4780457,157","534140,1541",30
"4781774,274","532418,5572",30
"4780355,967","532894,4901",30
"4780356,485","535208,8177",30
"4780761,839","534360,7966",30
"4780942,83","534374,0528",30
"4780516,252","534393,6486",30
,,30
"4780047,586","536253,6275",30
"4779985,082","534531,948",30
"4780044,54","535903,0517",30
"4781168,307","534622,6377",30
"4780599,473","534374,3573",30
"4779764,362","536459,9919",30
"4780615,58","534358,0417",30
"4781527,476","532470,3047",30
"4779622,327","536244,8509",30
"4780766,984","534361,4151",30
"4782186,038","533726,0283",30
"4781230,784","534639,4804",30
"4780603,373","534137,2406",30
"4780267,87","535181,75",30
"4804033,562","525012,0135",30
"4803268,738","524724,9006",30
"4800420,653","521653,6972",30
,,30
"4803295,002","524681,2714",30
"4802375,355","522879,8414",30
"4803275,775","524610,5208",30
"4803322,995","524654,6103",30
"4803464,852","524571,6716",30
"4803388,826","524666,8135",30
"4804418,531","524673,7687",30
"4802375,355","522879,8414",30
"4803700,738","524345,4082",30
"4802542,172","524029,8917",30
"4803621,673","524459,9603",30
"4803276,737","524596,6528",30
"4803430,425","524473,1297",30
"4803614,6","524463,7006",30
"4803620,271","524464,1757",30
"4804243,026","524914,2383",30
,,30
"4803525,119","524495,3795",30
"4801807,504","523970,4531",30
"4803917,573","524586,5711",30
"4802326,632","524777,0248",30
,,30
"4803347,625","524742,8496",30
"4803882,863","524539,8412",30
"4803451,085","524255,7712",30
"4803423,8","524265,5429",30
"4801939,564","523968,2667",30
"4803122,262","524519,2404",30
"4803558,89","524254,5219",30
,,30
"4803274,949","524618,832",30
"4801733,7","524188,2837",30
"4801887,229","524518,6549",30
"4803010,835","524466,2839",30
"4803447,046","524336,6114",30
"4802483,063","523839,2413",30
"4802207,884","523900,935",30
"4803983,603","525083,4586",30
"4801971,073","524068,9783",30
"4804031,41","524892,4378",30
"4803889,127","524343,2377",30
"4803394,965","524667,078",30
"4802266,742","524804,5924",30
"4802503,331","523854,1337",30
,,30
"4801385,442","524017,51",30
"4804491,21","524671,7653",30
"4801622,965","523741,2932",30
"4801707,102","524176,1354",30
"4801655,463","523502,206",30
,,30
,,30
"4803308,294","524405,7779",30
"4801984,161","524039,7373",30
"4803599,279","524167,3265",30
"4802173,673","524000,4611",30
"4802371,159","522882,1215",30
"4804130,881","522226,9537",30
"4802631,002","523946,996",30
"4802632,353","523942,8973",30
,,30
"4802849,132","524604,7518",30
"4803433,759","524379,8629",30
"4802592,685","523913,3504",30
"4801821,517","524964,9663",30
,,30
"4801961,376","523755,5977",30
"4801975,377","523748,1543",30
"4802574,514","522984,5561",30
"4801836,323","525060,5901",30
"4801704,731","524867,4439",30
"4803562,07","524175,4242",30
"4801923,757","523983,3218",30
"4804136,157","524169,0386",30
"4803952,826","524715,4451",30
"4802164,273","524005,0374",30
"4803956,322","524724,1227",30
,,30
"4803163,085","524608,1566",30
"4802850,283","524629,3114",30
"4800638,554","522303,8231",30
"4803423,583","524265,5437",30
"4803268,753","524796,4167",30
"4803222,459","524617,2849",30
"4802635,103","523944,3474",30
"4803583,343","524073,6797",30
"4801781,432","524041,4823",30
"4800617,62","521815,89",30
"4793057,697","509803,4605",30
"4792941,515","508823,7589",30
"4793294,413","509112,1839",30
"4793481,866","509783,9179",30
"4794579,874","510928,1765",30
"4793485,322","509771,5651",30
"4795751,293","509655,8079",30
"4795751,293","509655,8079",30
"4795751,293","509655,8079",30
"4793283,872","510635,6551",30
"4794772,675","509325,7519",30
"4793424,092","509904,5102",30
"4793483,447","509781,4148",30
"4793900,327","509720,8857",30
"4792932,309","509428,6299",30
"4795551,44","509640,8602",30
"4793316,445","509530,6188",30
"4793342,315","510102,8308",30
"4793837,339","509734,823",30
"4793450,318","511311,6453",30
"4792936,033","508818,7488",30
"4793761,558","509502,009",30
"4794721,716","508711,2672",30
"4794707,884","508370,1397",30
"4794801,037","510069,4023",30
"4802937,608","533605,8978",30
"4794900,595","508477,7203",30
"4794635,957","509750,9519",30
"4795807,038","509728,5652",30
"4795151,737","509186,1989",30
"4795160,996","509156,5191",30
"4794967,228","508986,8558",30
"4795984,632","508462,4213",30
"4794538,453","510259,2527",30
"4794679,362","508797,3934",30
"4793226,862","509484,7264",30
"4794677,691","508795,26",30
"4796777,842","509513,5215",30
"4793116,634","509030,4617",30
,,30
"4793719,972","509347,2774",30
"4794252,942","509095,3818",30
"4794085,718","510025,7934",30
"4793461,111","509054,6716",30
"4793398,183","509525,6009",30
"4793298,439","509108,0186",30
"4793574,784","508703,8884",30
"4793566,553","509521,1272",30
"4793643,401","509055,1694",30
"4793891,286","509166,3441",30
"4793081,639","509402,7015",30
"4794955,938","509198,5772",30
0,0,30
"4792155,594","510638,9256",30
"4794027,43","509171,47",30
"4776287,761","522624,5876",30
"4776525,295","520280,4744",30
"4777318,425","519481,6516",30
"4776462,843","519676,9301",30
"4776694,351","521501,3016",30
,,30
,,30
"4776216,143","521967,8351",30
,,30
,,30
"4776685,868","521860,2042",30
,,30
"4776309,811","522013,2842",30
"4776350,113","522143,9936",30
"4774394,377","521361,3194",30
"4776660,435","523053,1456",30
"4777409,269","519123,8462",30
"4776650,189","520084,861",30
"4776874,514","521097,3618",30
"4774957,188","518822,4213",30
"4777224,664","519426,081",30
"4776065,56","521033,6427",30
"4772414,442","522292,1464",30
"4778043,125","518497,4317",30
"4774313,987","521529,4801",30
"4774999,587","519147,3483",30
"4776394,952","523020,4461",30
,,30
,,30
,,30
,,30
,,30
"4774895,213","518890,8184",30
,,30
"4775173,044","519048,4171",30
,,30
,,30
"4776586,315","522596,6054",30
,,30
4775888,520788,30
"4779705,053","529345,4741",30
,,30
,,30
,,30
"4779588,94","529453,728",30
"4777815,107","527049,795",30
"4779977,317","529967,2022",30
"4778706,787","529651,5966",30
,,30
"4780265,306","529702,5671",30
"4779811,307","530007,2688",30
"4779217,992","530065,3721",30
"4779977,317","529967,2022",30
,,30
"4779319,973","529869,3338",30
,,30
,,30
"4778510,667","526542,0201",30
"4780199,496","530082,5096",30
"4779832,964","530659,5053",30
,,30
"4777434,153","529922,7988",30
"4779166,496","530145,08",30
"4779636,39","530332,0516",30
,,30
"4778451,51","529622,6103",30
,,30
"4779518,355","530850,0425",30
"4780200,569","529543,8011",30
"4780079,884","530300,5605",30
"4779326,916","530653,5456",30
"4779197,471","530623,2834",30
"4779683,732","529712,6243",30
,,30
"4778951,79","529999,5128",30
"4779502,039","529597,315",30
"4780037,457","530536,7893",30
"4791950,608","489213,2325",30
,,30
"4789602,706","491255,7753",30
"4789602,706","491255,7753",30
"4793055,723","488462,9684",30
"4789602,706","491255,7753",30
"4789602,706","491255,7753",30
"4789602,706","491255,7753",30
"4789602,706","491255,7753",30
"4790459,037","491366,8955",30
"4790828,351","489576,8185",30
"4779759,515","529384,7475",30
"4779957,202","530462,1197",30
"4779502,039","529597,315",30
"4779616,772","530079,4286",30
"4779569,216","530719,9586",30
"4779491,474","529936,8807",30
"4779311,288","529871,5652",30
"4779615,74","529188,3316",30
,,30
"4779336,154","529859,8033",30
"4779506,117","530249,8759",30
"4779315,513","529847,921",30
"4779129,169","530008,7758",30
"4780007,837","529211,3778",30
"4779239,643","529910,4275",30
"4780331,211","529873,151",30
"4779140,633","530004,9326",30
,,30
"4778881,535","529811,354",30
,,30
,,30
"4780269,223","529602,2867",30
,,30
"4780154,316","529506,163",30
,,30
"4779569,216","530719,9586",30
"4779546,747","529308,512",30
,,30
"4779746,035","529005,6145",30
"4779737,554","529020,465",30
"4778378,781","526558,717",30
"4778733,44","529975,1749",30
"4780008,65","529948,8875",30
,,30
"4778717,541","529634,965",30
"4778923,561","530604,8087",30
"4779666,105","529277,6104",30
"4777946,357","531009,1072",30
"4778705,18","530026,2929",30
"4779466,796","530197,9812",30
"4779745,403","529995,8706",30
"4779552,303","528990,1483",30
"4779258,089","530000,3177",30
"4778858,771","530052,9468",30
,,30
,,30
,,30
,,30
,,30
,,30
"4779662,486","529287,1027",30
"4779406,073","529137,1773",30
"4779641,926","529693,8903",30
"4780159,846","529577,499",30
,,30
,,30
,,30
,,30
,,30
"4779650,911","529530,4856",30
"4779691,69","530662,8456",30
"4779512,012","530617,4627",30
,,30
"4779031,224","529888,6394",30
"4779269,652","529316,3461",30
"4779657,891","529503,8357",30
,,30
,,30
"4779612,667","530416,9107",30
,,30
"4778741,67","530221,07",30
"4780255,45","529703,86",30
"4779517,63","529527,69",30
"4778809,89","530028,96",30
"4780070,31","529332,21",30
4779607,529743,30
"4803296,401","533441,9408",30
"4803441,537","530821,3554",30
,,30
"4803273,231","533455,9028",30
"4803683,004","533800,8361",30
"4801587,86","533823,1263",30
"4802198,513","534043,0567",30
"4802331,701","530465,6753",30
"4803024,086","531332,3136",30
"4802979,89","535144,7058",30
"4803308,537","532062,5016",30
"4803240,277","533602,6185",30
"4803510,527","531424,7873",30
"4803343,885","533240,299",30
"4802316,121","534858,8714",30
"4802287,816","533922,2617",30
"4801915,093","531216,0137",30
"4803079,266","533669,9695",30
"4802895,806","534683,4071",30
"4802470,111","534998,8162",30
"4803564,115","533780,634",30
"4803347,793","533637,8516",30
"4803326,378","533268,382",30
"4802301,88","535139,5339",30
"4803446,171","534911,8016",30
"4802434,154","533895,2377",30
"4803223,964","533759,0199",30
"4803124,069","533630,1239",30
"4803420,972","532878,0583",30
"4802877,909","534770,1378",30
"4797159,318","504501,7077",30
"4803336,217","533786,8406",30
"4803258,324","533419,4238",30
"4803265,639","531346,8228",30
"4803315,486","533785,5428",30
"4802739,492","533722,4922",30
"4802432,577","535459,5709",30
"4803450,752","533643,7686",30
"4803332,098","533840,3672",30
"4803114,577","533605,5931",30
,,30
"4803160,888","532443,9343",30
"4803160,888","532443,9343",30
"4802012,875","531277,0871",30
"4802052,006","530978,943",30
,,30
"4805601,311","529251,959",30
,,30
,,30
,,30
,,30
,,30
,,30
"4805778,15","529253,3065",30
,,30
,,30
,,30
"4777497,997","536430,52",30
"4775749,912","537338,5487",30
"4776049,772","537470,8081",30
"4775467,513","537769,3615",30
"4775535,122","537360,4566",30
"4774288,826","536693,5622",30
"4775835,731","536853,8575",30
"4775778,872","536042,0809",30
"4776660,391","537124,8811",30
"4776399,976","538869,5478",30
"4775069,341","537524,225",30
,,30
,,30
"4775615,229","536875,5945",30
"4775225,079","537396,2798",30
"4775219,85","537366,9443",30
,,30
"4775918,13","537684,7713",30
"4775416,707","537239,3216",30
"4777082,631","538292,5683",30
"4775503,202","535466,7493",30
"4776132,002","537551,3035",30
"4775160,782","537318,3942",30
"4775800,783","538328,2887",30
"4775372,926","537261,1742",30
"4775716,81","537133,3973",30
"4775776,841","536887,2591",30
"4775759,608","536948,3033",30
"4775390,075","537227,249",30
"4775869,93","537706,5555",30
"4776092,033","537333,9185",30
"4775814,887","537059,5315",30
"4775375,031","537212,0784",30
"4775724,855","537751,572",30
"4775005,125","537052,4247",30
"4774627,876","539219,4564",30
"4778240,741","535499,773",30
"4775217,457","536826,9472",30
"4774500,641","537567,3581",30
"4775086,967","537100,3968",30
"4774837,885","537235,7327",30
"4774830,456","537886,8752",30
"4775462,616","535022,6332",30
"4773272,215","538904,8388",30
"4775622,678","536301,1459",30
"4775402,575","537897,0161",30
"4774322,17","537780,2718",30
"4775081,329","537154,6039",30
"4775288,965","536482,9595",30
"4775474,131","537768,0896",30
"4775505,002","536927,8813",30
"4775756,738","537373,5661",30
"4776214,258","537318,3799",30
"4776713,565","537209,6154",30
"4777144,36","537183,8236",30
"4775775,737","537342,3171",30
"4775348,521","537884,2677",30
"4775435,8","536526,3575",30
"4775338,404","537031,1825",30
"4775535,557","537541,8448",30
"4775103,716","538762,3723",30
"4776507,014","537816,8685",30
"4775527,419","537764,843",30
"4776035,297","537569,419",30
"4775692,759","537487,1842",30
"4777554,358","536398,2923",30
"4774853,35","536556,4089",30
"4773378,785","538681,623",30
"4774369,64","537882,8961",30
"4774235,202","537672,0007",30
"4777397,7","536707,719",30
"4775595,325","537278,8695",30
"4775846,558","536241,877",30
"4775272,452","537296,2616",30
"4775307,051","535898,8063",30
"4775507,584","537231,0404",30
"4775738,308","536350,6441",30
,,30
"4775303,75","535607,3379",30
"4775461,926","537999,0587",30
"4775517,168","536088,6822",30
"4775400,663","537646,0955",30
"4777078,017","538477,3487",30
"4775012,284","538735,2975",30
,,30
"4775525,834","537165,7144",30
"4776716,855","537026,2483",30
"4775641,478","537274,1387",30
"4775390,075","537227,249",30
"4777567,949","536299,2326",30
"4775510,915","537829,5272",30
"4776949,535","538337,1699",30
"4775693,753","537349,1802",30
"4773598,165","538156,6903",30
"4775390,075","537227,249",30
"4775332,41","536689,9298",30
"4774938,122","538554,9033",30
"4774603,251","538043,107",30
"4774603,251","538043,107",30
"4774601,146","538033,7229",30
"4774601,146","538033,7229",30
"4775293,38","537950,37",30
"4774832,28","537858,25",30
"4796898,906","504751,1161",30
"4796891,542","504610,254",30
"4793683,296","503972,7379",30
"4794102,209","502152,7031",30
"4798676,707","502984,3096",30
"4798475,79","503288,2143",30
"4797430,651","503109,4504",30
"4797993,258","504319,8273",30
"4795672,676","501412,5636",30
"4797048,696","504807,8007",30
"4797048,696","504807,8007",30
"4797268,137","502825,3222",30
"4795672,676","501412,5636",30
"4794709,437","525013,6341",30
"4796040,81","525931,9759",30
"4798005,887","504448,6245",30
"4794643,362","503028,9939",30
"4798592,395","503680,2831",30
"4798158,595","503904,3981",30
"4798879,763","503140,572",30
"4794822,938","502404,6151",30
"4798797,269","503961,6259",30
"4794871,234","502353,5997",30
,,30
"4795728,723","502332,7585",30
"4795164,502","502112,8406",30
"4798052,261","503407,974",30
"4794713,999","503304,2547",30
"4798098,769","503340,4338",30
"4799687,988","504312,8159",30
"4794418,118","502254,4111",30
"4797071,721","504854,4248",30
"4796820,184","505013,3457",30
"4795920,804","502548,7213",30
"4795968,609","501451,0294",30
"4794337,11","502179,0678",30
"4794187,869","502022,4907",30
"4794038,565","502311,2297",30
"4794675,596","502901,5748",30
"4798594,868","502878,8035",30
"4793982,089","503831,2652",30
"4798032,911","503647,7833",30
"4794604,463","502121,4101",30
"4794840,232","504290,4047",30
"4796666,637","503141,7556",30
"4796388,819","503820,2461",30
"4795397,201","503808,5479",30
"4795164,502","502112,8406",30
"4796005,429","503748,1193",30
"4796501,69","504737,594",30
"4796853,33","504959,8638",30
"4796539,727","504732,8424",30
"4794344,34","502505,9172",30
"4794534,752","501974,7677",30
"4797082,305","502716,9411",30
"4795973,838","501895,339",30
"4794518,459","502247,5225",30
,,30
,,30
"4798231,643","504354,2461",30
"4794324,317","502583,0025",30
"4794466,025","503232,1274",30
"4793568,32","502516,6536",30
"4795186,31","502099,3383",30
"4793107,043","503258,0202",30
"4796089,981","501584,5133",30
"4793753,337","503360,7828",30
"4793735,326","503283,8286",30
"4792753,126","503356,3908",30
"4799213,677","503988,2229",30
"4796859,48","503308,6075",30
"4795111,622","503059,078",30
"4794534,752","501974,7677",30
"4795174,568","502195,676",30
"4796813,024","503284,4106",30
"4796217,936","502059,0085",30
"4798002,489","505050,322",30
"4794534,752","501974,7677",30
"4793785,733","503351,691",30
"4799198,77","503974,0102",30
"4794138,219","502473,2581",30
,,30
"4794277,507","502326,4622",30
"4794534,752","501974,7677",30
,,30
"4794267,634","501924,3979",30
"4798549,469","502925,1101",30
"4794035,34","502827,027",30
"4796173,488","502086,0821",30
"4795354,72","503452,8573",30
"4794060,011","504312,7028",30
"4794305,031","502745,2305",30
"4797889,109","504483,5199",30
"4797814,603","504389,1367",30
"4798063,059","503849,2644",30
"4795872,486","502286,0568",30
"4794534,752","501974,7677",30
,,30
"4793694,536","502686,1408",30
"4798378,8","503772,0846",30
"4793271,909","504484,3974",30
"4794725,4","502105,9883",30
"4796565,849","503229,781",30
"4794335,158","502152,2525",30
,,30
"4794568,064","501916,8615",30
,,30
"4797844,28","504085,2569",30
"4795055,585","504057,1742",30
"4798010,17","504290,3944",30
"4793179,91","503110,1271",30
"4793135,217","503052,539",30
"4795015,912","503938,4848",30
"4797987,651","504475,538",30
"4799085,677","503560,312",30
"4794051,899","502190,5763",30
,,30
"4795510,433","502695,4634",30
"4795982,646","502271,0007",30
"4794813,382","502378,9171",30
"4797600,323","502990,5735",30
"4796405,091","502347,2564",30
"4794888,237","504316,2716",30
"4794671,874","502425,5211",30
"4796813,024","503284,4106",30
"4795529,559","503849,748",30
"4796171,703","501672,8967",30
"4788978,695","509460,9396",30
"4793683,296","503972,7379",30
"4794967,635","503743,6407",30
"4794649,049","501960,4592",30
"4796135,083","504175,0429",30
"4794640,829","502435,3731",30
,,30
"4798218,147","503314,6315",30
"4794745,96","503674,9267",30
"4794534,752","501974,7677",30
"4793404,637","504150,6119",30
"4794662,898","502408,0881",30
"4794956,453","503883,6757",30
"4789211,94","509679,2949",30
"4796256,76","501396,9617",30
"4794207,536","502461,4935",30
"4795689,418","501473,6906",30
"4793481,189","503820,8005",30
"4795389,018","502522,3873",30
"4796608,616","503035,1547",30
"4798204,809","502899,3791",30
"4798203,539","502889,2583",30
"4798835,731","503872,6212",30
,,30
"4796135,083","504175,0429",30
"4798669,913","503779,9092",30
"4794534,752","501974,7677",30
"4796207,366","502372,1269",30
"4795707,885","501430,7949",30
"4795138,125","504598,9892",30
"4795026,921","504393,4699",30
"4794049,271","504311,7363",30
"4798504,461","502839,3805",30
"4794497,398","502754,6454",30
"4794552,017","501893,0164",30
"4796901,468","504747,5956",30
"4796893,057","504716,7194",30
"4796900,469","504618,6308",30
"4796903,937","504618,6284",30
,,30
"4798910,315","503108,405",30
"4798738,996","503995,3375",30
"4798979,382","502850,6251",30
"4798574,947","502673,2724",30
"4797250,043","504427,6758",30
"4794563,15","503061,46",30
"4796073,06","504195,29",30
"4794269,07","502667,08",30
"4794498,45","502868,62",30
"4798523,07","502876,5642",30
"4801145,263","531918,8031",30
"4801857,705","530631,1781",30
"4801970,881","530361,2185",30
,,30
"4800027,842","530820,2364",30
"4798340,37","532264,4833",30
"4798304,051","532508,5999",30
"4799553,958","531539,8549",30
"4800478,488","530408,9099",30
"4800674,72","532489,913",30
"4798767,141","532234,7073",30
"4801036,502","530722,1872",30
"4798248,528","532267,5213",30
"4800728,37","532502,156",30
"4799609,524","531334,2296",30
"4800344,234","530613,3841",30
"4800088,81","530511,8406",30
"4799556,118","531983,7473",30
"4799768,981","531637,3608",30
"4798830,103","532081,8173",30
"4800490,967","530567,5225",30
"4800490,967","530567,5225",30
"4799888,322","530925,0995",30
"4780564,969","539594,8035",30
"4781934,682","540269,7338",30
"4781728,604","538939,1259",30
"4781952,223","540313,6116",30
"4780869,714","540780,0371",30
"4780742,146","540676,6901",30
,,30
"4782042,181","540187,7842",30
"4781606,709","540703,8873",30
"4781630,871","540756,5968",30
"4782305,884","539980,6675",30
"4782347,075","540020,3593",30
"4782678,361","539600,3907",30
"4781736,032","539895,5684",30
"4780903,72","540696,2726",30
"4781716,569","540108,0512",30
"4780911,56","540745,3927",30
"4782084,739","538166,9023",30
"4781851,319","540602,5915",30
"4782017,417","540160,5667",30
"4781522,633","540738,8638",30
"4782343,319","541092,8411",30
"4781823,227","540487,613",30
"4780934,294","540809,4433",30
"4782256,687","541136,9841",30
"4780953,265","541126,5093",30
"4780942,015","540965,9204",30
,,30
"4781821,19","540797,7789",30
"4781838,681","540323,8244",30
"4781713,622","539887,5532",30
"4782053,588","540380,9728",30
"4782254,371","541032,3219",30
"4781791,169","540598,2376",30
"4781791,169","540598,2376",30
"4782319,083","540485,1488",30
"4781814,588","540532,8778",30
"4781608,175","539482,7422",30
"4781173,582","540730,8559",30
"4781837,642","540322,5198",30
"4780956,163","540928,3838",30
"4781842,688","540145,2987",30
"4781838,681","540323,8244",30
"4781596,678","540740,8093",30
"4781823,227","540487,613",30
"4781720,422","540700,1315",30
"4782074,853","539422,5722",30
"4781967,151","540163,6528",30
"4781848,785","540330,3013",30
"4781883,36","540435,29",30
,,30
,,30
"4796320,767","522304,8702",30
"4797381,829","519834,5084",30
"4796320,767","522304,8702",30
,,30
,,30
"4796320,767","522304,8702",30
"4796320,767","522304,8702",30
"4796320,767","522304,8702",30
"4796623,81","522262,1136",30
"4796320,767","522304,8702",30
"4796320,767","522304,8702",30
"4796320,767","522304,8702",30
"4796397,628","522266,7482",30
"4797159,018","520023,0598",30
"4788452,534","508467,5209",30
"4788290,967","509374,7069",30
"4800048,7","499386,1",30
"4798508,29","499224,04",30
"4788560,15","509385,6905",30
"4788742,182","509303,8574",30
"4788941,938","509515,2498",30
"4788647,814","509347,1321",30
"4787853,932","508547,2762",30
"4788536,443","508944,5366",30
"4788235,43","508941,9171",30
"4788464,625","508896,869",30
"4788246,771","509056,3249",30
"4788818,369","509865,5672",30
"4788844,737","509781,2867",30
"4789106,042","509722,0387",30
"4788857,695","509542,9779",30
"4789549,24","509989,5029",30
"4788013,822","508789,7334",30
"4788868,423","509559,5382",30
"4788592,899","508584,039",30
"4788447,875","509258,4002",30
"4788509,074","509320,5564",30
"4788938,683","509515,5033",30
"4788381,18","508633,8693",30
"4788713,883","508548,552",30
"4788583,05","509292,45",30
"4788380,41","508663,22",30
"4788191,63","508915,85",30
"4789402,316","540268,78",30
,,30
,,30
"4789458,183","541513,6373",30
,,30
"4789043,262","542623,5573",30
,,30
,,30
,,30
"4789616,012","541760,804",30
"4789185,145","542511,346",30
"4788745,641","541993,5741",30
"4788123,337","541319,2177",30
"4789616,012","541760,804",30
"4789635,751","541757,744",30
"4787628,728","545086,4468",30
"4787670,628","539949,0239",30
,,30
"4788433,034","543897,9704",30
"4789579,211","541849,8113",30
"4789014,767","542207,154",30
"4789625,999","541770,1344",30
"4788165,93","541213,2959",30
"4788745,641","541993,5741",30
"4789496,88","541836,37",30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
,,30
"4797828,561","517551,2888",30
"4798488,477","516922,2267",30
"4796092,607","516637,7283",30
"4797041,401","516367,2746",30
"4797091,544","517153,7676",30
"4796499,125","517798,0284",30
"4797639,86","516333,6302",30
"4796892,804","517742,3452",30
"4797017,012","516228,8056",30
"4797721,605","516334,6654",30
"4797775,279","516409,8199",30
"4797748,182","517321,3215",30
"4786332,29","512166,24",30
"4798254,449","516684,8286",30
"4797720,859","516333,4048",30
"4796842,237","515853,5021",30
"4796231,314","516043,9429",30
"4796732,054","516962,4139",30
"4798360,122","516667,852",30
"4797775,279","516409,8199",30
"4786465,502","513760,831",30
"4786859,436","513648,067",30
"4787508,62","512424,1146",30
,,30
"4786849,702","513103,1662",30
"4786220,787","511811,3549",30
"4787002,43","513032,0321",30
"4785880,549","513688,7737",30
"4786241,424","511832,6453",30
"4786870,059","514091,7129",30
,,30
,,30
,,30
"4786239,402","511796,5182",30
"4786244,018","511811,4137",30
"4786309,425","512496,8797",30
"4786886,336","512598,2146",30
"4787277,889","510938,17",30
"4786244,009","511811,4107",30
"4787120,694","514028,6628",30
"4786437,075","514814,3472",30
"4785402,802","514606,2042",30
,,30
,,30
,,30
,,30
"4786356,265","512406,8144",30
"4786964,068","510641,109",30
"4786229,205","511783,2753",30
"4786819,249","511895,1138",30
,,30
"4787011,878","510593,7958",30
"4789379,002","510958,6173",30
"4786284,289","514225,1441",30
"4786759,07","512606,6297",30
"4786188,726","511838,4073",30
,,30
"4786436,754","512807,0426",30
"4786970,236","510657,4381",30
"4787816,351","510222,3081",30
"4787815,898","510216,856",30
,,30
"4784504,023","513165,4257",30
"4786293,72","514139,6423",30
"4786209,261","514108,395",30
"4786821,687","511813,9657",30
"4784514,007","513186,1105",30
"4787432,077","510678,2462",30
"4785266,533","515021,1227",30
"4785972,012","513305,005",30
"4785925,787","514128,1595",30
"4786934,172","513282,3585",30
"4788141,173","511861,1967",30
"4786382,763","511972,3549",30
"4785887,82","514735,8419",30
"4786244,009","511811,4107",30
,,30
"4786244,009","511811,4107",30
"4785911,297","514717,751",30
"4787813,762","510218,9752",30
"4784554,733","513282,9225",30
"4787801,86","510146,0869",30
"4786773,144","514337,7873",30
"4784802,825","514455,3863",30
"4784777,066","514388,9615",30
,,30
"4785397,391","515251,5557",30
"4787248,899","515699,8807",30
"4786924,491","516624,0964",30
,,30
"4788523,199","515375,5041",30
"4785089,56","514547,9344",30
,,30
"4787409,269","510593,0077",30
"4786650,46","513091,8945",30
"4786491,279","512300,1406",30
,,30
"4786142,698","512869,9689",30
"4786332,676","511426,255",30
"4787455,603","511239,953",30
"4786923,697","512204,9394",30
,,30
,,30
"4786751,898","514281,0507",30
"4785425,756","515122,3485",30
"4787016,408","512038,639",30
"4788817,875","511300,578",30
"4787264,867","511041,3582",30
,,30
"4788869,604","512992,7092",30
"4786325,765","512010,4749",30
,,30
"4787225,574","513699,2567",30
,,30
"4786944,287","514454,3084",30
"4786519,106","512142,79",30
"4787603,876","510535,3379",30
"4786579,825","512283,3588",30
"4788139,91","511875,6562",30
"4787228,676","515261,3619",30
"4788872,069","513199,6423",30
"4786717,961","516780,9434",30
"4786020,942","514515,9242",30
"4786580,277","512349,7216",30
"4786893,92","512923,3086",30
"4787920,087","512466,2622",30
"4786999,883","512056,9838",30
"4783631,482","513206,4718",30
"4786627,647","512394,6338",30
"4787279,511","510692,933",30
"4786718,274","514039,8484",30
,,30
"4786230,323","511787,4377",30
"4785869,421","514025,9572",30
"4786795,505","511772,0851",30
,,30
,,30
"4785357,147","514619,6662",30
