northing, easting, zone, longitude, latitude
4777927.186,531475.5494,30,-2.612871995189291,43.15344162849636
NaN,NaN,30,NaN,NaN
4777234.457,531867.6071,30,-2.6080899172967476,43.1471874353218
4777392.154,532073.3792,30,-2.605550245247358,43.148598744934844
4779425.529,531552.6421,30,-2.6118384276936193,43.16693044175859
4777540.199,531727.5973,30,-2.6097942160102265,43.14994641863643
4777609.076,531660.6952,30,-2.6106130639312055,43.15056943457957
4779820.689,531510.9627,30,-2.612328654547669,43.17049044480096
4778573.442,532532.4613,30,-2.5998350272606565,43.15921620062516
4779789.966,531824.9561,30,-2.608467528846869,43.17020064217408
4778058.736,531461.8018,30,-2.613033603631472,43.15462676105421
4778186.551,531288.0075,30,-2.6151639280118504,43.15578489869861
NaN,NaN,30,NaN,NaN
NaN,NaN,30,NaN,NaN
4779949.487,532009.2702,30,-2.606190793694486,43.17162928413185
4780141.296,531873.6933,30,-2.6078477036605006,43.17336217770659
