COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
C033;Igorre;150;12.8;9.6;14.8;19.0;19.3;23.5;26.5;26.9;27.2;20.1;16.7;15.1;19.3
C0BD;Iruzubieta;110;12.3;9.2;14.3;18.5;18.7;22.4;25.0;24.9;24.8;18.7;15.9;14.0;18.2
C036;Iurreta;180;12.7;9.4;14.5;19.3;19.4;23.8;26.8;27.3;27.2;22.0;16.4;16.4;19.6
C045;La Garbea;717;8.8;5.5;9.8;14.6;15.8;19.6;22.7;23.4;23.6;15.9;11.9;11.4;15.2
C0B7;Mañaria;168;11.6;9.0;13.9;18.7;19.2;23.5;26.2;26.6;26.2;18.8;15.3;13.1;18.5
C019;Matxitxako;433;10.5;7.4;11.7;15.8;15.9;18.6;21.3;21.7;21.6;16.6;14.1;12.9;15.7
C057;Mungia;22;14.2;11.0;15.4;19.1;18.8;22.5;25.3;25.6;25.4;20.0;17.4;15.8;19.2
C063;Muxika;16;13.6;10.3;15.2;19.3;19.5;23.5;26.3;26.1;25.8;20.0;17.3;15.4;19.4
C046;Oiz;980;;2.4;6.2;11.9;11.5;15.9;18.2;19.0;18.8;12.3;9.2;9.8;
C0BA;Oleta;14;14.1;10.5;15.7;18.7;18.9;22.5;25.4;25.3;24.9;19.8;17.5;15.7;19.1
C059;Ordunte;300;11.6;8.2;12.4;17.2;17.8;22.0;24.6;25.5;25.5;18.6;14.8;13.7;17.7
C072;Orduña;934;7.1;3.5;8.0;13.0;13.5;17.9;20.2;21.4;21.8;13.6;9.7;9.5;13.3
C0B4;Orozko;200;12.4;9.0;14.3;19.0;19.0;23.3;26.1;26.7;27.2;19.2;15.9;14.6;18.9
C054;Otxandio;556;9.1;6.0;10.9;16.0;16.5;21.3;24.5;24.9;24.4;16.6;12.8;11.4;16.2
C042;Punta Galea;61;13.7;10.1;14.4;17.8;17.1;20.7;23.3;23.6;23.1;18.8;16.9;15.6;17.9
C0B9;Sangroniz;10;13.4;10.4;15.3;19.2;19.0;22.9;25.6;26.1;25.6;19.8;16.9;15.3;19.1
C0C3;Sodupe;56;13.1;10.3;15.5;19.6;19.9;23.5;26.9;27.2;27.5;20.7;17.2;15.4;19.7
C066;Untzueta;764;8.7;5.1;9.4;14.4;14.9;19.2;22.6;22.7;23.3;15.6;11.7;11.3;14.9
C022;Urkiola;709;7.5;4.2;9.0;13.9;14.0;18.5;21.3;22.0;21.8;14.4;11.0;9.9;14.0
C0B3;Urkizu;75;12.8;9.7;14.9;19.2;19.4;23.3;26.3;26.6;26.7;20.0;16.8;15.0;19.2
C037;Venta Alta;162;12.7;9.3;14.2;18.2;18.5;22.8;26.1;26.1;26.3;19.7;;;
C0E5;Agauntza;180;11.1;8.2;13.4;18.3;18.4;23.1;26.2;25.9;25.9;18.4;15.2;13.0;18.1
C0DB;Aitzu;312;11.2;7.8;12.7;18.1;18.3;23.4;26.3;26.4;26.3;18.4;14.5;12.7;18.0
C0D3;Aixola;320;10.5;7.6;12.6;17.3;17.1;21.4;24.0;24.2;24.5;17.4;14.3;12.6;17.0
C0DD;Aizarnazabal;25;12.2;9.0;14.4;18.3;18.0;21.6;24.4;24.2;23.5;17.8;15.3;13.9;17.7
C0E9;Alegia;90;12.9;9.8;15.7;20.3;19.9;24.4;27.2;27.4;27.6;20.5;17.1;14.1;19.7
C078;Altzola;17;12.6;9.3;14.8;18.7;18.5;22.3;25.1;25.0;24.8;19.1;16.5;14.5;18.4
C052;Ameraun;285;11.1;7.6;12.7;17.6;17.1;21.6;24.6;24.9;24.9;18.1;15.1;14.0;17.4
C0E1;Amundarain;111;11.8;8.7;13.8;18.7;18.5;23.1;26.2;26.2;26.7;19.4;16.1;14.2;18.6
C077;Andoain;52;12.4;9.1;14.4;18.5;18.0;21.7;24.9;24.8;24.8;18.6;16.3;14.1;18.1
C080;Añarbe;184;12.0;8.8;13.7;18.8;18.3;22.5;25.7;25.9;25.6;18.7;16.1;14.4;18.4
C0E8;Araxes;141;11.5;8.5;14.2;18.8;18.5;22.6;25.8;25.6;26.0;19.3;15.4;12.4;18.2
C023;Arrasate;318;11.1;7.5;13.4;18.5;18.0;22.9;25.6;26.4;26.6;18.7;14.8;13.4;18.1
C084;Behobia;5;13.0;9.2;14.0;18.1;17.7;21.2;24.4;24.4;23.9;18.1;16.0;14.0;17.8
C0EA;Belauntza;105;11.8;9.1;14.3;19.2;18.9;23.1;26.2;26.2;26.3;19.2;15.7;12.7;18.6
C026;Berastegi;379;10.3;6.8;11.9;16.7;16.6;21.3;24.5;24.5;24.5;17.3;14.3;13.1;16.8
C058;Bidania;592;9.1;5.4;10.0;14.8;15.0;19.7;22.5;22.7;22.6;15.5;12.3;;
C0F0;Ereñozu;25;11.9;9.2;14.5;18.6;17.8;21.5;24.8;24.3;23.6;18.1;15.6;13.3;17.8
C0F1;Eskas;650;9.2;5.4;9.9;15.4;15.4;20.1;23.3;23.1;23.2;16.1;13.3;12.9;15.6
C0E7;Estanda;195;12.3;9.2;14.4;19.2;19.5;24.4;27.6;27.2;27.6;19.9;16.3;14.2;19.3
C018;Higer;43;13.3;9.8;14.4;18.0;17.4;21.7;24.8;24.7;;;;;
C0DC;Ibai Eder;90;13.8;10.4;16.0;20.6;20.6;24.9;28.1;27.8;28.0;21.2;18.2;16.3;20.5
C071;Jaizkibel;545;9.6;6.0;10.6;15.1;14.5;18.7;21.3;21.5;21.5;15.6;13.5;12.6;15.0
C0EC;Lasarte;18;12.7;9.2;14.4;18.6;18.2;22.0;25.1;24.9;24.6;18.5;16.4;14.6;18.3
C0DE;Matxinbenta;250;10.3;7.5;12.8;17.6;17.1;21.5;24.1;23.8;23.4;17.2;14.4;12.3;16.8
C017;Miramon;113;12.9;9.7;15.3;19.0;18.6;22.4;25.8;25.0;24.7;18.8;16.7;14.5;18.6
C0F4;Oiartzun;53;13.5;9.8;15.0;19.0;18.6;22.5;25.8;25.4;25.1;19.3;17.2;15.1;18.9
C0D1;Oñati;195;11.7;8.6;13.8;18.9;18.9;23.6;26.7;26.8;26.6;19.3;16.0;13.7;18.7
C043;Ordizia;243;12.2;8.9;14.4;19.6;19.3;23.7;26.8;26.5;26.9;19.6;16.2;14.1;19.0
C0D2;San Prudentzio;175;11.6;8.1;13.9;19.1;19.0;23.7;26.7;26.8;26.8;19.3;15.7;13.6;18.7
C007;Santa Clara;48;13.2;9.7;14.5;17.9;17.2;21.0;24.0;23.7;;;;;
C0D0;Urkulu;340;11.2;7.8;12.6;17.6;18.2;23.1;26.4;26.7;26.3;18.3;14.7;13.4;18.0
C064;Zarautz;80;12.7;9.3;14.2;17.8;17.2;20.9;24.2;23.8;23.7;18.3;16.3;14.6;17.7
C028;Zegama;520;10.1;6.7;11.0;16.2;16.6;22.1;25.6;24.4;24.0;16.4;12.9;11.7;16.5
C029;Zizurkil;149;12.7;9.2;14.6;18.8;18.7;22.8;25.9;25.9;25.5;19.0;16.6;14.5;18.7
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
;;;;TEMPERATURA MÁXIMA MEDIA (ºC);;;;;;;;;;;
