COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
;;;;TEMPERATURA MÁXIMA MEDIA (ºC);;;;;;;;;;;
KOD.;ESTAZIOA;kota (m);URT;OTS;MAR;API;MAI;EKA;UZT;ABU;IRA;URR;AZA;ABE;B/B
C076;Abetxuko;510;9.6;7.3;12.5;17.4;18.8;24.5;27.4;27.8;27.0;18.0;13.3;11.8;17.9
C0A4;Albaina;594;9.5;6.4;11.4;16.4;18.2;23.6;27.0;27.6;26.1;17.8;13.2;11.7;17.4
C056;Alegria;545;9.2;6.2;11.1;16.5;17.2;22.5;25.9;26.2;25.4;17.2;12.8;11.3;16.8
C035;Altube;618;9.6;5.6;10.9;15.9;16.4;20.9;23.6;24.5;24.4;16.0;12.4;11.6;16.0
C0A3;Antoñana;556;9.4;6.6;11.4;16.0;18.2;23.7;27.8;28.1;26.5;17.6;12.1;11.7;17.4
C016;Arkauti;517;9.6;6.8;11.4;16.5;17.5;22.4;25.6;26.1;25.6;17.5;13.2;11.6;17.0
C025;Beluntza;687;9.1;4.9;10.2;15.0;15.7;20.5;23.3;24.5;24.4;15.6;11.7;11.1;15.5
C0A2;Egino;573;8.6;5.5;10.3;15.2;15.9;21.2;24.4;24.6;24.6;16.7;12.3;11.2;15.9
C034;Espejo;504;10.9;7.9;12.1;16.8;19.0;24.1;27.6;28.6;28.0;18.8;13.4;12.4;18.3
C0AA;Etura;549;9.2;6.3;10.7;16.1;17.3;22.7;25.8;26.0;25.2;17.3;12.8;11.9;16.8
C067;Gardea;141;13.0;9.6;14.8;19.5;19.5;23.6;26.6;27.0;27.1;20.0;16.4;14.9;19.3
C040;Gasteiz;546;11.0;8.0;12.1;17.1;17.7;22.3;25.8;26.8;25.7;17.8;13.7;12.7;17.6
C044;Gorbea;662;8.5;5.2;9.8;14.7;14.9;19.8;22.5;22.9;22.8;15.4;11.9;10.8;14.9
C048;Herrera;1188;6.3;2.8;6.7;12.7;14.4;19.4;23.1;23.3;21.8;13.4;8.9;9.5;13.5
C068;Ilarduia;596;9.0;6.1;11.2;15.9;16.8;22.1;25.4;25.3;25.1;16.9;12.7;11.7;16.5
C024;Iturrieta;987;6.3;2.9;7.1;12.7;14.4;19.9;23.5;24.1;23.0;14.2;9.1;9.5;13.9
C00A;Kanpezu;550;9.9;7.1;11.6;16.4;19.0;24.4;28.5;29.0;27.3;18.7;12.8;12.0;18.1
C047;Kapildui;1173;5.6;2.7;6.2;11.9;13.6;19.1;22.5;22.9;21.5;13.2;8.4;9.1;13.0
C031;Moreda;490;10.9;8.7;13.0;17.8;20.5;25.9;29.9;30.6;28.6;19.8;13.7;12.4;19.3
C041;Navarrete;689;9.0;5.8;10.7;15.4;17.7;23.2;26.7;27.3;25.9;17.2;12.0;11.5;16.9
C055;Ozaeta;548;9.0;5.8;10.5;15.8;16.9;22.2;25.2;24.8;24.6;17.2;12.6;11.2;16.3
C060;Páganos;577;9.4;7.0;11.4;16.2;19.0;24.1;27.6;28.4;26.2;17.7;12.1;10.0;17.4
C0A1;Pagoeta;705;8.4;5.4;9.8;14.6;16.1;21.1;25.3;25.7;24.0;15.9;11.4;10.2;15.7
C021;Roitegi;980;6.7;3.3;7.5;12.9;14.7;20.0;23.8;24.5;23.3;14.6;9.4;9.8;14.2
C030;Salvatierra;589;9.3;6.6;11.0;16.5;18.3;23.7;27.1;27.4;26.6;18.2;13.2;12.3;17.5
C051;Saratxo;230;13.0;9.3;14.4;19.0;19.5;23.8;26.7;27.3;27.3;19.5;16.1;15.0;19.2
C0A0;Sarria;655;8.8;5.3;10.8;16.1;17.1;22.0;25.0;25.4;25.2;16.4;12.2;11.0;16.3
C049;Subijana;537;9.7;6.7;11.6;16.5;17.8;22.8;26.3;27.4;26.6;17.5;12.8;11.3;17.3
C00B;Tobillas;700;9.7;6.4;10.2;15.7;17.0;22.4;25.4;26.7;26.0;17.1;12.2;11.6;16.7
C020;Trebiño;578;9.4;6.5;11.3;16.2;18.2;23.4;27.3;28.0;26.3;17.5;12.7;11.2;17.3
C070;Zaldiaran;980;6.4;3.1;8.7;13.7;14.6;19.8;22.8;23.0;22.3;14.0;10.0;9.2;14.0
C050;Zambrana;470;10.3;8.2;13.1;17.6;19.6;24.9;28.6;29.5;27.9;19.2;14.1;12.2;18.8
C0B1;Abusu (La Peña);23;12.5;9.3;14.5;18.6;18.3;22.4;25.1;25.2;24.8;18.5;15.9;14.4;18.3
C079;Amorebieta;65;12.7;9.3;14.5;18.7;18.8;22.7;25.6;25.8;25.7;19.4;16.4;14.6;18.7
C0C1;Aranguren;92;13.3;11.3;15.7;20.3;20.8;24.7;27.4;27.9;27.9;21.3;17.8;16.0;20.4
C061;Arboleda;329;11.9;8.7;13.4;17.2;17.2;21.0;24.0;24.8;24.8;18.7;15.8;14.7;17.7
C032;Areta;122;12.7;9.4;14.8;19.5;19.5;23.7;26.7;27.0;26.9;20.0;16.6;15.0;19.3
C002;Arteaga;19;13.8;10.3;15.2;18.8;18.9;22.8;25.8;25.7;25.3;19.8;17.4;15.6;19.1
C0C2;Balmaseda;178;12.1;9.3;14.3;18.7;19.3;23.2;26.0;26.6;26.6;19.2;15.6;13.6;18.7
C069;Bermeo;106;13.5;10.2;14.5;17.8;18.4;21.7;24.7;24.4;23.9;18.8;16.5;15.0;18.3
C0B6;Berna;95;12.0;9.2;14.7;19.3;20.0;24.0;26.8;27.1;27.4;19.7;16.3;14.2;19.2
C0BE;Berriatua;25;13.4;9.9;15.1;18.7;18.8;22.4;25.5;25.5;25.1;19.8;17.5;15.6;18.9
C065;Cerroja;677;9.7;4.7;9.9;14.3;14.8;19.2;21.7;22.6;22.5;16.0;12.4;12.6;15.0
C003;Derio;30;13.9;10.2;15.1;19.3;19.2;23.5;26.1;26.8;26.4;20.5;17.4;15.7;19.5
C039;Deusto;3;13.3;9.8;14.7;18.5;17.8;21.9;24.9;25.6;25.3;19.8;16.9;15.2;18.6
C075;Eitzaga;270;12.6;9.7;15.0;19.3;19.9;24.1;28.0;27.9;29.3;21.4;17.2;15.3;20.0
C074;Elorrio;167;12.2;9.5;15.1;20.1;20.0;24.2;26.9;26.9;26.5;19.2;16.0;14.0;19.2
C009;Galdakao;30;13.6;10.5;15.5;19.6;19.5;23.7;26.7;27.0;26.6;20.3;17.1;15.6;19.6
C038;Galindo;5;14.1;10.8;16.1;19.7;19.4;23.4;26.0;26.3;25.9;20.5;17.7;16.3;19.7
