COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
C0BD;Iruzubieta;110;10.4;15.3;16.5;17.3;22.4;23.7;24.2;24.3;21.6;21.2;14.1;11.5;18.5
C036;Iurreta;180;11.0;16.1;17.9;18.3;24.7;25.4;25.2;26.0;21.9;22.0;14.5;11.3;19.5
C045;La Garbea;717;8.4;12.2;14.1;16.0;20.7;21.4;21.9;22.5;18.8;19.2;11.6;8.0;16.2
C0B7;Mañaria;168;8.5;14.8;16.8;18.6;23.9;25.1;25.8;26.1;21.8;21.7;13.4;10.8;18.9
C019;Matxitxako;433;9.1;13.6;14.3;14.7;19.7;21.0;21.2;22.0;19.0;19.2;13.0;9.9;16.4
C057;Mungia;22;12.9;17.2;18.1;18.6;23.8;25.0;25.8;26.9;23.7;22.8;16.5;13.4;20.4
C063;Muxika;16;12.9;17.5;18.0;18.9;23.5;25.2;25.4;25.6;22.6;22.1;15.9;12.7;20.0
C046;Oiz;980;5.2;9.5;11.4;11.9;17.7;19.6;18.7;19.3;15.2;16.9;9.1;6.1;13.4
C0BA;Oleta;14;12.0;16.1;17.0;17.1;21.9;23.9;24.4;24.4;22.1;21.5;16.2;13.3;19.2
C059;Ordunte;300;9.9;13.7;15.6;16.9;21.9;23.5;24.0;24.4;20.9;22.0;14.4;10.9;18.2
C072;Orduña;934;5.3;9.4;11.9;13.5;18.7;20.2;19.6;20.9;17.0;17.4;9.6;5.9;14.1
C0B4;Orozko;200;10.1;15.1;17.1;18.5;23.6;24.4;25.1;26.0;22.4;22.7;14.5;11.1;19.2
C054;Otxandio;556;7.9;12.8;15.2;16.9;22.0;23.6;23.5;24.2;19.9;19.7;11.8;8.3;17.2
C042;Punta Galea;61;11.6;15.8;16.8;16.5;21.3;22.7;22.9;23.7;21.1;21.1;16.1;13.3;18.6
C0B9;Sangroniz;10;11.2;16.1;17.4;18.1;23.0;24.1;24.6;25.4;22.2;21.8;15.2;12.3;19.3
C0C3;Sodupe;56;11.6;16.2;17.7;18.7;23.8;25.0;25.4;26.3;23.1;22.9;15.9;12.6;19.9
C066;Untzueta;764;6.8;11.4;13.3;14.8;19.6;21.0;21.3;22.1;18.5;19.0;11.3;7.7;15.6
C022;Urkiola;709;5.7;10.3;12.3;13.6;18.8;20.0;20.5;21.2;17.3;17.7;10.0;6.7;14.5
C0B3;Urkizu;75;11.1;15.8;17.2;18.5;23.5;24.6;25.2;26.0;22.4;22.1;15.1;11.9;19.4
C037;Venta Alta;162;10.9;15.5;16.9;17.7;22.9;23.9;24.6;25.4;21.8;21.8;15.1;12.1;19.1
C0E5;Agauntza;180;9.3;14.8;17.3;18.7;23.9;25.3;25.4;25.7;21.2;20.6;12.7;9.9;18.7
C0DB;Aitzu;312;9.3;14.4;16.4;18.0;23.4;25.0;25.2;25.8;21.6;21.3;13.3;10.0;18.6
C0D3;Aixola;320;8.6;14.2;16.1;17.1;22.3;23.5;24.1;24.6;20.8;20.7;12.6;9.5;17.8
C0DD;Aizarnazabal;25;9.7;15.0;16.7;17.2;22.3;23.6;24.0;24.3;20.7;19.6;13.2;11.4;18.1
C0E9;Alegia;90;10.1;15.4;18.1;19.8;25.0;26.7;26.6;26.9;23.6;23.0;15.2;11.7;20.2
C078;Altzola;17;10.2;15.1;16.4;16.9;22.2;23.7;24.0;24.3;21.7;20.8;14.4;11.9;18.5
C052;Ameraun;285;8.8;13.7;15.7;16.5;21.9;23.0;23.5;23.8;20.1;20.2;13.0;10.1;17.5
C0E1;Amundarain;111;9.5;15.1;17.3;18.2;23.7;25.2;25.2;25.8;22.1;21.6;13.5;10.7;19.0
C077;Andoain;52;10.0;15.0;16.6;17.0;22.3;23.7;23.7;24.1;21.3;20.9;14.2;11.6;18.4
C080;Añarbe;184;9.9;15.1;17.0;18.0;23.4;24.3;24.4;24.6;21.1;20.8;13.6;11.0;18.6
C0E8;Araxes;141;9.1;15.5;17.8;18.8;23.8;25.6;25.4;25.4;21.6;20.5;12.8;10.1;18.9
C023;Arrasate;318;9.6;14.5;16.8;18.0;23.3;24.8;25.2;26.5;21.6;22.3;13.8;10.0;18.9
C084;Behobia;5;10.0;15.2;16.5;16.8;22.0;23.6;24.5;24.8;21.3;21.0;14.9;12.4;18.6
C0EA;Belauntza;105;10.2;16.5;18.6;19.8;24.8;26.5;25.9;26.4;22.4;21.5;13.2;10.6;19.7
C026;Berastegi;379;8.0;12.9;15.1;15.9;21.8;23.2;23.4;24.0;20.3;20.3;12.5;9.5;17.3
C058;Bidania;592;8.3;12.2;14.1;15.0;20.0;21.6;21.7;22.4;18.4;18.6;11.1;8.4;16.0
C0F0;Ereñozu;25;9.2;14.8;16.9;17.3;22.2;23.4;23.3;23.7;20.4;19.4;13.4;11.2;17.9
C0F1;Eskas;650;;;;;;;;;;;11.5;8.3;
C0E7;Estanda;195;10.4;15.5;17.9;19.3;24.6;26.3;26.4;27.3;23.0;22.6;14.4;11.3;19.9
C018;Higer;43;10.5;15.2;16.4;16.4;21.0;22.8;23.8;24.4;21.1;20.3;15.6;13.2;18.4
C0DC;Ibai Eder;90;11.9;17.0;18.9;19.8;25.0;26.4;26.7;27.1;23.9;23.6;15.9;13.2;20.8
C071;Jaizkibel;545;7.9;13.0;14.3;14.7;20.3;22.1;21.5;22.4;18.9;18.7;12.1;9.3;16.3
C0EC;Lasarte;18;10.4;15.1;16.6;16.9;22.3;23.9;24.0;24.6;21.6;21.2;15.0;12.3;18.7
C0DE;Matxinbenta;250;10.2;15.7;17.8;18.7;23.9;25.3;25.7;25.4;19.4;18.9;11.8;9.4;18.5
C017;Miramon;113;10.6;15.6;17.1;17.6;22.4;24.1;24.2;25.0;22.1;21.7;15.2;12.4;19.0
C0F4;Oiartzun;53;11.1;15.9;17.4;18.2;23.0;24.3;24.7;25.1;22.1;21.4;15.4;12.9;19.3
C0D1;Oñati;195;9.8;15.1;17.1;18.6;23.8;25.4;26.0;26.5;21.9;22.2;13.4;10.5;19.2
C043;Ordizia;243;10.5;15.4;17.7;19.0;24.6;25.8;25.9;26.9;23.0;23.0;14.5;11.2;19.8
C0D2;San Prudentzio;175;10.5;15.9;18.1;19.5;24.8;26.5;26.2;26.5;22.3;22.1;13.9;10.5;19.7
C007;Santa Clara;48;10.1;14.7;15.9;15.4;20.6;22.6;22.8;23.4;20.8;20.6;15.4;12.8;17.9
C0D0;Urkulu;340;9.0;14.1;16.3;18.4;23.5;25.2;25.5;26.4;21.8;21.5;13.4;10.1;18.8
C064;Zarautz;80;9.9;14.6;15.9;15.7;21.1;23.0;23.4;24.0;21.1;20.4;14.8;12.4;18.0
C028;Zegama;520;8.3;13.2;15.7;17.4;22.9;25.0;24.8;26.2;20.3;19.7;11.9;9.1;17.9
C029;Zizurkil;149;10.4;15.5;17.4;18.0;23.4;24.7;25.1;25.4;22.3;21.7;14.8;12.0;19.2
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
;;;;TEMPERATURA MÁXIMA MEDIA (ºC);;;;;;;;;;;
