_id,URTEA/ANIO,JARDUERA_ZENBAKIA/NUM_ACTUACION,ALTA_DATA/FECHA ALTA,ERABILTZAILEA_EU/USUARIO_EU,ERABILTZAILEA_CAS/USUARIO_CAS,UDALERRIA/MUNICIPIO,HELBIDEA/DIRECCION,ESPEZIE/ESPECIE,KOKALEKUA/UBICACION,ALTUERA/ALTURA,DIAMETROA/DIAMETRO,longitude,latitude,EGOERA_EU/ESTADO_EU,EGOERA_CAS/ESTADO_CAS,ITXIERA_DATA/FECHA CIERRE,ITXIERAKO AGENTEA_EU/AGENTE CIERRE_EU,ITXIERAKO AGENTEA_CAS/AGENTE CIERRE_CAS
1870,2019,303,2019-06-24 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,GANGUREN 1- 4ºA,AVISPA ASIÁTICA,CONSTRUCCIÓN,16,15,"509112,1839","4793294,413",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-06-27 00:00:00,BASALAN,BASALAN
1871,2019,318,2019-06-25 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,C/ LARRAURI N. 1,AVISPA ASIÁTICA,"",1,15,"509783,9179","4793481,866",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-06-27 00:00:00,BASALAN,BASALAN
1872,2019,333,2019-06-26 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,LUGAR BARRIO SAN CRISTOBAL 53B  ,AVISPA ASIÁTICA,ARBOLADO,15,40,"510928,1765","4794579,874",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-06-27 00:00:00,BASALAN,BASALAN
1873,2019,549,2019-07-19 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,C/ LARRAURI Nº 1,AVISPA ASIÁTICA,ARBOLADO,20,25,"509771,5651","4793485,322",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-07-19 00:00:00,BASALAN,BASALAN
1874,2019,910,2019-08-16 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,SAN ISIDRO 11-A,AVISPA ASIÁTICA,CONSTRUCCIÓN,1,25,"509655,8079","4795751,293",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-08-19 00:00:00,BASALAN,BASALAN
1875,2019,911,2019-08-16 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,SAN ISIDRO 11-A,AVISPA ASIÁTICA,CONSTRUCCIÓN,1,25,"509655,8079","4795751,293",ITXITA - EZIN DA EZABATU,CERRADA - NO ELIMINABLE,2019-08-19 00:00:00,BASALAN,BASALAN
1876,2019,912,2019-08-16 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,SAN ISIDRO 11-A,AVISPA ASIÁTICA,CONSTRUCCIÓN,1,25,"509655,8079","4795751,293",ITXITA - EZIN DA EZABATU,CERRADA - NO ELIMINABLE,2019-08-19 00:00:00,BASALAN,BASALAN
1877,2019,1146,2019-02-09 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,ARTEAGA 31,AVISPA ASIÁTICA,ARBOLADO,12,40,"510635,6551","4793283,872",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-02-09 00:00:00,BASALAN,BASALAN
1878,2019,1112,2019-08-29 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,MUNGIALDE 37,AVISPA ASIÁTICA,ARBOLADO,8,30,"509325,7519","4794772,675",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-03-09 00:00:00,BASALAN,BASALAN
1879,2019,1190,2019-04-09 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,LARRAURI 1,AVISPA ASIÁTICA,CONSTRUCCIÓN,2,1,"509904,5102","4793424,092",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-05-09 00:00:00,BASALAN,BASALAN
1880,2019,1316,2019-09-13 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,LARRAURI 1,AVISPA ASIÁTICA,CONSTRUCCIÓN,2,10,"509781,4148","4793483,447",ITXITA - EZIN DA EZABATU,CERRADA - NO ELIMINABLE,2019-09-16 00:00:00,BASALAN,BASALAN
1881,2019,934,2019-08-19 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,Bº ARTEAGA,AVISPA ASIÁTICA,CONSTRUCCIÓN,8,3,"509720,8857","4793900,327",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-08-20 00:00:00,SUHILTZAILEAK,BOMBEROS
1882,2019,1697,2019-10-14 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,"C/ ARESTI, S/N.",AVISPA ASIÁTICA,ARBOLADO,30,50,"509428,6299","4792932,309",ITXITA - EZIN DA EZABATU,CERRADA - NO ELIMINABLE,2019-10-14 00:00:00,SUHILTZAILEAK,BOMBEROS
1883,2019,1698,2019-10-14 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,SAN ISIDRO N. 9,AVISPA COMÚN,ARBOLADO,3,40,"509640,8602","4795551,44",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-10-16 00:00:00,SUHILTZAILEAK,BOMBEROS
1884,2019,2049,2019-11-14 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,GERNIKAKO ARBOLA 37,AVISPA ASIÁTICA,CONSTRUCCIÓN,3,50,"509530,6188","4793316,445",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-11-14 00:00:00,SUHILTZAILEAK,BOMBEROS
1885,2018,2620,2018-09-20 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,KALEA LARRAURI 1A (48160),AVISPA ASIÁTICA,CONSTRUCCIÓN,2,40,"510102,8308","4793342,315",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-09-20 00:00:00,SUHILTZAILEAK,BOMBEROS
1886,2018,2361,2018-11-09 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,KALEA ERREKALDE 1002 (48160),AVISPA COMÚN,CONSTRUCCIÓN,20,40,"509734,823","4793837,339",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-09-14 00:00:00,SUHILTZAILEAK,BOMBEROS
1887,2018,1819,2018-08-21 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,POLÍGONO PARQUE TECNOLÓGICO,AVISPA COMÚN,CONSTRUCCIÓN,12,3,"511311,6453","4793450,318",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-08-22 00:00:00,SUHILTZAILEAK,BOMBEROS
1888,2019,1678,2019-11-10 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,UGALDEGUREN 1,AVISPA ASIÁTICA,ARBOLADO,100,50,"508818,7488","4792936,033",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-10-16 00:00:00,BASALAN,BASALAN
1889,2019,1707,2019-10-14 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,URBASA GUNEA,AVISPA ASIÁTICA,ARBOLADO,4,50,"509502,009","4793761,558",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-10-16 00:00:00,BASALAN,BASALAN
1890,2019,1801,2019-10-21 00:00:00,BASALAN,BASALAN,DERIO,ASTIKENE,AVISPA ASIÁTICA,ARBOLADO,0,40,"508711,2672","4794721,716",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-10-21 00:00:00,BASALAN,BASALAN
1891,2019,1971,2019-04-11 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,BARRIO DE SAN ESTEBAN 15B  ,AVISPA ASIÁTICA,ARBOLADO,6,50,"508370,1397","4794707,884",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-05-11 00:00:00,BASALAN,BASALAN
1892,2019,2188,2019-12-13 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,BARRIO SAN CRISTOBAL Nº20  ,AVISPA ASIÁTICA,ARBOLADO,7,50,"510069,4023","4794801,037",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-12-17 00:00:00,BASALAN,BASALAN
2096,2018,3487,2018-10-25 00:00:00,EAKO UDALA,AYUNTAMIENTO EA,EA,BI 3481,AVISPA ASIÁTICA,ARBOLADO,8,8,"533605,8978","4802937,608",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-10-25 00:00:00,BASALAN,BASALAN
1893,2018,4247,2018-12-19 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,SAN ESTEBAN AUZOA 41 (48180),AVISPA ASIÁTICA,ARBOLADO,6,50,"508477,7203","4794900,595",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-12-26 00:00:00,BASALAN,BASALAN
1894,2018,4223,2018-12-14 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,BARRIO SAN CRISTÓBAL 29 (48160),AVISPA ASIÁTICA,ARBOLADO,1,2,"509750,9519","4794635,957",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-12-19 00:00:00,BASALAN,BASALAN
1895,2018,4193,2018-11-12 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,ZARANDOA KALEA 12 (48160),AVISPA ASIÁTICA,ARBOLADO,5,7,"509728,5652","4795807,038",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-12-12 00:00:00,BASALAN,BASALAN
1896,2018,3857,2018-11-15 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,LUGAR BARRIO SAN ISIDRO 7TRI (48160),AVISPA ASIÁTICA,ARBOLADO,0,1,"509186,1989","4795151,737",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-11-15 00:00:00,BASALAN,BASALAN
1897,2018,3856,2018-11-15 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,LUGAR BARRIO SAN ISIDRO 7TRI (48160),AVISPA ASIÁTICA,ARBOLADO,2,15,"509156,5191","4795160,996",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-11-15 00:00:00,BASALAN,BASALAN
1898,2018,3858,2018-11-15 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,BARRIO SAN ESTEBAN 12D (48160),AVISPA ASIÁTICA,ARBOLADO,2,15,"508986,8558","4794967,228",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-11-15 00:00:00,BASALAN,BASALAN
1899,2018,3399,2018-10-22 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,GOIKOGANE BIDEA  (48160),AVISPA ASIÁTICA,ARBOLADO,1,1,"508462,4213","4795984,632",ITXITA - EZIN DA EZABATU,CERRADA - NO ELIMINABLE,2018-10-22 00:00:00,BASALAN,BASALAN
1900,2018,3203,2018-10-15 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,LUGAR BARRIO SAN CRISTOBAL 53B (48160),AVISPA ASIÁTICA,ARBOLADO,10,30,"510259,2527","4794538,453",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-10-16 00:00:00,BASALAN,BASALAN
1901,2018,2622,2018-09-20 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,BARRIO SAN ESTEBAN 36B (48160),AVISPA ASIÁTICA,ARBOLADO,7,20,"508797,3934","4794679,362",ITXITA - EZIN DA EZABATU,CERRADA - NO ELIMINABLE,2018-09-21 00:00:00,BASALAN,BASALAN
1902,2018,2362,2018-11-09 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,GERNIKAKO ARBOLA HIRIBIDEA 14 (48160),AVISPA ASIÁTICA,CONSTRUCCIÓN,1,10,"509484,7264","4793226,862",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-09-13 00:00:00,BASALAN,BASALAN
1903,2018,2203,2018-05-09 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,ZARANDOA KALEA 34 (48160),AVISPA ASIÁTICA,"",10,40,"508795,26","4794677,691",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-06-09 00:00:00,BASALAN,BASALAN
1904,2018,2191,2018-04-09 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,LUGAR BARRIO SAN ISIDRO 44W (48160),AVISPA ASIÁTICA,CONSTRUCCIÓN,1,10,"509513,5215","4796777,842",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-05-09 00:00:00,BASALAN,BASALAN
1905,2018,2190,2018-04-09 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,ASUA IBAIA HIRIBIDEA  (48160),AVISPA ASIÁTICA,CONSTRUCCIÓN,4,1,"509030,4617","4793116,634",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-05-09 00:00:00,BASALAN,BASALAN
1906,2018,2189,2018-04-09 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,URBASA ,AVISPA ASIÁTICA,CONSTRUCCIÓN,4,10,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-05-09 00:00:00,BASALAN,BASALAN
1907,2018,1424,2018-06-08 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,URIBE KALEA 2 (48160),AVISPA ASIÁTICA,CONSTRUCCIÓN,0,10,"509347,2774","4793719,972",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-09-08 00:00:00,BASALAN,BASALAN
1908,2018,1159,2018-07-30 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,BUTROI,AVISPA ASIÁTICA,CONSTRUCCIÓN,20,30,"509095,3818","4794252,942",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-01-08 00:00:00,BASALAN,BASALAN
1909,2018,1115,2018-07-27 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,ARTEAGA,AVISPA ASIÁTICA,CONSTRUCCIÓN,3,15,"510025,7934","4794085,718",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-01-08 00:00:00,BASALAN,BASALAN
1910,2018,1024,2018-07-24 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,MUNGIALDE 15,AVISPA ASIÁTICA,CONSTRUCCIÓN,10,50,"509054,6716","4793461,111",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-27 00:00:00,BASALAN,BASALAN
1911,2018,965,2018-07-23 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,URBASA,AVISPA ASIÁTICA,CONSTRUCCIÓN,6,30,"509525,6009","4793398,183",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-25 00:00:00,BASALAN,BASALAN
1912,2018,890,2018-07-20 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,GANEKOGORTA,AVISPA ASIÁTICA,CONSTRUCCIÓN,7,30,"509108,0186","4793298,439",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-24 00:00:00,BASALAN,BASALAN
1913,2018,908,2018-07-20 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,BARRIO SANTIMAMI AUZOA 4007 (48170),AVISPA ASIÁTICA,CONSTRUCCIÓN,6,20,"508703,8884","4793574,784",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-25 00:00:00,BASALAN,BASALAN
1914,2018,822,2018-07-18 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,URBASA,AVISPA ASIÁTICA,CONSTRUCCIÓN,6,60,"509521,1272","4793566,553",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-19 00:00:00,BASALAN,BASALAN
1915,2018,812,2018-07-17 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,IDORSOLO KALEA 1 (48170),AVISPA ASIÁTICA,CONSTRUCCIÓN,15,10,"509055,1694","4793643,401",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-20 00:00:00,BASALAN,BASALAN
1916,2018,580,2018-05-07 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,IDORSOLO KALEA 13 (48160),AVISPA ASIÁTICA,ARBOLADO,20,96,"509166,3441","4793891,286",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-06-07 00:00:00,BASALAN,BASALAN
1917,2018,443,2018-06-25 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,ASTINTZE KALEA 8 (48160),AVISPA ASIÁTICA,CONSTRUCCIÓN,12,60,"509402,7015","4793081,639",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-06-26 00:00:00,BASALAN,BASALAN
1918,2018,324,2018-11-06 00:00:00,DERIOKO UDALA,AYUNTAMIENTO DERIO,DERIO,N-633  (48160),AVISPA ASIÁTICA,CONSTRUCCIÓN,18,40,"509198,5772","4794955,938",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-06-14 00:00:00,BASALAN,BASALAN
1919,2018,201802641,2018-07-17 17:31:57,SUHILTZAILEAK,BOMBEROS,DERIO,GP URBASA GUNEA ,"","",,,0,0,ITXITA - EZABATUTA,CERRADA - ELIMINADO,,SUHILTZAILEAK,BOMBEROS
1920,2018,201802791,2018-07-24 12:35:20,SUHILTZAILEAK,BOMBEROS,DERIO,AV TXORIERRIKO ETORBIDEA 1,"","",,,"510638,9256","4792155,594",ITXITA - EZABATUTA,CERRADA - ELIMINADO,,SUHILTZAILEAK,BOMBEROS
1921,2019,201903950,2019-09-21 17:59:38,SUHILTZAILEAK,BOMBEROS,DERIO,CL LAINOMENDI KALEA 2,"","",,,"509171,47","4794027,43",ITXITA - EZABATUTA,CERRADA - ELIMINADO,,SUHILTZAILEAK,BOMBEROS
1922,2019,135,2019-05-16 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,OBA-BEKOA AUZOA 5  ,AVISPA ASIÁTICA,CONSTRUCCIÓN,2,6,"522624,5876","4776287,761",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-05-20 00:00:00,BASALAN,BASALAN
1923,2019,136,2019-05-16 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,LUGAR BARRIO IBARRA 21A  ,AVISPA ASIÁTICA,CONSTRUCCIÓN,4,10,"520280,4744","4776525,295",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-05-22 00:00:00,UDALA ,AYUNTAMIENTO 
1924,2019,898,2019-08-14 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,MUNETXA AUZOA 4  ,AVISPA ASIÁTICA,CONSTRUCCIÓN,10,20,"519481,6516","4777318,425",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-08-16 00:00:00,BASALAN,BASALAN
1925,2019,1096,2019-08-28 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,BARRIO ILUMBE 5  ,AVISPA ASIÁTICA,CONSTRUCCIÓN,10,30,"519676,9301","4776462,843",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-08-30 00:00:00,BASALAN,BASALAN
1926,2019,1367,2019-09-18 00:00:00,BASALAN,BASALAN,DIMA,OLAKOETXE AUZOA,AVISPA ASIÁTICA,ARBOLADO,1,20,"521501,3016","4776694,351",ITXITA - EZIN DA EZABATU,CERRADA - NO ELIMINABLE,2019-09-19 00:00:00,BASALAN,BASALAN
1927,2019,1284,2019-11-09 00:00:00,BASALAN,BASALAN,DIMA,BIKARREGI AUZOA 6,AVISPA COMÚN,CONSTRUCCIÓN,10,40,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-11-09 00:00:00,SUHILTZAILEAK,BOMBEROS
1928,2018,2455,2018-09-14 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,ITURRIOTZ BARRENA,ABEJA,CONSTRUCCIÓN,10,13,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-09-14 00:00:00,SUHILTZAILEAK,BOMBEROS
1929,2018,1505,2018-08-08 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,ARTABE AUZOA,AVISPA COMÚN,CONSTRUCCIÓN,15,40,"521967,8351","4776216,143",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-08-19 00:00:00,SUHILTZAILEAK,BOMBEROS
1930,2018,1301,2018-02-08 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,AMANTEGI,AVISPA ASIÁTICA,CONSTRUCCIÓN,1,10,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-02-08 00:00:00,SUHILTZAILEAK,BOMBEROS
1931,2018,1053,2018-07-25 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,ZAMAKOLA,AVISPA COMÚN,CONSTRUCCIÓN,15,50,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-08-08 00:00:00,SUHILTZAILEAK,BOMBEROS
1932,2018,1054,2018-07-25 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,SANTURU,AVISPA ASIÁTICA,CONSTRUCCIÓN,8,36,"521860,2042","4776685,868",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-25 00:00:00,SUHILTZAILEAK,BOMBEROS
1933,2018,118,2018-05-15 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,IBARRA 17,AVISPA ASIÁTICA,CONSTRUCCIÓN,5,48,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-05-15 00:00:00,SUHILTZAILEAK,BOMBEROS
1934,2018,70,2018-09-05 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,LUGAR BARRIO ARTABE 14A (48141),ABEJA,CONSTRUCCIÓN,15,23,"522013,2842","4776309,811",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-11-05 00:00:00,SUHILTZAILEAK,BOMBEROS
1935,2019,1676,2019-11-10 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,"MUNETXA,2",AVISPA ASIÁTICA,CONSTRUCCIÓN,70,5,"522143,9936","4776350,113",ITXITA - EZIN DA EZABATU,CERRADA - NO ELIMINABLE,2019-10-18 00:00:00,BASALAN,BASALAN
1936,2019,1677,2019-11-10 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,"BERNAOLA, 3",AVISPA ASIÁTICA,ARBOLADO,12,30,"521361,3194","4774394,377",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-10-14 00:00:00,BASALAN,BASALAN
1937,2019,1738,2019-10-15 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,"OBA-GOIKOA, 11",AVISPA ASIÁTICA,CONSTRUCCIÓN,5,50,"523053,1456","4776660,435",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-10-16 00:00:00,BASALAN,BASALAN
1938,2019,2197,2019-12-17 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,SANTURU AUZOA,AVISPA ASIÁTICA,ARBOLADO,8,35,"519123,8462","4777409,269",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-12-19 00:00:00,BASALAN,BASALAN
1939,2019,2198,2019-12-18 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,BARRIO UGARANA 4  ,AVISPA ASIÁTICA,ARBOLADO,8,35,"520084,861","4776650,189",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-12-19 00:00:00,BASALAN,BASALAN
1940,2018,4194,2018-11-12 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,LUGAR BARRIO ARTABE 11A (48141),AVISPA ASIÁTICA,ARBOLADO,2,7,"521097,3618","4776874,514",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-12-13 00:00:00,BASALAN,BASALAN
1941,2018,3817,2018-11-14 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,ITURRIOTZ AUZOA 12 (48141),AVISPA ASIÁTICA,ARBOLADO,1,25,"518822,4213","4774957,188",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-11-20 00:00:00,BASALAN,BASALAN
1942,2018,3662,2018-06-11 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,BARGONDIA AUZOA 4 (48141),AVISPA ASIÁTICA,ARBOLADO,15,20,"519426,081","4777224,664",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-09-11 00:00:00,BASALAN,BASALAN
1943,2018,3496,2018-10-25 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,BARGONDIA BEKOA 14,AVISPA ASIÁTICA,CONSTRUCCIÓN,1,1,"521033,6427","4776065,56",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-10-26 00:00:00,BASALAN,BASALAN
1944,2018,3462,2018-10-24 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,SAN BLAS AUZOA 2 (48144),AVISPA ASIÁTICA,ARBOLADO,0,25,"522292,1464","4772414,442",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-10-30 00:00:00,BASALAN,BASALAN
1945,2018,3403,2018-10-22 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,LUGAR BARRIO OBA 7B (48141),AVISPA ASIÁTICA,ARBOLADO,15,30,"518497,4317","4778043,125",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-10-30 00:00:00,BASALAN,BASALAN
1946,2018,3257,2018-10-16 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,-48141,AVISPA ASIÁTICA,ARBOLADO,1,10,"521529,4801","4774313,987",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-10-18 00:00:00,BASALAN,BASALAN
1947,2018,3260,2018-10-16 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,ITURRIOTZ AUZOA 6 (48141),AVISPA ASIÁTICA,ARBOLADO,13,15,"519147,3483","4774999,587",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-10-18 00:00:00,BASALAN,BASALAN
1948,2018,3056,2018-08-10 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,LUGAR BARRIO ARTABE 14B (48141),AVISPA ASIÁTICA,ARBOLADO,1,1,"523020,4461","4776394,952",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-08-10 00:00:00,BASALAN,BASALAN
1949,2018,2705,2018-09-25 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,ITURRIOTZ BARRENA ,AVISPA ASIÁTICA,ARBOLADO,1,20,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-09-25 00:00:00,BASALAN,BASALAN
1950,2018,2394,2018-12-09 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,AROSTEGIETA,AVISPA ASIÁTICA,CONSTRUCCIÓN,6,50,"","",TALDEAREN ZAIN,PENDIENTE DE GRUPO,,UDALA,AYUNTAMIENTO
1951,2018,1714,2018-08-16 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,OBA BEKOA ,AVISPA ASIÁTICA,CONSTRUCCIÓN,1,20,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-08-21 00:00:00,BASALAN,BASALAN
1952,2018,1554,2018-09-08 00:00:00,DIMAKO UDALA,AYUNTAMIENTO DIMA,DIMA,ELEXALDE,AVISPA ASIÁTICA,CONSTRUCCIÓN,10,80,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-10-08 00:00:00,BASALAN,BASALAN
