COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
;;;;;TEMPERATURA MEDIA (ºC);;;;;;;;;;
KOD.;ESTAZIOA;kota (m);URT;OTS;MAR;API;MAI;EKA;UZT;ABU;IRA;URR;AZA;ABE;B/B
C076;Abetxuko;510;2.5;7.1;9.4;10.5;15.8;18.5;19.5;19.5;15.1;13.5;6.6;4.6;11.9
C0A4;Albaina;594;;;10.4;10.8;16.0;19.4;19.1;18.7;14.3;12.8;6.6;5.0;
C056;Alegria;545;2.5;7.1;9.3;10.1;15.3;18.2;18.9;18.9;14.6;13.7;7.0;4.3;11.7
C035;Altube;618;3.8;8.4;10.2;11.1;16.3;16.7;17.4;17.5;14.0;13.0;6.7;4.2;11.6
C0A3;Antoñana;556;1.6;5.5;7.9;9.0;13.9;17.6;18.5;18.4;14.0;12.7;6.0;3.7;10.7
C016;Arkauti;517;2.8;7.3;9.1;10.0;15.2;17.9;18.8;19.0;14.7;13.7;7.0;4.7;11.7
C025;Beluntza;687;4.0;7.9;9.7;10.5;15.5;16.8;17.3;17.7;13.8;13.6;7.0;4.2;11.5
C0A2;Egino;573;2.7;7.4;8.6;9.8;;17.4;18.2;18.5;14.1;13.5;6.5;3.4;
C034;Espejo;504;3.3;7.4;9.5;10.3;15.5;18.9;19.8;19.7;15.6;13.8;7.3;5.4;12.2
C0AA;Etura;549;2.6;6.9;9.0;9.6;15.0;18.3;18.9;18.8;14.5;13.3;6.8;4.0;11.5
C067;Gardea;141;5.3;10.2;11.6;12.2;17.3;19.4;20.1;20.2;16.7;16.0;9.8;7.3;13.8
C040;Gasteiz;546;5.0;9.2;11.2;12.1;17.2;19.5;19.9;20.1;16.6;15.8;9.4;6.7;13.6
C044;Gorbea;662;3.2;6.8;8.5;9.6;14.3;16.9;16.4;16.6;13.1;12.1;6.1;3.9;10.6
C048;Herrera;1188;1.8;5.2;7.5;8.7;13.7;16.7;16.8;17.1;13.1;13.4;6.1;2.8;10.2
C068;Ilarduia;596;3.1;7.8;9.6;10.9;15.8;18.4;19.0;19.1;14.9;14.3;7.3;4.0;12.0
C024;Iturrieta;987;1.1;5.1;7.0;8.3;13.3;16.6;16.7;16.8;12.5;11.7;5.0;2.0;9.7
C00A;Kanpezu;550;3.6;7.1;9.4;10.9;15.6;19.5;20.7;20.6;15.5;14.1;7.3;4.6;12.4
C047;Kapildui;1173;1.1;5.3;7.4;8.2;13.0;16.0;16.2;16.4;12.4;12.5;5.6;2.4;9.7
C031;Moreda;490;5.5;9.0;11.6;13.4;18.1;22.0;22.4;22.3;17.8;16.7;9.5;6.3;14.5
C041;Navarrete;689;2.3;6.2;8.6;9.8;14.8;18.2;18.9;18.8;14.1;12.6;6.1;3.8;11.2
C055;Ozaeta;548;2.9;8.0;10.4;11.4;16.8;18.6;18.0;18.0;13.6;12.5;6.2;3.7;11.7
C060;Páganos;577;4.1;7.6;10.3;12.1;17.1;20.6;21.1;20.8;16.6;15.2;7.9;5.0;13.2
C0A1;Pagoeta;705;1.0;4.8;7.5;8.8;14.0;17.1;18.0;17.7;13.1;11.7;5.9;3.6;10.3
C021;Roitegi;980;1.5;5.3;7.3;8.6;13.4;16.9;17.2;17.4;13.0;12.4;5.8;2.6;10.1
C030;Salvatierra;589;2.3;7.1;9.3;10.0;15.3;18.3;19.2;19.2;14.8;13.8;6.9;3.7;11.6
C051;Saratxo;230;5.5;10.4;11.8;12.0;17.5;19.6;20.3;20.1;16.7;16.1;9.5;7.4;13.9
