COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
C0A0;Sarria;655;3.4;7.7;9.6;10.7;15.7;17.8;17.3;17.1;13.2;11.8;5.7;3.2;11.1
C049;Subijana;537;2.5;6.7;8.7;9.9;15.2;18.2;19.2;19.1;14.8;13.1;6.2;4.4;11.5
C00B;Tobillas;700;;;;;14.2;17.3;18.1;17.9;14.0;12.7;6.2;4.0;
C020;Trebiño;578;2.6;7.1;9.1;10.0;15.2;18.5;19.3;19.2;14.6;13.2;6.7;4.3;11.7
C070;Zaldiaran;980;1.7;5.3;7.4;8.3;13.3;15.6;16.0;16.2;12.9;13.0;5.9;2.5;9.9
C050;Zambrana;470;3.5;7.9;10.2;10.9;16.5;20.1;21.1;20.9;16.4;14.4;7.6;5.8;12.9
C0B1;Abusu (La Peña);23;6.2;10.7;11.9;12.2;16.8;19.0;19.5;19.6;16.6;15.7;10.0;8.2;13.9
C079;Amorebieta;65;4.8;10.0;11.4;11.9;16.9;19.2;19.7;19.7;16.6;15.6;9.6;7.5;13.6
C0C1;Aranguren;92;7.1;11.4;12.9;13.3;18.6;19.8;20.1;19.9;16.9;15.8;9.6;7.9;14.4
C061;Arboleda;329;6.3;10.2;11.3;11.3;16.1;17.9;18.3;18.7;16.2;16.0;10.6;8.3;13.4
C032;Areta;122;5.8;9.7;11.1;11.5;16.6;18.8;19.4;19.4;16.2;15.2;9.0;7.1;13.3
C002;Arteaga;19;7.0;11.2;12.3;12.7;17.0;19.9;20.4;20.5;17.1;15.8;10.6;8.6;14.4
C0C2;Balmaseda;178;3.6;7.9;9.5;9.9;15.2;17.8;19.1;19.2;15.9;14.5;8.4;6.8;12.3
C069;Bermeo;106;8.4;11.7;12.6;13.0;16.9;19.5;20.1;20.4;17.8;17.5;12.6;10.1;15.1
C0B6;Berna;95;4.7;9.5;10.9;11.3;16.5;18.8;19.4;19.3;15.9;14.9;8.8;6.6;13.0
C0BE;Berriatua;25;6.8;10.9;12.2;12.5;17.0;19.5;19.5;19.3;16.5;15.5;10.1;8.4;14.0
C065;Cerroja;677;5.4;8.8;10.2;10.9;15.6;17.4;17.8;17.7;14.3;15.1;8.9;6.0;12.3
C003;Derio;30;6.3;10.7;12.0;12.2;17.0;19.2;20.0;20.4;17.4;16.6;10.3;8.9;14.3
C039;Deusto;3;8.4;11.9;12.5;12.7;17.2;19.3;19.8;20.4;17.6;17.0;11.5;9.2;14.8
C075;Eitzaga;270;6.0;10.6;12.2;12.7;17.8;20.3;19.5;19.5;16.2;15.3;9.4;7.4;13.9
C074;Elorrio;167;5.1;10.3;12.0;12.7;17.7;19.8;20.5;20.4;16.7;15.7;9.5;7.5;14.0
C009;Galdakao;30;;;;;;;;20.7;17.6;16.6;10.6;8.8;
C038;Galindo;5;8.0;12.0;13.2;13.4;17.8;19.9;20.4;20.8;18.0;17.3;11.9;9.7;15.2
C033;Igorre;150;6.2;11.2;13.1;13.4;18.4;19.5;19.8;19.8;16.6;16.1;10.1;7.7;14.3
C0BD;Iruzubieta;110;4.8;9.1;10.6;11.2;16.0;18.4;18.9;18.9;15.8;14.6;8.8;6.9;12.8
C036;Iurreta;180;6.2;10.9;12.6;12.3;17.9;19.7;19.7;19.8;16.4;15.8;9.7;7.2;14.0
C045;La Garbea;717;5.4;8.5;9.9;10.7;15.3;16.6;16.9;17.1;14.2;14.6;8.5;5.3;11.9
C0B7;Mañaria;168;4.3;9.5;11.1;11.6;16.7;19.0;19.9;19.6;16.1;15.3;9.1;7.2;13.3
C019;Matxitxako;433;6.5;9.9;10.9;11.3;15.4;17.6;17.7;18.0;15.6;15.9;10.4;7.4;13.1
C057;Mungia;22;7.6;11.9;12.9;13.2;17.9;20.2;21.1;21.8;18.8;16.7;11.1;9.2;15.2
C063;Muxika;16;6.8;11.1;12.2;12.5;17.0;19.7;19.9;19.6;16.6;15.3;9.6;8.1;14.0
C046;Oiz;980;2.9;6.2;7.7;8.3;13.4;15.5;15.3;15.5;12.3;13.8;6.8;3.7;10.1
C0BA;Oleta;14;6.9;10.7;11.7;12.1;16.4;19.3;19.8;19.8;17.0;16.0;10.9;9.0;14.1
C059;Ordunte;300;4.9;8.6;10.0;10.6;15.6;18.0;18.7;18.6;15.6;15.1;9.0;6.8;12.6
C072;Orduña;934;2.5;5.9;7.7;8.6;13.6;15.3;15.6;15.9;12.9;13.2;6.6;3.3;10.1
C0B4;Orozko;200;4.8;9.6;11.1;11.3;16.4;18.5;19.2;19.3;16.2;15.4;9.2;7.0;13.2
C054;Otxandio;556;2.7;7.1;8.9;9.6;14.9;17.3;17.6;17.5;13.6;12.5;6.4;4.6;11.1
C042;Punta Galea;61;8.5;12.4;13.5;13.5;17.4;19.8;19.8;20.2;17.9;17.2;12.6;10.2;15.2
C0B9;Sangroniz;10;5.7;10.5;11.7;11.8;16.5;18.8;19.4;19.6;16.6;15.4;9.6;8.3;13.7
C0C3;Sodupe;56;5.6;10.2;11.3;11.8;16.8;19.3;19.8;19.8;16.8;15.7;9.6;7.7;13.7
C066;Untzueta;764;3.9;7.5;9.4;9.7;14.5;16.2;16.7;16.9;14.0;14.5;8.2;5.0;11.4
C022;Urkiola;709;2.1;5.9;7.4;8.4;13.2;15.1;15.8;16.0;12.8;12.4;6.4;3.7;9.9
C0B3;Urkizu;75;5.1;9.6;11.0;11.6;16.6;18.9;19.5;19.5;16.2;15.3;9.4;7.2;13.3
C037;Venta Alta;162;6.2;10.6;11.8;12.0;16.7;18.9;19.5;19.6;16.5;16.0;10.2;8.1;13.8
C0E5;Agauntza;180;4.4;9.6;11.4;12.0;17.0;19.6;19.9;19.7;15.5;14.7;8.6;6.3;13.2
C0DB;Aitzu;312;3.1;8.0;9.8;10.5;15.9;18.4;18.9;18.7;14.7;13.7;7.4;5.3;12.0
C0D3;Aixola;320;3.9;8.6;10.2;10.5;15.6;17.9;18.6;18.4;15.1;14.0;7.9;5.8;12.2
C0DD;Aizarnazabal;25;5.6;10.2;11.8;11.9;16.4;19.0;19.4;19.4;15.7;14.8;9.5;7.7;13.5
C0E9;Alegia;90;4.4;9.1;11.4;12.6;17.5;20.3;20.7;20.7;17.0;15.8;9.0;6.8;13.8
C078;Altzola;17;5.2;9.7;11.1;11.6;16.2;19.0;19.4;19.4;16.4;15.3;9.6;7.6;13.4
C052;Ameraun;285;4.0;9.0;10.5;10.8;15.6;17.8;18.4;18.4;14.7;14.4;8.5;6.0;12.4
C0E1;Amundarain;111;3.7;9.4;11.1;11.4;16.8;19.3;19.9;19.7;15.6;15.0;8.8;6.5;13.1
C077;Andoain;52;5.0;9.8;11.5;11.8;16.4;19.0;19.4;19.4;15.9;15.1;9.4;7.3;13.3
C080;Añarbe;184;4.0;9.0;10.7;11.2;15.9;18.4;19.0;18.7;15.0;14.3;8.2;6.5;12.6
C0E8;Araxes;141;4.4;9.7;11.6;12.4;17.2;20.1;20.2;19.7;15.9;14.6;8.4;6.5;13.4
C023;Arrasate;318;4.0;8.7;10.5;11.2;16.4;18.7;19.4;19.5;15.6;14.9;8.3;5.9;12.7
C084;Behobia;5;5.7;10.7;12.3;12.4;17.0;19.5;20.9;20.6;17.1;16.5;10.8;8.4;14.3
C0EA;Belauntza;105;5.4;10.7;12.6;13.4;18.3;20.9;20.7;20.6;16.5;15.0;8.5;6.8;14.1
C026;Berastegi;379;2.7;7.9;9.5;10.0;15.3;17.6;18.1;18.1;14.6;14.2;7.9;5.4;11.8
C058;Bidania;592;3.6;8.3;10.2;10.5;14.9;16.8;17.2;17.4;14.1;14.2;8.0;5.3;11.7
C0F0;Ereñozu;25;4.9;9.8;11.6;11.8;16.3;19.0;19.3;19.2;15.8;14.9;9.2;7.5;13.3
C0F1;Eskas;650;;;;;;;;;;;8.1;5.2;
C0E7;Estanda;195;4.3;9.6;11.5;12.2;17.5;20.1;20.6;20.6;16.6;15.5;8.9;6.5;13.6
C018;Higer;43;7.7;12.0;13.1;13.4;17.0;19.9;20.5;21.0;18.2;17.3;12.4;9.9;15.2
C0DC;Ibai Eder;90;6.1;10.9;12.7;13.5;18.4;20.8;21.5;21.4;17.8;16.7;10.6;8.3;14.9
C071;Jaizkibel;545;5.4;9.6;10.8;11.3;16.0;18.1;18.3;18.8;15.7;15.2;9.4;6.3;12.9
C0EC;Lasarte;18;5.9;10.6;12.0;12.1;16.8;19.4;19.8;19.9;16.6;15.9;10.4;8.1;14.0
C0DE;Matxinbenta;250;5.8;10.6;12.3;12.7;17.8;20.3;20.8;20.5;14.8;13.7;7.7;5.8;13.6
C017;Miramon;113;6.3;10.9;12.4;12.7;16.8;19.5;19.9;20.2;17.0;16.5;10.8;8.3;14.3
C0F4;Oiartzun;53;5.6;10.6;12.3;12.8;17.2;19.8;20.4;20.4;16.9;15.9;10.2;8.2;14.2
C0D1;Oñati;195;4.4;9.2;11.0;11.6;16.8;19.3;20.0;19.9;16.2;15.3;8.3;6.7;13.2
C043;Ordizia;243;5.4;10.2;11.9;12.7;17.8;20.0;20.6;20.8;17.0;16.6;9.2;6.5;14.1
C0D2;San Prudentzio;175;5.2;10.0;11.8;12.5;17.8;20.3;20.3;20.0;16.2;15.0;8.5;6.7;13.7
C007;Santa Clara;48;7.1;11.3;12.4;12.6;16.5;19.4;19.9;20.4;17.6;16.9;12.0;9.4;14.6
C0D0;Urkulu;340;3.9;9.0;10.7;11.1;16.2;18.5;19.1;19.2;15.1;14.2;8.3;6.3;12.6
C064;Zarautz;80;7.4;11.3;12.4;12.6;16.6;19.2;19.6;20.2;17.5;16.8;11.9;9.2;14.5
C028;Zegama;520;4.8;9.2;10.9;11.8;17.0;19.0;19.4;19.7;15.4;15.0;8.7;5.9;13.1
C029;Zizurkil;149;6.0;10.9;12.5;12.8;17.4;19.8;20.3;20.4;17.1;16.6;10.5;8.1;14.4
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
;;;;;TEMPERATURA MEDIA (ºC);;;;;;;;;;
