COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
C0A0;Sarria;655;4.3;1.8;5.8;10.2;11.0;15.3;18.0;17.5;16.4;10.1;7.5;5.2;10.3
C049;Subijana;537;4.9;3.2;6.9;10.7;12.0;16.7;19.8;19.5;18.2;11.5;8.5;5.7;11.5
C00B;Tobillas;700;5.2;2.5;6.2;9.8;11.1;15.8;18.5;18.3;17.0;10.9;7.9;6.3;10.8
C020;Trebiño;578;5.2;3.1;6.6;10.6;11.9;16.5;19.6;19.3;17.8;11.4;8.6;6.1;11.4
C070;Zaldiaran;980;3.6;0.5;4.4;8.9;10.1;14.8;17.4;17.4;16.6;10.2;7.0;6.4;9.8
C050;Zambrana;470;6.5;4.8;8.2;11.7;13.3;18.3;21.4;21.2;19.5;13.1;9.8;7.6;12.9
C0B1;Abusu (La Peña);23;9.0;6.1;10.5;13.6;14.0;17.9;20.8;20.2;19.1;13.9;12.0;10.1;13.9
C079;Amorebieta;65;8.4;5.5;10.2;13.6;13.9;18.0;21.0;20.3;19.2;13.9;11.4;9.0;13.7
C0C1;Aranguren;92;8.6;7.0;10.8;14.1;15.0;19.0;21.7;21.3;20.2;14.8;12.4;9.8;14.6
C061;Arboleda;329;9.0;5.7;9.5;13.2;13.0;16.9;19.8;20.0;19.1;14.3;12.4;11.5;13.7
C032;Areta;122;7.9;5.4;10.0;13.4;14.2;18.2;21.2;20.5;19.5;13.8;11.4;8.7;13.7
C002;Arteaga;19;9.8;6.5;11.1;13.9;14.6;18.4;21.4;20.8;19.5;14.5;12.2;10.7;14.5
C0C2;Balmaseda;178;7.7;5.3;9.5;12.7;13.5;17.6;20.3;19.8;18.6;13.1;10.5;8.4;13.1
C069;Bermeo;106;11.0;7.7;11.4;14.4;14.9;18.6;21.6;21.1;20.1;15.5;13.2;12.6;15.2
C0B6;Berna;95;7.7;5.1;9.6;13.4;13.8;17.8;20.8;19.9;18.9;13.5;10.9;8.3;13.3
C0BE;Berriatua;25;9.5;6.4;10.6;14.0;14.6;18.4;21.6;21.0;19.9;14.8;12.7;11.2;14.6
C065;Cerroja;677;6.8;2.1;6.3;10.6;11.2;15.3;17.6;18.2;17.5;12.0;9.4;9.7;11.4
C003;Derio;30;9.8;6.4;10.9;14.3;14.5;18.5;21.5;21.0;19.8;14.7;12.8;10.7;14.6
C039;Deusto;3;9.9;6.9;11.2;14.4;14.6;18.8;21.8;21.6;20.6;15.5;13.1;11.4;15.0
C075;Eitzaga;270;8.4;5.5;9.5;13.3;13.7;17.7;20.8;20.4;19.7;14.0;11.4;9.6;13.7
C074;Elorrio;167;8.6;5.9;10.5;14.5;14.7;18.8;21.7;21.0;19.9;14.2;12.0;9.6;14.3
C009;Galdakao;30;9.7;6.8;11.5;14.8;15.1;19.1;22.1;21.6;20.6;15.2;12.7;11.0;15.0
C038;Galindo;5;10.7;7.7;12.0;15.0;15.3;19.1;22.1;21.7;20.7;15.7;13.9;12.6;15.5
C033;Igorre;150;8.5;5.5;10.2;14.1;14.0;18.1;21.0;20.4;19.7;14.3;12.3;10.2;14.0
C0BD;Iruzubieta;110;8.0;5.3;9.4;13.0;13.6;17.4;20.3;19.6;18.4;13.1;10.5;9.1;13.2
C036;Iurreta;180;8.3;5.6;10.1;14.3;14.4;18.5;21.8;21.4;20.6;16.7;12.1;9.6;14.4
C045;La Garbea;717;6.1;2.7;6.1;10.4;11.4;15.3;17.9;18.3;17.6;11.7;8.8;8.7;11.3
C0B7;Mañaria;168;8.1;5.5;9.8;13.6;13.8;18.0;20.8;20.2;19.2;13.9;11.9;9.3;13.7
C019;Matxitxako;433;8.2;4.9;8.3;12.2;12.4;16.0;18.6;18.9;18.1;13.4;11.1;10.3;12.7
C057;Mungia;22;10.3;7.1;11.6;14.5;14.8;18.5;21.6;21.0;19.9;14.9;13.0;11.2;14.9
C063;Muxika;16;9.1;6.1;10.8;13.8;14.4;18.3;21.3;20.5;19.2;14.0;11.7;9.9;14.1
C046;Oiz;980;;0.2;3.3;8.1;8.7;13.0;15.4;15.7;15.1;9.4;6.7;7.6;
C0BA;Oleta;14;10.1;7.0;11.1;13.9;14.5;18.2;21.3;20.6;19.6;14.7;12.2;11.0;14.5
C059;Ordunte;300;7.5;4.7;8.4;12.0;13.0;17.1;19.7;19.5;18.6;13.2;10.7;9.3;12.8
C072;Orduña;934;4.3;0.9;4.3;8.7;9.7;13.9;16.4;16.7;16.1;10.1;6.9;6.6;9.6
C0B4;Orozko;200;7.9;5.3;9.6;13.4;13.8;17.8;20.6;20.0;19.4;13.5;11.2;9.3;13.5
C054;Otxandio;556;5.4;2.9;6.8;10.7;11.4;15.7;18.7;18.0;17.0;11.3;8.7;6.6;11.1
C042;Punta Galea;61;11.0;7.8;11.5;14.2;14.5;18.2;21.2;20.9;19.8;15.4;13.7;12.5;15.1
C0B9;Sangroniz;10;9.4;6.4;10.8;13.8;14.2;18.0;21.1;20.4;19.1;14.0;12.0;10.4;14.1
C0C3;Sodupe;56;8.4;6.0;10.5;13.8;14.3;18.3;21.2;20.6;19.6;14.1;11.6;8.9;13.9
C066;Untzueta;764;5.9;2.3;5.9;10.3;10.9;15.1;17.7;17.9;17.4;11.6;8.8;8.5;11.0
C022;Urkiola;709;4.4;1.5;5.2;9.4;10.0;14.3;17.0;17.0;16.0;10.4;7.6;6.6;10.0
C0B3;Urkizu;75;8.2;5.4;10.1;13.8;14.0;18.0;21.0;20.3;19.4;14.0;11.7;9.3;13.8
C037;Venta Alta;162;8.9;5.8;10.2;13.5;13.8;18.1;21.3;20.9;19.9;14.7;;;
C0E5;Agauntza;180;7.5;4.8;9.3;13.4;13.5;17.9;20.8;20.2;19.2;13.7;11.2;8.5;13.3
C0DB;Aitzu;312;6.5;3.8;8.0;12.0;12.6;17.1;19.9;19.2;18.0;12.1;9.6;7.0;12.2
C0D3;Aixola;320;6.9;4.0;8.5;12.0;12.3;16.3;19.1;18.4;17.4;12.2;9.9;8.1;12.1
C0DD;Aizarnazabal;25;9.0;5.9;10.4;13.7;13.7;17.5;20.4;19.7;18.4;13.5;11.8;10.5;13.7
C0E9;Alegia;90;7.8;5.7;10.1;13.9;14.5;18.8;21.8;21.3;20.3;14.3;10.8;8.5;14.0
C078;Altzola;17;8.7;5.9;10.3;13.7;13.9;17.8;20.8;20.2;19.3;14.1;11.8;9.7;13.8
C052;Ameraun;285;7.0;4.2;8.6;12.7;12.6;16.6;19.6;19.1;18.1;13.2;11.1;8.8;12.6
C0E1;Amundarain;111;7.5;5.0;9.7;13.6;13.5;18.0;20.9;20.2;19.5;14.0;11.9;8.6;13.5
C077;Andoain;52;8.3;5.7;10.3;13.9;13.8;17.4;20.7;20.0;19.1;14.0;11.8;9.6;13.7
C080;Añarbe;184;7.7;5.1;9.4;13.3;13.5;17.5;20.7;20.2;18.7;13.4;10.9;8.8;13.3
C0E8;Araxes;141;7.5;5.0;9.7;13.2;13.7;17.4;20.6;19.9;19.0;14.0;10.5;8.3;13.2
C023;Arrasate;318;6.9;4.0;8.3;12.6;12.8;17.2;20.1;19.8;18.9;13.0;10.4;8.6;12.7
C084;Behobia;5;9.8;6.1;10.6;14.2;14.2;18.0;21.1;20.7;19.5;14.2;11.9;10.8;14.3
C0EA;Belauntza;105;7.8;5.4;10.0;13.7;14.3;18.2;21.3;20.6;19.5;13.9;10.7;8.5;13.7
C026;Berastegi;379;6.5;3.6;8.2;12.2;12.3;16.5;19.6;19.1;18.2;12.8;10.5;8.0;12.3
C058;Bidania;592;6.4;2.7;6.7;10.9;11.2;15.5;18.1;18.0;17.3;11.8;9.4;;
C0F0;Ereñozu;25;8.7;5.9;10.4;13.8;14.0;17.6;20.8;20.1;18.7;13.8;11.2;9.7;13.7
C0F1;Eskas;650;6.4;2.6;6.4;11.2;11.3;15.7;18.3;18.1;17.4;11.9;9.5;9.2;11.5
C0E7;Estanda;195;7.7;5.2;9.7;13.6;14.1;18.6;21.5;20.9;20.1;14.0;11.3;8.3;13.8
C018;Higer;43;10.8;7.3;11.5;14.7;14.9;19.0;22.2;21.9;;;;;
C0DC;Ibai Eder;90;9.4;6.7;11.5;15.0;15.6;19.7;22.7;21.9;21.0;15.4;12.5;10.3;15.1
C071;Jaizkibel;545;7.3;3.6;7.4;11.6;11.5;15.8;18.3;18.4;17.7;12.5;10.4;9.8;12.0
C0EC;Lasarte;18;9.1;6.1;10.6;14.3;14.2;18.1;21.1;20.5;19.3;14.3;12.3;10.8;14.2
C0DE;Matxinbenta;250;6.9;4.3;8.6;12.4;12.6;16.7;19.5;18.7;17.7;12.6;10.4;7.9;12.4
C017;Miramon;113;9.5;6.2;10.8;14.5;14.4;18.5;21.5;20.6;19.5;14.5;12.3;11.1;14.5
C0F4;Oiartzun;53;9.6;6.4;11.1;14.6;14.8;18.5;21.7;21.0;19.8;14.7;12.2;10.4;14.6
C0D1;Oñati;195;7.6;5.0;9.5;13.2;13.8;18.1;21.0;20.5;19.4;13.8;11.2;8.6;13.5
C043;Ordizia;243;7.7;4.9;9.5;13.7;13.8;18.1;20.9;20.4;19.6;13.8;11.4;8.7;13.5
C0D2;San Prudentzio;175;7.6;4.9;9.3;13.1;13.8;18.2;21.2;20.6;19.6;13.7;10.8;8.8;13.5
C007;Santa Clara;48;10.4;7.2;11.4;14.4;14.6;18.4;21.7;21.1;;;;;
C0D0;Urkulu;340;7.1;4.5;8.5;12.5;12.7;17.0;19.9;19.3;18.3;12.8;10.8;8.6;12.7
C064;Zarautz;80;10.3;6.8;11.0;14.1;14.2;18.1;21.3;20.8;19.9;15.1;13.2;12.0;14.7
C028;Zegama;520;7.2;3.7;7.8;12.0;12.4;17.1;20.4;18.9;18.2;12.4;10.2;9.0;12.4
C029;Zizurkil;149;9.2;6.0;10.7;14.4;14.4;18.3;21.4;20.9;20.0;14.8;12.8;10.9;14.5
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
;;;;;TEMPERATURA MEDIA (ºC);;;;;;;;;;
