COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
C0A0;Sarria;655;2.9;5.0;7.1;8.6;10.4;15.6;18.0;17.6;14.5;11.8;6.5;5.3;10.3
C049;Subijana;537;3.6;5.2;7.6;9.2;11.5;17.1;19.5;19.3;16.2;13.0;7.5;5.7;11.3
C00B;Tobillas;700;3.3;4.9;7.4;8.6;11.0;16.3;18.8;18.4;15.2;13.0;7.6;6.2;10.9
C020;Trebiño;578;3.5;5.8;7.7;9.0;11.2;17.3;19.9;19.3;16.1;13.4;7.7;6.0;11.4
C070;Zaldiaran;980;2.3;6.7;7.2;7.7;9.8;15.7;17.7;17.5;14.7;12.5;5.6;6.7;10.3
C050;Zambrana;470;5.0;6.8;9.5;10.9;13.2;19.2;21.6;;18.0;16.2;10.3;8.5;
C0B1;Abusu (La Peña);23;6.8;10.0;11.0;12.1;13.5;17.4;20.4;20.1;17.9;15.7;10.8;10.0;13.8
C079;Amorebieta;65;6.3;9.1;10.6;11.8;13.0;17.5;20.4;20.0;18.1;15.6;9.9;9.3;13.5
C0C1;Aranguren;92;7.5;9.6;11.3;12.6;14.2;18.6;22.1;22.3;;;;;
C061;Arboleda;329;7.3;11.7;11.2;12.0;13.3;17.0;20.0;20.0;18.3;16.8;;;
C032;Areta;122;6.1;9.2;10.6;11.9;13.5;17.9;20.8;20.5;18.1;15.7;10.1;9.1;13.6
C002;Arteaga;19;7.7;10.4;11.3;12.2;13.4;17.6;20.6;20.8;19.1;16.9;11.2;10.8;14.3
C0C2;Balmaseda;178;5.9;7.9;9.8;11.2;12.9;17.4;20.4;20.0;17.3;14.8;9.8;8.8;13.0
C069;Bermeo;106;8.5;12.6;12.2;12.5;13.6;17.2;20.3;20.8;19.1;17.1;11.5;11.9;14.8
C0B6;Berna;95;5.9;9.0;10.3;11.6;12.7;17.6;20.2;19.8;17.5;15.4;9.8;8.8;13.2
C0BE;Berriatua;25;8.0;10.7;11.5;12.6;13.9;18.1;21.1;20.8;19.1;16.8;11.7;11.0;14.6
C065;Cerroja;677;4.8;9.3;8.7;9.3;11.0;14.9;17.9;17.8;15.8;14.1;7.8;9.3;11.7
C003;Derio;30;7.3;10.7;11.1;12.4;13.6;17.8;20.2;19.3;18.0;16.5;11.1;10.5;14.0
C039;Deusto;3;7.7;11.4;12.3;13.5;14.7;18.0;21.0;21.2;19.3;17.5;12.1;11.8;15.0
C075;Eitzaga;270;5.9;9.9;10.7;11.6;12.9;18.0;20.5;20.1;18.0;15.8;9.7;9.1;13.5
C074;Elorrio;167;6.5;10.0;11.2;12.6;13.9;18.7;21.4;21.0;18.3;16.3;10.8;9.4;14.2
C009;Galdakao;30;7.7;10.8;12.0;13.2;14.6;18.6;21.7;21.4;19.3;16.8;11.5;10.8;14.9
C038;Galindo;5;9.0;12.5;13.0;14.2;15.5;18.9;22.0;21.8;19.9;17.9;12.5;12.0;15.8
C033;Igorre;150;6.5;10.7;11.4;12.3;13.5;17.9;20.7;20.6;18.4;16.3;10.4;10.1;14.1
C0BD;Iruzubieta;110;6.3;8.6;10.0;11.0;12.6;17.5;20.2;19.7;17.7;15.2;10.0;9.2;13.2
C036;Iurreta;180;6.1;10.6;11.0;12.1;13.2;17.8;20.5;20.3;18.2;16.1;10.2;9.7;13.8
C045;La Garbea;717;4.4;8.5;8.7;9.1;11.0;15.2;18.1;18.0;15.9;13.7;7.3;8.6;11.5
C0B7;Mañaria;168;6.1;10.0;10.6;11.7;13.1;17.9;19.9;19.7;17.3;15.4;9.8;8.6;13.3
C019;Matxitxako;433;5.9;11.0;10.2;10.3;11.6;15.5;19.6;20.3;19.0;17.1;11.1;11.9;13.6
C057;Mungia;22;7.8;11.0;11.6;12.8;14.0;18.0;21.1;21.1;19.1;16.9;11.8;11.3;14.7
C063;Muxika;16;7.1;9.5;10.8;11.9;13.2;17.7;20.6;20.2;18.3;15.8;10.8;9.9;13.8
C046;Oiz;980;2.4;7.3;6.5;7.0;8.8;14.2;16.3;16.0;14.1;12.0;5.4;7.3;9.8
C0BA;Oleta;14;8.0;10.2;11.7;12.8;14.3;18.3;21.3;21.2;19.5;17.1;12.2;11.4;14.8
C059;Ordunte;300;5.8;8.7;9.6;10.5;12.3;16.8;19.8;19.7;17.3;15.2;9.7;9.3;12.9
C072;Orduña;934;2.5;6.1;6.9;7.5;9.7;14.4;17.1;16.6;14.3;12.1;5.7;6.8;10.0
C0B4;Orozko;200;5.8;9.3;10.2;11.4;12.9;17.4;19.8;19.7;17.3;15.2;9.6;8.7;13.1
C054;Otxandio;556;3.8;5.9;7.9;9.2;10.8;15.9;18.3;18.0;15.6;13.0;7.7;6.4;11.0
C042;Punta Galea;61;8.8;12.1;12.0;12.8;13.9;17.2;20.5;20.9;19.4;17.5;12.5;11.5;14.9
C0B9;Sangroniz;10;7.2;9.7;10.9;12.3;13.7;17.5;20.7;20.4;18.1;15.9;11.1;10.1;14.0
C0C3;Sodupe;56;6.5;9.1;10.8;12.4;13.7;18.1;21.2;21.0;18.6;16.0;10.6;9.8;14.0
C066;Untzueta;764;3.8;8.6;8.6;9.0;10.9;15.1;18.0;17.8;15.8;13.7;7.0;8.6;11.4
C022;Urkiola;709;3.0;6.6;7.2;7.9;9.7;14.4;17.0;16.6;14.6;12.0;6.1;6.1;10.1
C0B3;Urkizu;75;6.4;9.5;10.8;12.0;13.3;17.7;20.5;20.3;18.1;15.8;10.3;9.2;13.7
C037;Venta Alta;162;;10.7;11.0;11.9;13.3;17.2;20.4;20.2;18.1;16.3;10.9;10.4;
C0E5;Agauntza;180;5.6;8.9;9.9;11.5;12.8;17.9;20.5;20.1;17.7;15.5;9.6;8.4;13.2
C0DB;Aitzu;312;4.6;7.6;8.7;10.2;11.3;16.7;19.2;18.7;16.2;13.5;8.0;7.2;11.8
C0D3;Aixola;320;4.9;7.9;9.1;10.2;11.5;16.3;18.7;18.4;16.2;14.2;8.9;8.2;12.0
C0DD;Aizarnazabal;25;6.6;10.5;10.5;11.6;12.8;17.2;19.9;19.5;17.3;15.7;10.4;10.0;13.5
C0E9;Alegia;90;6.1;9.2;10.8;12.4;13.7;18.6;21.3;21.0;18.7;15.9;9.9;8.7;13.9
C078;Altzola;17;6.8;9.8;10.7;11.8;13.0;17.6;20.3;19.9;18.2;15.9;10.7;9.8;13.7
C052;Ameraun;285;5.2;9.4;9.6;11.0;12.0;16.9;19.2;19.0;16.9;15.1;9.2;8.5;12.7
C0E1;Amundarain;111;5.6;8.8;10.1;11.5;12.5;17.8;20.2;19.9;17.5;15.3;9.8;8.4;13.1
C077;Andoain;52;6.3;10.0;10.5;11.9;12.7;17.3;20.0;19.8;17.7;15.6;10.2;9.4;13.5
C080;Añarbe;184;5.8;9.6;10.2;11.6;12.5;17.2;19.8;19.4;17.0;14.6;9.6;8.8;13.0
C0E8;Araxes;141;5.6;8.6;10.1;11.6;12.8;17.5;20.2;19.9;17.7;15.0;9.7;8.5;13.1
C023;Arrasate;318;4.8;8.8;9.5;10.7;12.0;17.1;19.8;19.4;17.1;14.8;8.6;8.1;12.5
C084;Behobia;5;6.5;11.0;11.3;12.4;13.4;17.8;20.6;20.4;18.5;16.6;10.8;10.4;14.1
C0EA;Belauntza;105;6.0;9.0;10.5;11.9;13.2;17.9;20.6;20.3;18.0;15.2;9.5;8.5;13.4
C026;Berastegi;379;4.6;8.7;8.8;10.1;11.2;16.8;19.2;18.9;16.7;14.5;8.4;7.5;12.1
C058;Bidania;592;3.7;;8.3;8.7;10.0;15.1;17.5;17.2;15.3;13.4;7.0;7.8;
C0F0;Ereñozu;25;6.5;9.4;10.7;11.9;13.0;17.4;20.1;19.8;17.6;15.2;10.4;9.7;13.5
C0F1;Eskas;650;3.6;9.6;8.9;9.3;10.7;15.9;18.2;17.9;16.0;14.0;7.3;8.8;11.7
C0E7;Estanda;195;5.8;9.2;10.4;11.9;13.4;18.6;21.3;20.9;18.4;15.9;9.8;8.7;13.7
C018;Higer;43;;;;;14.8;18.5;21.8;21.9;20.3;18.5;12.9;12.7;
C0DC;Ibai Eder;90;7.5;10.7;11.9;12.9;14.2;19.2;21.8;21.5;19.4;;10.6;9.5;
C071;Jaizkibel;545;4.5;10.4;9.4;9.8;11.1;15.3;18.0;18.1;16.7;14.8;;9.7;
C0EC;Lasarte;18;6.6;10.9;11.1;12.1;13.2;17.6;20.3;20.2;18.1;16.3;10.6;10.7;14.0
C0DE;Matxinbenta;250;5.1;8.3;9.1;10.6;11.8;16.7;19.4;18.9;16.4;14.2;9.0;7.7;12.3
C017;Miramon;113;6.6;11.6;11.4;12.2;13.3;17.7;20.6;20.5;18.6;16.6;10.7;10.7;14.2
C0F4;Oiartzun;53;7.1;10.6;11.5;12.8;13.8;18.3;21.0;20.6;18.6;16.3;10.9;10.2;14.3
C0D1;Oñati;195;5.9;8.6;10.3;11.8;13.2;18.4;20.8;20.5;18.1;15.4;9.7;8.6;13.4
C043;Ordizia;243;5.5;9.8;10.3;11.6;13.0;18.1;20.7;20.3;18.1;15.8;9.5;8.7;13.4
C0D2;San Prudentzio;175;5.8;8.7;10.2;11.6;13.1;18.4;20.9;20.6;18.2;15.5;9.8;8.8;13.5
C007;Santa Clara;48;;;;;;17.7;20.6;20.6;18.9;17.3;11.8;11.7;
C0D0;Urkulu;340;5.0;8.7;9.4;10.7;12.2;17.5;19.7;19.3;16.8;14.8;9.4;8.4;12.7
C064;Zarautz;80;7.7;12.2;11.9;12.4;13.5;17.3;20.4;20.5;18.9;17.3;11.7;11.8;14.6
C028;Zegama;520;4.4;9.5;9.4;10.1;11.8;17.2;19.4;18.9;16.7;14.8;8.4;8.6;12.4
C029;Zizurkil;149;6.8;11.5;11.4;12.5;13.6;18.2;20.8;20.6;18.7;17.0;11.0;10.7;14.4
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
;;;;;TEMPERATURA MEDIA (ºC);;;;;;;;;;
