COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
C051;Saratxo;230;4.8;6.8;7.1;7.0;6.1;6.7;5.9;5.6;5.8;6.4;7.3;7.0;6.4
C00B;Tobillas;700;5.8;5.3;7.5;7.4;7.8;6.6;6.0;6.4;6.2;6.7;11.1;8.1;7.1
C020;Trebiño;546;9.7;9.4;9.6;10.4;9.1;9.5;8.2;6.9;7.8;8.6;13.0;10.8;9.4
C070;Zaldiaran;980;27.3;27.0;26.4;24.0;23.6;24.9;23.7;21.9;24.0;26.6;33.0;29.1;26.0
C050;Zambrana;470;8.6;8.3;10.4;9.9;10.6;10.1;10.0;9.8;9.0;9.6;13.1;10.9;10.0
C061;Arboleda;329;13.1;16.4;12.7;12.2;9.5;7.7;5.1;5.9;8.9;15.0;21.3;18.6;12.2
C032;Areta;122;4.2;4.8;5.0;4.8;4.8;5.3;4.9;4.6;4.5;4.2;4.8;5.2;4.8
C002;Arteaga;19;5.4;5.1;5.5;5.2;5.4;5.5;4.9;4.0;4.2;3.7;5.8;6.2;5.1
C069;Bermeo;106;12.8;11.4;10.9;10.5;11.2;8.5;8.7;7.8;9.4;10.9;16.7;14.3;11.1
C065;Cerroja;677;17.9;16.5;16.1;17.0;15.8;12.0;9.7;;;17.0;26.6;22.0;
C003;Derio;30;5.6;6.5;6.6;6.9;6.9;6.2;5.9;5.1;5.1;5.7;7.2;7.7;6.3
C039;Deusto;3;10.3;13.2;11.9;11.4;11.9;11.5;10.6;9.5;10.6;12.1;13.4;15.1;11.8
C075;Eitzaga;270;5.9;4.7;6.1;6.0;6.4;5.9;5.1;4.5;4.6;5.0;7.1;6.3;5.6
C038;Galindo;5;7.0;7.9;7.4;;;;;;6.1;7.5;10.0;9.0;
C033;Igorre;150;6.2;9.2;8.0;8.1;6.4;7.4;6.1;6.0;6.3;7.6;8.6;9.7;7.5
C036;Iurreta;180;8.2;8.7;9.2;9.0;9.7;9.8;8.5;7.1;7.4;7.7;9.8;10.1;8.8
C045;La Garbea;717;21.3;24.5;21.1;21.6;17.5;17.6;15.6;15.8;18.2;23.5;30.6;26.2;21.1
C019;Matxitxako;433;32.0;29.1;24.5;30.2;28.9;22.5;19.4;17.6;21.0;28.4;44.4;38.0;28.0
C057;Mungia;22;7.6;7.5;7.8;7.3;8.3;7.2;6.5;5.3;5.7;6.0;9.6;9.5;7.3
C046;Oiz;980;33.6;29.7;28.2;27.5;25.1;22.1;19.2;18.2;23.6;28.4;37.5;33.8;27.2
C059;Ordunte;300;7.8;8.5;9.0;8.7;7.7;7.4;6.1;6.1;5.6;8.2;11.0;11.2;8.1
C072;Orduña;934;22.2;30.9;23.6;22.9;15.8;19.4;17.0;18.2;19.3;28.0;35.3;33.4;23.8
C0B4;Orozko;200;4.0;5.3;5.8;5.1;4.8;5.6;5.1;5.4;4.8;4.5;4.3;5.4;5.0
C054;Otxandio;556;7.1;5.3;6.2;5.8;6.9;6.5;6.2;5.5;4.9;4.5;6.1;6.3;6.0
C042;Punta Galea;61;21.6;20.1;17.8;16.7;18.9;15.5;14.0;12.6;15.7;17.7;24.6;19.7;17.9
C0C3;Sodupe;56;4.0;5.5;6.7;6.5;6.8;7.6;7.4;6.8;6.0;5.2;5.3;5.6;6.1
C066;Untzueta;764;22.2;24.3;19.8;18.6;16.2;15.7;13.2;14.2;16.3;22.3;29.8;26.7;19.9
C022;Urkiola;709;11.1;13.0;10.3;9.2;7.3;6.9;5.7;5.9;6.4;8.8;10.4;12.0;8.9
C037;Venta Alta;162;;11.0;10.2;9.6;8.7;9.6;8.4;7.9;8.0;9.8;12.5;12.1;
C023;Arrasate;318;7.1;5.7;6.9;6.3;7.2;5.7;5.4;5.4;5.4;5.8;6.6;7.0;6.2
C026;Berastegi;379;6.2;7.1;7.2;7.0;6.4;6.6;5.6;5.3;5.9;6.1;6.8;7.1;6.4
C058;Bidania;592;10.2;10.5;9.5;9.2;8.9;7.9;6.9;6.1;7.3;9.0;10.3;11.4;8.9
C018;Higer;43;16.1;12.0;12.7;11.9;14.7;12.1;11.4;9.2;9.9;11.8;19.2;14.5;13.0
C071;Jaizkibel;545;23.4;21.7;16.8;16.7;;;16.4;14.5;16.6;22.7;;29.2;
C0EC;Lasarte;18;5.9;8.1;7.0;6.5;5.6;5.3;4.9;4.7;5.6;5.9;6.9;7.8;6.2
C017;Miramon;113;9.9;10.7;10.3;9.0;10.0;7.9;7.3;6.8;7.8;8.4;10.4;11.6;9.2
C043;Ordizia;243;5.0;6.3;6.8;6.5;5.8;6.3;5.4;5.4;5.1;6.1;6.8;6.7;6.0
C007;Santa Clara;48;15.4;14.0;13.8;11.7;13.6;11.1;10.8;9.4;10.5;10.4;15.2;20.8;13.1
C064;Zarautz;80;16.8;15.5;14.0;12.6;13.5;11.8;11.4;10.3;12.7;12.3;18.4;16.4;13.8
C028;Zegama;520;9.4;11.1;10.1;10.0;8.3;7.6;6.1;5.9;7.6;9.7;12.2;12.0;9.2
C029;Zizurkil;149;9.3;10.7;9.2;8.9;7.0;6.4;5.3;5.2;7.0;9.4;12.9;13.1;8.7
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
;;;;VELOCIDAD MEDIA (km/h);;;;;;;;;;;
