COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
;;;;VELOCIDAD MEDIA (km/h);;;;;;;;;;;
KOD.;ESTAZIOA;kota (m);URT;OTS;MAR;API;MAI;EKA;UZT;ABU;IRA;URR;AZA;ABE;B/B
C056;Alegria;545;6.7;11.3;9.8;7.5;6.7;6.1;7.1;6.7;5.7;5.6;6.8;9.1;7.4
C035;Altube;618;6.7;8.5;7.2;6.7;6.6;6.2;6.9;6.3;5.4;5.1;5.5;6.4;6.5
C016;Arkauti;517;5.6;9.6;10.4;9.0;7.8;8.5;10.3;9.2;7.0;6.2;7.2;8.9;8.3
C025;Beluntza;687;;23.3;19.1;15.9;;14.7;;15.9;14.7;15.6;17.7;17.5;
C034;Espejo;504;6.2;8.8;;;6.3;6.2;7.1;6.6;5.4;5.5;5.6;6.8;
C0AA;Etura;549;8.9;13.3;11.0;8.8;8.7;8.2;10.4;8.8;7.1;7.1;8.8;9.3;9.2
C067;Gardea;141;6.6;8.7;7.2;7.3;7.1;6.0;6.0;6.1;5.3;;6.8;;
C040;Gasteiz;546;7.4;11.3;10.0;8.6;8.5;9.0;10.6;9.2;6.9;5.7;7.1;9.5;8.7
C048;Herrera;1188;21.1;21.1;19.8;16.1;14.2;14.3;14.6;14.6;14.2;15.1;17.8;22.9;17.2
C068;Ilarduia;596;11.0;16.3;14.3;13.0;14.4;14.5;16.3;14.5;11.8;11.8;12.9;12.5;13.6
C024;Iturrieta;987;13.3;18.3;14.4;12.2;13.0;11.0;12.7;11.7;10.0;11.3;12.1;14.6;12.9
C00A;Kanpezu;550;12.8;15.1;11.5;11.2;9.9;10.3;11.8;11.4;9.4;10.2;11.0;11.6;11.3
C047;Kapildui;1173;23.1;24.8;22.3;18.6;18.6;16.3;18.0;17.3;16.0;18.7;20.4;26.0;20.0
C031;Moreda;490;13.9;16.2;14.6;14.6;12.9;12.9;14.8;13.8;11.7;12.2;13.1;13.9;13.7
C041;Navarrete;689;9.5;14.0;10.6;9.1;9.1;7.5;9.0;8.4;6.7;7.6;8.3;9.9;9.2
C060;Páganos;577;12.7;15.2;13.6;11.2;11.8;9.0;9.4;9.1;8.1;9.2;10.6;12.8;11.1
C021;Roitegi;980;17.4;21.0;17.7;15.3;14.7;13.1;15.5;14.3;12.8;13.7;17.6;18.3;16.0
C030;Salvatierra;589;7.2;11.0;9.1;7.6;7.2;6.9;9.0;7.9;6.5;6.2;7.4;7.9;7.8
