COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
C051;Saratxo;230;5.9;8.5;7.0;6.2;6.3;5.7;5.9;5.5;5.1;5.3;5.2;6.0;6.1
C00B;Tobillas;700;;;;;6.2;5.5;6.0;5.9;4.9;4.2;5.9;7.4;
C020;Trebiño;546;9.7;14.3;11.2;8.7;9.3;8.0;10.1;8.6;6.5;7.9;8.3;9.2;9.3
C050;Zambrana;470;9.5;12.8;10.7;9.3;8.5;9.8;10.8;9.8;8.2;7.8;7.5;10.3;9.6
C061;Arboleda;329;14.6;16.6;13.7;9.7;10.3;8.4;6.9;7.7;8.5;10.2;13.9;18.0;11.5
C032;Areta;122;4.8;5.7;5.2;5.3;5.0;4.5;4.4;4.4;3.8;4.0;;;
C002;Arteaga;19;4.8;6.0;5.4;5.4;5.2;5.1;4.5;4.2;4.0;3.5;4.0;5.2;4.8
C069;Bermeo;106;11.8;11.0;10.7;10.3;8.9;8.8;8.4;8.7;9.3;9.5;13.2;14.7;10.4
C065;Cerroja;677;17.0;21.1;16.5;12.9;13.3;11.2;10.2;10.3;11.9;11.0;16.6;19.9;14.3
C003;Derio;30;7.1;8.0;7.1;6.2;6.0;6.0;5.6;5.1;4.9;4.8;5.1;6.0;6.0
C039;Deusto;3;12.3;13.3;11.6;10.6;11.0;10.3;9.6;9.6;9.6;10.6;11.5;13.3;11.1
C075;Eitzaga;270;5.1;7.0;6.3;5.8;6.0;5.4;5.2;4.9;4.7;4.0;5.3;6.1;5.5
C038;Galindo;5;7.8;9.3;7.8;7.7;7.6;7.1;6.1;6.5;6.0;5.8;6.8;8.0;7.2
C033;Igorre;150;;;;;7.5;6.3;6.1;5.7;5.4;6.1;6.3;7.7;
C036;Iurreta;180;9.1;11.5;10.1;9.0;8.7;8.9;8.7;7.8;7.5;7.1;7.4;8.0;8.7
C045;La Garbea;717;20.4;26.6;22.0;18.2;18.0;16.6;14.5;16.2;16.7;;;;
C019;Matxitxako;433;30.1;31.4;26.9;23.6;26.0;24.3;19.1;18.7;21.4;21.7;28.1;;
C057;Mungia;22;8.6;9.5;8.3;7.2;6.8;7.3;6.6;6.0;5.5;5.0;6.5;8.0;7.1
C046;Oiz;980;31.3;32.9;28.9;25.1;23.7;21.8;22.1;20.7;20.9;22.8;31.2;30.4;26.0
C059;Ordunte;300;7.7;11.5;10.0;7.3;7.8;6.5;5.8;5.8;5.7;5.2;6.6;9.5;7.5
C072;Orduña;934;23.5;32.8;27.0;18.2;20.3;17.4;16.7;17.3;14.5;20.7;22.1;30.5;21.7
C0B4;Orozko;200;5.2;6.6;6.0;;5.2;4.2;4.9;4.9;4.0;4.3;4.1;4.5;
C054;Otxandio;556;7.0;6.7;6.7;6.2;5.3;6.1;6.8;6.0;4.8;4.2;5.4;5.9;5.9
C042;Punta Galea;61;24.1;21.1;18.2;16.3;15.2;15.1;13.7;14.5;15.4;15.8;22.0;23.4;17.9
C0C3;Sodupe;56;5.1;7.3;6.3;7.2;7.6;7.1;7.2;6.7;5.1;5.3;4.6;5.0;6.2
C066;Untzueta;764;21.0;25.7;21.6;16.0;16.3;15.5;13.6;14.7;15.1;17.3;21.8;26.2;18.7
C022;Urkiola;709;14.6;14.1;11.6;9.2;8.4;6.5;6.7;6.8;6.1;8.5;10.2;11.2;9.5
C037;Venta Alta;162;9.4;12.4;10.0;9.2;8.7;8.8;7.7;8.3;7.4;7.8;8.3;10.7;9.0
C023;Arrasate;318;7.2;7.4;6.8;6.5;5.8;5.5;6.3;6.1;4.8;4.1;5.3;6.5;6.0
C026;Berastegi;379;7.2;8.4;7.4;7.0;6.4;5.6;6.1;5.4;4.3;5.5;5.9;5.5;6.2
C058;Bidania;592;10.7;11.8;10.8;8.5;7.9;7.0;7.7;6.6;6.4;7.5;9.2;8.9;8.6
C018;Higer;43;12.6;12.4;12.4;11.2;10.4;11.8;10.5;9.9;12.1;10.4;13.6;16.0;11.9
C071;Jaizkibel;545;20.9;26.0;24.1;19.7;20.8;19.8;17.2;15.5;18.7;18.1;22.6;26.5;20.8
C0EC;Lasarte;18;7.4;7.4;6.8;6.1;5.8;4.8;5.2;5.0;5.1;5.7;6.8;6.9;6.1
C017;Miramon;113;10.8;10.9;10.9;9.4;8.0;7.6;7.5;7.1;8.4;8.6;10.4;10.6;9.2
C043;Ordizia;243;;;6.7;5.7;6.1;5.4;5.5;5.2;4.1;4.1;4.9;5.5;
C007;Santa Clara;48;16.4;15.4;15.4;13.7;11.2;11.9;11.0;10.9;10.9;11.7;15.6;14.3;13.2
C064;Zarautz;80;16.6;15.8;14.7;13.5;11.3;11.4;11.1;11.1;12.2;12.0;16.5;17.2;13.6
C028;Zegama;520;10.6;12.4;11.5;8.6;8.9;6.5;7.0;6.4;6.3;8.0;9.0;11.1;8.9
C029;Zizurkil;149;9.8;10.7;9.4;7.1;7.2;6.2;5.8;5.2;6.5;7.4;8.7;11.3;7.9
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
;;;;VELOCIDAD MEDIA (km/h);;;;;;;;;;;
