COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
C031;Moreda;490;10.6;19.8;12.9;4.1;2.6;4.1;6;0.2;5.1;5.7;30.2;4.4;30.2
C041;Navarrete;689;19.4;31.5;25;9.2;7.9;6.7;3.9;0.8;5.8;4.5;44.6;4.7;44.6
C055;Ozaeta;548;27;75.9;41.3;9.3;6.6;13.3;2.8;4.1;18.6;5.2;48.4;4.8;75.9
C060;Páganos;577;20.5;27.2;25.9;8.7;4.3;4.9;4.7;1.5;7.8;4.5;29;3.1;29.0
C030;Salvatierra;589;25.1;61.2;34.4;11.7;12.1;24.2;1.6;2.7;12.4;13.2;49.6;4.1;61.2
C051;Saratxo;230;13.9;45.3;27.1;11.3;14.7;7.4;17.1;4.2;34.4;9.1;34;10.5;45.3
C0A0;Sarria;655;24.2;73.2;65;17.4;8.5;17.8;8;4.3;25.8;8.3;64.5;13;73.2
C049;Subijana;537;15.5;24.1;36.4;12.7;16.7;17;4.2;0.4;22.5;22.6;42;10.1;42.0
C020;Trebiño;578;12.1;27.4;22.8;7;8;15.5;3.6;3.3;9.3;8.5;45.4;5.4;45.4
C070;Zaldiaran;980;18.7;39.8;18.7;8.2;13.7;20.8;6.2;3.7;15;3;31.3;4;39.8
C050;Zambrana;470;12.1;18.3;30.7;9.7;13.5;12.1;2.3;1.6;9.6;3.1;36.2;3.9;36.2
C0B1;Abusu (La Peña);23;19.6;57.7;43.1;20.7;7.8;12;24.8;6.3;27.8;8.4;51.2;19.6;57.7
C079;Amorebieta;65;15.2;84;40.4;16.4;16.4;12.2;4.9;7.4;31.4;8.2;58.1;8.7;84.0
C0C1;Aranguren;92;8.9;82.3;50.2;13.6;9.9;9.3;6.4;3.6;32.1;5.2;52.1;14.3;82.3
C061;Arboleda;329;22.7;80.8;61.6;21.1;12.2;13.4;10.6;4;28.9;9.2;55.7;14.1;80.8
C032;Areta;122;19.2;76.2;59.6;15.9;7.9;14.2;7.5;2.6;41.5;3.6;51.4;13.9;76.2
C002;Arteaga;19;19.8;81.7;38.6;11.9;21.5;12.2;10.1;2.9;49.7;17.1;74;5.4;81.7
C0C2;Balmaseda;178;11.8;77.6;60.3;14.4;13.5;17.6;4.9;4.7;26.5;8;46.4;11.1;77.6
C069;Bermeo;106;25.3;62.3;54.1;12.2;16.6;17.3;9.5;4.3;63.2;21;86;8;86.0
C0B6;Berna;95;17.8;111.7;44.5;20.4;8.3;13.4;8.5;5.4;31.1;16.9;57;6.2;111.7
C0BE;Berriatua;25;15.4;64.6;37;12;9.3;9.9;12.7;3.6;21.9;25.4;84.2;7;84.2
C065;Cerroja;677;15.1;85.3;58.7;29.4;12.8;12.2;7.5;5.5;38.4;25.6;42.6;22.9;85.3
C003;Derio;30;16;70.6;37.9;17.5;20.4;10.9;29.4;2.7;28;9.5;58.8;16;70.6
C039;Deusto;3;15.6;59.9;44.9;17.3;8.9;8.1;17.3;2.5;30.1;6.8;49.6;18.8;59.9
C075;Eitzaga;270;23.8;101.5;48.8;19.2;11.9;14.7;19.8;7.3;42.4;8.5;66.2;4.2;101.5
C074;Elorrio;167;21.1;74.9;41.6;16;9.1;12.7;16;5.8;25.9;11;62.6;4.1;74.9
C038;Galindo;5;15.4;61.6;47.3;18.1;9.4;12.2;20.4;2.3;34.5;9.7;48.1;20.4;61.6
C033;Igorre;150;15.2;92.5;52.7;21.9;14.5;11.4;14.8;4.8;22.3;12.9;55.4;13.9;92.5
C0BD;Iruzubieta;110;25.9;80.8;47.8;17.1;12.9;10.5;22.3;4.5;35;13.5;87.4;6.2;87.4
C036;Iurreta;180;20.4;87.9;38;18.9;9.5;11.4;6.6;4.2;25.5;10.4;54.7;5.9;87.9
C045;La Garbea;717;13.5;46.3;35.8;15.2;8.9;9.3;11;5.1;30.8;8.4;43.6;11.9;46.3
C0B7;Mañaria;168;17;97.6;55.1;19.1;9.6;14.8;6.7;2.9;34.7;7.3;60;5.6;97.6
C019;Matxitxako;433;16.2;41.2;37.8;6.1;10.5;13.7;23.3;6.8;30.9;22.2;73.4;6;73.4
C057;Mungia;22;16.1;66.7;32.6;12.7;25;20.9;10.5;2.9;44.7;17.9;71.1;11.2;71.1
C063;Muxika;16;17.3;84.8;44.5;11.6;22.2;14;19.4;2.1;47.5;24.1;69.4;5.2;84.8
C046;Oiz;980;14.3;30.2;29.1;13.9;11;10.2;28.8;15;26.8;13;37.4;4.1;37.4
C0BA;Oleta;14;23.5;50.9;32.9;8.3;13.6;11;22.7;4.1;39.3;6.8;83;7;83.0
C059;Ordunte;300;20.1;73.1;61.5;21.4;14.1;13;5.1;5;20.7;9.3;52.7;17.2;73.1
C072;Orduña;934;13.5;28.9;26.6;23.9;13.5;10;11.1;6.9;26.8;15.6;31.6;13;31.6
C0B4;Orozko;200;19.1;84.9;52.8;16.3;11.1;5;11.7;2.8;35.6;10.5;52.9;14.1;84.9
C054;Otxandio;556;20.8;113.5;51.9;21.4;9.7;11.1;12.5;6.7;18.8;22.6;62.2;9.9;113.5
C042;Punta Galea;61;14.8;36.8;31.8;6.6;8.6;12.6;27.7;2.4;25.3;12.1;47.9;16.6;47.9
C0B9;Sangroniz;10;20.1;59.7;46.3;17.4;7.2;11.9;42;3.5;30.9;7.2;51.9;18.7;59.7
C0C3;Sodupe;56;21.8;96.6;68.4;15.8;10.1;13.2;3.7;2.2;55.2;4.2;63.5;20.5;96.6
C022;Urkiola;709;15.5;104.1;36.8;9.7;6.8;17.5;10.4;5.4;24.4;7;61.3;6.4;104.1
C0B3;Urkizu;75;15.6;71.8;48.4;20.8;15.4;9.8;10.9;4.9;21.2;8.9;57.3;12.3;71.8
C037;Venta Alta;162;19.1;81.4;52.2;27.3;9.6;12.6;19.9;6.1;28.8;7.2;50.5;21.6;81.4
C0E5;Agauntza;180;16.8;67;37;11.7;13.5;26.8;6.6;6.7;11;10.7;58.8;4.1;67.0
C0DB;Aitzu;312;28.9;95.4;52.3;19.3;9;12.4;8.6;16.4;36.8;12.1;75;4.5;95.4
C0D3;Aixola;320;20.7;86.8;58.3;16.8;29.9;17.6;24.1;10.1;37.2;9.7;76.6;4.6;86.8
C0DD;Aizarnazabal;25;17.1;60.8;44.3;18.3;11;12.5;19.5;23;18.3;16.7;57.4;8.6;60.8
C0E9;Alegia;90;26;88.8;49.3;15;10.3;23.2;5.1;5.8;32.4;18.3;61.7;4.6;88.8
C078;Altzola;17;20.7;76.5;47.7;22.3;10.3;11;9.1;7.8;27.3;14.6;72.9;6.3;76.5
C052;Ameraun;285;35.9;107;53.7;22.9;17;20.3;17.1;8.9;32.6;23;65.6;10.9;107.0
C0E1;Amundarain;111;15;64.7;38.2;15.6;14.9;29.9;4.9;4.7;15.1;15.8;60.7;4;64.7
C077;Andoain;52;16.1;72.2;40;14.3;12.2;15.2;15.5;8.9;22.6;28.2;62.1;11.7;72.2
C080;Añarbe;184;40.3;100.4;53.4;19.2;32.7;17.5;15.8;9.3;34.1;34.8;67.7;11.7;100.4
C0E8;Araxes;141;27.8;74.1;52;19.1;14.7;15;13.7;8.9;26.5;21.6;65.1;6.5;74.1
C023;Arrasate;318;33.5;134.2;52.4;25.7;9;16.5;11.5;7.7;29.1;5.6;59.6;6;134.2
C084;Behobia;5;28.1;40.2;33;16.1;29.2;14.8;5.4;9.2;30.6;31.4;64.9;5.6;64.9
C0EA;Belauntza;105;23.4;68.4;44.6;22;18.1;23.6;24.8;13.6;25.8;22.4;75.3;13.5;75.3
C026;Berastegi;379;37.9;106.6;56.9;22.9;19.2;21.2;14.3;6.7;28.9;25.6;71.5;10;106.6
C058;Bidania;592;26.2;73.7;55.4;20.3;17;13.4;15.1;14.1;24.8;17.8;75.2;6.8;75.2
C0F0;Ereñozu;25;31.7;62.1;43.3;14.9;18.9;15.2;32.7;11.1;21.8;40.4;66.2;12.1;66.2
C0E7;Estanda;195;22.1;69.6;41.5;17.3;11.9;13.2;5.7;4.9;18.1;10.4;57.2;3.8;69.6
C0DC;Ibai Eder;90;24.9;95.1;50.5;26.8;11.1;13.5;13.9;18.8;26.5;16.3;58.3;5.6;95.1
C0EC;Lasarte;18;15.7;62.5;36.1;13.2;15.5;9.3;14;9.6;29.7;18;62.2;12.7;62.5
C0DE;Matxinbenta;250;28.5;75.2;45.5;23.7;17.6;19.2;17.7;10.1;29.2;21.4;55.5;5.6;75.2
C017;Miramon;113;26.1;55.3;29.9;13.5;21.6;17;31.3;9.6;38.1;40;65.2;14.1;65.2
C0F4;Oiartzun;53;18.9;56.9;27.7;14.7;24.5;12.2;16;8.4;29.3;21.7;78.7;9.5;78.7
C0D1;Oñati;195;11.9;95.2;36.7;21.1;12.2;12.3;15.1;7.3;21.8;6.5;64.2;4.3;95.2
C043;Ordizia;243;20.2;84.2;49.9;17.3;12.1;21.4;3.4;4.9;15.6;20.2;55.3;3.9;84.2
C0D2;San Prudentzio;175;16.5;99.4;40.1;19.5;12.1;11.9;16.8;10.2;23.4;6.3;62.7;4.3;99.4
C0D0;Urkulu;340;19;46.8;44.9;13.5;7.6;16;8.7;10.3;22.8;12.4;57.6;3.8;57.6
C064;Zarautz;80;14.9;45.6;22.1;10.2;16.6;15.1;13.8;8.5;20.1;16.8;50.2;5.6;50.2
C028;Zegama;520;39.6;83.3;35.9;17.4;13.4;24.2;11.5;7.3;44.3;9.2;63.9;3.9;83.3
C029;Zizurkil;149;19.2;64;41.9;20.3;17;15.9;15.1;6.4;18.8;18.6;61;12.6;64.0
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
;;;;PREZIPITAZIO MAXIMOA. EGUN BATEAN (l/m2);;;;;;;;;;;
